date,CPI All Urban Consumers Period Chg,CPI Less Food & Energy (Core) Period Chg,CPI Food & Beverages Period Chg,CPI Energy Period Chg,CPI Shelter Period Chg,CPI Medical Care Period Chg,CPI Transportation Period Chg,CPI Apparel Period Chg,CPI Education & Communication Period Chg
2004-11-01,0.47,0.2,0.32,3.28,0.09,0.22,1.44,0.25,0.27
2004-12-01,0.0,0.15,0.0,-0.92,0.18,0.35,-0.35,-0.66,0.18
2005-01-01,-0.05,0.2,0.11,-3.14,0.18,0.35,-1.19,0.42,0.18
2005-02-01,0.42,0.2,0.05,2.93,0.36,0.47,1.14,-0.25,0.27
2005-03-01,0.36,0.35,0.21,1.05,0.54,0.41,0.48,0.42,0.18
2005-04-01,0.31,0.05,0.63,1.96,0.0,0.31,0.65,-0.5,0.35
2005-05-01,-0.05,0.15,0.1,-2.04,0.04,0.34,-0.94,0.0,0.0
2005-06-01,0.05,0.05,0.0,0.24,0.09,0.31,0.24,-0.42,0.09
2005-07-01,0.62,0.15,0.21,5.56,0.27,0.4,2.19,-0.34,0.18
2005-08-01,0.62,0.1,0.05,6.19,0.13,0.03,2.6,0.42,-0.18
2005-09-01,1.38,0.1,0.21,13.46,-0.13,0.34,5.87,-0.33,0.79
2005-10-01,0.15,0.35,0.26,-1.1,0.53,0.49,-1.7,-0.08,-0.09
2005-11-01,-0.5,0.25,0.31,-7.24,0.31,0.55,-4.17,0.17,0.44
2005-12-01,0.0,0.15,0.16,-1.78,0.26,0.15,-0.45,-0.5,0.17
2006-01-01,0.61,0.2,0.41,4.8,0.18,0.12,1.7,0.25,0.43
2006-02-01,0.05,0.2,0.05,-1.27,0.35,0.49,-0.28,-0.93,0.09
2006-03-01,0.15,0.34,0.1,-1.08,0.44,0.42,-0.22,1.1,0.17
2006-04-01,0.5,0.24,-0.05,3.39,0.35,0.36,2.08,0.42,0.35
2006-05-01,0.3,0.29,0.21,0.65,0.39,0.36,0.5,0.25,0.09
2006-06-01,0.25,0.24,0.31,0.0,0.39,0.3,0.16,0.17,0.34
2006-07-01,0.55,0.19,0.2,4.05,0.34,0.27,2.13,-0.92,0.34
2006-08-01,0.44,0.24,0.26,1.92,0.34,0.36,0.8,0.67,0.17
2006-09-01,-0.49,0.19,0.31,-6.51,0.21,0.3,-3.66,0.33,0.17
2006-10-01,-0.44,0.19,0.3,-7.07,0.43,0.27,-3.09,-0.33,0.17
2006-11-01,0.05,0.1,0.0,0.0,0.34,0.24,-0.57,-0.33,-0.08
2006-12-01,0.54,0.14,0.05,4.67,0.3,0.12,1.94,0.34,0.09
2007-01-01,0.17,0.24,0.66,-1.26,0.32,0.7,-0.68,0.05,-0.06
2007-02-01,0.39,0.26,0.66,1.07,0.36,0.52,0.36,0.31,0.29
2007-03-01,0.52,0.14,0.36,4.11,0.18,0.16,1.86,-0.37,0.43
2007-04-01,0.3,0.16,0.27,1.55,0.25,0.41,0.8,-0.39,0.23
2007-05-01,0.41,0.15,0.38,2.62,0.21,0.34,1.19,-0.14,0.56
2007-06-01,0.23,0.16,0.41,0.56,0.3,0.29,0.13,-0.5,0.09
2007-07-01,0.18,0.18,0.33,-0.08,0.21,0.63,0.27,-0.11,0.22
2007-08-01,0.03,0.16,0.38,-1.54,0.25,0.47,-0.58,-0.46,0.28
2007-09-01,0.42,0.21,0.45,2.1,0.24,0.33,1.08,0.1,0.23
2007-10-01,0.31,0.25,0.31,0.78,0.22,0.51,0.32,0.35,0.32
2007-11-01,0.79,0.27,0.39,5.38,0.3,0.39,2.87,0.25,0.08
2007-12-01,0.29,0.24,0.17,0.82,0.28,0.32,0.48,0.52,0.31
2008-01-01,0.34,0.28,0.6,0.5,0.24,0.43,0.48,0.07,0.29
2008-02-01,0.24,0.08,0.38,1.3,0.15,0.08,0.41,-0.45,0.15
2008-03-01,0.36,0.22,0.2,1.57,0.3,0.22,0.48,-0.42,0.24
2008-04-01,0.23,0.07,0.85,0.61,-0.02,0.15,-0.35,0.28,0.33
2008-05-01,0.59,0.18,0.4,3.9,0.12,0.16,1.72,-0.01,0.37
2008-06-01,1.05,0.23,0.59,7.44,0.2,0.28,3.92,-0.18,0.53
2008-07-01,0.71,0.25,0.94,3.46,0.19,0.13,1.47,0.43,0.45
2008-08-01,-0.15,0.2,0.5,-3.17,0.14,0.23,-1.67,0.61,0.24
2008-09-01,0.09,0.15,0.56,-0.93,0.21,0.24,0.0,-0.1,0.2
2008-10-01,-0.86,0.03,0.41,-8.48,0.11,0.19,-4.98,-0.68,0.23
2008-11-01,-1.77,0.07,0.2,-18.02,0.2,0.25,-10.28,0.06,0.27
2008-12-01,-0.82,-0.01,0.03,-9.52,0.01,0.35,-5.03,-0.63,0.32
2009-01-01,0.25,0.19,0.08,1.18,0.18,0.29,1.04,-0.13,0.24
2009-02-01,0.36,0.21,-0.12,2.83,0.05,0.28,1.79,1.63,0.19
2009-03-01,-0.1,0.21,-0.17,-2.89,0.11,0.23,-1.15,0.4,0.16
2009-04-01,0.1,0.21,-0.14,-0.48,0.09,0.37,0.38,-0.15,0.18
2009-05-01,0.15,0.09,-0.15,1.28,0.03,0.34,1.26,-0.12,0.29
2009-06-01,0.83,0.1,0.02,9.57,-0.06,0.22,4.9,0.2,0.18
2009-07-01,-0.03,0.07,-0.17,-0.64,-0.14,0.22,0.14,-0.24,0.25
2009-08-01,0.33,0.11,0.01,2.97,0.15,0.29,1.56,0.21,0.19
2009-09-01,0.19,0.19,-0.03,0.59,-0.04,0.34,0.87,0.45,0.3
2009-10-01,0.3,0.26,0.1,0.96,0.09,0.25,1.33,-0.23,0.18
2009-11-01,0.33,0.07,0.08,3.03,-0.17,0.31,1.84,-0.41,-0.0
2009-12-01,0.05,0.1,0.13,-0.48,0.0,0.17,0.14,0.36,0.2
2010-01-01,0.06,-0.11,0.24,1.38,-0.48,0.43,0.83,-0.44,0.21
2010-02-01,-0.1,0.04,0.02,-1.5,-0.01,0.41,-0.59,0.23,0.14
2010-03-01,0.03,0.02,0.19,-0.14,-0.03,0.37,-0.31,0.03,0.23
2010-04-01,0.02,0.02,0.1,-0.05,0.02,0.23,-0.07,-0.48,0.19
2010-05-01,-0.05,0.06,0.05,-1.24,0.07,0.13,-0.53,0.0,0.07
2010-06-01,-0.04,0.1,-0.01,-1.39,0.07,0.28,-0.42,-0.02,0.13
2010-07-01,0.19,0.08,0.01,1.53,0.05,-0.02,0.87,-0.25,0.13
2010-08-01,0.15,0.07,0.11,0.92,0.0,0.24,0.63,-0.3,0.14
2010-09-01,0.16,0.09,0.33,0.51,0.06,0.57,0.54,0.21,0.09
2010-10-01,0.35,0.05,0.14,3.28,0.05,0.16,1.83,-0.25,-0.02
2010-11-01,0.25,0.14,0.18,1.29,0.12,0.16,0.98,0.09,0.13
2010-12-01,0.4,0.09,0.11,3.48,0.12,0.25,1.85,0.16,-0.1
2011-01-01,0.32,0.21,0.53,0.94,0.14,0.14,0.88,0.5,0.13
2011-02-01,0.32,0.18,0.45,1.23,0.12,0.37,0.72,0.07,0.09
2011-03-01,0.52,0.11,0.72,3.45,0.09,0.2,1.89,-0.14,0.08
2011-04-01,0.47,0.12,0.37,3.29,0.1,0.36,1.64,0.25,0.09
2011-05-01,0.32,0.2,0.38,1.12,0.1,0.26,0.69,0.92,0.11
2011-06-01,0.0,0.23,0.25,-2.08,0.21,0.17,-0.72,0.47,0.11
2011-07-01,0.26,0.23,0.38,0.27,0.26,0.28,0.33,0.69,0.08
2011-08-01,0.32,0.29,0.48,0.28,0.2,0.21,0.46,0.82,0.34
2011-09-01,0.22,0.11,0.43,0.68,0.13,0.2,0.37,-0.25,0.13
2011-10-01,0.07,0.17,0.09,-0.76,0.2,0.46,-0.36,0.43,0.24
2011-11-01,0.18,0.17,0.09,0.4,0.17,0.42,0.22,0.8,0.15
2011-12-01,0.02,0.22,0.18,-1.73,0.21,0.36,-0.63,0.08,0.15
2012-01-01,0.27,0.21,0.32,0.63,0.14,0.29,0.75,0.43,0.31
2012-02-01,0.21,0.07,-0.01,1.64,0.17,0.12,1.07,-0.26,0.09
2012-03-01,0.21,0.19,0.17,0.34,0.21,0.33,0.35,0.62,0.08
2012-04-01,0.17,0.19,0.19,-0.03,0.23,0.3,0.07,0.46,0.14
2012-05-01,-0.21,0.14,0.08,-3.15,0.15,0.34,-1.64,0.18,0.28
2012-06-01,-0.08,0.17,0.21,-2.44,0.14,0.59,-1.3,-0.33,0.08
2012-07-01,0.03,0.15,0.05,-0.99,0.13,0.41,-0.2,-0.25,-0.0
2012-08-01,0.58,0.11,0.15,4.89,0.19,0.13,2.73,-0.48,-0.11
2012-09-01,0.48,0.19,0.08,3.27,0.23,0.22,1.84,0.84,0.19
2012-10-01,0.27,0.16,0.17,1.2,0.23,0.15,0.6,0.72,0.19
2012-11-01,-0.17,0.13,0.17,-2.81,0.15,0.1,-1.83,-0.08,0.13
2012-12-01,-0.01,0.17,0.18,-1.65,0.17,0.19,-0.6,0.08,0.15
2013-01-01,0.2,0.22,0.14,0.13,0.19,0.19,0.26,0.62,0.36
2013-02-01,0.54,0.15,0.02,4.36,0.22,0.12,2.38,0.05,0.24
2013-03-01,-0.28,0.1,0.1,-3.56,0.18,0.35,-1.92,-0.91,0.12
2013-04-01,-0.21,0.02,0.19,-2.48,0.19,-0.02,-1.86,-0.05,-0.19
2013-05-01,0.04,0.07,-0.08,-0.0,0.22,-0.17,-0.42,0.01,0.11
2013-06-01,0.24,0.15,0.22,0.93,0.2,0.47,0.64,0.06,0.01
2013-07-01,0.2,0.23,0.09,0.11,0.17,0.17,0.55,0.51,0.13
2013-08-01,0.24,0.19,0.12,0.76,0.24,0.51,0.62,-0.18,0.15
2013-09-01,0.04,0.16,0.02,-0.85,0.17,0.26,-0.46,-0.1,0.19
2013-10-01,0.05,0.09,0.1,-0.33,0.14,0.07,-0.1,-0.23,0.16
2013-11-01,0.18,0.19,0.08,0.32,0.31,-0.02,0.23,0.27,0.12
2013-12-01,0.26,0.17,0.1,1.24,0.28,0.03,0.71,0.98,0.19
2014-01-01,0.24,0.09,0.12,1.87,0.25,0.32,0.26,-0.54,0.11
2014-02-01,0.11,0.09,0.35,-0.17,0.22,0.27,-0.35,-0.47,0.03
2014-03-01,0.2,0.19,0.42,0.01,0.3,0.25,-0.47,0.13,0.09
2014-04-01,0.19,0.19,0.31,-0.04,0.24,0.24,0.69,0.03,0.16
2014-05-01,0.19,0.19,0.46,-0.26,0.29,0.23,-0.31,0.23,0.11
2014-06-01,0.13,0.13,0.1,0.2,0.16,0.21,0.16,0.16,0.1
2014-07-01,0.11,0.15,0.22,-0.39,0.27,0.16,-0.24,-0.03,0.17
2014-08-01,-0.02,0.09,0.26,-1.22,0.22,0.04,-0.48,-0.46,0.13
2014-09-01,0.01,0.16,0.26,-1.66,0.23,0.24,-0.77,0.36,-0.02
2014-10-01,-0.02,0.17,0.14,-1.88,0.22,0.15,-0.78,-0.04,-0.31
2014-11-01,-0.19,0.11,0.25,-3.39,0.26,0.38,-1.73,-0.4,-0.12
2014-12-01,-0.31,0.05,0.3,-4.58,0.21,0.47,-2.81,-0.48,-0.05
2015-01-01,-0.64,0.09,-0.03,-8.52,0.28,-0.03,-4.54,-0.4,0.18
2015-02-01,0.25,0.15,0.12,1.55,0.26,-0.06,1.15,-0.13,-0.05
2015-03-01,0.27,0.24,-0.15,1.35,0.29,0.42,1.03,0.53,0.08
2015-04-01,0.1,0.25,-0.03,-1.06,0.27,0.65,-0.24,-0.19,0.13
2015-05-01,0.33,0.14,0.11,2.65,0.19,0.21,1.83,-0.44,-0.09
2015-06-01,0.28,0.16,0.25,1.46,0.27,-0.09,0.78,-0.26,0.07
2015-07-01,0.16,0.21,0.09,-0.18,0.38,0.14,0.15,0.14,0.15
2015-08-01,-0.0,0.1,0.23,-1.44,0.21,-0.08,-0.76,0.38,0.17
2015-09-01,-0.22,0.21,0.28,-5.43,0.29,0.23,-2.69,-0.12,0.32
2015-10-01,0.1,0.19,0.12,-0.83,0.25,0.68,-0.36,-0.55,0.18
2015-11-01,0.12,0.19,-0.09,-0.26,0.25,0.34,0.1,0.32,0.22
2015-12-01,-0.11,0.13,-0.13,-2.55,0.23,0.11,-0.97,0.25,0.02
2016-01-01,-0.05,0.17,0.08,-2.58,0.33,0.32,-1.07,-0.83,0.13
2016-02-01,-0.13,0.23,0.11,-4.77,0.28,0.6,-2.01,0.72,-0.17
2016-03-01,0.31,0.16,-0.22,3.31,0.22,0.18,1.48,-0.04,0.13
2016-04-01,0.38,0.26,0.08,2.46,0.26,0.33,1.52,-0.05,0.04
2016-05-01,0.24,0.24,-0.13,1.01,0.35,0.27,0.51,0.74,-0.14
2016-06-01,0.28,0.16,-0.06,2.28,0.34,0.35,0.9,-0.34,-0.04
2016-07-01,-0.05,0.12,-0.01,-2.0,0.24,0.51,-1.31,-0.31,-0.03
2016-08-01,0.18,0.24,0.03,-0.14,0.29,0.99,-0.23,0.21,0.09
2016-09-01,0.26,0.17,0.02,1.84,0.35,0.17,0.8,-0.19,-0.33
2016-10-01,0.23,0.12,0.03,1.94,0.35,-0.01,0.71,0.48,-0.13
2016-11-01,0.12,0.14,-0.03,0.2,0.29,0.04,0.09,0.07,0.13
2016-12-01,0.25,0.18,0.0,1.6,0.29,0.13,0.92,-0.33,0.09
2017-01-01,0.4,0.22,0.15,2.94,0.24,0.2,1.47,-0.11,0.05
2017-02-01,0.16,0.21,0.25,-0.6,0.26,0.35,-0.26,0.01,-0.17
2017-03-01,-0.05,-0.02,0.2,-0.79,0.16,0.12,-0.2,0.27,-1.72
2017-04-01,0.12,0.11,0.14,0.21,0.25,-0.14,-0.13,-0.08,-0.27
2017-05-01,-0.08,0.08,0.13,-2.22,0.24,-0.01,-1.14,-0.51,-0.1
2017-06-01,0.07,0.13,-0.08,-0.32,0.25,0.32,-0.28,-0.11,-0.04
2017-07-01,0.03,0.09,0.17,-0.92,0.16,0.38,-0.59,-0.11,-0.1
2017-08-01,0.38,0.22,0.11,2.78,0.41,0.19,1.36,0.02,-0.06
2017-09-01,0.51,0.11,0.15,5.6,0.27,-0.0,2.46,0.29,0.12
2017-10-01,0.08,0.28,0.09,-2.07,0.37,0.1,-0.6,0.16,0.25
2017-11-01,0.27,0.11,0.07,2.27,0.2,0.03,1.19,-0.74,0.25
2017-12-01,0.21,0.21,0.2,0.25,0.33,0.23,0.31,-0.63,0.06
2018-01-01,0.43,0.34,0.25,1.54,0.26,0.4,1.28,0.5,0.05
2018-02-01,0.27,0.2,-0.03,1.52,0.19,0.17,0.72,0.79,-0.2
2018-03-01,0.02,0.22,0.05,-2.01,0.34,0.31,-0.86,0.52,-0.09
2018-04-01,0.26,0.14,0.2,1.6,0.3,0.1,0.43,0.66,0.01
2018-05-01,0.23,0.2,-0.01,0.86,0.36,0.2,0.49,0.11,0.28
2018-06-01,0.09,0.1,0.13,-0.04,0.12,0.34,0.12,-0.85,0.19
2018-07-01,0.08,0.12,0.16,-0.46,0.28,-0.2,-0.17,-0.56,0.17
2018-08-01,0.18,0.07,0.12,1.3,0.31,-0.2,0.65,-1.77,0.14
2018-09-01,0.21,0.18,0.17,0.53,0.17,0.16,0.42,1.37,0.16
2018-10-01,0.23,0.21,-0.04,0.92,0.28,0.13,0.51,0.7,-0.07
2018-11-01,-0.07,0.2,0.28,-3.33,0.27,0.4,-1.31,-0.73,-0.49
2018-12-01,0.07,0.24,0.37,-2.23,0.28,0.25,-1.15,-0.59,0.08
2019-01-01,-0.08,0.27,0.24,-4.35,0.28,0.23,-1.38,0.09,0.15
2019-02-01,0.3,0.16,0.27,1.86,0.34,0.04,0.86,0.05,0.09
2019-03-01,0.38,0.15,0.15,3.26,0.31,0.26,1.25,-0.69,0.06
2019-04-01,0.38,0.16,-0.14,3.48,0.36,0.32,1.4,0.19,0.15
2019-05-01,0.02,0.08,0.2,-0.85,0.27,0.38,-0.6,-0.11,0.05
2019-06-01,-0.03,0.2,0.05,-2.54,0.29,0.18,-1.19,0.8,0.1
2019-07-01,0.23,0.21,0.07,0.82,0.26,0.4,0.33,-0.02,0.18
2019-08-01,0.09,0.23,0.08,-1.31,0.19,0.59,-0.32,-0.16,0.14
2019-09-01,0.15,0.19,0.21,-0.39,0.33,0.21,-0.09,0.21,-0.04
2019-10-01,0.28,0.22,0.2,1.06,0.13,0.94,0.56,-1.05,0.09
2019-11-01,0.28,0.22,0.21,1.03,0.23,0.37,0.49,0.05,0.37
2019-12-01,0.29,0.18,0.16,1.7,0.2,0.5,0.98,-0.56,0.04
2020-01-01,0.19,0.26,0.31,-0.47,0.38,0.19,-0.1,-0.31,0.29
2020-02-01,0.05,0.25,0.27,-2.66,0.31,0.22,-0.82,0.39,0.08
2020-03-01,-0.45,-0.12,0.26,-5.89,0.02,0.35,-3.17,-1.13,0.08
2020-04-01,-0.79,-0.49,1.35,-9.47,-0.05,0.39,-6.03,-3.7,0.19
2020-05-01,-0.09,-0.13,0.63,-1.39,0.18,0.46,-1.89,-2.41,0.01
2020-06-01,0.48,0.16,0.52,4.83,0.14,0.33,2.02,1.24,-0.08
2020-07-01,0.51,0.58,-0.38,1.71,0.25,0.35,2.46,0.79,1.09
2020-08-01,0.37,0.39,0.17,0.7,0.16,0.05,1.36,0.28,0.13
2020-09-01,0.26,0.19,0.03,1.76,0.08,0.0,1.3,0.21,-0.19
2020-10-01,0.12,0.14,0.24,-0.3,0.12,-0.38,0.32,0.0,0.12
2020-11-01,0.23,0.25,0.02,0.46,0.12,-0.07,0.55,0.22,0.13
2020-12-01,0.43,0.13,0.38,4.39,0.13,-0.13,1.88,0.47,0.1
2021-01-01,0.24,0.02,0.15,3.31,0.1,0.38,1.17,0.93,0.07
2021-02-01,0.34,0.15,0.09,3.19,0.18,0.35,1.08,-0.78,0.08
2021-03-01,0.52,0.25,0.09,4.73,0.25,0.07,2.15,0.29,-0.16
2021-04-01,0.62,0.81,0.39,-1.03,0.38,0.08,1.5,1.02,0.38
2021-05-01,0.66,0.66,0.43,1.14,0.27,-0.09,2.29,0.92,0.21
2021-06-01,0.85,0.79,0.73,1.63,0.52,-0.17,3.27,0.45,0.11
2021-07-01,0.46,0.36,0.62,1.24,0.48,0.23,0.56,-0.02,0.15
2021-08-01,0.28,0.13,0.43,1.78,0.17,0.07,0.04,0.15,0.21
2021-09-01,0.45,0.25,0.8,1.92,0.4,0.03,0.5,-0.37,0.32
2021-10-01,0.96,0.7,0.86,3.85,0.47,0.53,2.24,1.25,0.16
2021-11-01,0.86,0.62,0.72,3.55,0.47,0.36,2.91,0.85,0.02
2021-12-01,0.69,0.63,0.55,1.55,0.41,0.28,2.04,0.92,0.06
2022-01-01,0.6,0.55,0.77,0.85,0.27,0.69,0.58,0.58,0.1
2022-02-01,0.69,0.53,0.97,1.9,0.54,0.35,1.28,0.42,0.03
2022-03-01,1.12,0.27,0.88,10.09,0.49,0.46,3.41,0.35,-0.18
2022-04-01,0.31,0.5,0.91,-2.52,0.53,0.43,-0.77,-0.27,-0.14
2022-05-01,0.95,0.53,1.1,4.6,0.57,0.4,1.9,0.47,-0.05
2022-06-01,1.26,0.68,0.99,6.93,0.69,0.59,3.46,0.58,0.14
2022-07-01,-0.01,0.35,1.05,-4.88,0.59,0.57,-2.23,-0.03,-0.18
2022-08-01,0.06,0.49,0.82,-5.09,0.67,0.56,-2.47,0.02,0.12
2022-09-01,0.42,0.57,0.64,-1.42,0.72,0.62,-0.19,0.13,0.05
2022-10-01,0.56,0.39,0.69,1.99,0.77,-0.4,1.0,0.15,0.03
2022-11-01,0.26,0.31,0.51,-0.61,0.65,-0.46,-0.27,0.44,0.72
2022-12-01,0.02,0.36,0.38,-3.95,0.76,0.09,-1.96,0.11,0.13
2023-01-01,0.53,0.41,0.47,2.2,0.67,-0.18,0.55,0.74,0.35
2023-02-01,0.34,0.49,0.37,-1.34,0.74,-0.3,0.09,0.63,0.07
2023-03-01,0.12,0.34,0.01,-2.02,0.55,-0.4,-0.11,0.14,0.17
2023-04-01,0.34,0.45,0.22,-0.71,0.46,-0.03,0.67,0.11,0.02
2023-05-01,0.16,0.36,0.26,-2.35,0.5,0.08,-0.05,0.33,-0.14
2023-06-01,0.22,0.22,0.11,0.52,0.49,-0.03,0.24,0.09,-0.23
2023-07-01,0.2,0.21,0.24,-0.06,0.46,-0.03,-0.07,0.18,-0.07
2023-08-01,0.48,0.2,0.25,4.27,0.28,0.1,1.82,-0.15,-0.07
2023-09-01,0.39,0.31,0.13,1.85,0.61,0.13,0.54,-0.63,0.09
2023-10-01,0.14,0.3,0.33,-2.0,0.39,0.25,-0.61,0.72,-0.11
2023-11-01,0.15,0.3,0.13,-1.61,0.45,0.48,-0.25,-0.9,-0.23
2023-12-01,0.19,0.26,0.15,-0.49,0.42,0.36,-0.14,-0.12,0.11
2024-01-01,0.31,0.36,0.3,-0.29,0.56,0.42,-0.47,-0.2,0.44
2024-02-01,0.41,0.4,0.09,1.21,0.45,0.08,1.11,0.48,0.44
2024-03-01,0.44,0.39,0.02,1.89,0.44,0.38,1.27,0.5,0.02
2024-04-01,0.22,0.27,0.2,-0.37,0.35,0.36,0.08,0.98,0.19
2024-05-01,0.05,0.14,0.15,-1.2,0.38,0.52,-0.82,-0.16,-0.02
2024-06-01,-0.04,0.09,0.2,-2.07,0.25,0.14,-1.21,-0.05,-0.06
2024-07-01,0.17,0.17,0.21,0.0,0.36,-0.07,-0.1,-0.29,0.1
2024-08-01,0.16,0.25,0.13,-0.93,0.44,-0.07,0.0,-0.12,0.04
2024-09-01,0.21,0.31,0.29,-1.1,0.26,0.37,0.04,0.86,-0.03
2024-10-01,0.29,0.31,0.23,0.12,0.44,0.3,0.23,-0.6,-0.25
2024-11-01,0.28,0.29,0.33,0.1,0.34,0.26,0.34,-0.04,-0.28
2024-12-01,0.34,0.19,0.22,2.4,0.26,0.11,1.11,-0.09,0.03
2025-01-01,0.43,0.43,0.29,0.87,0.35,0.22,0.96,-0.86,0.32
2025-02-01,0.23,0.25,0.2,-0.06,0.3,0.34,-0.36,0.51,0.29
2025-03-01,0.03,0.07,0.37,-1.13,0.21,0.14,-1.19,0.22,0.23
2025-04-01,0.16,0.24,0.05,-0.56,0.34,0.43,-0.4,-0.14,-0.13
2025-05-01,0.1,0.13,0.27,-0.71,0.26,0.26,-0.61,-0.32,0.07
2025-06-01,0.25,0.23,0.28,0.43,0.21,0.42,0.0,0.33,0.11
2025-07-01,0.23,0.31,0.12,-0.62,0.23,0.68,0.14,0.11,-0.02
2025-08-01,0.35,0.31,0.43,0.69,0.39,-0.11,0.82,0.26,0.01
2025-09-01,0.3,0.22,0.22,1.43,0.21,0.18,0.76,0.54,-0.01
2025-11-01,0.25,0.19,0.1,1.41,0.24,0.19,0.17,-0.4,0.55
2025-12-01,0.3,0.23,0.61,0.34,0.38,0.36,-0.01,0.33,-0.93
2026-01-01,0.17,0.3,0.18,-1.47,0.22,0.26,-0.31,0.31,0.39
2026-02-01,0.27,0.22,0.37,0.63,0.23,0.5,0.2,1.28,-0.2
2026-03-01,0.87,0.2,0.01,10.87,0.27,-0.16,4.28,1.03,0.2
