date,Total Building Permits YoY Chg,Single-Family Permits YoY Chg,2-4 Unit Permits YoY Chg,5+ Unit Permits YoY Chg,Permits - Northeast YoY Chg,Permits - Midwest YoY Chg,Permits - South YoY Chg,Permits - West YoY Chg
1961-01-01,-11.26,-16.9,-11.94,15.64,-30.08,-6.72,-16.92,9.16
1961-02-01,-11.67,-22.47,-11.27,51.01,-24.14,-1.95,-15.41,-6.44
1961-03-01,4.71,-4.12,-1.67,45.78,21.08,21.16,3.3,-11.93
1961-04-01,-1.38,-11.7,21.05,35.91,8.47,-12.7,2.1,-1.68
1961-05-01,-2.38,-6.86,4.76,10.39,-2.23,-7.5,-3.97,3.5
1961-06-01,11.69,-4.41,1.47,102.13,25.57,3.29,7.02,14.08
1961-07-01,8.41,1.23,-16.88,46.32,8.22,1.79,14.93,7.64
1961-08-01,16.6,2.05,9.23,73.1,44.71,-2.17,18.15,9.79
1961-09-01,11.59,4.83,14.29,32.72,10.24,6.82,19.32,9.15
1961-10-01,15.53,7.74,31.03,38.42,19.9,-1.72,23.57,19.22
1961-11-01,17.67,8.63,4.23,54.23,22.93,3.59,14.6,28.16
1961-12-01,22.08,12.5,10.77,59.09,62.72,-4.62,14.64,28.03
1962-01-01,15.79,1.99,38.98,56.04,56.4,-15.68,17.45,15.73
1962-02-01,24.25,10.1,28.57,65.33,56.25,0.8,31.4,18.48
1962-03-01,13.4,1.0,40.68,42.56,20.9,-2.62,17.02,17.36
1962-04-01,23.25,8.59,20.29,65.04,41.46,10.8,11.99,30.82
1962-05-01,11.2,0.57,45.45,31.76,0.46,7.21,17.59,15.88
1962-06-01,7.85,-1.68,14.49,30.18,5.43,9.55,7.87,8.33
1962-07-01,9.79,-3.24,43.75,36.69,-4.64,10.09,12.34,18.06
1962-08-01,3.54,-2.95,18.31,14.66,-24.25,3.56,12.54,21.02
1962-09-01,11.38,-2.71,22.22,44.79,-1.77,9.79,12.7,20.5
1962-10-01,5.16,-9.92,13.16,44.13,2.55,2.63,6.77,7.16
1962-11-01,7.29,-8.85,28.38,42.26,-3.97,0.87,15.92,11.83
1962-12-01,6.46,-9.3,47.22,35.87,-16.0,9.69,7.79,21.3
1963-01-01,11.23,-3.07,26.83,39.01,-8.92,1.01,14.55,30.51
1963-02-01,1.51,-5.67,27.16,10.22,-15.27,-23.72,10.62,25.69
1963-03-01,10.93,4.53,39.76,17.1,-5.35,12.56,9.39,23.08
1963-04-01,4.29,4.16,25.3,0.25,-20.69,20.76,16.82,2.36
1963-05-01,18.21,4.23,21.88,46.73,12.27,13.45,19.06,24.49
1963-06-01,16.55,9.52,81.01,16.17,-8.58,18.26,21.28,27.64
1963-07-01,11.1,4.88,36.96,16.58,0.0,6.77,18.21,14.21
1963-08-01,9.17,4.28,27.38,14.32,-1.75,18.88,9.19,9.74
1963-09-01,15.54,9.19,50.0,19.18,20.72,6.2,20.56,14.18
1963-10-01,19.73,11.74,53.49,26.17,8.3,20.09,22.48,24.51
1963-11-01,9.79,5.0,32.63,12.47,-2.89,28.33,15.93,1.01
1963-12-01,15.13,1.71,8.49,38.79,5.19,10.04,37.57,4.88
1964-01-01,3.85,1.87,9.62,5.57,-19.18,48.26,8.38,-7.64
1964-02-01,18.98,17.31,27.18,19.76,15.45,77.72,8.0,3.41
1964-03-01,4.37,-0.14,-14.66,18.07,13.91,18.33,10.25,-14.42
1964-04-01,-1.86,-11.45,-4.81,17.2,0.87,-7.37,4.19,-5.37
1964-05-01,-3.78,-1.76,-11.11,-5.07,-1.21,3.33,-1.72,-11.71
1964-06-01,-4.83,-7.91,-27.97,8.35,23.94,-5.61,-2.01,-20.54
1964-07-01,-1.29,-5.72,-17.46,10.84,7.96,2.99,1.22,-11.48
1964-08-01,-0.31,-5.56,-12.15,11.41,11.61,6.5,10.71,-21.58
1964-09-01,-10.47,-9.06,-30.3,-7.44,-10.07,9.12,-6.31,-26.86
1964-10-01,-13.01,-8.56,-25.76,-16.44,-14.56,7.12,-7.76,-29.75
1964-11-01,-7.59,-0.54,-26.19,-13.31,3.4,-1.34,-2.61,-23.94
1964-12-01,-18.2,-2.1,-34.78,-34.34,2.06,-8.03,-22.9,-30.93
1965-01-01,-2.47,2.82,-17.54,-6.75,11.62,13.42,4.74,-28.57
1965-02-01,-17.82,-16.22,-39.69,-14.66,-18.59,-21.28,-0.25,-31.29
1965-03-01,-7.77,-8.55,-17.17,-4.61,-4.2,-14.81,-1.76,-11.24
1965-04-01,-8.07,-0.58,-12.12,-18.03,-3.88,13.64,-5.53,-28.92
1965-05-01,-7.08,-2.75,-21.15,-10.68,3.28,10.75,-4.51,-29.71
1965-06-01,-3.05,-1.97,-16.5,-1.71,-2.27,14.5,7.16,-28.09
1965-07-01,-5.14,0.0,-14.42,-10.59,-1.64,25.0,-2.9,-32.43
1965-08-01,-4.36,1.4,-8.51,-11.85,4.4,8.47,-8.53,-17.13
1965-09-01,-3.0,-1.68,-5.43,-4.57,9.54,2.34,0.5,-21.6
1965-10-01,3.98,6.24,-21.43,6.09,22.42,1.33,14.29,-19.43
1965-11-01,4.15,0.82,-15.05,13.95,14.81,4.41,3.16,-3.28
1965-12-01,12.97,6.01,13.33,25.38,10.08,50.79,20.16,-25.59
1966-01-01,4.83,1.51,-5.32,12.44,37.56,0.0,2.38,-11.23
1966-02-01,-2.19,-8.15,-10.13,9.07,6.85,17.41,-5.45,-22.6
1966-03-01,1.9,5.49,2.44,-3.52,8.76,35.97,1.02,-29.75
1966-04-01,-1.46,-5.41,-16.09,8.7,9.87,-3.0,4.79,-18.25
1966-05-01,-10.69,-16.69,-17.07,0.72,-7.14,-11.0,-3.15,-24.53
1966-06-01,-22.97,-17.53,-32.56,-29.41,-20.93,-20.13,-21.96,-30.08
1966-07-01,-24.66,-23.27,-34.83,-24.83,-5.83,-33.91,-23.88,-31.2
1966-08-01,-29.78,-30.25,-40.7,-26.88,-20.31,-31.25,-23.17,-46.86
1966-09-01,-36.92,-33.38,-49.43,-40.09,-39.77,-28.76,-35.24,-46.46
1966-10-01,-42.22,-40.45,-38.96,-45.7,-48.35,-35.41,-41.74,-44.66
1966-11-01,-43.64,-40.03,-44.3,-48.98,-39.07,-38.64,-40.8,-57.29
1966-12-01,-43.5,-38.19,-48.24,-50.72,-44.69,-53.68,-35.37,-40.72
1967-01-01,-24.91,-21.92,-37.08,-27.16,-4.93,-30.77,-25.12,-40.71
1967-02-01,-21.74,-10.62,-21.13,-37.2,-14.53,-27.76,-18.85,-25.66
1967-03-01,-22.61,-19.83,-27.38,-26.2,-37.0,-27.91,-10.38,-18.47
1967-04-01,-9.61,-6.34,-16.44,-13.41,-10.2,-5.15,-9.64,-14.88
1967-05-01,-0.19,7.98,-2.94,-11.16,-12.82,0.73,6.5,1.0
1967-06-01,22.28,17.25,31.03,29.63,10.78,24.39,24.16,29.05
1967-07-01,26.29,24.08,32.76,28.79,0.88,44.3,29.41,30.23
1967-08-01,40.14,38.02,56.86,40.81,5.77,53.18,33.44,84.03
1967-09-01,65.25,50.11,84.09,88.97,52.83,66.51,64.37,79.41
1967-10-01,73.21,58.52,91.49,96.34,65.25,83.25,65.9,80.71
1967-11-01,76.22,57.24,95.45,106.4,34.12,88.36,84.06,99.21
1967-12-01,76.99,53.06,88.64,120.33,58.94,103.98,54.74,109.92
1968-01-01,18.49,17.68,44.64,15.75,-37.37,42.31,28.57,67.33
1968-02-01,47.96,26.06,58.93,88.85,12.0,66.38,48.39,64.88
1968-03-01,43.46,21.23,31.15,84.88,72.67,33.87,28.25,58.56
1968-04-01,24.25,11.39,32.79,44.02,10.45,19.57,25.28,45.9
1968-05-01,20.54,4.56,25.76,46.79,6.86,33.21,10.69,36.14
1968-06-01,11.21,-2.82,9.21,34.05,10.62,3.59,14.29,16.45
1968-07-01,14.19,2.07,-2.6,36.47,-2.63,-0.61,26.77,30.8
1968-08-01,10.41,0.43,-1.25,27.88,11.36,-0.3,18.18,11.32
1968-09-01,14.46,5.28,8.64,28.37,-3.7,8.26,21.68,29.1
1968-10-01,11.02,1.41,-6.67,28.36,3.86,-0.83,20.32,18.58
1968-11-01,10.72,4.89,4.65,19.57,-10.53,12.36,6.06,36.25
1968-12-01,5.63,-1.85,13.25,14.31,-6.67,-11.98,20.86,14.91
1969-01-01,23.75,0.59,1.23,65.63,32.04,16.52,24.88,25.5
1969-02-01,11.4,-0.56,8.99,27.49,8.48,11.02,14.13,9.75
1969-03-01,4.96,-3.76,21.25,12.85,-14.48,10.24,11.67,8.36
1969-04-01,12.05,-1.93,9.88,30.19,-0.41,6.36,12.56,29.59
1969-05-01,2.39,-4.66,1.2,11.11,11.01,-21.41,8.05,18.55
1969-06-01,3.77,-1.83,3.61,10.3,-15.6,1.58,-1.72,33.83
1969-07-01,-4.91,-13.64,18.67,2.41,-5.86,-7.03,-10.76,8.19
1969-08-01,-2.95,-15.57,5.06,11.25,-19.18,-11.01,5.41,6.1
1969-09-01,-13.73,-19.92,-11.36,-6.9,-14.96,-27.23,-12.64,2.22
1969-10-01,-14.43,-17.85,-1.19,-12.26,-18.18,-19.27,-20.73,5.33
1969-11-01,-17.06,-19.75,-10.0,-14.91,-12.75,-31.0,-9.8,-13.74
1969-12-01,-16.85,-14.68,-18.09,-19.11,-17.86,-14.24,-23.26,-7.91
1970-01-01,-27.21,-28.84,-10.98,-27.52,-37.24,-44.33,-21.28,-8.25
1970-02-01,-25.22,-21.07,-24.74,-29.52,-20.99,-43.26,-23.62,-6.25
1970-03-01,-21.28,-16.24,-29.9,-25.0,-30.31,-29.51,-19.13,-7.72
1970-04-01,-15.06,-7.7,-15.73,-22.03,-25.21,-33.05,-7.17,-1.16
1970-05-01,0.0,-5.05,-3.57,5.74,-17.36,-10.69,12.34,4.6
1970-06-01,-2.0,-2.96,-1.16,-1.13,2.84,-7.45,8.33,-13.06
1970-07-01,3.6,8.91,-2.25,-0.84,8.13,1.64,7.14,-2.52
1970-08-01,5.85,15.74,20.48,-5.13,11.62,4.01,1.18,11.5
1970-09-01,12.91,18.78,55.13,1.52,4.52,0.35,20.39,18.63
1970-10-01,28.62,21.73,16.87,37.87,25.76,11.42,37.77,34.18
1970-11-01,26.11,21.37,22.22,32.0,48.88,19.57,27.6,16.27
1970-12-01,52.99,45.49,25.97,66.19,70.65,29.15,63.57,49.14
1971-01-01,54.71,63.79,52.05,46.32,76.0,69.44,56.02,30.8
1971-02-01,42.04,39.07,61.64,42.51,5.21,28.33,57.61,56.49
1971-03-01,55.39,51.53,76.47,56.8,54.24,53.1,60.73,50.52
1971-04-01,42.57,41.57,62.67,40.89,38.67,70.21,40.56,28.36
1971-05-01,48.49,55.98,64.2,39.53,71.0,66.02,36.36,40.76
1971-06-01,43.95,48.15,70.59,35.99,35.02,40.94,44.94,51.44
1971-07-01,56.27,48.15,60.92,64.52,47.35,40.78,64.58,65.37
1971-08-01,43.76,33.19,43.0,55.74,49.77,36.98,44.25,45.27
1971-09-01,39.97,29.2,16.53,57.21,65.38,48.78,38.07,22.25
1971-10-01,29.54,28.03,38.14,29.87,27.71,33.85,36.38,18.16
1971-11-01,38.42,36.48,38.38,40.4,19.25,38.79,40.78,48.98
1971-12-01,20.71,16.39,39.18,23.04,-0.32,36.0,22.72,20.51
1972-01-01,36.21,40.08,30.63,32.88,40.91,13.66,34.17,57.94
1972-02-01,36.59,27.84,14.41,50.14,73.27,35.06,26.9,34.75
1972-03-01,19.67,18.48,16.67,21.38,6.23,2.28,32.47,24.54
1972-04-01,22.58,16.53,26.23,28.89,32.67,13.75,33.13,9.34
1972-05-01,4.82,2.34,12.03,6.33,-9.94,3.95,9.03,9.79
1972-06-01,14.71,10.29,2.07,21.8,2.73,5.95,24.16,15.82
1972-07-01,6.09,6.98,0.71,5.99,-6.61,-2.76,17.97,3.72
1972-08-01,12.92,17.89,2.1,9.79,-2.72,7.98,28.78,4.14
1972-09-01,19.89,15.77,5.67,25.95,-7.56,18.74,37.73,11.99
1972-10-01,16.19,25.27,34.33,5.13,7.23,0.93,30.03,13.57
1972-11-01,7.46,6.6,5.84,8.53,15.82,-10.04,14.48,7.24
1972-12-01,13.41,4.02,11.11,23.01,36.1,-3.15,23.02,-0.19
1973-01-01,1.47,-0.63,2.07,3.78,-4.03,13.46,6.81,-10.89
1973-02-01,2.63,8.27,1.48,-2.59,-9.43,20.19,12.84,-16.14
1973-03-01,-2.04,-0.8,-4.29,-3.01,17.59,0.5,-6.41,-7.43
1973-04-01,-10.8,-6.94,-16.88,-13.82,-10.21,-18.24,-6.77,-11.67
1973-05-01,-6.58,-0.42,-15.44,-11.39,-13.31,-12.08,4.97,-15.18
1973-06-01,-6.05,-8.45,-14.19,-2.46,1.99,-24.27,8.32,-19.13
1973-07-01,-17.13,-12.66,-9.22,-22.69,-10.29,-9.69,-21.14,-20.38
1973-08-01,-20.06,-23.18,-21.92,-16.59,-11.8,-17.17,-22.88,-22.54
1973-09-01,-28.79,-22.67,-30.2,-34.0,-23.9,-35.7,-33.62,-15.3
1973-10-01,-40.06,-40.09,-50.0,-38.28,-39.3,-31.49,-42.32,-43.06
1973-11-01,-37.24,-33.11,-44.14,-40.34,-40.71,-28.64,-34.1,-46.72
1973-12-01,-46.75,-35.69,-44.67,-56.28,-53.76,-46.42,-48.51,-37.93
1974-01-01,-41.39,-39.08,-41.22,-43.94,-40.62,-40.89,-40.66,-43.61
1974-02-01,-38.9,-32.31,-37.23,-46.11,-35.02,-41.6,-40.0,-36.71
1974-03-01,-30.16,-20.77,-33.58,-39.64,-41.06,-16.75,-33.41,-28.31
1974-04-01,-34.28,-23.88,-38.28,-45.25,-40.47,-33.6,-40.34,-18.87
1974-05-01,-41.07,-30.3,-43.65,-52.83,-33.71,-36.39,-49.64,-33.78
1974-06-01,-47.05,-29.51,-49.61,-63.21,-45.6,-27.0,-59.92,-35.36
1974-07-01,-44.91,-30.77,-55.47,-59.19,-47.67,-41.1,-49.39,-38.63
1974-08-01,-49.31,-25.58,-51.75,-71.49,-53.87,-40.68,-57.28,-39.85
1974-09-01,-50.7,-28.82,-59.62,-72.08,-42.56,-33.13,-61.9,-50.56
1974-10-01,-41.6,-18.72,-46.67,-65.82,-30.43,-27.18,-56.53,-35.19
1974-11-01,-44.15,-21.42,-48.15,-68.57,-39.63,-34.35,-59.43,-26.03
1974-12-01,-32.53,-19.55,-40.96,-47.22,-9.14,-23.89,-48.85,-27.16
1975-01-01,-45.45,-21.93,-48.28,-72.93,-54.25,-31.54,-56.48,-32.33
1975-02-01,-46.4,-27.37,-34.88,-73.49,-45.63,-39.38,-58.93,-31.97
1975-03-01,-50.76,-32.32,-51.69,-76.28,-48.76,-50.3,-60.48,-37.54
1975-04-01,-30.94,-13.73,-20.25,-59.44,-25.28,-14.57,-41.65,-30.52
1975-05-01,-19.68,-1.5,-18.31,-50.25,-23.73,-4.8,-34.46,-9.12
1975-06-01,-12.89,2.13,0.0,-42.19,-24.55,-4.47,-19.69,-4.18
1975-07-01,1.8,12.24,24.56,-22.22,-4.79,25.78,-17.74,12.74
1975-08-01,8.4,18.24,12.73,-16.94,3.05,11.06,0.64,18.7
1975-09-01,26.67,32.01,64.29,5.45,6.47,20.18,26.52,46.12
1975-10-01,33.01,40.36,75.0,4.63,-3.47,28.11,34.78,60.95
1975-11-01,41.76,48.25,88.1,14.14,7.63,47.67,42.8,56.02
1975-12-01,25.55,51.4,48.98,-27.02,-22.35,51.6,31.2,34.75
1976-01-01,64.6,62.24,77.78,68.83,40.21,48.69,59.15,97.54
1976-02-01,63.24,63.83,50.0,66.21,25.89,79.66,72.65,59.45
1976-03-01,64.17,57.52,90.7,82.09,38.83,86.31,69.77,53.81
1976-04-01,30.72,35.06,22.22,19.25,4.51,36.49,26.15,45.61
1976-05-01,30.63,26.33,43.1,41.21,6.67,24.79,45.59,32.71
1976-06-01,25.58,26.08,29.69,22.75,4.76,30.64,19.35,37.82
1976-07-01,22.06,25.82,16.9,13.1,8.63,6.01,26.8,39.04
1976-08-01,31.69,20.94,62.9,60.19,20.74,25.5,25.0,49.32
1976-09-01,39.19,20.18,62.32,94.83,7.43,49.24,40.42,44.38
1976-10-01,30.02,23.03,29.76,54.42,17.27,30.94,23.46,41.12
1976-11-01,37.93,27.83,45.57,71.24,17.73,28.42,29.39,63.2
1976-12-01,38.5,26.91,54.79,77.88,22.3,23.16,32.38,66.04
1977-01-01,22.68,16.49,45.0,36.15,0.0,14.79,22.19,36.41
1977-02-01,31.09,26.13,35.71,47.3,-0.71,10.38,31.95,62.14
1977-03-01,42.61,36.04,39.02,66.39,48.25,25.56,40.82,57.73
1977-04-01,46.64,30.89,46.75,105.38,27.34,45.14,53.22,48.85
1977-05-01,39.7,33.37,37.35,59.07,25.69,37.04,40.4,46.78
1977-06-01,47.47,32.51,42.17,98.07,81.06,34.85,54.32,39.31
1977-07-01,35.5,28.28,55.42,51.93,9.27,37.33,47.16,32.76
1977-08-01,35.98,31.66,32.67,48.48,7.98,41.59,55.19,25.0
1977-09-01,13.03,23.99,6.25,-7.52,7.55,-2.56,21.11,19.91
1977-10-01,23.37,19.86,12.84,36.39,25.15,4.67,44.89,18.03
1977-11-01,15.68,14.29,23.48,17.05,0.0,13.11,32.96,8.0
1977-12-01,16.08,12.94,5.31,28.11,7.06,14.53,34.2,4.17
1978-01-01,18.69,19.08,-2.59,24.58,41.91,7.67,42.01,0.0
1978-02-01,11.28,1.92,8.77,40.85,19.29,15.67,22.05,-3.21
1978-03-01,8.37,1.75,17.54,24.38,-17.92,3.82,25.88,5.36
1978-04-01,17.35,17.45,13.27,18.12,15.25,-0.72,40.95,7.72
1978-05-01,5.88,6.41,10.53,3.36,1.66,-4.91,15.83,5.15
1978-06-01,13.18,11.86,43.22,9.16,-19.67,-7.25,13.49,43.75
1978-07-01,5.87,1.87,-8.53,20.55,32.12,-3.16,14.89,-4.82
1978-08-01,-5.0,-3.72,-11.94,-6.12,14.77,-13.0,3.59,-14.5
1978-09-01,4.6,1.14,5.04,13.88,18.71,2.62,15.14,-9.21
1978-10-01,1.31,1.98,5.69,-1.47,-10.29,0.52,11.97,-5.51
1978-11-01,1.36,0.0,-5.63,7.06,21.08,-12.32,21.44,-14.81
1978-12-01,3.65,7.41,17.65,-9.07,16.48,-7.46,12.74,-2.73
1979-01-01,-16.03,-19.14,3.54,-12.7,-1.55,-39.32,-8.94,-14.63
1979-02-01,-14.06,-15.92,-18.55,-8.8,-1.8,-35.96,-4.35,-12.52
1979-03-01,-4.39,-1.81,0.0,-11.49,-9.77,-21.57,16.38,-14.04
1979-04-01,-18.02,-16.97,-0.78,-24.58,-22.06,-24.34,-19.46,-9.86
1979-05-01,-4.64,-9.42,1.59,5.84,-3.8,-11.89,2.48,-8.17
1979-06-01,-17.3,-16.99,-22.49,-16.43,-5.73,-14.06,-1.39,-35.44
1979-07-01,-14.11,-13.7,10.17,-20.5,-26.15,-28.07,-8.69,-5.07
1979-08-01,-5.91,-11.14,19.49,0.22,-24.75,-23.45,0.79,7.73
