date,CPI All Urban Consumers YoY Chg,CPI Less Food & Energy (Core) YoY Chg,CPI Food & Beverages YoY Chg,CPI Energy YoY Chg,CPI Shelter YoY Chg,CPI Medical Care YoY Chg,CPI Transportation YoY Chg,CPI Apparel YoY Chg,CPI Education & Communication YoY Chg
1947-12-01,8.99,,,,,5.3,6.7,6.77,
1948-01-01,10.24,,,,,6.06,9.5,7.55,
1948-02-01,9.48,,,,,5.26,8.94,7.73,
1948-03-01,6.82,,,,,6.02,8.29,6.6,
1948-04-01,8.27,,,,,6.72,8.74,6.05,
1948-05-01,9.38,,,,,5.93,8.74,6.78,
1948-06-01,9.38,,,,,6.67,8.7,6.0,
1948-07-01,9.76,,,,,7.41,13.51,6.75,
1948-08-01,9.06,,,,,7.35,15.14,7.48,
1948-09-01,6.65,,,,,5.84,14.44,7.21,
1948-10-01,6.11,,,,,5.8,14.36,6.68,
1948-11-01,4.77,,,,,6.52,13.68,5.91,
1948-12-01,2.73,,,,,5.76,13.09,4.88,
1949-01-01,1.39,,,,,5.0,10.2,2.18,
1949-02-01,1.01,,,,,5.71,11.79,0.0,
1949-03-01,1.74,,,,,4.96,11.73,-0.95,
1949-04-01,0.42,,,,,3.5,10.55,-1.9,
1949-05-01,-0.42,,,,,3.5,11.56,-3.29,
1949-06-01,-0.95,,,,,2.78,10.5,-3.3,
1949-07-01,-2.87,,,,,2.07,5.71,-4.45,
1949-08-01,-2.99,,,,,2.05,4.69,-6.03,
1949-09-01,-2.5,,,,,2.76,3.74,-6.73,
1949-10-01,-2.63,,,,,2.05,3.72,-7.42,
1949-11-01,-1.9,,,,,1.36,3.24,-7.44,
1949-12-01,-1.83,,,,,1.36,4.17,-7.44,
1950-01-01,-2.08,,,,,1.36,3.7,-5.92,
1950-02-01,-1.25,,,,,1.35,2.75,-5.02,
1950-03-01,-1.13,,,,,0.68,2.28,-4.57,
1950-04-01,-1.13,,,,,1.35,1.82,-3.87,
1950-05-01,-0.59,,,,,1.35,1.35,-3.41,
1950-06-01,-0.17,,,,,1.35,1.81,-3.17,
1950-07-01,1.56,,,,,2.03,2.25,-2.21,
1950-08-01,2.11,,,,,1.34,2.69,-0.99,
1950-09-01,2.48,,,,,2.01,3.15,1.0,
1950-10-01,3.51,,,,,2.68,2.69,3.26,
1950-11-01,3.8,,,,,2.68,3.14,4.27,
1950-12-01,5.8,,,,,3.36,3.11,5.28,
1951-01-01,7.95,,,,,3.36,4.02,7.3,
1951-02-01,9.4,,,,,3.33,5.36,9.07,
1951-03-01,9.48,,,,,5.37,6.25,9.57,
1951-04-01,9.6,,,,,4.67,6.7,10.33,
1951-05-01,9.34,,,,,5.33,6.67,10.58,
1951-06-01,8.58,,,,,5.33,7.11,10.58,
1951-07-01,7.64,,,,,4.64,6.17,10.28,
1951-08-01,6.86,,,,,5.3,5.68,9.73,
1951-09-01,6.94,,,,,4.61,6.55,10.34,
1951-10-01,6.78,,,,,4.58,6.99,8.5,
1951-11-01,6.99,,,,,5.23,7.83,6.99,
1951-12-01,5.96,,,,,5.84,7.33,5.73,
1952-01-01,4.22,,,,,5.84,7.3,3.05,
1952-02-01,2.25,,,,,5.81,6.78,1.39,
1952-03-01,1.97,,,,,5.1,6.3,0.46,
1952-04-01,2.08,,,,,5.1,6.69,-0.46,
1952-05-01,1.85,,,,,4.43,6.67,-0.68,
1952-06-01,2.31,,,,,6.33,7.05,-0.91,
1952-07-01,2.97,,,,,6.96,7.88,-1.14,
1952-08-01,3.21,,,,,6.29,7.02,-1.36,
1952-09-01,2.31,,,,,6.29,6.56,-3.35,
1952-10-01,2.03,,,,,5.62,6.53,-3.58,
1952-11-01,1.41,,,,,4.97,5.65,-3.15,
1952-12-01,0.91,,,,,4.29,5.22,-2.93,
1953-01-01,0.72,,,,,4.29,5.2,-2.05,
1953-02-01,0.68,,,,,3.66,3.97,-2.05,
1953-03-01,0.91,,,,,3.03,3.95,-1.6,
1953-04-01,0.87,,,,,3.64,3.53,-1.15,
1953-05-01,0.87,,,,,4.24,3.12,-0.92,
1953-06-01,0.9,,,,,2.98,2.71,-0.46,
1953-07-01,0.41,,,,,2.37,2.31,-0.46,
1953-08-01,0.6,,,,,2.96,3.09,-0.46,
1953-09-01,0.98,,,,,3.55,2.69,-0.23,
1953-10-01,0.97,,,,,3.55,1.92,0.23,
1953-11-01,0.6,,,,,4.14,0.38,0.7,
1953-12-01,0.6,,,,2.76,3.53,0.0,0.47,
1954-01-01,1.13,,,,2.76,3.53,0.76,0.7,
1954-02-01,1.5,,,,2.29,4.12,0.38,0.47,
1954-03-01,1.13,,,,2.75,4.12,0.0,0.0,
1954-04-01,0.64,,,,2.28,4.09,0.0,-0.23,
1954-05-01,0.86,,,,2.74,3.49,0.0,-0.23,
1954-06-01,0.64,,,,2.74,2.89,-0.38,-0.23,
1954-07-01,0.26,,,,2.27,2.89,-2.26,-0.46,
1954-08-01,0.0,,,,2.27,2.87,-3.0,-0.46,
1954-09-01,-0.3,,,,2.26,2.29,-3.0,-0.69,
1954-10-01,-0.85,,,,1.8,2.29,-4.51,-0.69,
1954-11-01,-0.26,,,,1.8,2.27,-1.9,-0.92,
1954-12-01,-0.37,,,,1.79,2.27,-1.53,-0.69,
1955-01-01,-0.63,,,,1.79,2.27,-2.26,-1.15,
1955-02-01,-0.63,,,,1.79,2.26,-1.52,-0.93,
1955-03-01,-0.52,,,,1.34,2.26,-1.52,-0.7,
1955-04-01,-0.26,,,,1.34,1.69,-3.03,-0.47,
1955-05-01,-0.59,,,,0.89,2.25,-2.65,-0.7,
1955-06-01,-0.85,,,,0.89,2.25,-2.27,-0.93,
1955-07-01,-0.37,,,,0.89,2.25,-1.15,-0.7,
1955-08-01,-0.48,,,,1.33,2.23,-1.16,-0.23,
1955-09-01,0.15,,,,0.88,2.23,-0.77,0.23,
1955-10-01,0.37,,,,1.33,2.79,1.57,0.23,
1955-11-01,0.37,,,,1.33,2.78,0.78,0.23,
1955-12-01,0.37,,,,0.88,3.33,0.0,0.47,
1956-01-01,0.22,,,,0.88,3.33,-0.39,0.93,
1956-02-01,0.15,,,,0.88,3.31,-0.39,1.64,
1956-03-01,0.37,,,,0.88,3.31,-0.39,1.87,
1956-04-01,0.52,,,,0.88,3.87,0.78,1.87,
1956-05-01,0.97,,,,0.88,3.3,1.17,1.87,
1956-06-01,1.65,,,,1.76,3.3,0.78,1.87,
1956-07-01,1.98,,,,2.2,3.85,1.95,2.34,
1956-08-01,2.21,,,,2.19,3.83,2.73,2.33,
1956-09-01,1.86,,,,2.19,4.37,2.72,2.33,
1956-10-01,2.57,,,,1.75,3.8,4.65,2.33,
1956-11-01,2.34,,,,1.75,3.24,3.46,2.56,
1956-12-01,2.83,,,,2.62,3.23,4.65,2.78,
1957-01-01,3.13,,,,2.62,3.76,5.43,2.55,
1957-02-01,3.5,,,,3.49,3.21,6.2,1.84,
1957-03-01,3.61,,,,3.93,3.74,6.59,2.3,
1957-04-01,3.71,,,,4.37,3.72,7.36,1.83,
1957-05-01,3.59,,,,4.37,4.26,6.15,2.06,
1957-06-01,3.54,,,,3.46,4.79,6.54,2.06,
1957-07-01,3.3,,,,3.45,4.23,6.11,1.6,
1957-08-01,3.55,,,,3.0,4.21,5.7,1.59,
1957-09-01,3.55,,,,3.43,3.66,5.68,1.14,
1957-10-01,2.94,,,,3.86,4.19,1.85,1.36,
1957-11-01,3.27,,,,3.86,4.71,5.2,1.36,
1957-12-01,3.04,2.81,,0.94,3.4,4.69,4.07,0.68,
1958-01-01,3.51,2.81,,1.41,3.4,4.66,3.31,1.13,
1958-02-01,3.24,2.8,,-0.47,2.95,4.66,2.92,0.9,
1958-03-01,3.63,2.79,,-0.47,2.52,4.64,2.91,0.45,
1958-04-01,3.62,2.43,,-0.93,2.51,4.62,2.17,0.68,
1958-05-01,3.36,2.43,,-0.46,2.93,4.59,2.9,0.45,
1958-06-01,2.85,2.42,,-0.46,2.51,4.57,2.53,0.67,
1958-07-01,2.48,2.07,,0.47,2.08,5.08,3.24,0.45,
1958-08-01,2.33,2.07,,1.4,2.08,4.55,3.6,0.22,
1958-09-01,2.08,2.06,,1.4,1.66,5.56,3.58,0.0,
1958-10-01,2.08,1.71,,1.4,0.83,5.53,5.09,-0.22,
1958-11-01,1.9,1.71,,-0.47,1.24,5.0,2.83,0.0,
1958-12-01,1.76,2.05,,-0.47,0.82,4.98,3.91,0.22,
1959-01-01,1.29,2.05,,-0.93,0.82,4.46,4.27,0.0,
1959-02-01,1.05,1.7,,1.41,0.41,4.95,4.26,0.0,
1959-03-01,0.35,1.69,,1.4,0.82,4.93,4.59,0.0,
1959-04-01,0.14,1.69,,1.87,0.41,4.41,4.95,0.22,
1959-05-01,0.35,2.03,,1.4,0.41,4.39,4.58,0.45,
1959-06-01,0.69,2.03,,1.86,0.82,4.37,4.93,0.45,
1959-07-01,0.9,2.03,,0.93,0.82,3.86,4.18,0.89,
1959-08-01,0.83,2.03,,0.92,1.22,4.35,3.82,1.12,
1959-09-01,1.18,2.02,,0.92,1.22,3.83,3.81,1.8,
1959-10-01,1.52,2.36,,2.3,2.05,3.33,4.15,1.8,
1959-11-01,1.38,2.01,,3.74,2.04,3.81,3.44,1.34,
1959-12-01,1.52,2.01,,4.21,2.04,3.32,3.08,1.34,
1960-01-01,1.24,2.01,,4.21,2.04,3.79,2.39,1.12,
1960-02-01,1.41,2.34,,2.78,2.45,3.77,2.04,1.79,
1960-03-01,1.52,2.0,,2.76,2.03,3.76,1.01,1.79,
1960-04-01,1.93,2.0,,2.75,2.44,4.23,0.67,1.79,
1960-05-01,1.83,1.66,,2.29,2.02,3.74,0.34,1.78,
1960-06-01,1.72,1.66,,2.28,2.02,3.26,0.0,1.56,
1960-07-01,1.37,1.32,,3.21,2.02,3.72,-0.33,1.55,
1960-08-01,1.47,1.32,,2.74,2.02,3.24,-0.33,1.33,
1960-09-01,1.23,0.99,,3.2,2.02,3.23,-1.33,1.32,
1960-10-01,1.36,1.32,,1.35,2.01,3.23,-1.66,1.55,
1960-11-01,1.47,1.32,,2.25,1.6,3.21,-1.66,1.32,
1960-12-01,1.36,0.66,,1.35,1.6,3.67,-1.33,1.32,
1961-01-01,1.6,0.98,,1.79,1.6,3.2,-1.0,1.55,
1961-02-01,1.46,0.65,,1.8,1.2,3.18,-0.67,1.1,
1961-03-01,1.46,0.98,,1.35,1.2,2.71,-0.33,1.1,
1961-04-01,0.91,0.98,,-0.89,0.79,2.7,-0.33,0.66,
1961-05-01,0.91,0.98,,0.45,0.79,2.7,0.67,0.66,
1961-06-01,0.78,0.98,,0.45,0.79,3.15,1.01,0.66,
1961-07-01,1.25,1.31,,0.0,1.19,2.69,1.68,0.66,
1961-08-01,1.11,1.63,,0.0,0.4,3.14,2.01,0.66,
1961-09-01,1.25,1.63,,0.0,0.79,3.13,3.04,0.65,
1961-10-01,0.77,0.97,,-0.44,0.39,3.13,3.04,0.43,
1961-11-01,0.67,1.3,,-0.88,0.79,2.67,2.7,0.44,
1961-12-01,0.67,1.63,,-0.88,0.79,2.65,2.02,0.44,
1962-01-01,0.67,1.3,,-1.32,0.79,2.65,2.36,0.0,
1962-02-01,0.9,1.3,,0.0,0.79,2.64,2.35,0.22,
1962-03-01,1.11,1.29,,-0.88,0.79,3.08,2.35,0.43,
1962-04-01,1.34,1.29,,2.25,0.79,2.63,3.69,0.65,
1962-05-01,1.34,1.62,,1.34,1.18,3.07,3.0,0.43,
1962-06-01,1.24,1.29,,0.0,1.57,2.62,2.66,0.65,
1962-07-01,1.0,1.29,,-0.89,1.18,3.06,0.99,0.65,
1962-08-01,1.14,1.29,,-0.44,1.57,2.61,1.32,0.22,
1962-09-01,1.47,1.29,,0.88,1.18,2.16,1.64,0.87,
1962-10-01,1.33,1.29,,1.34,1.18,2.6,1.31,1.08,
1962-11-01,1.33,0.96,,0.89,0.78,2.6,1.64,0.87,
1962-12-01,1.23,1.28,,1.79,0.78,2.59,1.98,0.65,
1963-01-01,1.33,0.96,,1.79,1.17,3.02,0.66,1.3,
1963-02-01,1.23,1.28,,0.44,1.17,2.58,0.66,1.3,
1963-03-01,1.13,1.28,,1.34,1.56,2.14,0.98,1.08,
1963-04-01,0.89,1.28,,-0.44,1.56,2.14,-0.32,1.3,
1963-05-01,0.89,0.96,,-0.44,1.17,2.13,0.0,1.08,
1963-06-01,1.32,1.27,,0.0,0.78,2.55,0.0,1.08,
1963-07-01,1.56,1.27,,1.79,1.16,2.12,0.98,1.08,
1963-08-01,1.55,1.27,,0.89,1.16,2.54,0.65,1.73,
1963-09-01,0.99,1.27,,-1.32,1.16,2.54,0.0,0.86,
1963-10-01,1.22,1.59,,0.0,1.55,2.11,0.97,0.86,
1963-11-01,1.32,1.59,,-0.44,1.55,2.53,0.65,1.51,
1963-12-01,1.65,1.58,,-0.88,1.94,2.1,0.97,1.72,
1964-01-01,1.64,2.22,,0.0,1.54,2.09,2.61,1.29,
1964-02-01,1.41,1.9,,-2.2,1.93,2.09,1.95,1.07,
1964-03-01,1.41,1.58,,-0.44,1.54,2.09,1.95,1.07,
1964-04-01,1.54,1.58,,-0.44,1.54,2.51,1.62,1.07,
1964-05-01,1.54,1.58,,-0.44,1.54,2.08,1.29,1.28,
1964-06-01,1.31,1.57,,0.44,1.54,2.07,1.62,1.07,
1964-07-01,1.08,1.57,,-0.88,1.53,2.07,1.29,1.07,
1964-08-01,0.98,1.25,,0.0,1.53,2.07,1.29,0.85,
1964-09-01,1.17,1.25,,0.0,1.92,2.07,0.97,0.43,
1964-10-01,1.2,1.25,,-0.88,1.53,2.07,0.32,0.21,
1964-11-01,1.4,1.56,,-0.44,1.91,2.06,0.96,0.21,
1964-12-01,1.2,1.25,,0.0,1.52,2.06,1.6,0.42,
1965-01-01,1.1,1.24,,0.0,1.9,1.64,1.59,0.64,
1965-02-01,1.2,1.24,,2.25,1.89,2.05,1.6,0.64,
1965-03-01,1.2,1.24,,0.0,1.89,2.46,1.27,0.64,
1965-04-01,1.39,1.55,,1.78,1.89,2.04,1.92,0.63,
1965-05-01,1.61,1.55,,2.22,1.89,2.45,2.24,0.85,
1965-06-01,1.93,1.24,,2.21,1.89,2.03,1.59,1.06,
1965-07-01,1.81,1.24,,2.22,1.89,2.85,1.92,0.63,
1965-08-01,1.61,1.24,,1.77,1.89,2.43,1.59,0.84,
1965-09-01,1.74,1.55,,2.67,1.5,2.43,1.92,1.27,
1965-10-01,1.7,1.23,,2.22,1.88,2.83,1.6,1.48,
1965-11-01,1.73,1.23,,2.67,1.87,2.82,1.59,1.48,
1965-12-01,1.92,1.54,,2.21,1.87,2.82,0.95,1.48,
1966-01-01,1.92,1.23,,1.32,1.87,3.23,0.0,1.68,
1966-02-01,2.56,1.53,,2.2,1.49,2.81,0.63,1.89,
1966-03-01,2.78,1.53,,2.65,1.86,3.2,0.94,2.11,
1966-04-01,2.87,1.83,,1.31,2.6,3.6,0.94,2.31,
1966-05-01,2.76,2.14,,0.87,2.97,3.59,0.31,2.31,
1966-06-01,2.44,2.45,,0.87,3.72,3.98,0.94,2.3,
1966-07-01,2.75,2.75,,1.74,3.33,3.95,1.88,2.94,
1966-08-01,3.49,3.06,,1.3,3.33,4.35,2.19,2.72,
1966-09-01,3.57,3.05,,1.3,3.7,5.53,2.19,3.35,
1966-10-01,3.79,3.66,,1.74,4.06,5.91,2.83,3.55,
1966-11-01,3.56,3.34,,1.73,3.68,6.27,2.82,3.54,
1966-12-01,3.36,3.33,,1.73,4.04,6.67,1.88,3.74,
1967-01-01,3.2,3.64,,2.16,4.03,7.03,2.19,3.73,
1967-02-01,2.87,3.32,,2.16,4.4,7.42,2.5,3.93,
1967-03-01,2.55,3.63,,1.72,3.65,6.98,2.18,3.92,
1967-04-01,2.54,3.3,,3.02,3.26,7.34,2.48,3.9,
1967-05-01,2.32,3.29,,3.02,3.25,7.31,3.12,3.89,
1967-06-01,2.84,3.28,,2.15,2.87,7.66,2.8,4.09,
1967-07-01,2.93,3.27,,1.71,3.23,7.22,2.46,4.07,
1967-08-01,2.6,3.56,,2.58,3.58,7.2,2.45,4.48,
1967-09-01,2.6,3.55,,2.56,3.21,6.74,3.37,3.85,
1967-10-01,2.59,3.24,,2.14,2.84,6.69,2.75,3.83,
1967-11-01,3.1,3.53,,2.13,3.19,6.27,3.35,3.82,
1967-12-01,3.28,3.81,2.01,1.7,3.18,6.62,3.99,4.01,
1968-01-01,3.65,3.8,2.01,1.69,3.17,6.2,4.6,3.99,
1968-02-01,3.64,4.39,2.88,1.69,3.16,6.18,4.27,4.17,
1968-03-01,3.94,4.37,3.17,2.12,3.87,6.52,4.27,4.56,
1968-04-01,3.93,4.36,4.05,0.42,3.86,6.12,3.33,4.74,
1968-05-01,4.23,4.35,4.34,0.84,3.5,6.09,3.02,5.13,
1968-06-01,4.2,4.62,3.44,1.68,4.53,5.69,3.63,5.11,
1968-07-01,4.49,4.9,3.43,1.68,5.21,6.03,3.0,5.48,
1968-08-01,4.48,4.58,3.12,1.67,5.54,6.01,2.99,5.65,
1968-09-01,4.46,4.86,3.69,1.25,5.54,5.96,2.08,6.24,
1968-10-01,4.75,5.13,4.25,1.67,5.86,5.92,2.68,6.41,
1968-11-01,4.42,5.4,3.95,1.67,6.19,6.25,2.36,6.4,
1968-12-01,4.71,5.08,4.23,1.67,6.51,6.21,1.77,6.36,
1969-01-01,4.69,5.07,4.23,1.67,6.83,6.19,1.76,6.53,
1969-02-01,4.68,5.32,3.64,1.24,6.8,6.85,2.92,6.3,
1969-03-01,5.25,5.59,3.63,2.49,7.8,6.8,4.68,6.07,
1969-04-01,5.52,6.13,3.89,3.75,8.45,7.12,4.99,6.04,
1969-05-01,5.51,5.83,4.16,2.9,9.12,7.43,4.11,5.82,
1969-06-01,5.48,5.8,5.26,3.31,8.0,7.41,3.79,5.98,
1969-07-01,5.44,5.77,5.52,2.89,7.92,7.36,3.79,5.75,
1969-08-01,5.43,6.03,5.79,2.47,7.87,7.33,3.78,5.17,
1969-09-01,5.7,5.99,5.75,2.88,8.85,7.62,3.49,5.32,
1969-10-01,5.67,5.96,5.16,2.88,8.79,6.25,4.06,5.11,
1969-11-01,5.93,5.66,6.25,2.46,8.74,6.21,3.75,5.46,
1969-12-01,5.9,5.91,6.76,3.29,8.68,5.84,4.93,5.07,
1970-01-01,6.16,6.17,7.03,2.87,8.63,6.15,5.48,4.86,
1970-02-01,6.42,5.85,7.57,2.87,9.55,5.77,4.26,5.03,
1970-03-01,6.09,6.08,7.28,1.21,9.43,5.73,2.23,4.65,
1970-04-01,6.06,6.04,6.68,2.41,9.03,6.01,3.63,4.45,
1970-05-01,6.04,6.3,6.65,2.42,9.29,5.97,4.79,4.26,
1970-06-01,6.01,6.53,5.53,1.2,9.57,6.27,5.06,4.06,
1970-07-01,5.71,6.23,5.24,2.41,8.87,6.23,5.62,3.68,
1970-08-01,5.69,6.2,4.69,2.01,9.12,6.52,5.04,4.04,
1970-09-01,5.66,6.17,4.66,2.4,9.04,6.15,5.9,3.83,
1970-10-01,5.63,6.14,4.65,3.6,8.68,7.12,6.13,3.82,
1970-11-01,5.6,6.63,3.32,4.0,8.63,7.08,6.94,3.8,
1970-12-01,5.57,6.6,2.53,4.38,8.88,7.67,7.46,3.97,
1971-01-01,5.28,6.31,2.27,4.78,8.24,7.32,7.1,3.78,
1971-02-01,4.72,6.03,1.76,4.38,6.4,7.27,7.36,3.59,
1971-03-01,4.44,5.24,2.76,4.8,4.6,7.23,7.65,3.59,
1971-04-01,4.16,4.95,3.01,2.35,4.0,6.87,6.2,3.41,
1971-05-01,4.4,5.19,2.99,3.15,3.4,6.82,5.91,3.91,
1971-06-01,4.38,4.9,3.49,3.95,3.94,6.78,5.88,3.73,
1971-07-01,4.37,4.89,3.48,3.14,3.93,6.74,5.32,3.72,
1971-08-01,4.36,4.62,3.48,5.51,3.62,6.41,5.87,3.04,
1971-09-01,4.08,4.12,2.97,5.08,3.31,6.38,4.77,2.85,
1971-10-01,3.81,3.86,2.96,4.25,3.31,5.49,3.67,2.68,
1971-11-01,3.54,3.35,3.71,3.46,3.29,5.17,2.34,2.33,
1971-12-01,3.27,3.1,4.44,3.05,2.72,4.56,1.29,2.16,
1972-01-01,3.26,3.33,4.2,2.66,3.26,4.55,1.28,2.15,
1972-02-01,3.76,3.32,5.19,2.29,4.1,4.24,0.51,2.15,
1972-03-01,3.5,3.32,4.16,2.67,4.95,3.93,0.51,2.15,
1972-04-01,3.49,3.3,3.65,3.07,5.22,3.63,0.51,2.31,
1972-05-01,3.23,3.05,3.39,3.05,5.21,3.33,0.76,1.8,
1972-06-01,2.96,2.8,3.13,2.66,4.61,3.04,0.25,1.63,
1972-07-01,2.96,2.8,3.61,3.04,4.86,2.47,0.51,1.47,
1972-08-01,2.95,3.02,3.61,1.87,4.84,2.47,0.76,1.47,
1972-09-01,3.19,3.02,4.57,2.6,4.28,1.91,1.77,1.96,
1972-10-01,3.18,3.02,4.8,2.59,4.27,3.56,1.52,2.28,
1972-11-01,3.41,2.78,4.77,3.72,3.98,3.28,2.28,2.44,
1972-12-01,3.41,3.0,4.26,2.96,3.97,3.27,2.54,2.6,
1973-01-01,3.64,2.53,6.16,3.33,3.68,3.26,1.76,2.43,
1973-02-01,3.86,2.75,6.81,5.22,3.67,3.25,2.53,2.42,
1973-03-01,4.83,3.21,9.15,5.2,3.66,3.24,2.78,3.07,
1973-04-01,5.3,2.97,10.8,6.32,3.66,3.23,3.54,3.38,
1973-05-01,5.53,3.19,11.94,6.67,3.91,3.49,3.27,3.54,
1973-06-01,6.0,3.18,12.85,8.15,3.63,3.49,3.78,3.86,
1973-07-01,5.74,3.17,12.3,7.75,3.35,3.49,3.52,3.86,
1973-08-01,7.4,3.16,18.1,7.69,3.85,3.48,3.0,4.68,
1973-09-01,7.36,3.84,17.01,6.52,5.13,4.01,2.24,4.32,
1973-10-01,8.06,4.28,17.16,9.39,6.39,4.76,3.24,4.14,
1973-11-01,8.25,4.73,18.0,12.9,6.63,5.03,3.72,4.29,
1973-12-01,8.94,4.71,18.59,16.91,7.12,5.28,4.46,4.43,
1974-01-01,9.6,5.16,18.08,22.22,7.61,5.53,5.94,4.91,
1974-02-01,10.0,5.36,18.68,25.53,8.1,5.77,6.9,5.68,
1974-03-01,10.14,5.78,17.2,30.39,8.59,6.54,8.6,5.8,
1974-04-01,10.07,6.21,15.25,31.47,8.82,7.05,9.02,6.23,
1974-05-01,10.71,7.06,14.64,32.99,9.02,7.53,10.49,6.68,
1974-06-01,10.86,7.93,13.66,32.19,9.75,9.07,11.41,7.12,
1974-07-01,11.54,8.79,13.22,33.22,10.72,10.36,12.62,7.59,
1974-08-01,10.89,9.85,9.04,33.33,10.86,11.63,13.11,9.09,
1974-09-01,11.95,10.22,11.2,33.67,10.98,12.34,14.36,8.9,
1974-10-01,11.84,10.58,11.72,29.37,10.58,11.36,14.25,8.87,
1974-11-01,12.2,10.97,11.78,25.08,10.77,11.84,13.88,9.13,
1974-12-01,12.1,11.35,12.05,21.85,11.4,12.28,13.51,8.64,
1975-01-01,11.75,11.51,11.15,17.3,11.56,12.97,12.15,8.3,
1975-02-01,11.21,11.86,9.26,13.84,11.71,13.65,11.29,7.46,
1975-03-01,10.46,11.34,8.07,10.03,11.4,13.76,10.18,6.81,
1975-04-01,10.19,11.27,8.09,9.04,11.57,13.9,9.17,5.72,
1975-05-01,9.26,10.31,7.66,7.83,11.03,13.53,7.95,5.09,
1975-06-01,9.18,9.8,8.56,8.03,10.93,12.59,7.63,4.34,
1975-07-01,9.53,9.09,10.58,9.25,10.14,12.21,8.19,4.46,
1975-08-01,8.62,7.97,9.37,9.18,9.13,11.34,8.58,2.54,
1975-09-01,7.91,7.5,7.77,9.92,8.35,10.98,9.36,2.39,
1975-10-01,7.65,7.03,7.69,10.97,7.83,10.88,9.3,2.53,
1975-11-01,7.38,6.98,7.08,11.42,7.99,9.91,10.08,2.09,
1975-12-01,7.13,6.73,6.31,11.36,7.25,10.04,9.81,2.37,
1976-01-01,6.69,6.88,5.78,11.25,6.77,9.71,10.42,2.65,
1976-02-01,6.27,6.44,4.41,10.17,6.08,9.61,10.35,2.78,
1976-03-01,6.06,6.6,4.07,8.62,5.85,9.5,10.47,2.91,
1976-04-01,5.85,6.38,4.25,7.07,5.19,9.21,10.66,3.05,
1976-05-01,6.21,6.54,4.41,6.78,5.38,9.36,11.04,3.32,
1976-06-01,5.98,6.32,3.52,6.47,5.13,9.28,10.93,3.74,
1976-07-01,5.56,6.67,2.31,5.41,5.52,9.41,9.76,3.72,
1976-08-01,5.72,6.83,2.47,5.61,5.92,9.36,9.49,4.41,
1976-09-01,5.49,6.79,2.46,5.79,5.88,9.28,8.95,4.68,
1976-10-01,5.46,6.75,1.95,5.98,5.44,8.79,9.48,4.38,
1976-11-01,5.06,6.34,1.29,6.61,4.8,10.45,8.78,4.51,
1976-12-01,5.04,6.13,0.96,7.71,4.17,9.94,8.94,4.63,
1977-01-01,5.2,6.08,1.45,8.09,4.75,9.86,9.06,4.75,
1977-02-01,6.08,6.23,4.22,8.33,5.14,9.36,9.19,4.86,
1977-03-01,6.43,6.19,5.22,9.75,5.52,9.47,9.11,4.45,
1977-04-01,6.95,6.35,6.36,10.71,6.51,9.8,9.26,4.44,
1977-05-01,6.74,6.32,6.33,10.88,6.68,9.92,8.84,4.69,
1977-06-01,6.7,6.64,6.81,10.14,6.84,10.04,7.85,4.81,
1977-07-01,6.67,6.25,6.61,9.6,6.98,9.56,7.08,5.05,
1977-08-01,6.63,6.22,6.75,9.51,6.94,9.7,6.32,4.49,
1977-09-01,6.42,6.19,6.56,8.97,7.09,9.81,5.54,3.94,
1977-10-01,6.39,5.98,6.37,9.54,7.46,9.77,4.77,4.07,
1977-11-01,6.71,6.13,7.32,9.62,8.02,8.72,4.39,4.31,
1977-12-01,6.68,6.45,7.31,8.63,8.78,8.86,4.36,4.3,
1978-01-01,6.81,6.41,7.92,6.24,8.7,8.61,3.98,3.76,
1978-02-01,6.24,6.2,7.17,5.2,8.65,9.11,3.44,2.45,
1978-03-01,6.38,6.33,7.91,5.37,8.97,8.47,2.73,3.1,
1978-04-01,6.5,6.63,8.44,5.76,8.89,8.39,2.37,3.99,
1978-05-01,7.14,6.77,9.47,5.73,9.39,8.14,2.71,4.1,
1978-06-01,7.44,6.89,10.47,6.13,9.69,7.89,3.38,3.95,
