date,Initial Claims YoY Chg,Initial Claims - 4 Week Average YoY Chg,Continuing Claims YoY Chg,Continuing Claims - 4 Week Average YoY Chg,Insured Unemployment Rate YoY Chg
2000-04-22,-5.84,-13.53,-7.2,-10.06,-0.2
2000-04-29,0.0,-11.51,-7.57,-10.04,-0.2
2000-05-06,-3.3,-7.84,-9.13,-9.39,-0.2
2000-05-13,-8.91,-6.44,-9.54,-9.17,-0.2
2000-05-20,-7.59,-5.94,-8.81,-9.59,-0.2
2000-05-27,-7.59,-6.85,-9.31,-10.04,-0.2
2000-06-03,-0.34,-4.25,-7.26,-8.93,-0.2
2000-06-10,-2.41,-3.57,-7.21,-8.5,-0.2
2000-06-17,1.03,-2.38,-6.25,-8.01,-0.2
2000-06-24,1.72,-1.02,-6.61,-7.48,-0.2
2000-07-01,-6.33,-3.99,-5.18,-7.05,-0.2
2000-07-08,-2.33,-3.24,-3.0,-6.15,-0.1
2000-07-15,1.0,-2.49,-1.94,-5.23,-0.1
2000-07-22,0.0,-2.16,-4.34,-4.8,-0.1
2000-07-29,-0.67,-0.75,-3.65,-4.43,-0.1
2000-08-05,5.52,3.78,-3.32,-3.99,-0.1
2000-08-12,8.62,4.82,-2.72,-4.14,-0.1
2000-08-19,9.66,6.36,-1.06,-3.28,-0.1
2000-08-26,7.59,7.57,-2.26,-2.89,-0.1
2000-09-02,-1.63,7.6,0.51,-1.23,-0.1
2000-09-09,0.98,7.08,-0.88,-0.88,-0.1
2000-09-16,1.63,6.48,-1.99,-1.23,-0.1
2000-09-23,-5.88,4.4,-2.78,-1.47,-0.1
2000-09-30,-4.58,3.63,-3.75,-2.53,-0.1
2000-10-07,8.42,4.99,2.45,0.57,0.0
2000-10-14,4.91,3.94,2.02,0.68,0.0
2000-10-21,3.51,4.55,0.0,0.49,0.0
2000-10-28,5.61,5.34,2.11,1.07,0.0
2000-11-04,14.93,8.78,0.57,1.19,0.0
2000-11-11,10.42,10.47,3.0,1.63,0.0
2000-11-18,15.28,13.75,8.63,3.99,0.1
2000-11-25,23.61,18.63,9.39,6.02,0.1
2000-12-02,26.12,20.65,6.04,6.85,0.1
2000-12-09,19.78,20.92,7.66,8.07,0.1
2000-12-16,32.09,22.89,10.47,8.58,0.1
2000-12-23,35.82,23.61,11.32,9.12,0.2
2000-12-30,31.72,24.96,13.13,10.9,0.2
2001-01-06,18.25,21.8,8.92,11.25,0.2
2001-01-13,11.58,18.69,9.38,11.78,0.2
2001-01-20,20.35,16.87,11.78,12.71,0.2
2001-01-27,27.02,17.65,12.75,13.45,0.2
2001-02-03,34.29,19.06,15.39,13.1,0.3
2001-02-10,30.36,23.06,12.89,13.89,0.2
2001-02-17,27.86,24.34,16.64,15.02,0.3
2001-02-24,37.86,26.38,16.18,15.79,0.3
2001-03-03,41.18,35.85,23.69,20.43,0.3
2001-03-10,44.49,38.4,23.65,21.9,0.3
2001-03-17,44.49,41.58,25.97,22.97,0.4
2001-03-24,38.97,40.86,25.1,23.94,0.3
2001-03-31,42.65,41.22,26.69,24.69,0.4
2001-04-07,36.77,42.58,27.38,29.1,0.4
2001-04-14,31.62,41.67,35.27,30.8,0.6
2001-04-21,37.46,43.68,35.03,32.67,0.5
2001-04-28,39.52,45.33,34.58,34.01,0.5
2001-05-05,36.07,39.06,37.49,37.46,0.5
2001-05-12,39.29,39.68,40.92,38.19,0.6
2001-05-19,43.57,39.86,41.87,39.22,0.6
2001-05-26,44.64,39.77,47.26,41.71,0.7
2001-06-02,37.16,37.71,43.58,41.3,0.7
2001-06-09,38.85,39.52,45.01,43.13,0.7
2001-06-16,33.11,38.83,44.56,44.61,0.7
2001-06-23,28.72,36.77,46.19,45.17,0.7
2001-06-30,33.11,35.74,45.55,45.67,0.7
2001-07-07,34.56,31.49,46.91,42.47,0.7
2001-07-14,35.91,32.41,45.28,43.54,0.7
2001-07-21,33.56,33.84,42.69,43.58,0.6
2001-07-28,30.2,33.33,46.57,44.73,0.7
2001-08-04,28.53,27.26,45.3,43.33,0.7
2001-08-11,26.28,26.38,47.48,44.47,0.7
2001-08-18,28.85,26.7,46.91,46.1,0.7
2001-08-25,26.6,27.26,49.27,47.36,0.8
2001-09-01,37.67,32.75,54.69,49.65,0.8
2001-09-08,39.73,33.92,53.92,50.5,0.8
2001-09-15,35.27,33.33,54.74,51.7,0.8
2001-09-22,55.14,38.17,58.98,53.35,0.9
2001-09-29,77.05,47.75,62.98,55.39,0.9
2001-10-06,58.14,52.91,61.43,57.51,1.0
2001-10-13,60.13,60.13,65.62,61.13,1.0
2001-10-20,60.13,62.54,67.31,64.15,1.1
2001-10-27,60.47,59.72,69.33,66.69,1.1
2001-11-03,23.6,41.14,57.56,61.61,1.0
2001-11-10,20.22,37.1,58.04,62.8,1.0
2001-11-17,21.07,33.28,65.14,65.44,1.1
2001-11-24,37.92,33.88,56.56,65.36,1.0
2001-12-01,31.73,30.39,52.19,57.25,0.9
2001-12-08,11.33,27.87,52.48,57.24,0.9
2001-12-15,10.2,24.86,52.94,55.59,0.9
2001-12-22,17.85,19.47,51.01,55.57,0.9
2001-12-29,19.26,16.31,46.09,54.01,0.8
2002-01-05,9.67,19.34,47.01,49.11,0.9
2002-01-12,15.47,21.47,43.44,47.68,0.8
2002-01-19,11.88,20.66,45.78,47.32,0.9
2002-01-26,14.36,20.15,45.82,48.2,0.9
2002-02-02,4.66,10.51,41.14,42.29,0.7
2002-02-09,2.85,9.09,42.14,42.91,0.8
2002-02-16,2.85,8.55,42.86,43.14,0.8
2002-02-23,3.11,7.47,41.18,42.94,0.7
2002-03-02,1.03,2.06,36.15,37.4,0.7
2002-03-09,2.84,2.19,36.15,37.45,0.7
2002-03-16,1.03,1.87,37.33,37.62,0.7
2002-03-23,6.96,2.96,37.37,38.21,0.7
2002-03-30,23.45,8.57,42.1,39.71,0.8
2002-04-06,9.61,9.07,36.8,35.8,0.8
2002-04-13,8.87,12.22,33.8,36.29,0.7
2002-04-20,2.46,12.29,34.71,36.99,0.8
2002-04-27,1.97,8.19,35.63,36.78,0.8
2002-05-04,0.99,6.53,26.86,30.68,0.6
2002-05-11,1.98,4.69,27.44,31.38,0.6
2002-05-18,1.48,4.37,26.28,31.56,0.6
2002-05-25,-0.49,3.68,26.86,31.67,0.6
2002-06-01,-4.06,1.58,23.83,25.23,0.6
2002-06-08,-1.52,0.0,24.4,24.83,0.6
2002-06-15,0.51,-0.95,21.8,24.06,0.5
2002-06-22,-1.52,-1.9,22.98,23.44,0.5
2002-06-29,-2.03,-1.39,21.26,22.8,0.5
2002-07-06,0.77,-1.95,16.3,18.66,0.4
2002-07-13,-1.03,-2.7,14.37,17.76,0.3
2002-07-20,-2.32,-3.27,13.65,16.39,0.3
2002-07-27,0.52,-3.02,14.37,15.62,0.3
2002-08-03,-1.77,-3.2,10.59,11.87,0.2
2002-08-10,-1.52,-2.89,10.18,11.79,0.2
2002-08-17,1.01,-1.63,11.63,12.25,0.3
2002-08-24,0.76,-1.13,11.32,12.46,0.3
2002-08-31,-0.25,-0.75,12.2,12.87,0.3
2002-09-07,-19.54,-9.36,4.34,7.9,0.2
2002-09-14,-20.31,-8.63,4.99,8.08,0.2
2002-09-21,-22.44,-8.46,5.73,8.52,0.2
2002-09-28,-20.89,-7.61,5.02,8.57,0.2
2002-10-05,-16.36,-15.44,0.53,1.4,0.0
2002-10-12,-16.15,-15.81,-1.97,1.22,0.0
2002-10-19,-14.7,-15.24,-2.28,0.79,0.0
2002-10-26,-15.32,-15.24,-1.19,0.8,0.0
2002-11-02,-17.52,-8.88,-1.0,-3.18,0.0
2002-11-09,-18.53,-9.16,-1.5,-3.11,0.0
2002-11-16,-20.77,-10.45,-4.31,-3.66,-0.1
2002-11-23,-20.57,-11.51,-3.31,-4.23,-0.1
2002-11-30,-23.22,-13.07,-5.26,-5.27,-0.1
2002-12-07,0.95,-2.35,1.81,-3.32,0.1
2002-12-14,1.9,0.12,0.66,-2.9,0.0
2002-12-21,-6.41,0.37,-1.12,-3.18,0.0
2002-12-28,-2.85,2.35,-0.35,-2.77,0.0
2003-01-04,-5.07,-0.55,-3.37,-2.61,-0.1
2003-01-11,-8.7,-3.67,-4.78,-3.37,-0.1
2003-01-18,-2.9,-3.18,-5.65,-3.92,-0.2
2003-01-25,-1.69,-3.3,-2.33,-3.83,-0.1
2003-02-01,3.77,0.25,-4.8,-4.42,0.0
2003-02-08,-2.01,1.0,-2.29,-3.94,0.0
2003-02-15,5.53,2.13,-3.25,-3.47,0.0
2003-02-22,5.78,3.01,-1.07,-3.3,0.1
2003-03-01,-8.98,-1.07,-6.1,-4.22,-0.1
2003-03-08,-11.48,0.95,-4.41,-3.51,-0.1
2003-03-15,-10.23,1.54,-5.24,-2.79,-0.1
2003-03-22,-14.2,0.95,-3.71,-2.2,-0.1
2003-03-29,-8.98,0.95,-5.02,-1.93,-0.1
2003-04-05,0.72,-1.34,-3.16,-3.56,-0.1
2003-04-12,4.83,-1.11,-3.08,-3.16,-0.1
2003-04-19,8.7,1.16,-0.7,-2.56,0.0
2003-04-26,7.25,1.63,-0.65,-1.61,0.0
2003-05-03,6.2,7.33,0.48,-1.23,0.0
2003-05-10,3.47,6.3,-0.22,-0.43,0.0
2003-05-17,5.46,4.77,0.11,-0.15,0.0
2003-05-24,3.97,3.24,-1.08,-0.18,0.0
2003-05-31,6.95,3.42,1.67,0.12,0.1
2003-06-07,11.14,9.37,2.62,2.29,0.1
2003-06-14,9.07,9.11,2.98,2.14,0.1
2003-06-21,5.7,8.41,2.9,2.28,0.1
2003-06-28,11.14,8.28,4.15,2.03,0.2
2003-07-05,11.03,9.52,3.78,5.24,0.2
2003-07-12,5.64,8.94,2.98,4.55,0.1
2003-07-19,3.33,8.61,2.78,3.84,0.1
2003-07-26,2.05,6.61,4.35,3.2,0.2
2003-08-02,1.78,2.15,1.47,2.51,0.0
2003-08-09,2.54,1.65,1.32,2.48,0.0
2003-08-16,1.02,1.33,1.52,2.56,0.0
2003-08-23,-0.76,0.89,0.7,2.04,0.0
2003-08-30,3.3,1.27,1.66,2.09,0.1
2003-09-06,3.18,-1.22,1.21,1.15,0.0
2003-09-13,-3.67,-1.47,0.11,0.84,0.0
2003-09-20,-7.33,-2.2,0.93,0.94,0.0
2003-09-27,-5.38,-3.42,0.08,0.58,0.0
2003-10-04,-5.62,-5.15,0.37,0.37,0.0
2003-10-11,-8.07,-6.26,-2.5,-0.27,-0.1
2003-10-18,-5.38,-5.77,-2.56,-1.13,-0.1
2003-10-25,-7.33,-6.26,-3.26,-1.95,-0.1
2003-11-01,-3.71,-3.28,0.68,-0.38,0.0
2003-11-08,-1.59,-3.6,1.09,-0.58,0.0
2003-11-15,-1.86,-4.69,-2.14,-1.55,-0.1
2003-11-22,-6.1,-6.3,-1.97,-2.3,-0.1
2003-11-29,-5.31,-6.68,-2.14,-3.0,-0.1
2003-12-06,-10.27,-12.61,-4.16,-4.41,-0.1
2003-12-13,-11.25,-13.04,-6.09,-4.98,-0.1
2003-12-20,-13.45,-13.04,-6.01,-5.58,-0.1
2003-12-27,-14.67,-13.52,-5.89,-6.1,-0.1
2004-01-03,-12.53,-10.0,-8.26,-5.18,-0.2
2004-01-10,-13.02,-10.57,-9.24,-5.89,-0.2
2004-01-17,-11.06,-10.06,-9.67,-6.73,-0.2
2004-01-24,-13.27,-9.81,-9.58,-7.58,-0.2
2004-01-31,-7.62,-8.54,-10.27,-8.09,-0.2
2004-02-07,-9.74,-10.52,-9.17,-8.51,-0.3
2004-02-14,-15.44,-10.89,-10.54,-8.57,-0.3
2004-02-21,-14.73,-10.52,-11.66,-8.93,-0.4
2004-02-28,-17.34,-12.23,-12.66,-9.38,-0.4
2004-03-06,-21.1,-17.28,-13.12,-13.06,-0.4
2004-03-13,-22.48,-18.34,-14.03,-13.7,-0.4
2004-03-20,-20.64,-19.11,-13.29,-13.89,-0.4
2004-03-27,-22.02,-19.58,-14.96,-14.24,-0.4
2004-04-03,-24.55,-22.12,-18.66,-16.64,-0.5
2004-04-10,-20.05,-21.15,-17.79,-16.76,-0.5
2004-04-17,-18.02,-20.11,-17.55,-17.01,-0.5
2004-04-24,-23.65,-20.17,-19.48,-17.33,-0.6
2004-05-01,-24.83,-18.32,-20.56,-19.2,-0.6
2004-05-08,-23.67,-19.86,-21.09,-19.5,-0.6
2004-05-15,-19.03,-20.74,-21.14,-19.87,-0.6
2004-05-22,-20.65,-20.57,-20.24,-19.53,-0.6
2004-05-29,-21.81,-19.8,-22.73,-20.09,-0.7
2004-06-05,-17.25,-18.02,-21.78,-20.13,-0.7
2004-06-12,-20.98,-18.61,-19.99,-20.04,-0.6
2004-06-19,-17.48,-17.9,-20.44,-20.29,-0.6
2004-06-26,-18.88,-17.25,-21.94,-20.28,-0.7
2004-07-03,-18.09,-16.95,-19.17,-18.23,-0.6
2004-07-10,-13.32,-16.59,-21.8,-19.18,-0.6
2004-07-17,-10.8,-16.52,-18.95,-19.3,-0.6
2004-07-24,-12.56,-16.52,-19.52,-19.18,-0.6
2004-07-31,-14.32,-15.61,-20.65,-19.55,-0.6
2004-08-07,-17.44,-13.75,-19.07,-18.61,-0.6
2004-08-14,-18.43,-15.19,-19.93,-19.07,-0.6
2004-08-21,-15.72,-15.5,-20.26,-19.48,-0.6
2004-08-28,-13.51,-14.81,-20.18,-19.57,-0.6
2004-09-04,-15.76,-14.48,-19.28,-19.47,-0.5
2004-09-11,-14.47,-14.54,-19.2,-19.57,-0.5
2004-09-18,-11.89,-14.66,-19.48,-19.65,-0.5
2004-09-25,-9.3,-14.73,-20.21,-19.94,-0.5
2004-10-02,-11.61,-11.13,-18.66,-18.41,-0.5
2004-10-09,-10.82,-10.67,-19.41,-19.14,-0.5
2004-10-16,-13.72,-11.58,-19.18,-19.74,-0.5
2004-10-23,-10.82,-12.43,-19.38,-20.21,-0.5
2004-10-30,-12.4,-12.63,-19.7,-20.47,-0.5
2004-11-06,-7.56,-8.61,-16.99,-17.54,-0.4
2004-11-13,-5.6,-7.92,-18.73,-18.09,-0.5
2004-11-20,-12.32,-9.64,-18.79,-18.6,-0.5
2004-11-27,-6.16,-9.44,-17.11,-18.62,-0.4
2004-12-04,-1.72,-7.33,-16.36,-16.69,-0.4
2004-12-11,-9.46,-8.79,-17.37,-16.8,-0.5
2004-12-18,-7.74,-8.16,-17.5,-16.93,-0.5
2004-12-25,-8.31,-9.21,-14.95,-16.86,-0.4
2005-01-01,-5.32,-9.07,-14.3,-13.78,-0.4
2005-01-08,-1.86,-5.4,-12.76,-13.56,-0.4
2005-01-15,-11.7,-4.71,-10.52,-12.75,-0.3
2005-01-22,-12.5,-4.08,-13.21,-13.26,-0.4
2005-01-29,-11.97,-5.81,-12.41,-12.79,-0.3
2005-02-05,-11.78,-9.98,-11.35,-12.22,-0.3
2005-02-12,-11.49,-11.64,-12.79,-13.21,-0.3
2005-02-19,-8.62,-12.4,-12.76,-13.52,-0.3
2005-02-26,-9.77,-13.58,-11.58,-13.75,-0.3
2005-03-05,-2.06,-6.94,-11.61,-12.24,-0.3
2005-03-12,-4.71,-5.77,-10.84,-12.11,-0.3
2005-03-19,-3.24,-4.97,-13.0,-12.53,-0.3
2005-03-26,0.59,-2.92,-10.77,-12.7,-0.3
2005-04-02,-1.18,-4.52,-10.37,-11.41,-0.2
2005-04-09,-4.72,-4.59,-11.28,-11.87,-0.2
2005-04-16,-9.44,-6.17,-13.55,-12.35,-0.3
2005-04-23,-6.49,-7.97,-12.57,-13.14,-0.3
2005-04-30,-1.47,-8.04,-12.3,-13.61,-0.3
2005-05-07,-2.97,-5.31,-10.67,-12.9,-0.3
2005-05-14,-4.75,-4.27,-11.93,-12.82,-0.3
2005-05-21,-5.04,-4.05,-11.01,-12.76,-0.3
2005-05-28,0.89,-3.61,-11.63,-12.92,-0.3
2005-06-04,-2.87,-5.52,-9.84,-12.14,-0.2
2005-06-11,-4.31,-4.66,-10.9,-11.88,-0.3
2005-06-18,-7.76,-4.58,-10.8,-11.82,-0.3
2005-06-25,-10.63,-6.66,-11.93,-11.89,-0.3
2005-07-02,-4.11,-6.98,-9.74,-10.78,-0.3
2005-07-09,-0.88,-6.62,-10.75,-10.92,-0.3
2005-07-16,-5.28,-6.48,-9.5,-10.78,-0.2
2005-07-23,-6.74,-5.98,-10.44,-10.58,-0.3
2005-07-30,-7.33,-6.77,-11.2,-10.94,-0.3
2005-08-06,-11.65,-6.97,-10.28,-10.38,-0.3
2005-08-13,-9.38,-7.26,-10.66,-10.78,-0.3
2005-08-20,-10.51,-7.48,-9.79,-10.73,-0.3
2005-08-27,-9.66,-7.34,-10.83,-10.75,-0.3
2005-09-03,-7.12,-5.26,-9.3,-9.93,-0.3
2005-09-10,20.23,2.37,-6.62,-9.25,-0.2
2005-09-17,20.8,10.45,-1.83,-7.6,-0.1
2005-09-24,2.28,13.49,0.49,-5.11,-0.1
2005-10-01,15.66,19.03,2.82,0.37,0.0
2005-10-08,15.36,16.1,2.46,1.99,0.0
2005-10-15,4.82,10.41,2.1,2.3,0.0
2005-10-22,-2.41,7.79,0.33,1.57,0.0
2005-10-29,-3.01,3.15,-0.4,0.77,-0.1
2005-11-05,-2.99,0.3,-0.54,1.4,-0.1
2005-11-12,-7.76,-2.66,-0.04,0.84,0.0
2005-11-19,-3.28,-2.66,-1.77,0.29,-0.1
2005-11-26,-7.16,-3.5,-6.3,-1.22,-0.2
2005-12-03,0.31,-2.77,-6.57,-2.1,-0.2
2005-12-10,2.19,-1.38,-5.45,-3.38,-0.2
2005-12-17,-2.5,-2.31,-4.01,-3.86,-0.1
2005-12-24,0.0,-1.61,-3.72,-3.12,-0.1
2005-12-31,-5.62,-3.07,-4.01,-2.46,-0.1
2006-01-07,-1.51,-7.42,-6.22,-3.64,-0.2
2006-01-14,-13.9,-9.4,-5.31,-4.31,-0.2
2006-01-21,-12.39,-11.61,-7.87,-5.7,-0.2
2006-01-28,-14.8,-13.08,-6.08,-6.57,-0.2
2006-02-04,-7.96,-8.1,-6.77,-5.2,-0.1
2006-02-11,-5.1,-7.06,-6.88,-5.84,-0.1
2006-02-18,-9.87,-7.62,-7.95,-6.1,-0.2
2006-02-25,-6.69,-6.74,-7.36,-6.67,-0.2
2006-03-04,-11.7,-11.45,-8.57,-6.35,-0.2
2006-03-11,-10.23,-10.77,-7.79,-6.76,-0.2
2006-03-18,-11.4,-9.26,-8.46,-7.06,-0.2
2006-03-25,-13.74,-9.11,-9.09,-7.67,-0.2
2006-04-01,-12.87,-6.64,-7.36,-5.74,-0.1
2006-04-08,-10.48,-7.26,-7.13,-6.35,-0.1
2006-04-15,-10.48,-7.57,-7.24,-6.81,-0.1
2006-04-22,-7.78,-6.56,-6.63,-6.95,-0.1
2006-04-29,-3.89,-4.22,-9.21,-7.42,-0.2
2006-05-06,2.06,-2.52,-7.95,-7.58,-0.2
2006-05-13,-1.47,0.23,-7.53,-7.82,-0.2
2006-05-20,-6.18,1.07,-6.91,-8.06,-0.1
2006-05-27,-2.94,1.76,-7.61,-7.83,-0.2
2006-06-03,-1.29,-0.92,-6.27,-7.97,-0.1
2006-06-10,-4.18,-3.76,-6.11,-7.69,-0.1
2006-06-17,-0.96,-4.6,-6.77,-7.73,-0.1
2006-06-24,-0.64,-6.22,-5.84,-7.37,-0.1
2006-07-01,0.0,-4.94,-6.65,-7.13,-0.2
2006-07-08,8.54,-1.47,-3.07,-6.37,-0.1
2006-07-15,0.63,-0.69,-3.7,-5.6,-0.1
2006-07-22,-3.16,-0.93,-5.76,-5.57,-0.1
2006-07-29,-1.58,-1.31,-4.28,-4.98,-0.1
2006-08-05,0.0,-0.79,-3.54,-4.74,-0.1
2006-08-12,-2.52,-1.43,-3.93,-4.81,-0.1
2006-08-19,-0.94,-0.71,-4.05,-4.41,-0.1
2006-08-26,-1.26,-0.48,-4.32,-4.44,-0.1
2006-09-02,-12.26,-18.09,-13.53,-9.3,-0.3
2006-09-09,-12.53,-17.83,-14.16,-9.47,-0.3
2006-09-16,-9.75,-17.24,-14.55,-9.71,-0.3
2006-09-23,-11.14,-16.92,-14.48,-9.87,-0.3
2006-09-30,-13.93,-17.31,-14.58,-10.14,-0.3
2006-10-07,-1.86,-7.92,-11.01,-12.63,-0.2
2006-10-14,-5.28,-9.3,-10.65,-12.45,-0.2
2006-10-21,-2.8,-9.73,-11.77,-12.55,-0.2
2006-10-28,1.86,-8.35,-11.01,-12.45,-0.2
2006-11-04,2.57,-0.32,-6.69,-9.76,-0.2
2006-11-11,0.0,0.16,-4.64,-9.69,-0.1
2006-11-18,4.82,1.18,-3.13,-8.97,-0.1
2006-11-25,12.22,2.84,-2.71,-8.34,-0.1
2006-12-02,8.28,4.12,-7.07,-6.09,-0.2
2006-12-09,2.98,4.12,-5.38,-5.62,-0.2
2006-12-16,5.3,3.49,-5.53,-5.55,-0.2
2006-12-23,6.95,1.43,-7.93,-6.19,-0.2
2006-12-30,12.91,2.54,-7.71,-6.35,-0.2
2007-01-06,17.02,10.9,-1.83,-2.86,-0.1
2007-01-13,4.96,9.04,-2.26,-2.92,-0.1
2007-01-20,18.79,10.06,-0.51,-1.92,-0.1
2007-01-27,9.22,7.27,-1.75,-1.28,-0.1
2007-02-03,5.8,7.39,2.84,1.25,0.1
2007-02-10,15.36,11.01,0.92,1.45,0.0
2007-02-17,9.56,9.8,4.87,2.18,0.1
2007-02-24,9.9,11.01,1.8,2.47,0.0
2007-03-03,8.47,7.79,5.82,4.69,0.1
2007-03-10,4.41,5.3,2.95,4.53,0.0
2007-03-17,4.75,4.31,3.12,3.4,0.0
2007-03-24,2.71,2.73,2.05,2.79,0.0
2007-03-31,4.07,1.66,2.46,1.95,0.0
2007-04-07,3.43,1.96,5.94,4.17,0.1
2007-04-14,1.87,3.42,7.68,4.41,0.1
2007-04-21,0.0,4.89,4.5,4.14,0.1
2007-04-28,-6.23,4.4,5.47,4.0,0.1
2007-05-05,-9.09,-6.16,2.02,4.0,0.0
2007-05-12,-10.0,-8.41,3.53,3.23,0.1
2007-05-19,-6.06,-9.24,1.51,2.75,0.0
2007-05-26,-6.06,-8.56,4.16,2.68,0.1
2007-06-02,1.29,0.65,1.36,1.87,0.0
2007-06-09,1.29,1.96,2.69,2.07,0.0
2007-06-16,3.56,2.78,1.41,2.44,0.0
2007-06-23,1.29,3.03,4.18,2.85,0.0
2007-06-30,2.59,3.36,3.39,3.36,0.0
2007-07-07,3.22,-0.55,4.19,1.92,0.0
2007-07-14,1.93,-0.78,3.86,2.95,0.0
2007-07-21,-0.32,-1.02,2.2,2.89,0.0
2007-07-28,-1.93,-1.96,3.13,3.26,0.0
2007-08-04,0.0,-0.88,3.01,2.76,0.0
2007-08-11,0.64,-0.95,4.03,2.77,0.0
2007-08-18,2.23,-0.08,4.03,3.19,0.0
2007-08-25,4.78,1.83,4.56,3.52,0.0
2007-09-01,1.62,1.11,5.25,4.94,0.0
2007-09-08,3.88,1.5,4.1,4.74,0.0
2007-09-15,1.29,0.87,4.06,4.54,0.0
2007-09-22,-2.27,-1.26,3.82,4.14,0.0
2007-09-29,2.59,-1.03,3.32,3.66,0.0
2007-10-06,-3.66,-1.11,2.94,3.27,0.0
2007-10-13,2.13,0.63,3.76,3.32,0.0
2007-10-20,1.83,3.17,6.08,4.02,0.1
2007-10-27,0.0,4.04,5.63,4.72,0.1
2007-11-03,-6.3,1.46,3.97,4.43,0.1
2007-11-10,-4.58,1.3,3.58,5.1,0.1
2007-11-17,-4.87,1.15,3.66,5.21,0.1
2007-11-24,0.86,2.99,4.65,5.68,0.1
2007-12-01,0.88,5.26,7.49,5.59,0.1
2007-12-08,-2.64,5.18,8.84,6.24,0.1
2007-12-15,2.64,6.57,11.49,7.53,0.2
2007-12-22,4.11,6.81,12.1,8.72,0.2
2007-12-29,5.57,8.04,12.42,9.94,0.2
2008-01-05,12.34,11.19,12.22,9.71,0.2
2008-01-12,4.55,8.98,9.21,9.85,0.2
2008-01-19,4.22,6.3,9.92,10.03,0.2
2008-01-26,18.83,6.78,12.9,10.87,0.2
2008-02-02,8.7,5.27,10.24,8.76,0.2
2008-02-09,6.83,6.97,11.65,9.67,0.2
2008-02-16,5.28,8.37,11.3,10.32,0.2
2008-02-23,9.94,7.44,13.14,10.7,0.3
2008-03-01,12.38,12.63,14.73,14.18,0.3
2008-03-08,13.36,12.96,15.85,14.67,0.3
2008-03-15,20.2,15.4,15.93,15.27,0.3
2008-03-22,19.87,16.54,17.57,15.81,0.3
2008-03-29,26.06,19.97,18.73,16.81,0.3
2008-04-05,17.61,15.38,19.43,17.9,0.3
2008-04-12,21.26,15.07,18.14,18.3,0.3
2008-04-19,15.95,13.58,19.23,18.56,0.3
2008-04-26,22.92,12.26,20.11,18.75,0.3
2008-05-03,19.35,19.47,20.69,21.34,0.3
2008-05-10,18.06,19.56,20.85,21.95,0.3
2008-05-17,18.39,21.04,21.61,22.48,0.4
2008-05-24,19.03,20.95,21.25,22.69,0.4
2008-05-31,16.77,20.3,23.19,23.33,0.4
2008-06-07,20.5,17.18,20.35,21.39,0.4
2008-06-14,19.24,18.05,22.23,21.8,0.4
2008-06-21,20.19,19.0,22.11,22.27,0.4
2008-06-28,23.66,21.38,24.35,22.83,0.4
2008-07-05,21.64,21.47,22.7,21.29,0.4
2008-07-12,26.23,22.03,22.35,21.75,0.4
2008-07-19,31.8,23.7,27.2,23.45,0.5
2008-07-26,42.3,27.06,28.54,24.94,0.5
2008-08-02,36.17,30.39,29.62,26.54,0.6
2008-08-09,30.7,33.91,29.51,28.72,0.6
2008-08-16,28.88,35.62,31.76,30.27,0.6
2008-08-23,27.96,34.61,31.72,31.47,0.6
2008-08-30,34.35,34.14,34.84,32.78,0.7
2008-09-06,39.12,37.91,35.82,34.9,0.7
2008-09-13,41.64,39.9,38.72,35.96,0.7
2008-09-20,52.37,44.85,41.02,37.61,0.8
2008-09-27,52.37,48.12,43.88,39.19,0.8
2008-10-04,46.95,44.48,42.1,39.97,0.7
2008-10-11,40.55,45.39,42.87,41.95,0.8
2008-10-18,45.73,45.01,44.14,43.69,0.8
2008-10-25,46.34,44.78,47.78,45.64,0.9
2008-11-01,39.2,42.04,49.13,44.99,0.9
2008-11-08,45.45,45.83,52.28,48.0,1.0
2008-11-15,52.27,50.15,51.94,50.61,1.0
2008-11-22,51.14,54.02,55.47,53.21,1.1
2008-11-29,50.28,56.92,68.83,58.16,1.3
2008-12-06,58.33,55.12,60.04,55.31,1.2
2008-12-13,57.22,57.27,61.05,59.36,1.2
2008-12-20,63.06,61.2,64.78,63.51,1.3
2008-12-27,48.06,61.49,69.53,65.64,1.4
2009-01-03,37.43,61.55,64.92,64.04,1.4
2009-01-10,50.55,60.44,67.31,66.85,1.5
2009-01-17,61.48,60.74,70.97,69.67,1.5
2009-01-24,60.11,64.65,75.04,72.36,1.6
2009-01-31,71.86,73.95,76.1,75.2,1.6
2009-02-07,79.94,76.14,78.81,75.89,1.7
2009-02-14,78.53,79.09,83.04,79.54,1.7
2009-02-21,85.03,84.07,84.02,82.41,1.8
2009-02-28,84.18,85.72,88.8,86.24,1.9
2009-03-07,70.54,76.56,88.74,84.93,2.0
2009-03-14,68.22,77.85,92.08,88.52,2.1
2009-03-21,70.8,78.26,96.46,92.98,2.2
2009-03-28,71.83,79.14,100.03,97.17,2.2
2009-04-04,76.49,82.89,102.41,98.27,2.3
2009-04-11,61.89,79.28,105.29,101.91,2.4
2009-04-18,72.7,77.75,109.78,105.58,2.5
2009-04-25,67.57,74.62,110.98,108.65,2.5
2009-05-02,66.3,68.03,110.02,107.95,2.5
2009-05-09,72.65,69.81,113.29,111.15,2.6
2009-05-16,71.27,68.51,114.04,113.42,2.6
2009-05-23,67.4,67.55,113.49,115.26,2.6
