date,U-1 Unemployed 15+ Weeks as % of Labor Force YoY Chg,U-2 Job Losers as % of Labor Force YoY Chg,U-4 + Discouraged Workers YoY Chg,U-5 + Other Marginally Attached YoY Chg,Unemployed Less Than 5 Weeks (000s) YoY Chg,Unemployed 5-14 Weeks (000s) YoY Chg,Unemployed 15-26 Weeks (000s) YoY Chg,Total Unemployed (000s) YoY Chg,Average Duration of Unemployment (Weeks) YoY Chg,Civilian Labor Force Level (000s) YoY Chg,Labor Force Participation Rate YoY Chg,Employment-Population Ratio YoY Chg,Average Weekly Hours - All Employees YoY Chg,Average Hourly Earnings - Production Workers YoY Chg,Hires: Total Nonfarm YoY Chg,Total Separations: Total Nonfarm YoY Chg,Quits: Total Nonfarm YoY Chg,Layoffs and Discharges: Total Nonfarm YoY Chg,Job Openings Rate YoY Chg,Total Separations Rate YoY Chg,Layoffs and Discharges Rate YoY Chg,Multiple Jobholders (000s) YoY Chg,Multiple Jobholders as % of Employed YoY Chg,Part-Time for Economic Reasons (000s) YoY Chg,Aggregate Weekly Payrolls Index YoY Chg,Temp Help Services Employment (000s) YoY Chg,Continuing Claims YoY Chg,Continuing Claims - 4 Week Average YoY Chg,Insured Unemployment Rate YoY Chg
2000-07-01,-0.2,-0.2,-0.3,-0.3,-5.49,2.3,-17.41,-4.61,-1.47,2.04,-0.2,0.0,,3.77,,,,,,,,-3.59,-57.0,-6.15,,6.85,-6.81,-7.19,-0.2
2000-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.32,-5.82,-0.1
2000-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.67,-5.36,-0.1
2000-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.04,-5.21,-0.1
2000-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.65,-4.43,-0.1
2000-08-01,0.0,0.0,-0.2,-0.2,0.16,3.78,-8.42,0.26,-1.53,2.21,-0.1,0.0,,3.99,,,,,,,,-2.69,-186.0,-2.28,,6.16,,,
2000-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.38,-4.69,-0.1
2000-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.08,-4.29,-0.1
2000-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.83,-3.24,-0.1
2000-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.26,-2.89,-0.1
2000-09-01,-0.1,0.0,-0.3,-0.3,-1.53,-4.85,-12.86,-4.9,-6.87,2.07,-0.1,0.0,,3.82,,,,,,,,-1.88,-91.0,-1.89,,6.65,,,
2000-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,-1.66,-0.1
2000-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.11,-1.16,-0.1
2000-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.53,-1.34,-0.1
2000-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.78,-1.47,-0.1
2000-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9,-2.33,0.0
2000-10-01,-0.1,-0.1,-0.3,-0.4,-1.54,-6.66,-0.42,-4.22,-4.51,2.04,-0.2,-0.1,,3.89,,,,,,,,-0.26,-382.0,0.82,,3.12,,,
2000-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,-1.74,0.0
2000-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,-0.85,0.0
2000-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,-0.19,0.0
2000-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,1.07,0.0
2000-11-01,-0.1,0.0,-0.2,-0.2,-1.95,0.85,3.73,-1.35,-3.88,2.1,-0.2,-0.1,,4.17,,,,,,,,1.59,-493.0,7.5,,2.39,,,
2000-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.87,0.0
2000-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19,2.13,0.0
2000-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96,4.19,0.1
2000-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,9.39,6.02,0.1
2000-12-01,-0.1,0.1,-0.1,-0.1,-6.25,13.07,-1.29,-0.34,-3.1,2.19,-0.1,0.0,,4.31,,,,,,,,2.98,-244.0,-1.22,,-0.63,,,
2000-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45,7.51,0.1
2000-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,9.32,8.28,0.1
2000-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,9.37,8.63,0.1
2000-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,11.32,9.12,0.2
2000-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,13.13,10.79,0.2
2001-01-01,0.0,0.1,0.2,0.2,4.21,11.84,5.61,5.52,-3.05,1.08,-0.1,-0.2,,4.0,,,,,,,,0.82,-529.0,3.87,,-2.05,,,
2001-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,11.87,11.42,0.2
2001-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,11.91,12.06,0.2
2001-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,17.37,13.55,0.2
2001-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,12.75,13.45,0.2
2001-02-01,0.1,0.1,0.1,0.2,9.49,-7.74,15.8,3.94,1.59,0.87,-0.2,-0.3,,4.06,,,,,,,,1.57,-170.0,4.07,,-3.39,,,
2001-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,15.23,14.29,0.3
2001-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,13.73,14.74,0.2
2001-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,18.01,14.92,0.3
2001-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,16.18,15.79,0.3
2001-03-01,0.2,0.3,0.3,0.2,-3.56,15.61,23.87,7.12,0.79,1.05,-0.1,-0.3,,4.12,,,,,,,,0.03,-101.0,1.52,,-6.05,,,
2001-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,21.93,17.44,0.3
2001-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,21.82,19.46,0.3
2001-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,27.01,21.67,0.4
2001-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1,23.94,0.3
2001-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,29.32,25.78,0.5
2001-04-01,0.1,0.5,0.5,0.4,18.41,7.86,18.88,14.41,0.0,0.57,-0.4,-0.7,,3.96,,,,,,,,0.86,-446.0,3.23,,-10.42,,,
2001-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,27.38,27.19,0.4
2001-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,39.76,30.29,0.6
2001-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,32.68,0.5
2001-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,34.58,34.01,0.5
2001-05-01,0.1,0.5,0.4,0.3,5.34,7.01,28.4,8.13,-3.97,0.65,-0.4,-0.6,,4.09,,,,,,,,1.3,-156.0,4.75,,-10.14,,,
2001-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,37.22,36.48,0.5
2001-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,41.27,36.86,0.6
2001-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,41.09,38.52,0.6
2001-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,47.26,41.71,0.7
2001-06-01,0.2,0.6,0.5,0.6,8.88,15.52,33.44,14.74,3.25,0.54,-0.4,-0.8,,4.01,,,,,,,,0.68,21.0,18.17,,-11.57,,,
2001-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,44.58,43.55,0.7
2001-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,45.94,44.72,0.7
2001-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,45.43,0.7
2001-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,46.19,45.17,0.7
2001-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2,45.08,0.7
2001-07-01,0.3,0.6,0.6,0.6,5.76,19.9,47.44,14.55,-3.73,0.97,-0.1,-0.5,,3.78,,,,,,,,1.25,-90.0,13.1,,-12.49,,,
2001-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,45.93,45.08,0.7
2001-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,42.74,44.75,0.7
2001-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,43.72,44.14,0.6
2001-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,46.57,44.73,0.7
2001-08-01,0.3,0.5,0.9,1.0,16.31,15.53,46.57,20.31,3.1,0.54,-0.4,-1.0,,3.77,,,,,,,,1.85,-126.0,5.26,,-12.92,,,
2001-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9,44.98,0.7
2001-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,48.17,46.35,0.7
2001-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,45.13,46.69,0.7
2001-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,49.27,47.36,0.8
2001-09-01,0.5,0.7,1.1,1.1,10.35,34.59,75.62,26.97,8.2,1.03,-0.1,-0.7,,3.47,,,,,,,,3.57,-231.0,31.58,,-14.43,48.13,47.67,0.8
2001-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,49.46,47.99,0.8
2001-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,51.96,49.7,0.8
2001-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,57.39,51.7,0.9
2001-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,62.98,55.39,0.9
2001-10-01,0.5,1.3,1.6,1.7,24.59,46.81,65.21,39.03,4.72,1.03,-0.1,-1.0,,3.46,,,,,,,,2.69,-409.0,39.57,,-15.65,,,
2001-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9,58.29,1.0
2001-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,65.77,61.76,1.0
2001-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,70.85,65.1,1.1
2001-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,69.33,66.69,1.1
2001-11-01,0.7,1.3,1.7,1.7,23.01,43.35,67.77,41.92,15.32,0.89,-0.2,-1.3,,3.44,-9.44,-1.72,-11.17,11.74,-0.9,0.0,0.2,0.91,-303.0,24.52,,-18.08,,,
2001-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,71.37,69.32,1.1
2001-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,67.84,69.83,1.1
2001-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3,68.66,1.1
2001-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,56.56,65.36,1.0
2001-12-01,0.8,1.3,1.8,1.9,22.61,53.26,91.85,46.57,16.0,0.74,-0.3,-1.5,,3.15,-11.0,-7.48,-11.21,-4.76,-1.0,-0.2,0.0,0.96,-451.0,35.46,,-17.35,62.36,63.2,1.0
2001-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,60.23,61.35,1.0
2001-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,56.63,58.91,1.0
2001-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46,58.11,0.9
2001-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,46.09,54.01,0.8
2002-01-01,0.8,1.2,1.5,1.6,14.95,33.23,97.56,35.85,15.75,0.06,-0.7,-1.7,,3.29,-15.15,-12.41,-12.33,-14.1,-1.1,-0.5,-0.2,-1.29,-180.0,23.41,,-16.33,,,
2002-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18,52.06,0.9
2002-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,47.87,49.88,0.8
2002-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,47.04,48.28,0.9
2002-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,45.82,48.2,0.9
2002-02-01,0.8,1.1,1.5,1.4,4.67,46.09,79.41,34.92,17.19,0.66,-0.3,-1.3,,2.92,-9.47,-5.77,-15.75,6.63,-1.1,-0.1,0.1,0.67,-191.0,30.13,,-14.88,,,
2002-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,42.11,45.67,0.7
2002-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,46.28,45.29,0.9
2002-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,42.29,44.1,0.8
2002-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,41.18,42.94,0.7
2002-03-01,0.8,1.0,1.5,1.6,14.66,24.48,68.48,35.22,20.31,0.39,-0.6,-1.5,,2.77,-14.87,-14.55,-18.37,-11.72,-0.8,-0.6,-0.2,1.69,-194.0,25.03,,-11.86,,,
2002-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,39.44,42.26,0.8
2002-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,40.59,0.8
2002-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,38.12,39.55,0.7
2002-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,39.12,39.04,0.8
2002-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,39.71,0.8
2002-04-01,1.0,1.1,1.5,1.8,-1.35,44.32,77.26,37.12,31.45,0.81,-0.2,-1.3,,2.77,-5.3,-8.03,-17.04,3.88,-0.8,-0.3,0.1,3.2,4.0,27.67,,-7.71,,,
2002-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,44.54,40.97,0.9
2002-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,33.11,39.63,0.6
2002-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,34.27,38.38,0.8
2002-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,35.63,36.78,0.8
2002-05-01,1.0,1.0,1.5,1.7,5.26,26.36,58.84,34.9,38.84,1.13,0.0,-0.9,,2.62,-10.22,-10.32,-15.24,-3.06,-0.6,-0.4,0.0,3.81,-244.0,19.31,,-6.49,,,
2002-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,35.87,34.72,0.8
2002-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,33.18,34.73,0.7
2002-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,31.07,33.91,0.7
2002-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,26.86,31.67,0.6
2002-06-01,1.0,0.9,1.3,1.4,-3.45,31.06,68.13,29.44,33.07,1.01,-0.1,-1.0,,2.68,-4.7,-6.9,-12.37,0.0,-0.7,-0.3,0.0,4.62,-95.0,6.75,,-4.81,25.52,29.1,0.6
2002-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,24.86,27.04,0.6
2002-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,22.63,24.97,0.5
2002-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,22.44,23.86,0.5
2002-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,21.26,22.8,0.5
2002-07-01,0.8,0.9,1.2,1.4,9.42,12.8,45.32,27.45,31.01,0.8,-0.3,-1.0,,2.89,-5.68,-6.06,-13.1,3.14,-0.8,-0.2,0.1,4.93,-254.0,16.56,,-5.43,,,
2002-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,16.03,20.55,0.4
2002-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,15.38,18.74,0.3
2002-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,16.74,17.33,0.4
2002-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,14.37,15.62,0.3
2002-08-01,0.7,0.8,0.9,0.9,-1.31,15.45,30.78,17.92,24.06,1.2,0.1,-0.5,,2.88,-6.74,-9.51,-12.53,-4.38,-0.4,-0.4,0.0,3.07,-179.0,27.25,,-2.78,,,
2002-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,13.61,15.01,0.3
2002-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,11.52,14.03,0.3
2002-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,13.43,13.22,0.4
2002-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,11.32,12.46,0.3
2002-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,10.46,11.67,0.3
2002-09-01,0.6,0.6,0.7,0.8,-2.29,7.49,22.99,15.53,33.33,1.09,-0.1,-0.5,,2.94,-1.51,-5.11,-6.73,-4.03,-0.5,-0.1,-0.1,1.07,-52.0,2.27,,-2.28,,,
2002-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,10.48,11.41,0.3
2002-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,10.58,10.71,0.3
2002-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,8.39,9.96,0.2
2002-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,8.57,0.2
2002-10-01,0.7,0.2,0.4,0.3,-11.12,-0.75,18.33,7.97,33.83,0.85,-0.1,-0.5,,3.14,-5.51,-13.38,-13.31,-16.56,-0.1,-0.6,-0.3,-0.26,121.0,-2.77,,-0.72,,,
2002-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,7.31,0.1
2002-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,4.71,0.1
2002-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,2.35,0.0
2002-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.19,0.8,0.0
2002-11-01,0.5,0.2,0.3,0.4,-4.53,-2.38,8.74,6.46,23.08,0.56,-0.3,-0.5,,2.92,-2.48,-7.77,-6.13,-13.79,-0.2,-0.3,-0.2,0.83,131.0,0.28,,0.85,,,
2002-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.63,-0.93,0.0
2002-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.43,-1.59,0.0
2002-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.29,-3.7,-0.2
2002-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.31,-4.23,-0.1
2002-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.94,-5.29,-0.1
2002-12-01,0.6,0.2,0.3,0.3,-6.55,-7.44,2.2,4.63,27.59,0.53,-0.4,-0.5,,3.12,1.33,1.65,-2.27,4.42,-0.3,0.1,0.0,0.2,311.0,-1.64,,0.99,,,
2002-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.45,-5.3,0.0
2002-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.85,-3.89,-0.1
2002-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.34,-4.15,-0.1
2002-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.35,-2.77,0.0
2003-01-01,0.4,0.1,0.2,0.2,-6.18,-0.92,2.18,4.13,25.85,1.43,-0.1,-0.2,,3.05,4.18,-3.21,-14.62,10.59,-0.1,-0.1,0.1,6.08,165.0,12.04,,2.31,,,
2003-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.15,-3.2,-0.1
2003-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,-3.03,0.0
2003-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.62,-3.35,-0.2
2003-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.33,-3.83,-0.1
2003-02-01,0.4,0.2,0.3,0.4,-6.23,1.32,-6.96,4.91,23.33,1.0,-0.4,-0.5,,3.38,-1.81,-1.18,-3.19,1.87,-0.2,-0.1,0.0,1.43,166.0,12.94,,1.13,-4.78,-3.99,0.0
2003-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.95,-3.92,-0.1
2003-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.39,-3.61,-0.1
2003-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.07,-3.3,0.1
2003-03-01,0.3,0.2,0.2,0.3,-7.91,0.16,-1.94,3.42,17.53,1.07,-0.3,-0.4,,3.04,-5.01,-0.15,-3.97,3.51,-0.4,0.0,0.1,2.52,-76.0,13.44,,-1.09,-1.99,-2.6,0.0
2003-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22,-1.92,0.0
2003-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.95,-1.31,0.0
2003-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.39,-1.14,0.0
2003-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.02,-1.93,-0.1
2003-04-01,0.3,0.1,0.2,0.1,-4.71,-7.35,1.86,2.83,19.02,1.21,-0.3,-0.3,,2.96,-6.66,-6.55,-13.15,2.15,-0.3,-0.2,0.0,2.42,-164.0,14.27,,-3.33,,,
2003-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.99,-2.87,-0.1
2003-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.75,-2.82,0.0
2003-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-2.71,0.0
2003-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.65,-1.61,0.0
2003-05-01,0.3,0.3,0.3,0.3,5.1,1.82,-0.29,6.64,13.1,1.08,-0.3,-0.6,,3.02,-3.69,-2.44,-9.7,5.34,-0.1,-0.1,0.1,2.2,137.0,11.38,,-1.62,,,
2003-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,-0.48,0.0
2003-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.67,-0.22,0.0
2003-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,-0.07,0.0
2003-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.08,-0.18,0.0
2003-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.45,0.1
2003-06-01,0.3,0.2,0.6,0.5,7.19,3.43,5.14,10.4,17.75,1.55,-0.1,-0.4,,2.88,-3.84,-3.46,-8.21,3.03,0.0,-0.1,0.1,3.01,4.0,13.44,,-0.37,,,
2003-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.62,0.0
2003-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,1.1,0.1
2003-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,1.75,0.1
2003-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,2.03,0.2
2003-07-01,0.5,0.2,0.4,0.3,-5.91,6.04,20.19,7.4,16.57,1.16,-0.3,-0.6,,2.87,-6.21,-7.78,-11.32,-1.9,-0.3,-0.3,0.0,0.82,62.0,12.14,,2.69,,,
2003-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,2.54,0.1
2003-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,2.65,0.1
2003-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,3.15,0.1
2003-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35,3.2,0.2
2003-08-01,0.4,0.2,0.4,0.4,-4.3,3.96,18.89,7.13,16.36,0.99,-0.5,-0.6,,2.66,-4.21,-3.45,-14.29,12.43,-0.2,-0.1,0.2,3.48,339.0,2.74,,0.69,,,
2003-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,3.42,0.1
2003-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,3.48,0.1
2003-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,3.13,0.0
2003-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,2.42,0.0
2003-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,2.09,0.1
2003-09-01,0.4,0.3,0.5,0.5,-2.45,9.86,5.82,8.12,10.8,0.67,-0.6,-1.0,,2.46,-1.64,-5.57,-6.62,-4.45,-0.2,-0.2,0.0,2.19,-176.0,12.77,,2.41,,,
2003-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,1.77,0.0
2003-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,1.29,0.0
2003-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.98,0.0
2003-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.58,0.0
2003-10-01,0.3,0.1,0.3,0.4,-1.99,3.22,7.49,5.12,8.43,0.96,-0.5,-0.6,,1.98,2.17,0.34,-0.33,1.76,-0.1,0.0,0.0,3.4,166.0,11.57,,2.67,,,
2003-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.35,-0.22,0.0
2003-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.73,-0.69,-0.1
2003-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.48,-1.12,-0.1
2003-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.26,-1.95,-0.1
2003-11-01,0.2,-0.1,0.0,0.0,-9.97,0.16,7.2,0.66,13.07,1.35,-0.3,-0.2,,2.05,-0.52,-1.05,0.33,0.36,-0.1,0.0,0.0,3.35,40.0,12.31,,4.57,-3.65,-2.54,-0.1
2003-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.77,-2.79,-0.1
2003-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.11,-3.2,-0.1
2003-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.94,-3.37,-0.1
2003-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.14,-3.0,-0.1
2003-12-01,0.0,-0.2,-0.3,-0.3,-10.01,-5.18,6.53,-3.74,7.03,1.15,-0.4,-0.2,,1.78,1.86,-2.9,-2.28,0.0,0.1,-0.1,0.0,0.73,-372.0,9.93,,6.27,,,
2003-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.19,-3.87,-0.2
2003-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.03,-4.85,-0.1
2003-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.27,-5.18,-0.1
2003-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.89,-6.1,-0.1
2004-01-01,0.1,-0.2,-0.1,-0.1,-5.99,-8.25,3.42,-1.76,7.57,0.62,-0.3,-0.2,,1.97,-3.12,-4.66,-3.09,-3.41,0.0,-0.2,0.0,-0.1,-67.0,2.13,,4.61,,,
2004-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.27,-6.37,-0.2
2004-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.91,-6.33,-0.2
2004-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.49,-6.64,-0.1
2004-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.58,-7.58,-0.2
2004-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.42,-7.62,-0.2
2004-02-01,0.0,-0.4,-0.3,-0.3,-13.33,-6.7,7.32,-5.23,8.65,0.42,-0.4,-0.2,,1.64,1.57,-2.4,-1.69,-1.49,0.2,-0.1,0.0,0.69,-348.0,-6.09,,5.93,,,
2004-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.04,-7.9,-0.2
2004-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.53,-8.4,-0.2
2004-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.66,-8.93,-0.4
2004-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.56,-10.21,-0.4
