date,U-1 Unemployed 15+ Weeks as % of Labor Force YoY Chg,U-2 Job Losers as % of Labor Force YoY Chg,U-4 + Discouraged Workers YoY Chg,U-5 + Other Marginally Attached YoY Chg,Unemployed Less Than 5 Weeks (000s) YoY Chg,Unemployed 5-14 Weeks (000s) YoY Chg,Unemployed 15-26 Weeks (000s) YoY Chg,Total Unemployed (000s) YoY Chg,Average Duration of Unemployment (Weeks) YoY Chg,Civilian Labor Force Level (000s) YoY Chg,Labor Force Participation Rate YoY Chg,Employment-Population Ratio YoY Chg,Average Weekly Hours - All Employees YoY Chg,Average Hourly Earnings - Production Workers YoY Chg,Hires: Total Nonfarm YoY Chg,Total Separations: Total Nonfarm YoY Chg,Quits: Total Nonfarm YoY Chg,Layoffs and Discharges: Total Nonfarm YoY Chg,Job Openings Rate YoY Chg,Total Separations Rate YoY Chg,Layoffs and Discharges Rate YoY Chg,Multiple Jobholders (000s) YoY Chg,Multiple Jobholders as % of Employed YoY Chg,Part-Time for Economic Reasons (000s) YoY Chg,Aggregate Weekly Payrolls Index YoY Chg,Temp Help Services Employment (000s) YoY Chg,Continuing Claims YoY Chg,Continuing Claims - 4 Week Average YoY Chg,Insured Unemployment Rate YoY Chg
1980-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,22.74,31.84,0.6
1980-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,24.74,28.09,0.7
1980-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46,24.41,0.4
1980-12-01,1.0,1.2,,,2.79,9.89,71.76,22.02,26.85,1.03,-0.3,-1.1,,8.69,,,,,,,,1.07,,17.48,,,,,
1980-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,18.62,20.87,0.5
1980-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,15.23,18.98,0.4
1980-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,14.29,16.4,0.3
1980-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,15.08,15.8,0.4
1981-01-01,0.9,0.7,,,3.2,13.14,39.88,20.77,37.5,1.37,-0.1,-0.9,,9.28,,,,,,,,1.35,,23.82,,,,,
1981-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,14.55,0.4
1981-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,10.94,13.46,0.2
1981-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62,12.04,0.2
1981-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07,9.79,0.1
1981-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88,7.35,0.0
1981-02-01,0.9,0.8,,,4.88,9.64,29.29,20.13,33.02,1.45,-0.1,-0.8,,9.05,,,,,,,,2.28,,19.34,,,,,
1981-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,5.3,0.0
1981-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77,4.6,0.1
1981-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48,4.46,0.1
1981-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,3.96,0.0
1981-03-01,0.7,0.7,,,7.46,6.87,26.83,18.62,27.27,1.98,0.4,-0.3,,8.97,,,,,,,,3.58,,19.95,,,,,
1981-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,3.7,0.0
1981-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,2.39,-0.1
1981-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.23,0.71,-0.1
1981-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.34,-0.1
1981-04-01,0.4,0.1,,,-5.6,2.01,9.57,6.94,21.93,2.19,0.4,0.2,,9.08,,,,,,,,4.83,,6.27,,,,,
1981-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.39,-1.21,-0.2
1981-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.24,-3.73,-0.4
1981-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.29,-6.05,-0.4
1981-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.32,-8.62,-0.4
1981-05-01,0.4,-0.2,,,-9.19,-0.54,5.0,2.38,24.77,2.14,0.4,0.4,,9.02,,,,,,,,3.0,,-3.57,,,,,
1981-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.7,-10.41,-0.5
1981-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.51,-12.01,-0.7
1981-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.16,-14.29,-0.8
1981-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.61,-17.4,-1.0
1981-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.61,-19.56,-0.9
1981-06-01,0.5,-0.3,,,-2.02,-16.53,14.18,0.0,21.24,1.51,0.0,0.1,,8.65,,,,,,,,2.69,,-2.61,,,,,
1981-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.91,-21.61,-1.1
1981-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.13,-22.82,-1.1
1981-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.19,-23.48,-1.2
1981-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.75,-24.25,-1.1
1981-07-01,0.1,-0.7,,,-4.37,-14.52,-2.79,-5.98,16.95,1.3,0.0,0.3,,8.6,,,,,,,,0.65,,4.54,,,,,
1981-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.51,-24.4,-1.1
1981-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.83,-24.82,-1.1
1981-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.05,-24.78,-1.2
1981-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.72,-25.03,-1.1
1981-08-01,0.1,-0.4,,,-2.78,-6.43,-12.58,-2.96,16.13,1.51,0.1,0.3,,8.83,,,,,,,,1.35,,2.04,,,-24.33,-24.99,-1.1
1981-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.37,-24.12,-1.1
1981-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.21,-23.41,-1.0
1981-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.23,-22.54,-0.9
1981-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.43,-22.06,-1.0
1981-09-01,-0.1,-0.1,,,10.89,-3.41,-14.59,2.61,5.43,1.12,-0.1,-0.2,,8.78,,,,,,,,2.37,,6.58,,,,,
1981-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.2,-21.77,-0.9
1981-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.52,-20.61,-0.8
1981-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.5,-19.93,-0.8
1981-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.47,-18.42,-0.7
1981-10-01,0.0,0.1,,,12.98,4.32,-6.18,6.9,3.05,1.51,0.1,-0.1,,8.12,,,,,,,,3.05,,18.36,,,,,
1981-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.42,-17.23,-0.7
1981-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.71,-16.06,-0.5
1981-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.73,-14.14,-0.4
1981-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.81,-12.46,-0.4
1981-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.13,-9.88,-0.2
1981-11-01,-0.1,0.5,,,21.17,12.49,0.5,12.54,-3.68,1.55,0.1,-0.4,,7.62,,,,,,,,2.35,,15.72,,,,,
1981-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9,-7.44,-0.1
1981-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,-4.58,0.1
1981-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42,-1.21,0.1
1981-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03,1.81,0.3
1981-12-01,0.0,0.9,,,27.51,33.8,-4.45,20.07,-4.38,1.45,0.0,-0.8,,7.15,,,,,,,,2.07,,24.43,,,,,
1981-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42,5.16,0.3
1981-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,7.1,0.3
1981-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,10.29,0.6
1981-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,15.94,12.79,0.6
1982-01-01,0.0,1.2,,,18.26,31.71,8.61,16.43,-6.29,0.98,-0.2,-0.9,,7.52,,,,,,,,3.85,,9.53,,,,,
1982-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,12.81,13.4,0.4
1982-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,13.8,0.4
1982-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,19.88,14.7,0.7
1982-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,20.55,15.81,0.7
1982-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,18.35,17.21,0.6
1982-02-01,0.3,1.0,,,15.85,29.44,34.58,20.54,0.0,1.13,-0.1,-1.0,,6.78,,,,,,,,2.41,,27.69,,,,,
1982-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,22.82,20.39,0.7
1982-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,14.69,19.07,0.5
1982-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,17.83,18.39,0.6
1982-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,22.48,19.39,0.8
1982-03-01,0.6,1.5,,,17.07,27.97,51.75,23.97,0.71,0.93,-0.3,-1.3,,6.31,,,,,,,,2.4,,32.72,,,,,
1982-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,23.47,19.55,0.7
1982-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,21.93,0.8
1982-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,27.69,24.43,0.9
1982-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,29.14,26.08,1.0
1982-04-01,0.8,1.8,,,24.05,32.47,44.22,30.18,4.32,0.82,-0.3,-1.7,,6.0,,,,,,,,2.83,,36.73,,,,,
1982-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,29.39,27.57,0.9
1982-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,37.18,30.81,1.2
1982-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,38.71,33.57,1.2
1982-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,35.85,35.26,1.2
1982-05-01,1.0,1.7,,,13.96,27.02,54.76,26.44,9.56,1.13,-0.1,-1.3,,6.38,,,,,,,,5.03,,34.86,,,34.51,36.54,1.1
1982-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,37.58,36.65,1.2
1982-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,36.6,1.2
1982-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,43.36,38.46,1.4
1982-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,33.56,38.21,1.1
1982-06-01,1.0,1.8,,,7.96,42.03,47.91,30.13,14.6,1.55,0.2,-1.2,,5.94,,,,,,,,6.6,,35.25,,,,,
1982-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3,39.38,1.4
1982-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,43.74,40.68,1.4
1982-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,42.24,40.41,1.4
1982-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,41.02,1.2
1982-07-01,1.2,2.2,,,18.81,37.04,61.02,37.98,11.59,1.65,0.2,-1.4,,6.04,,,,,,,,7.49,,28.76,,,,,
1982-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,43.42,41.3,1.4
1982-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,41.48,40.74,1.3
1982-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,42.94,40.92,1.4
1982-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,43.33,42.79,1.4
1982-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,40.91,42.17,1.3
1982-08-01,1.2,2.0,,,17.32,34.86,69.92,35.4,12.5,1.65,0.3,-1.3,,5.59,,,,,,,,7.9,,32.0,,,,,
1982-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,39.79,41.73,1.4
1982-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,42.75,41.69,1.4
1982-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,45.42,42.22,1.5
1982-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,46.11,43.5,1.5
1982-09-01,1.4,2.2,,,13.54,38.43,63.12,36.29,22.06,2.24,0.6,-1.1,,5.03,,,,,,,,8.69,,39.43,,,,,
1982-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,49.49,45.92,1.6
1982-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,45.69,46.66,1.6
1982-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,48.24,47.36,1.6
1982-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,47.78,1.7
1982-10-01,1.7,2.5,,,5.94,30.78,65.87,33.34,27.41,1.58,0.3,-1.4,,4.87,,,,,,,,6.3,,28.6,,,,,
1982-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,50.83,48.14,1.8
1982-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,51.36,49.57,1.8
1982-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,48.16,49.54,1.7
1982-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,47.31,49.4,1.6
1982-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,44.36,47.77,1.5
1982-11-01,1.9,2.2,,,4.25,25.2,78.62,32.22,30.53,1.66,0.3,-1.3,,4.59,,,,,,,,6.76,,28.82,,,,,
1982-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6,45.83,1.6
1982-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,38.38,43.37,1.4
1982-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,37.44,40.88,1.5
1982-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,37.87,1.2
1982-12-01,2.0,1.6,,,-0.25,14.59,74.4,30.04,38.17,1.99,0.5,-1.0,,4.84,,,,,,,,6.87,,20.25,,,,,
1982-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,28.21,33.98,1.1
1982-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,27.73,31.37,1.1
1982-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,23.09,27.75,0.9
1982-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,20.49,24.81,0.8
1983-01-01,2.0,1.3,,,-6.88,7.74,63.61,22.74,44.78,1.47,0.2,-1.0,,4.4,,,,,,,,5.34,,32.88,,,13.82,21.22,0.6
1983-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,14.33,18.0,0.6
1983-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,14.42,0.3
1983-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16,11.01,0.3
1983-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,10.48,10.18,0.5
1983-02-01,1.7,1.4,,,-2.39,1.76,30.16,18.96,36.17,1.07,0.0,-1.1,,4.79,,,,,,,,5.44,,14.52,,,,,
1983-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19,8.44,0.3
1983-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,10.74,8.87,0.4
1983-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22,8.89,0.3
1983-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,9.09,8.54,0.3
1983-03-01,1.5,1.0,,,-10.11,1.38,16.12,15.29,37.59,0.93,-0.1,-1.0,,4.52,,,,,,,,4.05,,8.59,,,,,
1983-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,7.97,0.3
1983-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05,6.56,0.2
1983-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,5.19,0.1
1983-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,3.06,0.0
1983-04-01,1.1,0.7,,,-10.43,-3.56,4.73,10.0,34.48,0.92,-0.1,-0.6,,4.63,,,,,,,,1.97,,4.15,,,,,
1983-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,2.1,0.1
1983-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,0.67,0.0
1983-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.62,-1.25,-0.2
1983-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.27,-2.45,-0.2
1983-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.01,-4.18,-0.2
1983-05-01,1.1,0.7,,,-9.11,-9.59,7.78,7.92,37.58,0.31,-0.5,-0.9,,4.21,,,,,,,,1.07,,1.91,,,,,
1983-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.5,-5.6,-0.2
1983-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.64,-6.36,-0.3
1983-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.8,-7.75,-0.4
1983-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.61,-9.39,-0.5
1983-06-01,0.9,0.3,,,2.22,-14.27,-4.92,6.72,32.48,1.63,0.4,0.0,,4.33,,,,,,,,0.34,,4.05,,,,,
1983-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.34,-11.1,-0.6
1983-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.21,-13.0,-0.7
1983-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.91,-14.54,-0.7
1983-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.96,-15.6,-0.7
1983-07-01,0.7,-0.3,,,-11.96,-14.52,-0.23,-2.77,37.66,1.28,0.1,0.4,,4.05,,,,,,,,2.77,,1.61,,,,,
1983-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.74,-17.71,-0.9
1983-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.85,-18.62,-0.9
1983-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.47,-20.28,-1.0
1983-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.07,-22.05,-1.0
1983-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.97,-22.35,-1.0
1983-08-01,0.3,-0.3,,,-6.75,-9.51,-15.85,-2.37,23.46,1.55,0.2,0.4,,3.27,,,,,,,,2.49,,0.43,,,,,
1983-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.89,-23.86,-1.2
1983-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.62,-24.91,-1.2
1983-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.19,-25.7,-1.3
1983-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.66,-27.1,-1.3
1983-09-01,-0.1,-0.9,,,-4.99,-20.61,-24.48,-8.34,21.69,1.42,0.2,0.8,,4.16,,,,,,,,1.26,,-7.59,,,,,
1983-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.87,-28.09,-1.5
1983-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.35,-29.54,-1.6
1983-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.01,-31.0,-1.6
1983-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.54,-32.47,-1.7
1983-10-01,-0.5,-1.7,,,-9.86,-21.18,-29.29,-14.24,17.44,1.07,-0.1,1.0,,4.4,,,,,,,,0.43,,-12.37,,,-36.79,-34.2,-1.9
1983-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.53,-35.5,-2.0
1983-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.66,-36.39,-1.9
1983-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.41,-37.35,-1.9
1983-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.76,-37.59,-1.9
1983-11-01,-0.9,-1.9,,,-15.78,-24.84,-36.28,-20.43,15.2,1.06,-0.1,1.4,,4.14,,,,,,,,0.9,,-8.4,,,,,
1983-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.65,-38.64,-2.2
1983-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.76,-39.16,-1.9
1983-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.68,-39.23,-2.0
1983-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.47,-39.41,-1.9
1983-12-01,-1.2,-1.9,,,-12.29,-26.39,-37.18,-22.57,6.08,1.12,0.0,1.6,,4.0,,,,,,,,1.08,,-11.64,,,,,
1983-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.3,-38.8,-1.9
1983-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.56,-38.75,-1.9
1983-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.03,-38.1,-1.7
1983-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.96,-37.97,-1.8
1983-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.06,-36.71,-1.5
1984-01-01,-1.3,-1.9,,,-9.44,-23.55,-39.33,-21.9,5.15,1.37,0.0,1.6,,3.97,,,,,,,,-0.5,,-11.87,,,,,
1984-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.38,-35.45,-1.5
1984-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.15,-35.46,-1.6
1984-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.43,-34.51,-1.4
1984-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.29,-34.57,-1.5
1984-02-01,-1.5,-2.0,,,-10.49,-21.78,-39.9,-23.85,-1.04,1.79,0.3,2.0,,3.58,,,,,,,,0.39,,-10.14,,,,,
1984-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.72,-34.9,-1.4
1984-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.53,-34.99,-1.5
1984-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.5,-35.51,-1.6
1984-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.3,-36.01,-1.5
1984-03-01,-1.6,-2.1,,,-4.77,-20.6,-41.0,-23.33,-1.55,1.92,0.4,2.0,,3.83,,,,,,,,0.81,,-12.14,,,,,
1984-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.71,-36.26,-1.6
1984-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.81,-36.08,-1.5
1984-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.34,-35.79,-1.5
1984-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.4,-35.57,-1.5
1984-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.83,-35.6,-1.5
1984-04-01,-1.4,-2.1,,,-5.0,-20.98,-34.1,-22.24,-3.08,2.05,0.5,2.0,,3.94,,,,,,,,1.98,,-8.56,,,,,
1984-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.42,-35.75,-1.6
1984-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.0,-35.92,-1.5
1984-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.33,-35.9,-1.5
1984-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.58,-35.59,-1.5
1984-05-01,-1.6,-2.3,,,-10.31,-19.87,-33.28,-24.19,-8.29,2.58,0.8,2.4,,3.43,,,,,,,,1.71,,-10.64,,,,,
1984-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.57,-35.12,-1.5
1984-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.18,-34.67,-1.4
1984-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.13,-34.62,-1.5
1984-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.8,-34.19,-1.3
1984-06-01,-1.7,-2.2,,,-11.53,-22.32,-34.64,-26.85,-12.98,1.73,0.3,2.1,,3.54,,,,,,,,0.47,,-5.71,,,,,
1984-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.95,-33.79,-1.3
1984-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,-30.76,-32.95,-1.2
1984-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.52,-32.01,-1.3
1984-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-30.57,-31.46,-1.2
1984-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.1,-30.27,-1.1
1984-07-01,-1.6,-1.6,,,-1.94,-12.37,-39.6,-19.07,-15.09,1.98,0.5,1.7,,3.53,,,,,,,,-1.46,,-7.09,,,,,
1984-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.38,-29.2,-1.0
1984-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.27,-27.86,-1.0
1984-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.93,-26.67,-1.0
1984-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.16,-25.94,-0.9
1984-08-01,-1.3,-1.8,,,-1.79,-20.43,-29.29,-19.81,-13.5,1.29,0.1,1.4,,3.78,,,,,,,,-3.81,,-10.55,,,,,
1984-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.92,-25.58,-0.9
1984-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.08,-24.78,-0.8
1984-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.84,-24.0,-0.8
1984-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.89,-23.18,-0.8
1984-09-01,-1.2,-1.6,,,-11.76,-7.79,-23.07,-18.62,-15.84,1.39,0.1,1.3,,3.39,,,,,,,,-1.87,,-7.55,,,-21.11,-22.24,-0.7
1984-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.02,-21.24,-0.7
1984-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.68,-20.19,-0.7
1984-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.57,-19.35,-0.7
1984-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.45,-17.94,-0.6
1984-10-01,-1.1,-1.1,,,-1.95,-12.57,-19.84,-15.23,-17.33,1.87,0.4,1.3,,2.89,,,,,,,,-0.41,,-4.98,,,,,
1984-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.18,-17.23,-0.6
1984-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.87,-15.78,-0.5
1984-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.37,-14.23,-0.5
1984-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,-12.88,-0.4
1984-11-01,-1.0,-1.1,,,1.34,-10.89,-25.73,-13.7,-13.71,1.73,0.4,1.1,,3.13,,,,,,,,-1.04,,-8.39,,,,,
1984-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.25,-10.43,-0.3
