date,CPI - New York YoY %,CPI - Philadelphia YoY %,CPI - Boston YoY %,CPI - Chicago YoY %,CPI - Detroit YoY %,CPI - Dallas YoY %,CPI - Houston YoY %,CPI - Atlanta YoY %,CPI - Miami YoY %,CPI - San Francisco YoY %,CPI - Seattle YoY %,CPI - West Region (Size Class A) YoY %
1915-12-01,2.0202,0.9804,1.9048,2.0,4.1237,,0.0,,,0.0,-1.087,
1916-12-01,11.8812,12.6214,13.0841,13.7255,15.8416,,14.7368,,,8.6957,6.5934,
1917-12-01,22.1239,21.5517,17.3554,16.3793,22.2222,,21.1009,,,16.0,21.6495,
1918-12-01,21.7391,20.5674,21.831,20.7407,18.8811,,20.4545,19.7368,,21.5517,30.5085,
1919-12-01,14.881,12.9412,12.7168,15.9509,17.0588,,16.3522,14.2857,,15.6028,18.1818,
1920-06-01,22.2222,21.7143,23.5632,25.3012,28.6517,,20.122,21.6931,,19.0476,22.5,
1920-12-01,1.0363,3.6458,3.5897,0.0,6.5327,,2.1622,0.0,,1.227,-1.6484,
1921-12-01,-8.2051,-11.0553,-11.8812,-7.4074,-15.566,,-13.2275,-13.4615,,-9.0909,-10.6145,
1922-05-01,,,,-5.5866,,,,,,,,
1922-09-01,-3.9326,-5.5866,-6.1111,-4.4944,-6.4865,,-5.4217,-5.9459,,-3.3333,-4.908,
1922-12-01,-2.7933,-2.2599,-2.809,-2.2857,-2.2346,,-3.0488,-3.8889,,-2.6667,-3.125,
1923-03-01,1.1696,0.0,1.1834,,2.3121,,-1.2579,0.0,,-2.0408,-3.8217,
1923-06-01,1.1628,1.7341,1.7857,1.7647,3.4483,,0.6329,0.5714,,0.0,-0.641,
1923-09-01,2.924,5.3254,4.142,4.1176,6.3584,,1.9108,2.2989,,2.069,0.6452,
1923-12-01,2.2989,2.8902,2.8902,3.5088,4.0,,1.2579,1.1561,,2.7397,0.6452,
1924-03-01,0.578,1.7341,1.1696,2.3256,2.2599,,1.2739,-0.5747,,1.3889,2.649,
1924-06-01,0.0,0.5682,0.5848,2.3121,0.5556,,-1.8868,-1.7045,,0.0,0.6452,
1924-09-01,-1.1364,-1.1236,-0.5682,0.565,-2.7174,,-1.25,-2.809,,-0.6757,-0.641,
1924-12-01,-0.5618,1.1236,-1.1236,1.1299,-1.6484,,-0.6211,-1.1429,,-1.3333,0.0,
1925-06-01,1.7241,3.9548,1.7442,2.8249,1.105,,3.2051,3.4682,,3.4247,2.5641,
1925-12-01,4.5198,5.0,5.1136,3.9106,3.9106,,2.5,5.7803,,3.3784,2.5641,
1926-06-01,2.2599,2.1739,3.4286,0.5495,0.5464,,-0.6211,0.5587,,-0.6623,-1.25,
1926-12-01,-2.1622,-1.0582,-1.6216,-1.6129,-2.1505,,-2.439,-2.7322,,-1.9608,-1.875,
1927-06-01,-0.5525,-1.5957,-0.5525,0.0,-1.087,,-1.875,0.5556,,0.0,0.0,
1927-12-01,0.0,-2.139,-1.0989,-2.7322,-2.7473,,-1.25,-3.3708,,-0.6667,-1.9108,
1928-06-01,-1.6667,-2.1622,-2.7778,-3.8251,-4.3956,,-1.2739,-3.8674,,-1.3333,-3.1646,
1928-12-01,-1.6575,-2.7322,-1.1111,-0.5618,-1.6949,,-1.2658,0.5814,,0.6711,0.0,
1929-06-01,0.565,-1.6575,0.0,0.0,1.1494,,0.6452,-1.7241,,0.0,1.3072,
1929-12-01,0.5618,0.5618,0.0,0.0,0.5747,,1.2821,-1.1561,,-0.6667,0.6494,
1930-06-01,-2.2472,-1.6854,-0.5714,-1.1364,-2.2727,,-1.2821,-3.5088,,-1.3514,0.0,
1930-12-01,-5.0279,-6.1453,-5.0562,-6.2147,-9.1429,,-6.962,-7.6023,,-5.3691,-7.0968,
1931-06-01,-8.046,-9.1429,-9.7701,-10.3448,-13.9535,,-10.3896,-10.303,,-8.9041,-10.3226,
1931-12-01,-9.4118,-8.9286,-9.4675,-10.241,-12.5786,,-8.8435,-11.3924,,-8.5106,-6.9444,
1932-06-01,-8.125,-10.6918,-10.1911,-12.8205,-12.8378,,-10.8696,-9.4595,,-8.2707,-9.3525,
1932-12-01,-7.7922,-11.7647,-9.8039,-13.4228,-12.9496,,-12.6866,-10.0,,-6.9767,-9.7015,
1933-06-01,-6.8027,-7.0423,-4.9645,-8.8235,-9.3023,,-5.6911,-6.7164,,-4.0984,-4.7619,
1933-12-01,-1.4085,2.2222,0.7246,-1.5504,1.6529,,3.4188,2.381,,0.8333,0.0,
1934-06-01,4.3796,7.5758,5.2239,2.4194,9.4017,,5.1724,4.8,,4.2735,1.6667,
1936-07-01,1.3986,2.1127,2.1127,1.4925,4.4776,,2.381,2.2388,,0.813,1.6,
1937-09-01,3.4014,3.4247,4.1379,4.3478,5.6738,,3.8462,2.8777,,4.0323,4.6512,
1937-12-01,3.4483,0.6849,2.7972,3.6496,7.1429,,3.8462,1.4388,,4.8387,3.876,
1938-03-01,-2.027,-2.027,-2.0548,0.0,1.3889,,0.0,-1.4286,,0.0,0.0,
1938-06-01,-2.027,-2.0134,-3.3784,-1.4085,-2.027,,-0.7519,-3.5461,,0.0,-0.7519,
1938-09-01,-3.9474,-3.9735,-5.298,-2.7778,-4.0268,,-1.4815,-3.4965,,-0.7752,-2.2222,
1938-12-01,-2.6667,-2.0408,-3.4014,-2.8169,-5.3333,,-1.4815,-2.1277,,-1.5385,-1.4925,
1939-03-01,0.0,-2.069,-1.3986,-1.4388,-4.1096,,-1.5038,-1.4493,,-0.7813,-1.5038,
1939-06-01,-1.3793,-2.7397,-2.0979,-2.8571,-4.1379,,-0.7576,-0.7353,,-2.3438,-0.7576,
1939-09-01,1.3699,0.0,0.0,-1.4286,-1.3986,,0.0,0.0,,0.0,0.7576,
1939-12-01,0.0,-0.6944,-0.7042,-0.7246,-1.4085,,-0.7519,-1.4493,,-1.5625,-0.7576,
1940-03-01,1.3793,0.7042,1.4184,0.0,0.7143,,0.7634,0.7353,,-0.7874,0.7634,
1940-06-01,3.4965,1.4085,2.8571,2.2059,2.1583,,0.7634,0.0,,0.8,0.7634,
1940-09-01,-0.6757,-1.3793,0.0,0.0,0.0,,-0.7519,-1.4493,,-0.7813,-0.7519,
1940-12-01,0.6849,0.6993,1.4184,1.4599,1.4286,,0.7576,1.4706,,1.5873,1.5267,
1941-03-01,0.6803,1.3986,0.0,1.4599,2.1277,,0.7576,0.7299,,2.381,1.5152,
1941-06-01,2.7027,4.1667,2.7778,3.5971,5.6338,,3.0303,5.1852,,5.5556,5.303,
1941-09-01,6.1224,8.3916,6.993,8.6957,9.2199,,6.8182,8.8235,,7.0866,9.8485,
1941-10-01,7.5342,9.7902,8.4507,9.4203,11.3475,,8.2707,,,7.8125,11.3636,
1941-11-01,7.483,9.7902,10.5634,10.1449,12.0567,,9.0226,,,9.375,11.3636,
1941-12-01,7.483,9.7222,9.0909,9.3525,11.9718,,9.7744,10.1449,,9.375,12.0301,
1942-01-01,9.5238,11.8056,10.4895,10.7914,13.3803,,10.5263,,,11.7188,14.2857,
1942-02-01,9.4595,11.8056,11.8881,10.7914,13.2867,,12.0301,,,11.6279,15.0376,
1942-03-01,10.1351,12.4138,12.5874,12.2302,14.5833,,13.5338,13.7681,,13.1783,15.6716,
1942-04-01,10.0671,13.0137,11.0345,12.0567,14.3836,,11.8519,,,12.9771,15.5556,
1942-05-01,10.0,12.9252,11.6438,12.6761,14.3836,,12.5926,,,12.9771,14.4928,
1942-06-01,9.8684,11.3333,10.8108,11.1111,11.3333,,11.0294,11.9718,,12.0301,11.5108,
1942-07-01,9.8039,12.6667,11.3333,9.589,11.3333,,11.6788,,,12.0301,11.4286,
1942-08-01,9.7403,11.1842,9.9338,9.5238,9.9338,,11.5942,,,12.6866,12.0567,
1942-09-01,8.3333,9.6774,9.8039,7.3333,8.4416,,9.9291,8.7838,,11.7647,10.3448,
1942-10-01,8.9172,8.9172,10.3896,7.947,7.6433,,7.6389,,,10.8696,9.5238,
1942-11-01,9.4937,9.5541,8.9172,7.8947,7.5949,,6.8966,,,11.4286,10.2041,
1942-12-01,10.1266,10.1266,9.6154,7.8947,7.5472,,6.8493,7.8947,,11.4286,10.0671,
1943-01-01,8.6957,8.0745,8.2278,6.4935,6.2112,,6.8027,,,9.7902,7.8947,
1943-02-01,8.0247,8.0745,6.875,7.1429,6.1728,,6.0403,,,9.0278,7.1895,
1943-03-01,9.2025,7.9755,8.0745,7.6923,6.0606,,7.2848,7.6433,,8.9041,7.0968,
1943-04-01,9.1463,9.0909,8.6957,6.962,5.3892,,7.2848,,,9.4595,7.0513,
1943-05-01,9.697,9.0361,7.9755,6.875,7.1856,,7.2368,,,9.4595,6.962,
1943-06-01,8.3832,7.7844,6.7073,6.25,7.1856,,6.6225,8.1761,,8.7248,8.3871,
1943-07-01,7.7381,5.3254,3.5928,5.0,6.5868,,4.5752,,,6.0403,5.7692,
1943-08-01,5.9172,5.3254,4.2169,4.9689,5.4217,,3.2468,,,3.9735,3.7975,
1943-09-01,7.1006,4.7059,2.9762,5.5901,4.7904,,3.871,6.2112,,3.9474,4.375,
1943-10-01,6.4327,4.6784,2.9412,4.2945,4.142,,3.871,,,4.5752,4.3478,
1943-11-01,5.2023,4.0698,1.7544,3.0488,2.9412,,3.871,,,3.2051,3.7037,
1943-12-01,4.5977,2.8736,1.7544,3.0488,3.5088,,3.2051,4.2683,,3.2051,2.439,
1944-01-01,4.0,2.8736,1.7544,2.439,2.924,,2.5478,,,2.5478,2.439,
1944-02-01,3.4286,2.8736,1.1696,1.8182,1.7442,,1.8987,,,1.9108,1.8293,
1944-03-01,2.2472,1.1364,-0.5747,0.0,0.0,,-1.2346,0.5917,,1.2579,1.2048,
1944-04-01,2.2346,-0.5556,0.0,0.5917,0.5682,,-0.6173,,,0.0,0.5988,
1944-05-01,1.6575,-0.5525,-0.5682,-0.5848,-1.1173,,-0.6135,,,1.2346,0.0,
1944-06-01,1.6575,0.5556,0.0,0.5882,-0.5587,,0.6211,0.5814,,0.6173,0.5952,
1944-07-01,2.2099,1.6854,1.7341,2.9762,1.1236,,1.875,,,3.7975,3.0303,
1944-08-01,3.352,2.2472,2.3121,2.3669,2.8571,,2.5157,,,4.4586,3.6585,
1944-09-01,2.2099,2.2472,2.8902,1.7647,2.8571,,1.2422,2.3392,,3.7975,1.7964,
1944-10-01,1.6484,1.1173,0.5714,1.7647,1.7045,,1.2422,,,3.75,1.7857,
1944-11-01,2.1978,1.1173,1.7241,2.3669,2.2857,,0.6211,,,3.1056,1.7857,
1944-12-01,2.1978,1.676,2.2989,2.3669,1.6949,,1.2422,3.5088,,4.3478,2.381,
1945-01-01,2.1978,2.2346,2.2989,2.9762,2.2727,,1.8634,,,3.7267,2.381,
1945-02-01,2.7624,2.7933,2.8902,2.9762,2.8571,,1.2422,,,3.75,2.3952,
1945-03-01,1.6484,2.809,2.3121,2.9762,2.8571,,1.875,4.1176,,3.7267,2.381,
1945-04-01,1.6393,2.2346,1.1429,1.7647,1.6949,,1.8634,,,3.7037,2.381,
1945-05-01,1.6304,2.7778,1.7143,3.5294,2.8249,,1.8519,,,1.8293,2.3669,
1945-06-01,2.7174,2.7624,3.4286,2.924,3.3708,,2.4691,3.4682,,3.0675,2.3669,
1945-07-01,3.2432,3.3149,2.8409,1.7341,2.2222,,2.454,,,3.0488,2.3529,
1945-08-01,2.7027,2.7473,2.2599,1.7341,2.7778,,2.454,,,2.439,2.3529,
1945-09-01,2.1622,2.1978,1.1236,1.1561,2.2222,,2.454,3.4286,,2.439,2.3529,
1945-10-01,2.1622,2.7624,1.7045,1.1561,2.7933,,1.8405,,,1.2048,1.1696,
1945-11-01,2.1505,2.7624,1.6949,1.1561,3.352,,2.4691,,,2.4096,1.7544,
1945-12-01,2.6882,2.7473,1.1236,1.7341,2.7778,,2.454,2.2599,,2.381,2.3256,
1946-01-01,3.2258,2.1858,1.6854,1.7341,3.3333,,1.2195,,,1.7964,1.7442,
1946-02-01,3.2258,1.6304,1.1236,1.7341,3.3333,,1.8405,,,1.2048,2.3392,
1946-03-01,4.3243,2.7322,2.2599,1.7341,3.3333,,2.454,2.2599,,1.1976,2.3256,
1946-04-01,4.8387,3.2787,2.8249,2.8902,4.4444,,2.439,,,0.5952,2.3256,
1946-05-01,4.8128,2.7027,2.2472,1.7045,4.3956,,1.8182,,,1.7964,2.3121,
1946-06-01,4.7619,3.2258,1.6575,2.2727,4.3478,,3.012,2.7933,,3.5714,3.4682,
1946-07-01,9.9476,8.5561,9.3923,10.2273,10.8696,,7.1856,,,7.6923,7.4713,
1946-08-01,12.1053,11.7647,11.6022,12.5,10.8108,,10.1796,,,11.3095,9.1954,
1946-09-01,15.3439,13.9785,13.3333,14.2857,12.5,,11.976,11.6022,,13.6905,11.4943,
1946-10-01,17.9894,15.5914,16.2011,17.7143,14.1304,,13.8554,,,15.4762,15.0289,
1946-11-01,18.4211,17.7419,17.2222,20.0,15.6757,,18.6747,,,18.2353,16.6667,
1946-12-01,18.8482,18.7166,18.3333,19.8864,16.7568,,19.7605,18.232,,18.0233,17.0455,
1947-01-01,17.7083,18.1818,18.232,19.8864,16.129,,21.6867,,,18.2353,16.5714,
1947-02-01,17.1875,17.6471,18.3333,19.3182,16.129,,21.6867,,,19.0476,16.0,
1947-03-01,19.171,20.7447,19.8895,22.1591,18.8172,,23.3533,22.6519,,20.1183,17.6136,
1947-04-01,17.4359,19.0476,18.1319,20.2247,17.5532,,23.8095,,,20.7101,18.1818,
1947-05-01,15.8163,18.4211,17.5824,20.1117,16.3158,,23.2143,,,19.4118,17.5141,
1947-06-01,15.6566,18.75,17.9348,21.1111,16.6667,,21.0526,19.0217,,15.5172,15.6425,
1947-07-01,9.5238,13.3005,10.6061,13.4021,10.7843,,16.2011,,,,,
1947-08-01,8.9202,11.0048,10.396,13.1313,12.1951,,14.1304,,,,11.5789,
1947-09-01,8.2569,11.7925,12.2549,15.5,12.0773,,13.9037,,,9.9476,,
1947-10-01,5.8296,9.7674,9.1346,11.6505,12.381,,13.7566,,,,,
1947-11-01,6.2222,8.6758,8.0569,10.0,9.8131,,10.6599,,,,7.3892,
1947-12-01,6.1674,9.009,8.9202,10.9005,10.6481,,11.0,,,5.4187,,
1948-01-01,7.9646,10.4072,9.8131,11.3744,11.5741,,10.8911,,,,,
1948-02-01,8.0,10.0,9.3897,10.4762,10.6481,,10.8911,,,,10.3448,
1948-03-01,4.3478,5.7269,6.9124,7.907,7.6923,,8.7379,,,6.8966,,
1948-04-01,6.5502,9.3333,9.7674,10.7477,9.9548,,8.1731,,,,,
1948-05-01,7.9295,10.2222,10.7477,11.6279,10.8597,,8.6957,,,,10.0962,
1948-06-01,7.8603,9.6491,10.5991,11.0092,10.2679,,9.6618,,,9.4527,,
1948-07-01,9.5652,9.1304,10.9589,11.3636,10.177,,10.0962,,,,,
1948-08-01,9.0517,9.4828,9.417,9.8214,8.2609,,10.0,9.417,,,9.434,
1948-09-01,7.2034,7.173,6.5502,6.9264,6.8966,,8.4507,,,6.6667,,
1948-10-01,6.3559,7.2034,7.0485,6.5217,4.661,,6.9767,,,,,
1948-11-01,4.6025,5.042,5.7018,4.7619,4.2553,,5.0459,3.8961,,,5.0459,
1948-12-01,2.4896,2.4793,2.5862,2.9915,2.5105,,3.1532,,,4.6729,,
1949-01-01,1.2295,0.8197,0.8511,2.1277,0.8299,,1.7857,,,,,
1949-02-01,0.4115,1.2397,0.0,2.5862,1.2552,,0.4464,1.2876,,,2.6786,
1949-03-01,2.0833,2.5,1.2931,3.4483,1.6807,,0.4464,,,1.8433,,
1949-04-01,0.8197,0.0,-0.4237,1.6878,-0.4115,,0.4444,,,,,
1949-05-01,0.0,-0.4032,-0.8439,0.0,-0.8163,,0.0,0.4237,,,-0.4367,
1949-06-01,-0.8097,-1.6,-1.6667,0.0,-1.6194,,-0.8811,,,0.0,,
1949-07-01,-2.7778,-2.7888,-3.2922,-2.449,-3.2129,,-1.7467,,,,,
1949-08-01,-3.1621,-3.5433,-2.8689,-2.439,-3.2129,,-2.1645,-1.6393,,,-3.0172,
1949-09-01,-2.7668,-3.1496,-2.0492,-2.0243,-2.8226,,-1.7316,,,-2.2321,,
1949-10-01,-3.1873,-2.7668,-2.4691,-2.0408,-3.2389,,-0.8696,,,,,
1949-11-01,-2.8,-2.0,-1.6598,-0.4132,-1.6327,,0.4367,-0.8333,,,-0.8734,
1949-12-01,-2.0243,-2.0161,-1.2605,-1.2448,-2.0408,,0.4367,,,-3.125,,
1950-01-01,-2.834,-2.0325,-1.2658,-1.25,-1.6461,,0.4386,,,,,
1950-02-01,-1.2295,-1.6327,0.0,-0.4202,-1.6529,,1.7778,-0.8475,,,-1.7391,
1950-03-01,-1.6327,-1.626,0.0,-0.8333,-0.8264,,2.2222,,,-1.3575,,
1950-04-01,-1.626,-1.626,0.0,-1.6598,-0.8264,,1.3274,,,,,
1950-05-01,-1.2245,-1.6194,0.0,0.0,-0.4115,,1.7778,-0.4219,,,-0.8772,
1950-06-01,-0.8163,-0.4065,0.8475,-0.8264,0.4115,,2.2222,,,-1.3636,,
1950-07-01,0.8163,1.2295,2.1277,1.6736,2.0747,,3.1111,,,,,
1950-08-01,0.8163,1.6327,2.1097,2.0833,2.4896,,4.4248,1.6667,,,2.2222,
1950-09-01,1.626,2.0325,1.2552,1.6529,3.7344,,4.8458,,,0.9132,,
1950-10-01,3.2922,2.439,2.9536,2.9167,5.4393,,4.386,,,,,
1950-11-01,4.1152,2.8571,2.9536,2.9046,4.9793,,3.913,4.2017,,,4.8458,
1950-12-01,5.7851,6.1728,4.6809,5.8824,6.25,,5.6522,,,5.53,,
1951-01-01,7.9167,9.1286,6.8376,7.5949,8.3682,,8.2969,,,,,
1951-02-01,9.1286,11.6183,8.5837,9.2827,10.084,,9.1703,10.2564,,,8.4071,
1951-03-01,9.1286,11.157,7.6596,8.8235,9.5833,,9.1304,,,9.1743,,
1951-04-01,8.6777,11.5702,7.6596,9.7046,9.5833,,10.0437,,,,,
1951-05-01,9.5041,11.1111,8.0851,8.3333,8.6777,,10.0437,12.2881,,,10.177,
1951-06-01,8.2305,9.7959,6.7227,8.75,8.6066,,9.1304,,,9.2166,,
1951-07-01,6.8826,8.9069,6.25,7.8189,7.7236,,8.6207,,,,,
1951-08-01,6.8826,8.0321,5.3719,6.9388,7.2874,,6.7797,8.6066,,,7.8261,
1951-09-01,6.4,7.5697,5.7851,6.9106,6.4,,6.3025,,,7.2398,,
1951-10-01,6.3745,7.5397,5.7377,7.2874,5.9524,,6.7227,,,,,
1951-11-01,5.9289,8.7302,6.1475,7.6613,6.3241,,6.6946,8.4677,,,6.3025,
1951-12-01,4.6875,6.2016,5.6911,5.5556,5.8824,,5.3498,,,6.1135,,
1952-01-01,3.4749,4.1825,3.6,4.3137,4.2471,,2.8226,,,,,
1952-02-01,1.5209,0.7435,1.9763,1.5444,2.2901,,1.6,3.876,,,3.6735,
1952-03-01,1.1407,1.1152,1.9763,1.9305,1.9011,,1.1952,,,2.1008,,
1952-04-01,1.5209,1.1111,1.9763,1.9231,2.6616,,0.7937,,,,,
1952-05-01,0.7547,1.1111,1.9685,2.6923,2.6616,,0.7937,0.7547,,,2.4096,
1952-06-01,1.5209,1.8587,2.3622,2.682,1.8868,,1.1952,,,4.6414,,
1952-07-01,2.6515,2.974,3.5294,2.6718,2.6415,,1.1905,,,,,
1952-08-01,2.6515,2.974,3.5294,3.0534,3.0189,,1.5873,3.0189,,,2.8226,
1952-09-01,1.8797,2.5926,2.7344,2.2814,2.2556,,0.7905,,,4.2194,,
1952-10-01,1.4981,2.214,1.938,1.5094,2.6217,,1.1811,,,,,
1952-11-01,1.4925,1.0949,0.7722,0.7491,1.8587,,0.7843,1.487,,,1.581,
1952-12-01,0.7463,1.0949,0.0,0.7519,2.2222,,0.7812,,,2.4691,,
1953-01-01,0.3731,0.7299,0.3861,0.3759,1.8519,,,,,,,
1953-02-01,0.3745,1.107,,1.1407,1.8657,,1.1811,,,,0.3937,
1953-03-01,0.7519,1.1029,,0.7576,2.2388,,,,,2.4691,,
1953-04-01,0.3745,0.3663,0.3876,0.7547,1.4815,,,,,,,
1953-05-01,0.3745,0.7326,,0.3745,1.8519,,1.5748,,,,1.1765,
1953-06-01,1.1236,1.0949,,0.3731,2.5926,,,,,0.8065,,
1953-07-01,0.0,0.0,-0.7576,0.3717,2.2059,,,,,,,
1953-08-01,0.369,0.0,,0.7407,1.8315,,0.7812,,,,1.5686,
1953-09-01,0.738,0.361,,1.1152,2.2059,,,,,2.0243,,
1953-10-01,0.738,0.361,0.3802,1.8587,1.8248,,,,,,,
1953-11-01,0.0,0.0,,1.1152,1.0949,,0.7782,,,,0.3891,
1953-12-01,1.1111,0.0,,1.4925,0.3623,,,0.3676,,1.2048,,
1954-01-01,1.487,0.7246,0.3846,1.8727,1.0909,,,,,,,
1954-02-01,1.4925,1.4599,,2.2556,1.4652,,0.7782,,,,1.1765,
1954-03-01,1.1194,0.7273,,2.2556,1.0949,,,0.3676,,0.8032,,
1954-04-01,1.4925,1.4599,0.7722,1.8727,1.0949,,,,,,,
1954-05-01,1.4925,1.0909,,2.2388,1.0909,,0.0,,,,0.0,
1954-06-01,0.7407,1.083,,1.8587,0.361,,,0.3663,,0.4,,
1954-07-01,0.738,1.444,0.7634,2.2222,0.3597,,,,,,,
1954-08-01,0.3676,1.083,,1.1029,-0.3597,,0.0,,,,-0.3861,
1954-09-01,-0.3663,0.7194,,0.7353,-0.7194,,,-1.0949,,-0.7937,,
1954-10-01,-0.3663,0.7194,-0.3788,0.0,-1.0753,,,,,,,
1954-11-01,0.0,1.083,,1.1029,0.361,,-0.3861,,,,-0.3876,
1954-12-01,-0.7326,0.722,,0.3676,-0.361,,,-1.0989,,-1.1905,,
1955-01-01,-0.7326,0.3597,0.3831,0.3676,-0.7194,,,,,,,
1955-02-01,0.0,0.3597,,0.7353,-0.361,,-1.1583,,,,0.0,
1955-03-01,0.0,0.722,,0.3676,-0.361,,,-1.4652,,-0.7968,,
1955-04-01,-0.3676,0.3597,0.7663,0.3676,-0.361,,,,,,,
1955-05-01,-0.7353,0.3597,,0.0,-0.3597,,-1.1628,,,,0.3876,
1955-06-01,-0.7353,-0.3571,,0.0,-0.3597,,,-1.4599,,-0.7968,,
1955-07-01,-1.0989,-0.7117,0.0,0.0,-0.7168,,,,,,,
1955-08-01,-1.0989,-0.3571,,0.7273,0.0,,-1.1628,,,,0.3876,
1955-09-01,0.0,-0.7143,,1.4599,0.7246,,,0.738,,-0.4,,
1955-10-01,-0.3676,-0.7143,0.7605,1.4599,0.3623,,,,,,,
1955-11-01,0.0,-1.0714,,1.0909,-0.3597,,0.0,,,,1.5564,
1955-12-01,-0.369,-0.7168,,1.4652,0.3623,,,1.1111,,0.0,,
1956-01-01,0.0,-0.7168,1.5267,1.0989,0.0,,,,,,,
1956-02-01,-0.3676,-0.7168,,0.7299,0.3623,,0.7812,,,,0.0,
1956-03-01,0.0,0.0,,0.7326,0.7246,,,1.1152,,0.8032,,
1956-04-01,0.0,0.3584,1.5209,1.0989,1.087,,,,,,,
1956-05-01,1.1111,0.3584,,1.0949,1.083,,1.1765,,,,0.3861,
1956-06-01,1.4815,1.0753,,1.8248,1.8051,,,1.8519,,2.008,,
1956-07-01,2.2222,2.1505,3.4091,2.1739,3.2491,,,,,,,
1956-08-01,2.2222,2.1505,,1.083,2.5271,,2.3529,,,,1.9305,
1956-09-01,2.2059,2.8777,,1.0791,2.1583,,,1.4652,,2.8112,,
1956-10-01,2.952,2.8777,4.5283,1.7986,2.8881,,,,,,,
1956-11-01,2.5735,2.8881,,1.7986,3.2491,,2.7132,,,,2.2989,
1956-12-01,3.3333,3.2491,,2.1661,3.2491,,,1.8315,,5.2209,,
1957-01-01,2.952,3.6101,3.7594,2.5362,3.6232,,,,,,,
1957-02-01,3.321,4.3321,,2.8986,3.6101,,3.4884,,,,5.0388,
1957-03-01,3.321,3.5842,,3.2727,3.2374,,,3.3088,,4.7809,,
1957-04-01,4.059,3.2143,4.4944,3.2609,3.2258,,,,,,,
1957-05-01,3.663,3.2143,,3.2491,3.5714,,3.876,,,,5.0,
1957-06-01,3.6496,2.8369,,2.8674,3.1915,,,2.5455,,3.937,,
1957-07-01,3.6232,2.4561,3.663,2.8369,2.0979,,,,,,,
1957-08-01,3.6232,3.1579,,3.5714,2.8169,,3.4483,,,,4.1667,
1957-09-01,2.518,2.7972,,3.5587,2.8169,,,2.8881,,3.9062,,
1957-10-01,2.509,2.7972,2.1661,3.1802,2.1053,,,,,,,
1957-11-01,2.509,3.5088,,3.8869,2.4476,,2.2642,,,,2.9963,
1957-12-01,2.509,3.1469,,3.8869,2.4476,,,2.518,,2.6718,,
1958-01-01,3.9427,2.7875,3.6232,4.2403,2.7972,,,,,,,
1958-02-01,3.5714,2.0761,,3.8732,2.439,,1.4981,,,,2.583,
1958-03-01,4.2857,2.7682,,4.5775,2.7875,,,3.5587,,3.8023,,
1958-04-01,3.5461,2.7682,3.5842,4.2105,2.4306,,,,,,,
1958-05-01,3.1802,2.7682,,3.8462,1.7241,,2.2388,,,,2.5641,
1958-06-01,2.8169,2.4138,,3.8328,1.3746,,,3.1915,,4.5455,,
1958-07-01,2.0979,2.0548,2.8269,2.7586,1.0274,,,,,,,
1958-08-01,2.0979,1.3605,,2.4138,0.6849,,1.4815,,,,1.8182,
1958-09-01,2.807,1.3605,,2.4055,0.6849,,,1.7544,,3.7594,,
1958-10-01,2.4476,1.3605,2.8269,2.0548,0.6873,,,,,,,
1958-11-01,2.7972,1.0169,,1.3605,0.0,,1.476,,,,1.8182,
1958-12-01,2.4476,1.0169,,1.0204,0.0,,,1.7544,,2.6022,,
1959-01-01,1.3793,1.0169,1.7483,0.678,-0.3401,,,,,,,
1959-02-01,1.3793,1.0169,,0.678,-0.3401,,1.107,,,,1.4388,
1959-03-01,0.6849,0.3367,,0.0,-1.0169,,,-0.6873,,1.8315,,
1959-04-01,0.6849,0.3367,0.346,0.3367,-0.678,,,,,,,
1959-05-01,0.6849,0.0,,0.3367,-0.678,,0.0,,,,1.4286,
1959-06-01,1.3699,0.6734,,0.3356,-0.678,,,0.3436,,1.087,,
1959-07-01,2.0548,0.6711,0.0,0.6711,0.0,,,,,,,
1959-08-01,1.7123,0.6711,,1.0101,0.0,,0.7299,,,,2.1429,
1959-09-01,1.7065,2.0134,,1.3423,0.6803,,,1.0345,,2.1739,,
1959-10-01,2.0478,2.0134,1.0309,1.3423,1.3652,,,,,,,
1959-11-01,2.0408,2.349,,1.3423,0.6826,,0.7273,,,,2.5,
1959-12-01,2.3891,2.349,,1.6835,0.6826,,,1.3793,,2.8986,,
1960-01-01,2.0408,1.6779,0.6873,1.3468,0.0,,,,,,,
1960-02-01,2.0408,1.6779,,1.6835,0.3413,,1.4599,,,,1.4184,
1960-03-01,2.0408,2.0134,,1.6835,0.6849,,,2.0761,,1.7986,,
1960-04-01,2.381,2.349,2.7586,1.6779,0.6826,,,,,,,
1960-05-01,2.381,2.6936,,1.6779,0.6826,,1.0949,,,,1.4085,
1960-06-01,1.6892,2.0067,,1.6722,1.3652,,,1.3699,,2.1505,,
1960-07-01,1.0067,2.0,2.4055,1.6667,1.3559,,,,,,,
1960-08-01,1.6835,2.0,,1.3333,1.3605,,1.087,,,,0.6993,
1960-09-01,1.6779,0.9868,,0.9934,0.6757,,,1.7065,,1.773,,
1960-10-01,1.6722,1.3158,1.7007,0.9934,0.3367,,,,,,,
1960-11-01,1.6667,1.3115,,0.9934,1.0169,,1.083,,,,1.0453,
1960-12-01,1.6667,1.3115,,0.9934,1.3559,,,1.0204,,1.7606,,
1961-01-01,1.3333,1.6502,2.3891,1.3289,2.3891,,,,,,,
