date,National Home Price Index YoY %,Atlanta YoY %,Boston YoY %,Charlotte YoY %,Chicago YoY %,Cleveland YoY %,Dallas YoY %,Denver YoY %,Detroit YoY %,Las Vegas YoY %,Los Angeles YoY %,Miami YoY %,Minneapolis YoY %,New York YoY %,Phoenix YoY %,Portland YoY %,San Diego YoY %,San Francisco YoY %,Seattle YoY %,Tampa YoY %,Washington DC YoY %
1999-01-01,6.3812,6.8061,11.693,3.9718,3.0543,4.591,,9.7191,8.511,3.226,13.704,3.5491,8.4891,7.3164,6.7066,4.945,14.0918,11.691,9.7428,3.6513,4.5278
1999-02-01,6.4382,6.9166,12.3943,4.0117,3.2896,4.5558,,10.4307,8.5315,3.4174,12.807,3.7047,8.4504,7.2265,6.7448,5.4241,14.0773,12.2832,8.6909,3.7129,4.663
1999-03-01,6.5296,7.0062,12.4546,4.6973,3.2249,4.9956,,11.8448,8.3512,2.0175,11.6324,4.3663,9.0493,7.4666,7.2225,4.4396,13.5501,12.7513,8.7837,3.7928,5.0712
1999-04-01,6.646,6.6948,12.4567,5.2811,4.3954,5.1969,,12.1388,7.6805,2.2032,11.8311,5.0696,9.4823,8.0292,7.4841,4.0527,12.6917,12.5851,8.8421,4.3477,5.4898
1999-05-01,6.6928,6.7304,12.3268,5.1796,4.8801,5.1696,,12.2937,7.5706,2.9562,11.5197,5.1763,9.5545,8.1563,7.3774,3.9559,12.0301,12.1611,8.972,4.9602,5.5188
1999-06-01,6.824,6.7648,12.0896,5.0889,5.1929,4.506,,12.4167,7.7566,3.954,11.0823,4.3976,9.8095,8.7331,7.1018,4.0794,11.9147,12.1439,8.9946,5.0893,5.7993
1999-07-01,6.956,7.1517,12.531,4.9922,5.2525,4.3928,,12.7022,8.3501,4.1611,10.0137,4.46,10.0351,8.9243,6.937,3.9876,11.5185,12.7584,8.5219,5.0431,6.2775
1999-08-01,7.0859,7.2301,12.6671,4.8815,5.4501,4.6681,,13.0174,8.5123,3.9927,9.2653,4.7066,10.7398,9.5343,7.3656,3.8485,11.2604,12.8816,8.5706,5.1489,6.7878
1999-09-01,7.2365,7.3537,12.7635,4.8719,5.9344,4.8556,,13.7291,8.9043,3.996,8.431,5.1793,11.776,9.705,7.7226,3.6833,11.2775,13.2124,8.5314,5.1004,7.2092
1999-10-01,7.4207,7.219,13.4417,4.2541,6.6417,5.1478,,13.9289,8.9221,4.3301,8.3224,5.1602,12.1763,9.9758,8.0802,3.6854,11.7604,13.8872,8.8602,5.7804,7.1317
1999-11-01,7.5423,7.1145,14.2575,4.1048,7.9215,5.3524,,13.8786,8.8705,4.4608,8.7024,5.5419,11.9718,10.2403,8.0871,3.0156,12.3078,15.6693,8.9572,5.4999,6.9274
1999-12-01,7.6937,7.3558,14.3191,4.3376,8.0784,5.417,,13.9958,8.7136,4.4105,9.3139,6.1424,11.8838,10.9354,8.0726,2.5,12.5714,17.1332,9.1108,6.2892,7.0372
2000-01-01,7.8792,7.2525,13.0854,4.4686,8.2017,5.3299,,13.753,8.3434,4.3132,9.6496,6.3846,11.4371,11.6665,8.2656,1.8784,12.2064,17.6533,9.0212,6.3627,7.0962
2000-02-01,8.1849,7.6702,12.5149,4.5807,8.4359,4.9228,,13.6306,8.4008,4.2529,10.0577,6.4014,11.4826,11.853,8.1498,2.0249,12.3719,19.4356,9.1961,6.696,7.7034
2000-03-01,8.3932,7.2886,12.4467,3.8714,9.4026,4.907,,13.0734,8.4395,4.9028,10.5378,6.2761,11.345,11.8037,8.1789,2.8416,13.1585,21.5711,9.6509,6.9439,8.3924
2000-04-01,8.5824,7.9537,13.2326,4.2744,9.2513,5.0191,,12.93,8.6894,4.8889,10.357,6.4262,11.5747,11.7666,7.9617,3.3941,14.2849,24.1865,9.2795,7.1626,8.8284
2000-05-01,8.7377,7.8079,13.9898,3.8545,9.387,5.1062,,13.7805,8.8759,4.8382,10.1766,6.8344,12.3452,12.8122,8.2696,2.9913,15.0862,26.4869,9.2034,7.541,9.4605
2000-06-01,8.8032,8.1795,15.0635,3.9481,9.543,4.8968,,14.4688,8.8402,4.4155,10.068,7.6245,12.6864,12.7927,8.4871,2.6007,15.8423,27.98,8.4071,7.9411,9.4486
2000-07-01,8.7616,7.6383,14.5634,3.2797,9.7294,4.6267,,14.7504,8.4815,4.5315,10.0115,7.1349,12.6113,12.7245,8.2707,2.5459,16.178,26.8826,8.4544,8.1839,9.6783
2000-08-01,8.7946,7.5764,14.6223,3.3128,9.5163,4.3652,,14.3836,7.9068,5.1349,10.0765,7.2735,12.2444,12.4974,7.8672,2.5,16.4655,26.2769,7.9608,8.1773,9.9758
2000-09-01,8.8655,7.149,14.5735,3.0112,9.166,4.2903,,14.0188,7.4345,5.3949,10.4501,7.3754,11.8334,12.4333,7.53,2.466,16.1912,25.9619,7.562,8.0789,10.5426
2000-10-01,8.9938,7.0321,15.0256,3.4128,8.4298,4.3565,,13.9643,7.2001,5.7441,10.6581,8.3205,11.7984,12.4953,7.1556,2.341,15.7603,27.3714,6.6563,7.9498,10.9902
2000-11-01,9.2271,7.0169,15.6132,3.6398,8.1155,3.965,,14.4161,7.527,5.5182,10.8276,8.9881,12.4337,12.4356,6.9133,2.8443,16.3364,28.3571,6.3531,9.3195,11.6958
2000-12-01,9.3104,6.6543,16.5329,2.7999,7.9948,4.1671,,14.9242,7.2393,5.6753,10.3522,9.407,12.151,12.569,6.3912,3.5614,16.8748,30.0233,6.725,10.156,12.2985
2001-01-01,9.244,6.6691,17.7545,2.853,8.3111,3.9853,6.4778,14.7448,7.1711,5.3473,10.888,10.3035,13.1414,12.5544,5.9662,3.9877,17.6024,31.1388,6.6201,10.8134,12.8109
2001-02-01,9.0419,6.0633,18.1683,2.7381,7.9967,4.3205,5.1816,14.9803,6.5713,5.2198,10.642,10.55,13.3994,12.8518,5.8881,3.5622,17.3173,29.6673,6.1503,10.8315,13.4604
2001-03-01,8.7949,6.0413,18.4169,2.8346,7.7417,3.7567,6.2062,14.117,6.5764,5.4695,10.6116,11.0638,14.523,12.986,5.6444,3.4911,17.5138,25.7131,5.0526,10.8117,13.5519
2001-04-01,8.4822,5.503,17.6256,1.562,7.6175,2.9915,6.4134,14.4641,6.5112,6.2522,10.059,11.287,13.8854,12.8305,5.6804,3.1776,16.7013,20.9908,5.3646,10.8946,14.1183
2001-05-01,8.185,5.2103,16.1949,1.933,7.3722,3.0275,6.115,13.2483,6.1135,6.5615,9.8477,11.6987,13.2919,11.4972,5.5504,3.8011,16.0012,16.5742,4.8166,10.0334,13.6596
2001-06-01,8.0153,4.9638,15.2964,1.5866,7.3046,3.5642,6.626,12.2217,5.6807,7.0672,9.5003,12.0879,13.3186,11.3236,5.1274,4.3075,14.269,12.0008,5.082,10.5269,13.742
2001-07-01,8.031,5.1321,15.3106,2.528,7.7143,4.4594,6.1254,11.1645,5.4515,7.4323,9.4531,12.9584,13.9765,11.4024,5.2163,4.8275,13.5695,9.6857,4.8177,10.5921,13.4656
2001-08-01,7.9409,5.2443,15.2675,2.0492,8.2958,4.6854,6.0141,10.6716,5.9359,7.5089,9.7151,13.3548,13.7514,11.6285,5.133,5.2331,12.7135,7.7975,5.0698,11.7936,13.2612
2001-09-01,7.7662,5.6218,15.0625,2.1601,8.7951,4.6376,5.1836,9.9087,5.925,7.5145,9.6891,13.7134,13.5804,12.0904,5.0592,5.3797,12.7127,6.4521,5.2891,11.5373,12.9448
2001-10-01,7.381,5.3423,14.3082,1.6228,8.9203,3.6846,5.3955,8.9234,5.7503,7.0739,9.6564,14.1323,13.1993,12.1226,5.1515,5.3466,12.9394,4.0249,5.4607,11.6108,12.9809
2001-11-01,6.974,4.8458,13.428,1.2853,8.6831,3.0997,4.8574,7.5539,4.559,7.5528,9.3825,14.2429,12.7083,12.4441,5.0098,4.937,12.2321,0.9742,5.2957,10.4957,12.5652
2001-12-01,6.7005,4.4306,11.5938,1.5582,8.2665,2.0618,5.0934,6.1849,4.2853,7.5793,9.5502,13.903,12.7494,11.3876,5.3207,4.128,11.1379,-2.4743,4.4544,9.1765,12.2539
2002-01-01,6.6429,4.2933,10.5315,1.2051,7.8792,2.2375,4.9465,5.7066,3.8586,8.2078,9.5286,12.9326,11.5258,11.0183,5.4074,4.131,9.6019,-4.6589,4.7023,8.5645,11.8207
2002-02-01,6.6451,4.5121,9.4404,1.3397,7.8528,2.4543,4.0349,4.7167,4.3234,8.3191,9.8196,12.9229,10.8972,10.3681,5.5286,4.4589,9.643,-5.5237,4.9613,8.0519,11.6415
2002-03-01,6.8212,4.5248,9.3881,1.5425,7.5794,2.8644,3.8053,5.0045,3.9747,7.8692,9.8771,12.807,10.08,10.4119,5.351,5.7413,8.8882,-3.9848,5.0186,9.3786,11.3837
2002-04-01,7.1293,4.0798,9.6042,2.2003,7.4997,3.4123,3.1568,4.0601,3.6258,6.9025,10.6555,12.8324,9.995,10.5943,5.1803,5.3478,9.9601,-1.304,4.1194,9.0395,10.9523
2002-05-01,7.6335,3.9509,10.9632,1.8415,7.3622,3.1719,3.096,3.9878,3.6458,6.5578,11.6562,13.085,10.0907,11.5463,5.0526,5.2563,11.1485,1.5727,4.1122,9.8328,11.7713
2002-06-01,7.9959,3.6111,11.5173,1.8067,6.922,3.2847,2.4523,3.5679,3.8801,6.2384,12.9933,13.5129,9.6332,12.213,5.188,4.4162,12.8677,5.148,3.9309,9.0268,12.137
2002-07-01,8.2799,3.6446,11.8948,1.2565,6.6973,2.8003,2.4976,3.56,3.9865,5.913,14.1637,13.956,9.098,13.1109,5.006,4.5919,14.0368,7.8064,4.0586,9.2092,13.1465
2002-08-01,8.4647,3.477,12.1037,2.0139,6.4066,2.343,2.6471,3.0152,3.7429,5.6769,15.1047,14.046,9.1446,13.6143,4.9384,3.7019,15.7579,9.9565,3.8,8.407,13.8161
2002-09-01,8.6819,3.1634,12.5303,2.22,6.3639,1.9946,2.9113,2.6018,3.5581,5.4644,15.9681,14.2735,8.6847,13.8082,4.7726,3.5657,16.5895,10.6617,3.4487,8.8456,14.3768
2002-10-01,9.0417,3.1927,12.9441,2.6638,6.7201,2.4082,2.3924,2.7136,3.3977,6.3183,17.1037,14.1843,8.9986,14.3847,4.5713,3.5008,17.5082,11.3935,3.4395,8.6854,14.7538
2002-11-01,9.3349,3.3738,13.2336,2.7174,7.2879,2.8091,2.162,3.2169,4.1427,6.7558,17.8891,13.9657,8.6623,14.8219,4.6285,4.2063,18.3143,12.4992,3.4558,8.9612,15.05
2002-12-01,9.5926,3.5597,13.2932,2.969,7.9226,3.6267,1.9635,3.3606,3.9154,7.4781,18.7093,14.4951,9.4745,16.3261,4.5327,4.9775,19.3939,13.3836,4.0705,9.9639,15.3849
2003-01-01,9.6616,3.5687,13.0728,3.4286,8.2696,3.757,1.9301,2.8851,3.7999,7.3937,18.7813,15.4837,9.8411,16.9557,4.9507,5.2225,20.7013,13.3172,3.5532,10.6944,15.2706
2003-02-01,9.7679,3.2763,13.6024,3.3165,8.5419,3.9807,1.8398,2.6189,2.8451,7.6038,18.8074,16.2999,10.2895,17.3194,5.1573,5.3591,20.3224,12.7229,3.722,11.5674,14.8421
2003-03-01,9.6556,3.5374,13.5408,2.6768,9.0663,3.7719,0.6374,2.441,3.4142,7.735,18.6724,16.3761,9.7167,17.1973,5.6154,4.3772,19.8998,11.1118,3.8974,10.2166,14.2625
2003-04-01,9.4238,3.3925,12.7215,1.7243,8.4825,3.9115,0.1862,2.0949,4.2725,8.5695,18.6309,16.0872,9.7058,16.8206,5.4715,4.8007,18.7616,9.2259,4.3526,10.4438,13.9082
2003-05-01,9.1199,3.4666,11.1187,1.4834,8.4676,4.0399,0.1428,1.4265,4.6887,8.7133,18.3355,15.3875,9.2393,16.0993,5.3354,4.8448,17.7002,7.144,4.5338,10.5379,13.5596
2003-06-01,8.8947,3.1508,9.8052,1.7212,8.2356,3.8574,0.8519,0.6646,3.9357,9.1159,17.81,14.5574,8.6801,14.9072,5.2219,5.7218,16.8372,5.2854,4.6534,10.4047,13.4646
2003-07-01,8.86,2.9642,8.7877,1.8818,8.0742,3.9616,1.0306,0.3918,3.299,9.8695,18.1828,14.4556,8.7001,13.6705,5.4683,5.3816,16.4393,4.8801,4.8141,9.8528,12.9304
2003-08-01,8.9928,2.893,7.9101,1.8133,7.7954,4.4998,0.7052,0.7916,2.8691,11.224,18.5212,14.9309,8.6231,12.7613,5.9079,6.126,16.2811,4.7395,5.4567,9.3514,12.8376
2003-09-01,9.2274,3.1125,7.2148,1.4449,7.9381,5.192,0.5713,0.9323,2.9025,12.6439,19.2015,14.9988,8.9466,12.6319,6.4942,6.4584,16.9602,5.489,5.7823,10.337,13.1062
2003-10-01,9.3824,2.9918,6.8931,2.4703,8.119,5.6111,0.5627,1.0383,3.4124,13.8821,19.5625,15.0563,8.6556,12.198,6.9872,7.1254,17.6402,6.1139,6.4114,10.9012,13.5101
2003-11-01,9.5713,3.0611,6.9693,3.0488,8.2477,5.8224,0.6775,0.9886,3.1048,15.088,20.4004,14.9578,8.7472,12.0221,7.5131,7.4361,18.3427,7.0297,6.5675,11.2239,14.1098
2003-12-01,9.8382,2.9797,7.7406,3.2338,8.4474,5.5706,0.2036,1.2346,3.3165,17.2708,21.3933,14.7483,7.8608,11.7179,8.1677,7.5421,19.2319,8.4606,7.0354,10.1664,14.3769
2004-01-01,10.2637,3.1491,8.1119,1.9534,8.4914,5.0232,0.1917,1.961,3.5163,19.7902,22.6558,14.6444,8.0218,11.5957,8.1382,7.4385,19.9203,9.8162,7.478,11.0509,15.5842
2004-02-01,10.6961,3.1193,8.2095,1.7989,8.2296,4.612,0.4719,2.4218,4.0412,22.533,24.1711,14.5155,8.0098,11.8383,8.2536,7.3842,21.5586,11.1947,7.7483,11.0286,16.122
2004-03-01,11.4562,2.9725,8.1342,2.6276,7.8195,4.507,0.4685,2.4891,4.1143,28.5559,26.8031,15.5532,8.6939,12.2396,8.4253,7.0542,24.6463,12.6819,8.0737,12.6538,17.45
2004-04-01,12.0022,3.6571,9.1596,3.8001,8.0043,4.8122,0.9964,2.68,3.6363,33.7,29.2485,16.4099,9.1363,12.5066,9.1966,7.9806,27.2037,14.0236,8.5514,12.1507,18.6193
2004-05-01,12.4879,3.4958,9.4125,4.461,8.3843,4.3406,1.3433,2.81,3.4373,39.2598,31.1577,17.8926,8.9136,12.9725,10.1211,8.2899,29.8318,15.5326,9.2481,12.4865,20.2412
2004-06-01,12.9681,3.4868,9.9345,4.2429,8.6188,4.0234,1.1784,3.808,3.3649,45.735,33.2434,19.3187,9.5648,13.8593,10.9884,8.3678,31.9876,17.2569,9.8304,13.8234,22.047
2004-07-01,13.1271,3.6343,9.9738,4.2457,8.7571,3.6235,1.2489,3.8392,3.2309,50.8272,33.2966,19.9916,8.8619,14.5858,11.9702,8.5694,33.3697,17.7319,10.2464,14.7816,22.7429
2004-08-01,13.0883,3.7532,10.2396,3.5448,8.8149,3.1991,1.3511,3.7857,3.2017,52.8703,31.8819,20.4115,8.6569,14.7564,12.6688,9.0442,32.8725,18.0917,10.0006,16.3767,23.1241
2004-09-01,13.1208,3.8388,10.0589,3.6748,8.9253,2.988,1.3548,3.7232,3.1073,52.9919,30.0324,21.2158,7.8316,14.5554,14.2472,9.8065,31.6693,18.2975,10.3005,16.3666,23.1469
2004-10-01,13.2455,3.9785,10.3568,2.8071,8.7168,2.5074,1.5046,3.9374,2.7892,51.2604,28.0218,21.6611,7.632,14.6529,16.0592,10.2899,29.9819,18.8041,10.0967,17.2204,23.4104
2004-11-01,13.4954,4.0423,9.7471,2.9043,8.5497,2.7214,1.6045,4.0024,2.7906,49.0351,26.5086,22.5921,7.3136,14.3188,18.181,10.4533,27.9662,19.2206,11.1437,17.7474,23.7488
2004-12-01,13.6595,4.4271,9.4255,3.2072,8.424,2.9102,2.2811,4.3146,2.73,45.5056,24.7989,23.5347,7.3425,14.0244,20.5189,10.4877,26.6179,19.9549,11.4392,19.5118,24.2927
2005-01-01,13.8662,4.4761,9.4579,4.1951,8.7056,4.0116,2.2832,4.1475,2.9156,42.0523,23.8836,24.5767,7.5991,14.3784,22.814,11.0734,25.4917,21.3997,12.775,19.759,24.3398
2005-02-01,14.0748,4.9091,9.8454,4.4547,9.4122,4.3207,2.5167,4.4542,3.2929,39.6002,23.1213,25.7441,7.5465,14.7126,25.8968,11.5842,24.0603,22.5472,12.9973,20.9496,25.2539
2005-03-01,14.3094,5.0262,9.9274,3.7405,10.3035,3.8712,3.8844,4.1831,3.1524,33.6774,21.6966,26.8012,7.1801,15.3503,29.4362,12.8968,20.5252,23.5839,13.9625,21.3514,26.536
2005-04-01,14.264,5.0809,9.0386,3.0132,10.2966,3.2738,3.7667,4.4858,3.4277,29.0631,20.0222,28.4503,6.8787,15.3884,33.3844,13.0669,17.7508,22.9576,14.1319,22.985,26.9438
2005-05-01,14.2841,5.251,8.7471,3.1121,9.7559,3.4157,3.5827,4.4984,3.5465,24.2608,18.7084,28.8853,6.6084,14.9512,36.738,14.1015,14.8023,22.7945,14.5455,23.5858,26.2235
2005-06-01,14.2415,5.7245,7.5016,3.8801,9.6671,3.1305,3.0273,3.9238,3.3313,18.6138,17.1984,30.0921,5.8799,14.3352,41.0856,15.7271,12.4256,21.9976,15.0213,24.6895,25.2014
2005-07-01,14.2218,5.3376,7.06,4.3969,9.3453,2.9958,3.1099,3.847,3.0128,13.8755,16.7061,30.4961,5.5363,13.7564,44.4473,17.0995,10.2057,21.6237,15.5548,25.7359,24.6879
2005-08-01,14.2892,5.0941,6.1503,5.3264,8.8342,2.8395,3.146,3.7478,2.5262,11.3473,17.587,31.1939,5.0916,13.6591,47.5697,18.349,9.0537,20.7297,16.516,26.9486,23.8001
2005-09-01,14.4385,4.6652,5.8703,5.3261,8.8058,2.6346,3.7921,4.1335,2.3439,10.2225,18.8622,31.6749,5.2693,13.9308,49.0877,19.2851,7.8799,20.1568,17.3527,28.2464,23.0831
2005-10-01,14.3043,4.9889,4.6293,6.0864,8.8853,2.8303,4.0499,4.0669,2.4648,9.8947,20.5147,32.2033,5.513,14.1087,48.5476,19.8599,7.5764,18.9267,18.1877,29.7281,22.1605
2005-11-01,14.0656,5.2849,4.484,5.7481,9.5583,2.6597,4.8442,4.057,2.6519,10.1772,21.128,31.892,5.927,14.4278,47.2014,20.6412,7.673,17.5888,18.3546,30.475,21.2
2005-12-01,13.5462,5.451,3.5103,5.9287,9.4634,2.5777,4.9545,3.8902,2.9683,10.4249,21.6799,31.3961,6.0458,14.8717,44.7091,21.4563,6.6451,15.6586,18.4826,30.2081,20.033
2006-01-01,13.0406,5.6744,2.7693,5.1223,9.6018,1.8367,5.0064,4.0548,2.9269,11.0524,21.1031,30.5002,5.4052,14.0686,42.6549,22.1739,5.855,13.4541,18.2124,29.4974,18.7251
2006-02-01,12.2078,5.4947,0.9038,5.6156,9.2861,1.1564,4.4081,3.6616,2.6977,10.7338,20.4373,29.508,5.395,13.31,39.3482,22.7068,5.1661,11.6324,18.4845,28.4515,17.1214
2006-03-01,11.1866,5.1204,0.3287,6.3685,9.1047,1.108,3.8069,3.48,2.49,10.0937,18.4278,27.3745,5.1839,11.6628,34.9759,23.0948,4.9084,9.3909,18.2105,27.3727,14.4004
2006-04-01,10.0458,4.6794,-0.6377,7.499,8.4168,0.381,3.5131,2.7554,0.3859,9.0484,16.983,25.0976,5.2647,10.9034,30.4301,22.488,4.1542,8.1631,17.9317,26.2678,11.7499
2006-05-01,8.7409,4.5043,-1.3195,7.3808,8.013,-0.0369,3.1954,2.669,-0.934,7.9835,15.1094,22.9107,4.6309,10.1079,25.9094,21.3775,3.0263,6.4462,17.4218,24.4766,9.3393
2006-06-01,7.1937,4.1333,-1.9925,7.0995,7.1007,0.273,3.5613,2.6009,-1.672,6.4894,13.1492,19.3434,3.6438,9.0804,20.4251,19.7567,1.7506,4.5135,17.0774,20.9154,6.6478
2006-07-01,5.9036,4.2102,-2.45,7.3351,6.3461,0.341,3.5033,2.4957,-2.1052,5.7156,11.1484,16.4052,2.4652,7.6265,15.2604,18.1659,0.612,2.7121,16.6515,17.8114,4.3411
