date,Unemployment Rate YoY %,U-1 Unemployed 15+ Weeks as % of Labor Force YoY %,U-2 Job Losers as % of Labor Force YoY %,U-4 + Discouraged Workers YoY %,U-5 + Other Marginally Attached YoY %,U-6 + Part-Time for Economic Reasons YoY %,Unemployed Less Than 5 Weeks (000s) YoY %,Unemployed 5-14 Weeks (000s) YoY %,Unemployed 15-26 Weeks (000s) YoY %,Unemployed 27+ Weeks (000s) YoY %,Total Unemployed (000s) YoY %,Median Duration of Unemployment (Weeks) YoY %,Average Duration of Unemployment (Weeks) YoY %
2020-03-01,,,,,,,57.41,-0.91,-13.47,-9.81,16.19,-37.5,-23.42
2020-04-01,,,,,,,625.48,276.85,-0.13,-26.02,287.25,-76.09,-68.0
2020-05-01,,,,,,,82.92,855.23,35.33,-11.7,252.93,-16.3,-56.25
2020-06-01,,,,,,,54.0,538.34,129.58,1.65,197.42,39.58,-33.33
2020-07-01,,,,,,,48.82,180.99,620.27,25.84,169.79,65.17,-13.27
2020-08-01,,,,,,,2.12,81.58,668.12,29.83,126.43,86.21,-9.13
2020-09-01,,,,,,,38.29,56.91,481.32,82.74,118.22,90.22,-4.44
2020-10-01,,,,,,,29.03,33.07,186.89,178.16,88.59,111.11,-1.79
2020-11-01,,,,,,,20.51,41.78,112.63,224.83,82.24,105.62,14.78
2020-12-01,,,,,,,39.38,31.39,89.87,233.92,84.01,84.62,12.08
2021-01-01,,,,,,,11.07,42.24,51.75,243.45,74.82,60.0,18.72
2021-02-01,,,,,,,4.45,23.88,75.41,273.78,74.05,95.74,33.98
2021-03-01,,,,,,,-36.82,6.78,78.57,266.32,35.61,238.33,74.12
2021-04-01,,,,,,,-83.05,-72.09,59.46,348.24,-57.75,818.18,294.44
2021-05-01,,,,,,,-48.38,-85.32,22.53,223.98,-55.76,153.25,182.86
2021-06-01,,,,,,,-30.53,-81.1,-30.62,194.39,-46.29,47.76,122.22
2021-07-01,,,,,,,-28.44,-63.87,-82.1,124.81,-46.61,0.0,75.29
2021-08-01,,,,,,,-10.62,-37.49,-82.02,94.91,-38.57,-12.35,47.74
2021-09-01,,,,,,,-11.42,-37.37,-79.81,10.92,-39.38,-24.57,32.56
2021-10-01,,,,,,,-16.45,-19.94,-63.05,-34.09,-34.37,-34.74,21.82
2021-11-01,,,,,,,-20.47,-31.23,-53.39,-44.5,-37.08,-32.24,24.03
2021-12-01,,,,,,,-31.38,-31.57,-49.87,-49.76,-40.45,-32.14,20.69
2022-01-01,,,,,,,7.99,-34.75,-37.07,-58.83,-36.33,-38.12,-5.77
2022-02-01,,,,,,,-3.39,-20.05,-46.53,-59.15,-36.85,-45.65,-4.35
2022-03-01,,,,,,,5.64,-13.55,-55.71,-66.81,-38.26,-56.65,-18.24
2022-04-01,,,,,,,-5.38,-19.32,-49.08,-66.09,-38.54,-57.92,-12.68
2022-05-01,,,,,,,1.55,-19.33,-42.62,-64.96,-35.43,-53.33,-24.24
2022-06-01,,,,,,,12.72,-29.94,-43.38,-66.01,-36.98,-59.6,-30.31
2022-07-01,,,,,,,-7.08,0.54,-39.9,-67.91,-33.91,-43.54,-25.84
2022-08-01,,,,,,,5.07,-4.43,-30.68,-61.58,-28.54,-39.44,-24.15
2022-09-01,,,,,,,-3.44,-6.01,-14.0,-58.85,-24.48,-38.64,-29.12
2022-10-01,,,,,,,6.76,-3.84,-21.13,-48.88,-18.14,-34.68,-22.76
2022-11-01,,,,,,,13.07,-0.95,-10.13,-43.02,-12.05,-32.26,-25.61
2022-12-01,,,,,,,12.31,3.18,3.55,-46.21,-9.85,-28.95,-30.71
2023-01-01,,,,,,,-21.43,11.75,8.38,-34.22,-11.68,-3.03,-16.73
2023-02-01,,,,,,,6.83,3.97,10.54,-37.35,-5.31,-11.0,-26.52
2023-03-01,,,,,,,-1.23,2.35,28.55,-23.02,-2.88,-4.55,-19.42
2023-04-01,,,,,,,-17.79,19.23,22.68,-22.2,-4.14,2.35,-15.73
2023-05-01,,,,,,,2.32,6.05,22.25,-11.6,1.76,0.0,-5.78
2023-06-01,,,,,,,-7.59,20.25,19.26,-17.26,0.17,8.75,-7.17
2023-07-01,,,,,,,-4.26,-5.99,37.64,6.82,2.65,7.23,-6.79
2023-08-01,,,,,,,0.18,4.74,14.06,11.29,6.19,3.49,-8.52
2023-09-01,,,,,,,-4.48,26.15,20.73,11.2,9.17,12.35,5.94
2023-10-01,,,,,,,3.66,1.77,34.12,9.67,8.64,6.17,3.86
2023-11-01,,,,,,,-7.99,23.83,22.91,-6.04,5.2,5.95,-9.77
2023-12-01,,,,,,,-1.07,9.18,30.6,18.75,9.48,16.05,14.43
2024-01-01,,,,,,,10.51,3.36,-4.79,16.91,7.02,-2.08,2.45
2024-02-01,,,,,,,2.93,5.4,19.07,14.78,8.33,3.37,7.73
2024-03-01,,,,,,,-3.1,13.2,23.59,17.99,11.3,13.1,10.77
2024-04-01,,,,,,,21.58,3.74,13.74,16.08,12.86,1.15,-4.31
2024-05-01,,,,,,,10.99,2.74,6.25,17.81,8.93,0.0,0.47
2024-06-01,,,,,,,2.38,15.04,19.04,36.72,14.97,12.64,0.0
2024-07-01,,,,,,,17.71,24.08,12.32,29.16,19.84,6.74,0.0
2024-08-01,,,,,,,12.12,5.2,24.97,12.94,12.56,7.87,2.94
2024-09-01,,,,,,,3.64,-3.59,9.12,29.9,9.16,9.89,5.61
2024-10-01,,,,,,,-7.63,13.41,19.49,20.87,7.55,18.6,6.51
2024-11-01,,,,,,,6.36,0.1,26.78,41.6,13.86,20.22,22.16
2024-12-01,,,,,,,-2.07,11.46,12.65,21.84,9.34,8.51,6.76
2025-01-01,,,,,,,7.35,4.15,32.49,13.29,11.17,7.45,5.26
2025-02-01,,,,,,,0.73,11.85,6.06,19.85,9.53,7.61,2.39
2025-03-01,,,,,,,8.05,9.17,2.54,19.06,9.37,2.11,6.02
2025-04-01,,,,,,,-4.07,14.94,12.08,33.87,10.31,15.91,16.0
2025-05-01,,,,,,,6.69,15.34,7.53,7.96,9.37,4.4,2.82
2025-06-01,,,,,,,4.59,0.85,-0.47,7.63,2.51,3.06,11.59
2025-07-01,,,,,,,-2.08,-6.38,8.36,18.54,2.45,7.37,16.5
2025-08-01,,,,,,,1.31,0.68,-9.08,25.26,4.49,3.13,16.67
2025-09-01,,,,,,,3.09,20.33,14.31,12.59,11.04,1.0,6.64
2025-11-01,,,,,,,15.88,6.31,-3.33,15.69,9.76,-8.41,-2.53
2025-12-01,,,,,,,5.24,2.73,-0.58,25.6,8.42,11.76,2.95
2026-01-01,,,,,,,-5.5,9.97,3.8,25.12,7.33,8.91,7.73
2026-02-01,,,,,,,-0.64,-3.84,16.75,29.98,6.57,12.12,20.09
