date,Total Housing Starts YoY %,Single-Family Starts YoY %,2-4 Unit Starts YoY %,5+ Unit Starts YoY %,Starts - Northeast YoY %,Starts - Midwest YoY %,Starts - South YoY %,Starts - West YoY %
1960-01-01,-11.89,-9.36,,-22.43,-21.71,-20.8,0.2,-8.0
1960-02-01,-9.84,-8.28,,-15.71,-22.25,-18.34,-4.13,5.81
1960-03-01,-31.54,-27.91,,-43.99,-55.76,-50.12,-14.91,-12.03
1960-04-01,-18.93,-18.17,,-22.08,-20.73,-26.34,-13.06,-18.3
1960-05-01,-15.15,-16.82,,-8.07,-17.31,-16.06,-5.95,-24.24
1960-06-01,-17.03,-16.63,,-18.67,-18.11,-5.83,-21.24,-20.62
1960-07-01,-22.62,-24.6,,-14.09,-26.94,-17.52,-26.08,-19.62
1960-08-01,-6.01,-8.55,,6.75,-0.43,-19.14,1.05,-6.12
1960-09-01,-28.77,-32.16,,-12.45,-19.83,-19.34,-31.43,-39.63
1960-10-01,-8.04,-11.6,,3.85,12.6,-10.82,-12.87,-14.45
1960-11-01,-12.01,-18.4,,17.39,22.76,-15.03,-21.8,-19.77
1960-12-01,-33.6,-40.35,,16.23,-43.36,-37.47,-40.54,-10.89
1961-01-01,-18.97,-25.85,,14.46,-45.99,-13.13,-15.02,-8.7
1961-02-01,-18.43,-21.52,,-5.76,-15.99,-30.03,-8.83,-20.88
1961-03-01,18.3,5.86,,73.17,55.48,52.43,0.0,4.26
1961-04-01,-9.54,-16.21,,19.58,4.59,-14.93,-10.94,-12.3
1961-05-01,-3.38,-7.04,,10.69,6.98,-9.73,0.66,-10.67
1961-06-01,10.83,0.8,,52.05,26.44,-12.38,21.08,11.04
1961-07-01,11.53,6.02,,32.4,30.81,-12.09,22.34,8.7
1961-08-01,-2.38,-10.82,,33.99,2.18,-8.48,5.01,-10.48
1961-09-01,30.26,21.62,,62.5,57.22,-2.05,32.81,44.49
1961-10-01,13.56,7.7,,30.25,-8.04,7.35,32.38,15.56
1961-11-01,11.16,7.27,,23.57,-16.23,6.86,25.83,24.64
1961-12-01,28.41,19.5,,62.16,76.55,12.55,42.9,2.82
1962-01-01,15.05,8.46,,35.79,86.49,-24.44,12.79,24.15
1962-02-01,4.24,-0.21,,19.42,-4.87,2.61,12.16,0.69
1962-03-01,9.98,2.3,,30.7,11.01,-9.55,25.23,8.16
1962-04-01,30.7,16.84,,73.17,22.81,33.06,24.1,44.96
1962-05-01,20.77,10.02,,55.52,23.48,7.43,12.36,46.27
1962-06-01,1.59,-5.93,,22.1,3.42,-8.13,4.66,3.8
1962-07-01,8.61,-2.09,,41.09,1.16,5.58,7.88,18.15
1962-08-01,15.62,8.22,,36.87,16.24,18.92,7.16,25.95
1962-09-01,-7.35,-17.68,,21.49,-26.89,-13.29,-8.04,17.07
1962-10-01,8.34,-0.3,,28.67,-12.93,4.45,23.09,6.02
1962-11-01,17.11,6.09,,47.68,1.19,16.22,17.89,28.49
1962-12-01,14.58,-0.7,,57.22,29.3,1.8,13.32,15.85
1963-01-01,-8.6,-16.84,,12.14,-42.75,-33.62,3.51,17.26
1963-02-01,13.93,3.28,,44.28,5.58,-2.18,5.02,50.69
1963-03-01,6.31,-1.74,,23.28,-3.17,-4.58,13.81,10.24
1963-04-01,10.83,6.72,,19.32,17.14,4.91,13.79,7.44
1963-05-01,10.65,3.78,,26.39,-7.75,23.18,10.23,15.31
1963-06-01,13.11,5.89,,28.26,-13.6,30.77,11.03,23.66
1963-07-01,11.31,4.88,,24.84,-8.02,11.27,19.04,14.06
1963-08-01,8.04,0.28,,2.59,1.1,13.31,10.39,5.53
1963-09-01,33.16,27.71,,14.41,20.63,45.97,47.76,14.32
1963-10-01,16.05,9.9,,2.21,27.07,26.23,5.25,19.19
1963-11-01,0.0,-4.44,,-15.5,-0.78,1.16,2.93,-4.52
1963-12-01,-4.67,-14.63,,-9.89,-33.23,4.95,-9.82,20.79
1964-01-01,28.86,26.3,,1.61,47.47,129.49,16.33,0.0
1964-02-01,25.0,18.94,,0.42,9.69,82.53,24.28,-1.37
1964-03-01,-1.11,-3.22,,-18.53,0.41,21.4,-4.92,-11.25
1964-04-01,-14.27,-17.79,,-25.46,-33.84,-13.16,-3.41,-15.01
1964-05-01,-10.6,-11.58,,-22.98,1.91,-6.18,-1.75,-32.52
1964-06-01,-2.39,-2.58,,-21.34,11.49,0.88,1.57,-17.77
1964-07-01,-3.22,-6.01,,-17.32,4.98,7.59,-8.24,-8.68
1964-08-01,-4.27,-6.25,0.93,-1.05,-4.0,1.15,0.17,-15.24
1964-09-01,-17.47,-13.47,-32.33,-22.14,-14.5,-9.39,-20.06,-21.87
1964-10-01,-14.33,-8.46,-16.18,-25.41,-8.59,-3.12,-9.97,-34.24
1964-11-01,-8.38,-9.88,-31.82,1.75,-1.97,-0.57,-8.54,-18.25
1964-12-01,-0.47,13.03,-31.78,-15.1,44.34,-9.76,12.84,-30.94
1965-01-01,-15.1,-11.83,-38.85,-15.19,-22.75,-16.76,8.9,-42.29
1965-02-01,-21.26,-26.59,-51.41,2.7,-1.2,-42.16,-8.31,-28.77
1965-03-01,-6.2,-0.21,-27.5,-12.66,19.59,-6.69,-10.69,-15.7
1965-04-01,-0.69,5.44,-13.33,-10.18,24.42,16.84,-0.53,-29.89
1965-05-01,0.75,0.21,27.16,-2.96,5.24,5.09,0.53,-7.87
1965-06-01,-4.0,-3.47,-25.89,0.22,8.78,9.62,-4.29,-25.21
1965-07-01,-2.11,6.6,-27.93,-13.69,-4.35,24.71,6.69,-35.5
1965-08-01,-8.73,-3.23,-17.59,-18.26,-1.52,-3.97,0.84,-34.83
1965-09-01,1.86,0.52,-1.11,5.64,20.87,10.06,3.43,-21.57
1965-10-01,-4.72,-4.22,-47.37,5.8,-6.02,-2.41,-5.7,-4.48
1965-11-01,-1.75,6.67,2.22,-19.31,15.66,13.58,-3.11,-27.25
1965-12-01,11.59,13.5,6.82,8.31,5.96,68.28,9.48,-26.81
1966-01-01,0.66,-5.99,-15.29,20.32,54.44,14.09,-23.74,8.5
1966-02-01,-3.84,6.68,-25.58,-18.22,-10.16,22.18,-4.03,-22.8
1966-03-01,-2.04,2.26,-8.05,-10.57,-12.29,18.24,5.02,-24.84
1966-04-01,-5.98,-7.47,-12.09,-1.01,-10.74,-1.15,-6.04,-7.36
1966-05-01,-14.41,-13.38,-40.78,-10.33,-27.4,-10.26,-6.74,-22.06
1966-06-01,-19.76,-17.32,-27.71,-23.36,-21.4,-23.94,-12.19,-28.15
1966-07-01,-28.97,-28.46,-27.5,-30.53,-20.66,-39.62,-24.26,-30.62
1966-08-01,-21.86,-22.13,-39.33,-17.14,-10.38,-12.98,-31.45,-23.28
1966-09-01,-29.42,-27.34,-44.94,-30.86,-33.81,-24.93,-23.04,-44.61
1966-10-01,-41.94,-37.42,-10.0,-56.16,-51.2,-39.56,-33.81,-53.43
1966-11-01,-34.18,-31.55,-51.09,-36.97,-37.5,-46.06,-22.68,-36.65
1966-12-01,-40.22,-39.07,-36.17,-43.71,-47.04,-46.34,-35.59,-31.03
1967-01-01,-22.12,-9.43,-34.72,-44.0,-23.02,-15.59,-10.31,-51.12
1967-02-01,-18.51,-20.44,-7.81,-15.84,7.24,-27.38,-21.68,-21.52
1967-03-01,-24.25,-20.32,-47.5,-29.4,-47.86,-25.62,-13.79,-20.43
1967-04-01,-19.3,-14.11,-28.75,-29.01,-28.22,-21.87,-8.51,-29.71
1967-05-01,3.08,3.65,27.87,-2.09,0.49,19.05,-4.75,1.83
1967-06-01,4.52,9.71,5.0,-7.12,-14.29,14.34,3.06,14.95
1967-07-01,25.6,18.4,44.83,40.14,35.42,35.55,10.89,38.55
1967-08-01,25.74,21.05,64.81,30.09,-22.32,31.53,37.86,52.25
1967-09-01,35.85,30.47,53.06,45.64,51.09,19.93,27.21,71.14
1967-10-01,76.87,52.43,66.67,155.73,111.48,81.36,55.91,96.9
1967-11-01,60.04,38.73,75.56,118.14,38.89,88.68,54.77,61.01
1967-12-01,32.12,22.97,40.0,53.41,7.82,46.28,26.89,51.25
1968-01-01,29.33,9.24,78.72,81.35,-0.47,25.09,18.39,122.9
1968-02-01,35.35,37.15,42.37,30.29,-10.97,47.62,43.3,59.14
1968-03-01,38.83,20.48,114.29,80.54,35.07,38.52,33.69,54.64
1968-04-01,42.44,22.52,36.84,97.49,29.48,43.28,31.2,85.12
1968-05-01,7.98,-0.23,3.85,27.54,3.9,-7.2,15.17,21.08
1968-06-01,12.58,-6.98,42.86,58.28,14.58,8.26,7.13,29.6
1968-07-01,10.85,5.49,-4.76,25.68,-1.15,9.8,22.2,1.21
1968-08-01,6.25,-1.66,-13.48,27.71,40.33,-12.11,7.92,5.9
1968-09-01,9.5,1.32,1.33,28.11,-2.88,11.38,9.63,21.57
1968-10-01,5.23,4.73,-15.56,9.98,-14.73,-2.26,13.1,19.29
1968-11-01,5.98,-6.9,2.53,29.98,-18.8,-5.5,13.9,27.73
1968-12-01,18.35,12.45,-13.1,36.79,15.03,4.24,24.08,29.34
1969-01-01,28.19,15.26,7.14,55.8,30.52,30.36,46.99,-9.25
1969-02-01,12.17,-11.78,29.76,62.53,3.79,50.54,4.21,-13.51
1969-03-01,6.48,-8.33,2.22,36.42,57.46,0.53,-10.37,19.79
1969-04-01,-1.93,-11.89,28.21,10.53,8.04,-10.68,-8.35,15.11
1969-05-01,12.43,5.53,0.0,26.83,12.21,12.36,5.55,27.41
1969-06-01,8.75,1.88,-16.67,23.84,21.36,-9.04,11.09,17.3
1969-07-01,-9.52,-14.19,-20.0,0.59,-39.69,-23.36,-8.04,39.04
1969-08-01,-9.16,-16.1,-14.29,3.21,-25.59,12.02,-16.8,-2.79
1969-09-01,-3.15,-10.82,10.53,7.73,-46.3,7.46,1.46,12.58
1969-10-01,-11.98,-20.57,23.68,-1.85,-19.09,-23.59,-13.87,12.21
1969-11-01,-24.6,-15.62,-3.7,-38.84,-20.2,-32.8,-31.07,-3.06
1969-12-01,-14.28,-21.61,42.47,-9.57,-22.97,-24.66,-13.66,2.88
1970-01-01,-38.67,-38.37,-33.33,-39.75,-47.48,-48.72,-37.12,-15.85
1970-02-01,-23.46,-15.53,-35.78,-31.25,7.31,-58.75,-20.63,20.31
1970-03-01,-15.5,-13.16,-26.09,-17.06,-12.28,-25.53,-7.47,-20.35
1970-04-01,-17.06,-11.66,-39.0,-20.69,-12.81,-22.74,-8.42,-28.49
1970-05-01,-18.51,-16.5,4.94,-24.63,-21.76,-34.02,-5.91,-20.93
1970-06-01,-9.36,-0.98,10.67,-22.38,-29.21,-5.28,-2.16,-10.62
1970-07-01,10.89,3.28,46.88,18.16,55.48,8.56,11.19,-7.16
1970-08-01,3.02,11.95,36.36,-13.16,-2.65,-27.23,21.96,12.54
1970-09-01,1.79,4.98,20.24,-5.18,57.93,-29.56,6.89,4.3
1970-10-01,14.41,16.64,-6.38,14.91,35.96,7.72,13.45,10.88
1970-11-01,34.01,25.14,43.59,48.18,52.47,36.22,45.88,3.79
1970-12-01,42.65,53.46,-2.88,36.53,40.35,35.61,55.22,28.26
1971-01-01,68.48,68.46,71.67,68.07,60.96,44.58,62.39,112.11
1971-02-01,33.41,36.35,54.29,26.06,0.0,38.1,39.74,44.48
1971-03-01,44.81,48.48,69.12,36.57,-14.0,51.07,57.31,68.15
1971-04-01,57.12,57.5,98.36,51.35,11.37,70.57,54.03,86.72
1971-05-01,58.84,53.67,32.94,72.15,44.39,50.78,53.05,88.6
1971-06-01,46.28,43.8,48.19,50.0,34.39,34.1,50.34,58.09
1971-07-01,37.31,40.34,43.62,32.23,19.09,31.23,34.59,61.73
1971-08-01,54.25,40.77,52.22,78.32,55.43,65.47,48.55,55.41
1971-09-01,33.05,33.53,36.63,31.69,6.99,64.96,31.93,27.47
1971-10-01,34.68,37.26,35.23,30.87,-2.48,43.93,42.9,36.34
1971-11-01,32.48,32.29,-8.04,40.23,22.67,34.68,28.41,46.5
1971-12-01,21.24,17.51,23.76,26.9,33.33,26.53,13.67,25.18
1972-01-01,36.43,40.34,56.31,28.16,64.26,28.24,33.76,32.98
1972-02-01,37.28,23.79,82.41,51.28,17.45,46.39,45.96,26.74
1972-03-01,22.2,22.45,23.48,21.62,42.79,-3.31,23.72,33.48
1972-04-01,13.24,9.26,19.01,18.47,19.57,-4.2,30.33,-2.72
1972-05-01,8.39,10.77,3.54,5.61,10.0,23.65,13.68,-13.06
1972-06-01,11.25,9.84,9.76,13.71,13.39,7.33,12.22,11.69
1972-07-01,8.11,12.37,-17.04,6.25,13.24,6.01,18.11,-9.16
1972-08-01,10.38,14.57,0.73,6.14,22.03,0.22,11.36,11.27
1972-09-01,21.56,21.13,-6.52,27.41,43.27,4.42,29.43,12.07
1972-10-01,16.78,10.64,34.45,23.46,58.05,2.38,23.91,-1.75
1972-11-01,10.95,8.73,34.95,11.24,10.56,-10.3,20.41,13.49
1972-12-01,3.09,-3.3,14.4,11.06,23.44,-27.67,11.62,2.71
1973-01-01,-0.52,1.56,-6.21,-2.71,-15.8,32.58,3.68,-21.46
1973-02-01,-4.23,7.37,-37.56,-12.61,13.41,14.35,-7.29,-22.34
1973-03-01,1.33,-6.29,-9.86,14.68,3.91,11.98,16.01,-31.68
1973-04-01,-7.34,-1.86,-13.89,-14.09,8.54,-0.23,-22.34,10.97
1973-05-01,2.03,-4.31,31.62,7.6,-3.37,10.19,-3.61,9.42
1973-06-01,-8.3,-13.12,-9.63,-0.83,6.6,2.96,-10.38,-21.68
1973-07-01,-5.73,-8.68,20.54,-4.71,-22.46,3.63,-0.4,-14.5
1973-08-01,-13.9,-17.77,-17.39,-7.56,-22.92,-2.39,-15.06,-15.65
1973-09-01,-24.47,-27.16,-18.6,-21.3,-22.51,-8.9,-32.05,-23.46
1973-10-01,-32.52,-27.67,-51.25,-36.08,-36.73,-21.14,-36.04,-32.28
1973-11-01,-28.79,-27.93,-32.37,-29.47,-23.58,-22.97,-31.76,-30.35
1973-12-01,-35.5,-34.55,-41.26,-35.89,-46.58,-13.62,-36.16,-40.11
1974-01-01,-41.52,-43.19,-37.75,-39.49,-28.31,-42.71,-42.35,-46.96
1974-02-01,-23.46,-26.1,-31.71,-17.94,-16.61,-30.9,-22.31,-21.92
1974-03-01,-34.25,-21.58,-32.03,-50.2,-34.48,-22.93,-44.38,-17.87
1974-04-01,-22.89,-17.43,-30.65,-30.51,-32.13,-13.66,-16.97,-34.69
1974-05-01,-37.07,-25.49,-43.51,-51.79,-34.84,-41.7,-35.69,-36.07
1974-06-01,-26.8,-11.48,-42.62,-44.7,-28.99,-17.92,-30.93,-26.01
1974-07-01,-38.01,-23.09,-47.41,-58.15,-37.3,-27.79,-46.08,-29.98
1974-08-01,-44.32,-26.13,-53.51,-67.27,-40.52,-36.89,-49.31,-44.32
1974-09-01,-38.63,-15.6,-58.1,-67.2,-29.41,-34.65,-43.67,-39.45
1974-10-01,-36.2,-20.62,-43.59,-59.3,-33.9,-30.56,-40.77,-34.21
1974-11-01,-40.49,-15.83,-48.94,-74.63,-53.12,-5.59,-51.76,-38.85
1974-12-01,-36.11,-7.77,-53.57,-71.52,-32.23,-9.73,-49.5,-33.96
1975-01-01,-28.88,-5.9,-56.38,-58.46,-38.63,-8.88,-38.19,-24.05
1975-02-01,-48.4,-32.69,-41.67,-72.23,-26.82,-43.63,-55.64,-53.51
1975-03-01,-36.14,-20.72,-48.28,-64.06,-45.45,-29.46,-38.74,-32.35
1975-04-01,-37.46,-21.61,-46.51,-66.73,-38.16,-38.61,-41.88,-26.71
1975-05-01,-21.39,-2.64,-40.23,-57.21,-17.11,-16.5,-31.72,-8.33
1975-06-01,-28.16,-10.93,-17.14,-66.16,-41.28,-26.68,-35.18,-6.77
1975-07-01,-6.84,1.43,11.27,-32.74,19.62,-5.76,-20.63,3.51
1975-08-01,10.33,19.09,28.3,-19.49,-7.5,21.83,7.9,12.94
1975-09-01,9.91,11.28,61.36,-4.07,-23.44,9.25,15.37,27.39
1975-10-01,25.61,34.94,113.64,-17.58,-4.49,35.52,15.12,55.11
1975-11-01,32.55,28.09,62.5,45.29,35.83,9.54,46.34,39.06
1975-12-01,35.49,34.87,97.44,24.43,9.79,21.19,50.14,46.67
1976-01-01,32.46,38.43,92.68,1.33,6.29,4.55,43.98,72.36
1976-02-01,70.13,88.16,32.65,15.96,2.62,91.35,77.46,107.55
1976-03-01,43.1,44.34,84.44,27.37,68.42,53.41,26.5,48.26
1976-04-01,38.81,36.72,63.04,41.86,25.78,72.05,25.94,35.63
1976-05-01,30.15,23.5,71.15,50.54,-4.52,54.65,20.38,41.26
1976-06-01,37.53,29.24,37.93,83.44,28.12,37.5,45.73,30.45
1976-07-01,14.27,22.52,-8.86,-10.96,-24.34,15.76,27.84,17.63
1976-08-01,23.02,20.97,23.53,31.96,5.41,18.79,20.08,42.01
1976-09-01,36.08,28.11,46.48,65.25,10.2,53.09,25.65,48.53
1976-10-01,21.21,18.38,-3.19,45.97,8.72,18.8,15.96,36.39
1976-11-01,20.66,17.1,21.79,35.22,22.09,10.51,9.44,49.07
1976-12-01,36.56,27.51,41.56,77.17,12.1,37.73,22.45,72.08
1977-01-01,11.7,3.87,41.77,37.55,-10.53,-22.67,3.82,66.47
1977-02-01,26.33,19.76,123.08,35.32,-25.51,13.82,22.8,78.79
1977-03-01,45.18,33.87,36.14,103.51,15.1,28.01,58.5,61.58
1977-04-01,35.63,32.06,54.67,45.49,16.77,19.04,47.13,46.87
1977-05-01,35.09,34.13,33.71,39.35,44.59,22.06,51.38,24.01
1977-06-01,26.62,23.25,37.5,36.81,21.34,27.81,26.21,28.38
1977-07-01,46.9,28.77,68.06,139.9,51.75,29.44,47.19,62.54
1977-08-01,30.32,22.51,36.9,60.21,40.38,6.33,45.99,28.61
1977-09-01,13.31,20.31,17.31,-9.74,6.79,-7.66,26.9,18.42
1977-10-01,25.35,20.89,29.67,41.88,35.8,14.15,46.69,5.88
1977-11-01,24.44,23.68,43.16,21.86,-0.5,33.15,35.7,14.29
1977-12-01,18.74,17.06,34.86,19.85,2.84,0.45,36.67,17.55
1978-01-01,12.51,14.27,-7.14,13.33,-8.82,57.43,23.29,-12.78
1978-02-01,-10.55,-17.83,-28.28,35.25,-38.36,-3.53,-8.75,-11.36
1978-03-01,-1.5,-3.84,10.62,3.02,-23.98,-12.88,9.23,2.0
1978-04-01,16.12,6.76,17.24,53.24,32.98,1.71,21.53,15.24
1978-05-01,5.28,2.86,-21.01,22.54,-8.41,-4.93,13.91,7.78
1978-06-01,9.35,2.95,33.64,25.13,3.02,-0.63,15.44,12.6
1978-07-01,1.65,0.62,12.4,2.05,-0.92,2.58,2.96,0.0
1978-08-01,-1.19,-1.18,11.3,-4.32,-9.59,-3.89,-2.86,7.22
1978-09-01,1.08,-5.83,-9.84,33.81,36.99,-7.6,2.24,-5.19
1978-10-01,-2.99,-6.93,11.86,6.41,-10.0,-10.92,0.59,1.59
1978-11-01,2.55,1.73,5.88,4.42,-6.06,9.8,4.49,-3.62
1978-12-01,-4.58,-4.58,-17.69,-0.43,26.52,-9.31,-14.21,3.53
1979-01-01,-5.12,-11.69,5.77,14.85,83.06,-39.54,4.26,-13.25
1979-02-01,-12.54,-14.82,-10.58,-6.02,134.44,-50.11,-5.09,-16.25
1979-03-01,-9.1,-7.49,-4.0,-15.27,7.74,-13.85,-7.19,-13.52
1979-04-01,-20.44,-15.16,-13.24,-36.95,-29.6,-22.22,-24.36,-8.64
1979-05-01,-9.59,-15.32,32.98,0.21,-15.82,-7.78,-11.42,-5.93
1979-06-01,-7.58,-7.97,-16.33,-3.85,-13.66,-17.89,-1.89,-5.14
1979-07-01,-15.87,-18.3,2.21,-13.68,-22.33,-24.9,-7.31,-18.44
1979-08-01,-10.92,-14.18,15.62,-8.13,-8.59,-10.95,-5.41,-19.68
1979-09-01,-7.01,-14.47,10.0,11.04,-42.19,-5.49,-5.98,6.45
1979-10-01,-15.14,-19.15,-3.03,-6.67,-9.09,-30.42,-10.15,-13.09
1979-11-01,-27.22,-37.25,-26.39,8.47,19.89,-54.83,-17.42,-31.2
1979-12-01,-26.71,-30.41,-10.74,-19.22,-34.5,-24.21,-16.95,-37.05
1980-01-01,-17.73,-15.32,3.64,-30.0,-29.07,-16.03,-14.58,-18.06
1980-02-01,-11.18,-23.1,5.38,18.13,-57.35,9.63,5.51,-24.2
1980-03-01,-43.31,-52.12,-21.67,-20.99,-36.46,-52.32,-38.99,-46.3
1980-04-01,-39.87,-49.88,-8.47,-13.12,-30.68,-56.87,-25.48,-49.81
1980-05-01,-50.59,-48.63,-35.2,-59.92,-30.91,-69.32,-39.43,-58.27
1980-06-01,-37.48,-41.34,-32.52,-28.06,-24.86,-52.31,-24.25,-51.84
1980-07-01,-27.9,-28.1,-42.45,-22.61,-28.14,-46.52,-13.57,-37.39
1980-08-01,-19.24,-18.89,-9.46,-23.83,-27.62,-43.05,-7.66,-15.89
1980-09-01,-19.71,-14.23,15.7,-40.34,16.06,-21.9,-13.1,-36.51
1980-10-01,-9.4,-9.83,-7.81,-8.76,-37.22,-8.47,3.94,-21.57
1980-11-01,-0.92,3.76,30.19,-17.79,-48.88,23.46,5.06,0.82
1980-12-01,-1.07,-7.97,16.67,12.57,-12.0,-16.77,23.58,-23.4
1981-01-01,15.36,0.53,20.18,62.02,-4.97,48.74,27.43,-15.54
1981-02-01,-7.7,-0.37,13.27,-25.73,7.78,-17.15,-0.87,-19.28
1981-03-01,24.74,34.6,17.02,7.5,13.91,32.0,36.49,2.3
1981-04-01,29.4,40.62,-12.04,20.13,0.82,26.25,40.86,22.31
1981-05-01,22.98,15.24,32.1,45.79,5.26,34.35,23.83,23.58
1981-06-01,-12.63,-9.84,9.64,-24.34,-24.06,-15.05,-13.54,-2.41
1981-07-01,-17.97,-18.55,1.25,-21.08,25.0,-14.06,-26.01,-19.79
1981-08-01,-34.54,-38.41,-43.28,-18.39,-19.85,-32.39,-32.77,-44.09
1981-09-01,-38.07,-37.68,-57.14,-30.77,-28.93,-58.11,-28.96,-42.77
1981-10-01,-42.68,-48.17,-29.66,-32.58,-0.88,-44.44,-50.82,-36.39
1981-11-01,-44.57,-45.82,-40.58,-42.74,-21.93,-58.0,-36.86,-55.83
1981-12-01,-38.6,-39.79,-39.68,-35.63,-15.15,-48.84,-37.9,-41.8
1982-01-01,-45.51,-41.06,-48.91,-53.55,-56.86,-62.5,-37.05,-45.48
1982-02-01,-30.5,-32.88,-28.83,-25.23,7.22,-59.6,-21.82,-44.78
1982-03-01,-28.71,-28.52,-37.27,-26.45,-13.74,-56.28,-22.16,-28.84
1982-04-01,-32.57,-35.39,-34.74,-24.86,-18.7,-19.8,-31.1,-49.37
1982-05-01,-10.09,-20.11,-14.95,19.13,2.5,-18.18,-2.06,-28.24
1982-06-01,-13.68,-11.93,-6.59,-20.93,-7.92,-3.8,-15.1,-19.34
1982-07-01,12.01,-8.45,13.58,66.03,-28.67,-7.88,43.23,-14.29
1982-08-01,11.28,7.04,14.47,20.55,12.38,11.81,19.67,-8.45
1982-09-01,25.58,8.5,51.67,68.52,31.86,12.9,31.72,15.15
1982-10-01,34.36,40.92,-14.46,36.7,-3.57,9.33,65.04,16.67
1982-11-01,63.92,60.78,-3.66,97.24,70.79,46.83,72.33,49.69
1982-12-01,43.19,53.11,6.58,32.84,14.29,17.42,48.04,66.85
1983-01-01,88.14,87.79,41.43,104.17,112.12,82.88,88.47,80.98
1983-02-01,96.19,92.61,43.04,121.14,133.65,216.25,61.8,129.05
1983-03-01,72.5,63.88,46.38,100.4,83.19,100.99,61.29,82.11
1983-04-01,60.52,69.8,72.58,37.55,57.0,22.84,61.54,97.52
1983-05-01,73.27,88.74,9.89,62.42,36.59,54.86,72.98,112.23
1983-06-01,92.13,82.87,45.88,139.22,74.19,36.84,103.69,116.33
1983-07-01,53.09,66.51,43.48,35.4,61.68,53.29,34.56,114.65
1983-08-01,82.6,76.61,24.14,112.13,64.41,47.2,82.34,123.59
1983-09-01,49.48,53.85,31.87,45.6,-4.03,60.71,52.15,70.18
1983-10-01,46.21,40.43,43.66,58.36,45.37,23.78,51.09,48.65
1983-11-01,30.1,27.86,67.09,27.8,3.95,18.92,23.77,75.41
1983-12-01,29.55,17.98,53.09,51.94,17.97,30.32,33.15,25.5
1984-01-01,19.61,16.35,15.15,28.34,27.86,35.96,-4.75,82.71
1984-02-01,33.02,34.36,30.97,30.88,8.23,21.34,37.38,48.38
1984-03-01,3.55,4.81,33.66,-4.93,-22.22,10.34,-1.29,26.88
1984-04-01,25.75,12.96,43.93,54.86,21.02,17.59,19.42,49.06
1984-05-01,-0.11,-3.51,13.0,4.66,8.33,8.97,-9.43,14.29
1984-06-01,6.35,-3.12,-10.48,32.38,35.8,34.62,-1.92,-0.47
1984-07-01,-2.97,-5.45,-8.33,2.72,12.72,0.86,-7.34,-1.65
1984-08-01,-16.96,-16.28,0.93,-21.17,-4.12,-6.75,-25.6,-7.57
1984-09-01,-0.7,-2.08,-7.5,3.58,41.96,8.0,-14.68,12.89
1984-10-01,-7.29,-3.19,8.82,-17.47,34.39,11.33,-22.78,4.94
1984-11-01,-5.38,-0.72,-10.61,-13.53,61.39,11.36,-23.8,3.5
1984-12-01,-4.5,7.87,-6.45,-27.06,54.3,13.86,-15.27,-10.55
1985-01-01,-9.8,-18.82,-11.4,9.89,21.79,-14.49,-15.84,-7.79
1985-02-01,-27.79,-23.07,-38.51,-34.83,-14.45,-48.86,-34.37,-6.36
1985-03-01,8.24,7.74,-24.44,18.46,49.07,22.32,-0.95,3.64
1985-04-01,-1.62,-1.87,-28.57,6.11,43.68,1.28,-13.85,3.38
1985-05-01,-5.3,-6.64,-7.08,-2.32,30.77,4.53,-17.02,-1.97
1985-06-01,-9.06,-5.25,-14.41,-14.55,22.73,-15.36,-20.3,3.08
1985-07-01,-2.77,7.26,-28.1,-14.38,11.28,-5.96,-11.09,10.05
1985-08-01,9.9,11.48,-12.84,11.76,23.12,14.03,-2.32,25.06
1985-09-01,-1.3,-1.73,-18.92,3.1,20.2,-3.7,-11.55,9.13
1985-10-01,15.35,15.77,-28.83,24.74,49.76,12.39,7.21,14.11
1985-11-01,0.53,-5.28,-33.05,22.41,-6.27,-12.24,6.17,2.03
1985-12-01,20.47,2.37,-25.86,83.71,21.89,19.57,10.49,43.95
1986-01-01,15.25,28.54,-0.99,-3.22,47.71,21.19,18.16,-6.24
1986-02-01,13.24,6.13,12.09,29.96,50.22,78.34,-4.11,2.55
1986-03-01,4.22,4.7,-22.55,8.06,18.75,15.33,-5.9,8.35
1986-04-01,6.15,8.52,-27.27,7.89,13.55,47.26,-7.31,4.69
1986-05-01,10.36,19.57,-20.95,-0.91,15.13,-0.79,7.83,18.34
1986-06-01,10.2,18.66,-20.0,-0.36,5.93,24.05,4.63,14.71
1986-07-01,5.82,6.86,-8.05,5.98,25.35,47.06,-9.41,2.83
1986-08-01,3.67,10.76,-9.47,-7.54,44.1,23.41,-6.6,-9.13
1986-09-01,0.66,11.47,-28.89,-14.13,20.9,14.96,-3.06,-11.09
1986-10-01,-8.34,-2.93,6.33,-20.84,-11.08,3.54,-14.94,-1.52
1986-11-01,-4.42,7.02,-10.13,-24.18,13.39,26.05,-22.98,4.2
1986-12-01,-5.61,9.26,29.07,-32.47,9.86,32.73,-31.28,10.86
1987-01-01,-10.04,-3.62,-24.0,-21.26,-6.21,47.9,-32.18,-5.58
1987-02-01,-3.46,12.16,-30.39,-28.52,-22.49,28.57,-11.51,3.73
1987-03-01,-8.0,2.12,8.86,-29.5,2.46,5.38,-19.69,-4.06
1987-04-01,-16.5,-1.34,-22.5,-43.45,-16.77,-16.91,-13.01,-21.25
1987-05-01,-12.19,-7.08,-18.07,-22.84,10.22,21.43,-21.28,-26.09
