date,Initial Claims YoY %,Initial Claims - 4 Week Average YoY %,Continuing Claims YoY %,Continuing Claims - 4 Week Average YoY %,Insured Unemployment Rate YoY %
1976-05-08,-16.8421,-24.183,-36.5754,-36.1787,-35.7143
1976-05-15,-19.5789,-23.1272,-36.446,-35.867,-35.7143
1976-05-22,-17.0526,-21.7697,-36.1441,-35.5334,-35.7143
1976-05-29,-15.3684,-20.915,-37.1145,-35.6647,-37.1429
1976-06-05,-16.7756,-21.2916,-27.3839,-32.6404,-27.4194
1976-06-12,-11.329,-20.0303,-27.8729,-32.6232,-27.4194
1976-06-19,-13.0719,-19.778,-26.577,-32.3833,-25.8065
1976-06-26,-15.6863,-20.5348,-25.7946,-31.7037,-25.8065
1976-07-03,-13.2159,-10.2376,-27.411,-27.945,-26.2295
1976-07-10,-18.0617,-12.2172,-26.5031,-27.6736,-24.5902
1976-07-17,-10.5727,-11.8213,-26.1104,-27.6253,-24.5902
1976-07-24,-13.2159,-11.4253,-25.9141,-27.7218,-24.5902
1976-07-31,-14.5374,-11.7647,-26.4785,-27.4926,-24.5902
1976-08-07,-15.2466,-13.289,-21.9772,-23.6291,-20.6897
1976-08-14,-14.3498,-14.6179,-22.4183,-23.7624,-20.6897
1976-08-21,-10.3139,-14.2857,-22.5999,-23.9909,-20.6897
1976-08-28,-11.6592,-13.9535,-20.0571,-23.4514,-18.9655
1976-09-04,-5.3933,-10.3313,-22.4098,-22.7086,-20.6897
1976-09-11,-13.9326,-10.2751,-19.7092,-22.0539,-18.9655
1976-09-18,-9.4382,-10.1067,-19.5793,-21.3222,-18.9655
1976-09-25,-4.9438,-8.4784,-19.4235,-21.181,-18.9655
1976-10-02,-4.2254,-4.0356,-15.2376,-16.9447,-14.5455
1976-10-09,-3.5211,-2.3739,-14.828,-16.7638,-14.5455
1976-10-16,-5.3991,-2.3739,-16.0568,-16.9179,-14.5455
1976-10-23,-3.9906,-3.2047,-15.6745,-17.0184,-14.5455
1976-10-30,-2.8169,-2.8487,-15.893,-17.1792,-14.5455
1976-11-06,0.7752,1.6992,-9.2008,-11.136,-7.8431
1976-11-13,-1.0336,0.4405,-9.6432,-11.2081,-7.8431
1976-11-20,5.4264,0.3776,-9.7316,-11.4028,-9.8039
1976-11-27,-2.584,-1.9509,-10.9702,-11.8428,-9.8039
1976-12-04,2.8133,4.8764,-2.5391,-5.12,-2.1739
1976-12-11,1.023,5.678,-3.0599,-5.7922,-2.1739
1976-12-18,-6.6496,2.8056,-5.599,-7.0507,-4.3478
1976-12-25,-14.8338,-0.1336,-8.138,-8.5906,-6.5217
1977-01-01,5.8496,-1.4056,-2.6598,-3.7118,-4.5455
1977-01-08,15.8774,0.0,-4.525,-5.5008,-6.8182
1977-01-15,2.507,0.2008,-1.8653,-5.994,-2.2727
1977-01-22,17.8273,6.2249,-2.1071,-5.8937,-2.2727
1977-01-29,17.5487,9.0361,-0.5527,-5.3837,-2.2727
1977-02-05,61.8911,27.6382,4.7484,0.41,2.3256
1977-02-12,36.6762,35.463,2.9057,0.9596,2.3256
1977-02-19,14.3266,33.7401,-1.7718,0.4187,-2.3256
1977-02-26,3.7249,29.4329,-2.0553,-0.5845,-4.6512
1977-03-05,-1.3661,10.8877,-3.9929,-1.8906,-4.6512
1977-03-12,-3.0055,2.4272,-3.6042,-3.4383,-4.6512
1977-03-19,0.8197,0.3467,-4.7703,-4.1154,-6.9767
1977-03-26,-2.7322,-0.0693,-5.6184,-4.9332,-6.9767
1977-04-02,-4.6322,-3.4436,-8.4483,-6.4409,-11.3636
1977-04-09,2.4523,-2.0257,-6.3103,-6.5367,-9.0909
1977-04-16,-1.6349,-2.5658,-7.5862,-6.6672,-9.0909
1977-04-23,2.1798,-1.2829,-8.2759,-6.763,-9.0909
1977-04-30,2.1798,0.4051,-8.8276,-6.8587,-11.3636
1977-05-07,-4.4776,-4.9587,-10.2195,-9.8853,-11.3636
1977-05-14,-5.2239,-3.6872,-9.6365,-10.2677,-11.3636
1977-05-21,-6.7164,-3.6872,-9.225,-10.3782,-11.3636
1977-05-28,-5.2239,-3.3058,-9.9794,-10.5397,-11.3636
1977-06-04,-6.2016,-4.7619,-12.6853,-11.716,-15.2174
1977-06-11,-7.4935,-6.2222,-14.6952,-12.1007,-17.3913
1977-06-18,-7.2351,-7.2381,-13.6079,-12.3098,-15.2174
1977-06-25,-5.6848,-8.254,-13.8056,-12.385,-15.2174
1977-07-02,-9.7938,-8.2051,-14.1522,-13.4931,-17.3913
1977-07-09,-6.9588,-8.0128,-14.4526,-13.7093,-17.3913
1977-07-16,-5.6701,-7.5641,-13.518,-13.9672,-17.3913
1977-07-23,-5.9278,-7.5641,-13.7517,-14.2334,-17.3913
1977-07-30,-5.9278,-6.6026,-13.0507,-13.9589,-17.3913
1977-08-06,-4.0609,-5.148,-15.4495,-13.896,-19.1489
1977-08-13,-8.8832,-5.5985,-15.0276,-13.6722,-17.0213
1977-08-20,-6.8528,-5.4698,-15.2223,-13.44,-19.1489
1977-08-27,-7.3604,-5.4698,-15.3846,-13.4234,-19.1489
1977-09-03,-11.5839,-10.1227,-17.1447,-15.2443,-19.1489
1977-09-10,-15.13,-10.1227,-16.1779,-15.3827,-19.1489
1977-09-17,-14.4208,-10.4294,-16.049,-15.4397,-19.1489
1977-09-24,-10.1655,-9.5092,-16.8224,-15.6515,-19.1489
1977-10-01,-15.942,-11.4844,-16.1364,-16.1071,-19.1489
1977-10-08,-11.8357,-11.1179,-16.3961,-16.3175,-19.1489
1977-10-15,-13.5266,-11.3622,-16.3961,-16.5601,-19.1489
1977-10-22,-9.4203,-11.6677,-16.8506,-16.7219,-21.2766
1977-10-29,-15.7005,-11.6066,-16.0065,-16.6896,-19.1489
1977-11-05,-2.9178,-7.0603,-16.0318,-16.0762,-19.5652
1977-11-12,-11.4058,-8.6008,-14.1438,-15.9372,-17.3913
1977-11-19,-4.5093,-9.5635,-16.2968,-16.2153,-19.5652
1977-11-26,-6.1008,-9.2426,-13.2163,-15.9453,-17.3913
1977-12-03,10.2102,-5.3512,-11.2332,-12.3995,-13.9535
1977-12-10,9.3093,-3.3445,-10.3827,-12.9383,-13.9535
1977-12-17,7.8078,-3.4114,-9.3551,-12.6732,-13.9535
1977-12-24,3.3033,-4.0803,-12.0482,-13.8533,-16.2791
1977-12-31,9.3093,-4.2809,-12.7923,-14.2295,-16.2791
1978-01-07,-18.0095,-13.2597,-14.6926,-12.0251,-18.6047
1978-01-14,-18.7204,-14.2419,-16.0125,-13.2621,-18.6047
1978-01-21,-16.5877,-13.7508,-12.4001,-12.9086,-16.2791
1978-01-28,-13.981,-13.8122,-10.455,-11.8749,-13.9535
1978-02-04,-0.5525,-21.3533,-10.7091,-12.3728,-12.1951
1978-02-11,3.0387,-19.6894,-3.9074,-10.2843,-7.3171
1978-02-18,18.5083,-15.4187,-7.9233,-10.0825,-9.7561
1978-02-25,2.4862,-14.975,-7.6339,-10.3019,-9.7561
1978-03-04,-0.2809,6.0375,-5.3164,-4.8839,-7.5
1978-03-11,0.8427,5.0659,-5.4287,-6.0864,-10.0
1978-03-18,-2.5281,-0.6246,-7.4878,-6.7709,-10.0
1978-03-25,-5.8989,-3.1228,-7.413,-7.5109,-10.0
1978-04-01,-11.2,-7.5992,-7.2239,-7.2703,-10.2564
1978-04-08,-8.0,-8.5407,-9.3419,-8.4758,-12.8205
1978-04-15,-17.6,-11.0962,-11.5356,-9.7094,-15.3846
1978-04-22,-14.9333,-12.1722,-13.5023,-11.4475,-15.3846
1978-04-29,-13.6,-12.7774,-14.0696,-13.139,-17.9487
1978-05-06,-12.336,-15.4504,-14.4381,-13.1211,-17.9487
1978-05-13,-15.4856,-14.5957,-15.0095,-14.1473,-17.9487
1978-05-20,-12.336,-13.6095,-14.7429,-14.6128,-17.9487
1978-05-27,-16.5354,-14.0039,-15.7714,-15.1924,-17.9487
1978-06-03,-15.0685,-11.1419,-14.9847,-15.0138,-17.9487
1978-06-10,-9.3151,-10.519,-16.3226,-15.4147,-20.5128
1978-06-17,-10.6849,-11.0727,-14.9465,-15.5388,-17.9487
1978-06-24,-9.589,-10.2422,-14.0291,-15.1761,-17.9487
1978-07-01,-4.6575,-8.3734,-13.9347,-13.9031,-15.7895
1978-07-08,-2.4658,-6.6575,-10.5182,-12.5302,-13.1579
1978-07-15,-3.5616,-4.873,-10.6334,-11.5344,-13.1579
1978-07-22,-4.3836,-3.569,-10.9021,-10.8382,-13.1579
1978-07-29,-5.2055,-3.7062,-10.0192,-9.8521,-13.1579
1978-08-05,0.0,-3.8802,-8.132,-10.0939,-10.5263
1978-08-12,-3.0137,-3.744,-7.0963,-9.1936,-10.5263
1978-08-19,-6.0274,-4.1525,-7.7484,-8.3892,-10.5263
1978-08-26,-8.7671,-5.0374,-9.0909,-8.1402,-13.1579
1978-09-02,-17.6316,-8.9492,-9.4924,-7.9649,-13.1579
1978-09-09,-11.3158,-10.1017,-11.7396,-9.3551,-15.7895
1978-09-16,-15.2632,-11.5254,-12.0108,-10.6488,-15.7895
1978-09-23,-15.0,-12.2034,-12.9407,-11.8363,-15.7895
1978-09-30,-16.3158,-11.8644,-14.1031,-12.9851,-18.4211
1978-10-07,-1.7192,-9.7443,-14.225,-13.0511,-21.0526
1978-10-14,-9.4556,-10.1589,-12.099,-13.0219,-18.4211
1978-10-21,-3.1519,-9.1223,-14.6888,-13.4104,-21.0526
1978-10-28,-9.4556,-9.2605,-14.109,-13.3618,-21.0526
1978-11-04,-10.452,-8.9816,-16.4885,-13.4612,-21.0526
1978-11-11,-14.1243,-9.8303,-16.0305,-14.1814,-21.0526
1978-11-18,-3.3898,-9.5474,-17.6336,-14.6584,-23.6842
1978-11-25,1.4124,-6.5064,-10.3435,-13.4222,-15.7895
1978-12-02,3.5714,-3.4242,-8.655,-10.7178,-16.6667
1978-12-09,-5.4945,-0.6289,-6.8671,-9.8006,-13.8889
1978-12-16,-4.6703,-0.2795,-5.4043,-8.1057,-11.1111
1978-12-23,-3.2967,-0.7687,-7.5173,-8.8335,-13.8889
1978-12-30,-1.6484,-2.0964,-6.989,-8.4247,-13.8889
1979-01-06,-1.1019,0.8547,-8.2234,-7.1686,-16.2162
1979-01-13,7.989,4.0598,-8.1458,-6.7676,-16.2162
1979-01-20,-7.1625,2.9915,-6.7882,-5.4943,-16.2162
1979-01-27,-5.7851,1.8519,-7.1761,-4.4516,-16.2162
1979-02-03,-6.1995,-7.4364,-5.5621,-6.3295,-16.2162
1979-02-10,-3.2345,-9.589,-5.5229,-5.899,-16.2162
1979-02-17,-1.0782,-7.6321,-6.6588,-6.0947,-16.2162
1979-02-24,-2.965,-6.4579,-3.9953,-5.5273,-13.5135
1979-03-03,5.9701,3.2235,-0.8896,-3.0203,-11.1111
1979-03-10,8.3582,3.51,-2.4262,-3.0103,-13.8889
1979-03-17,7.1642,2.937,-3.8819,-3.0703,-13.8889
1979-03-24,5.3731,2.4355,-4.8524,-4.0504,-13.8889
1979-03-31,7.4627,2.7937,-5.5803,-5.2105,-16.6667
1979-04-07,43.5185,18.5042,4.2254,1.4847,-6.25
1979-04-14,41.0494,26.0601,8.5827,2.4529,-3.125
1979-04-21,18.2099,28.3732,5.9859,3.0446,-6.25
1979-04-28,10.1852,28.1419,3.4771,3.2168,-9.375
1979-05-05,11.0063,18.5015,3.6635,6.6323,-9.375
1979-05-12,8.1761,9.8624,2.2614,4.3244,-12.5
1979-05-19,8.805,7.0336,1.2212,2.4199,-12.5
1979-05-26,9.7484,6.422,1.583,1.2436,-12.5
1979-06-02,1.8182,6.0139,0.4891,1.3278,-12.5
1979-06-09,10.6061,7.633,-1.8675,0.7202,-12.5
1979-06-16,6.3636,8.0185,-0.667,0.6751,-12.5
1979-06-23,14.8485,10.3315,1.1561,1.0015,-12.5
1979-06-30,11.8182,12.8759,1.4673,1.249,-9.375
1979-07-07,6.3584,4.5617,1.0239,-1.7696,-15.1515
1979-07-14,6.3584,5.7733,0.5119,-0.4612,-15.1515
1979-07-21,14.1618,6.9138,-0.384,0.1823,-15.1515
1979-07-28,11.5607,8.1254,1.3225,1.1798,-12.1212
1979-08-04,23.7237,11.8996,2.1941,-1.0842,-12.1212
1979-08-11,15.9159,13.19,4.0506,0.0626,-9.0909
1979-08-18,16.2162,12.6165,4.3882,1.5117,-9.0909
1979-08-25,17.1171,12.9032,4.2616,2.5125,-9.0909
1979-09-01,22.327,19.3846,10.4195,9.3864,-6.4516
1979-09-08,18.8679,18.7692,9.6978,9.0092,-6.4516
1979-09-15,20.7547,18.5385,9.6527,8.5321,-6.4516
1979-09-22,22.0126,18.3846,8.4348,7.7887,-6.4516
1979-09-29,22.6415,18.4615,9.4272,7.5447,-6.4516
1979-10-06,30.3797,19.8781,9.2709,8.5967,-3.3333
1979-10-13,24.3671,20.5636,14.0864,9.7624,0.0
1979-10-20,28.481,21.9345,11.3861,10.5582,-3.3333
1979-10-27,25.9494,22.5438,13.5014,11.6342,0.0
1979-11-03,10.0279,20.4236,9.3657,13.5582,-6.25
1979-11-10,15.3203,22.0121,8.0034,13.5807,-6.25
1979-11-17,19.7772,23.8275,13.0694,15.6155,-3.125
1979-11-24,15.3203,25.0378,12.7288,17.032,-3.125
1979-12-01,16.2011,19.4861,17.8681,14.7414,3.2258
1979-12-08,15.9218,19.5575,17.3001,16.3527,3.2258
1979-12-15,14.8045,18.2013,18.4797,16.9624,3.2258
1979-12-22,31.5642,22.2698,16.8196,17.2455,3.2258
1979-12-29,19.5531,23.1263,19.0476,17.5395,3.2258
1980-01-05,15.2047,19.1608,14.8767,13.9559,3.2258
1980-01-12,18.4211,18.7413,16.0886,14.6485,6.4516
1980-01-19,30.4094,16.993,16.2975,15.7922,6.4516
1980-01-26,20.4678,15.8741,17.7183,16.7576,6.4516
1980-02-02,12.2222,16.2483,16.8503,16.413,6.25
1980-02-09,18.0556,17.643,16.9727,17.3346,6.25
1980-02-16,15.2778,15.4812,17.3807,18.308,6.25
1980-02-23,18.8889,16.5969,16.9319,18.8154,6.25
1980-03-01,13.6111,16.8641,21.97,20.8905,10.0
1980-03-08,16.1111,16.3763,23.469,21.0593,13.3333
1980-03-15,20.0,17.561,23.6831,21.1754,13.3333
1980-03-22,20.8333,18.0488,25.0964,21.7556,13.3333
1980-03-29,31.9444,22.6481,22.7409,21.9456,13.3333
1980-04-05,29.972,8.6643,27.903,21.7636,20.6897
1980-04-12,52.381,15.4031,31.2208,23.817,24.1379
1980-04-19,53.5014,22.2022,35.6019,26.6,27.5862
1980-04-26,57.7031,27.497,37.2182,30.3523,27.5862
1980-05-03,63.8968,59.9856,48.4417,42.0051,39.2857
1980-05-10,72.2063,64.0805,52.1371,45.6789,42.8571
1980-05-17,83.9542,70.8333,57.7916,49.6182,46.4286
1980-05-24,79.6562,75.431,64.6483,54.8412,53.5714
1980-05-31,82.5215,80.1006,66.1175,59.2343,53.5714
1980-06-07,65.3117,71.8579,65.688,63.9698,51.7241
1980-06-14,60.4336,68.4426,65.6004,66.5815,51.7241
1980-06-21,62.3306,66.5301,69.0622,68.3596,55.1724
1980-06-28,69.9187,65.847,71.4286,70.3712,55.1724
1980-07-05,50.0,58.0092,60.9684,62.9425,51.7241
1980-07-12,38.0829,54.12,61.5158,63.5467,51.7241
1980-07-19,46.8912,52.0105,63.0316,63.6951,55.1724
1980-07-26,44.5596,47.4621,62.1474,63.0485,51.7241
1980-08-02,45.8974,41.3968,53.3387,56.0866,46.6667
1980-08-09,36.6667,41.3968,56.293,56.3511,50.0
1980-08-16,34.6154,38.7302,54.31,55.751,46.6667
1980-08-23,31.2821,35.8095,51.9223,54.7646,43.3333
1980-08-30,28.7179,31.5556,54.1076,54.9578,46.6667
1980-09-06,31.0256,33.1169,52.432,55.504,48.2759
1980-09-13,26.1538,30.974,52.4732,54.3279,48.2759
1980-09-20,19.2308,27.9221,52.432,53.7501,48.2759
1980-09-27,18.7179,25.3896,51.6488,52.4193,44.8276
1980-10-04,16.0804,16.9671,45.5987,48.0723,40.0
1980-10-11,12.3116,14.1703,40.7216,46.5663,36.6667
1980-10-18,6.7839,11.6843,37.8668,44.3474,33.3333
1980-10-25,5.0251,8.8875,39.8493,42.8213,36.6667
1980-11-01,1.2077,3.3878,28.0589,33.9481,25.8065
1980-11-08,-1.6908,0.9679,27.6435,32.3247,25.8065
1980-11-15,3.1401,1.0889,23.1118,30.2402,19.3548
1980-11-22,-3.8647,-0.121,24.7356,28.0884,22.5806
1980-11-29,-0.4831,-0.5445,19.6752,25.9558,16.129
1980-12-06,-2.8037,-4.1739,16.8807,19.6462,15.625
1980-12-13,-3.5047,-4.9855,14.6789,18.3957,12.5
1980-12-20,-3.7383,-4.1739,12.1468,16.1078,9.375
1980-12-27,-6.7757,-4.9275,15.0826,15.8021,12.5
1981-01-03,-0.4854,-1.3881,10.8626,11.8001,9.0909
1981-01-10,1.699,-1.026,9.4072,11.4137,6.0606
1981-01-17,2.1845,-0.4828,7.3127,11.1171,6.0606
1981-01-24,-3.8835,-0.6639,6.0703,9.787,3.0303
1981-01-31,1.699,-0.1207,5.6088,8.4569,3.0303
1981-02-07,-1.8692,-0.9569,2.7565,3.9829,0.0
1981-02-14,-1.1682,-0.8373,6.1759,4.1572,2.9412
1981-02-21,2.3364,1.6746,5.478,4.4623,2.9412
1981-02-28,1.4019,2.5718,1.2212,3.8173,-2.9412
1981-03-07,-13.8947,-3.1818,2.268,2.9417,0.0
1981-03-14,-14.1053,-4.0341,1.3608,1.7477,-2.9412
1981-03-21,-15.5789,-6.1364,0.6629,0.5537,-2.9412
1981-03-28,-13.2632,-7.3864,0.3489,0.3374,-2.9412
1981-04-04,-25.9325,-22.6994,-10.8803,-7.7163,-10.8108
1981-04-11,-29.6625,-23.2657,-13.2052,-8.5559,-13.5135
1981-04-18,-30.373,-23.6904,-11.3453,-8.7558,-10.8108
1981-04-25,-22.5577,-22.5578,-10.3224,-8.6199,-10.8108
1981-05-02,-35.1648,-34.7028,-21.0935,-20.1042,-20.9302
1981-05-09,-33.595,-33.6258,-22.6213,-19.4997,-23.2558
1981-05-16,-35.0078,-32.7483,-23.2109,-19.4649,-23.2558
1981-05-23,-34.8509,-33.586,-23.2913,-19.6803,-23.2558
1981-05-30,-34.5369,-33.4264,-20.6111,-19.5552,-20.9302
1981-06-06,-31.7384,-31.0544,-26.4571,-24.5532,-26.6667
1981-06-13,-32.2169,-30.6013,-26.7127,-24.5401,-26.6667
1981-06-20,-30.622,-29.7776,-26.227,-24.3836,-26.6667
1981-06-27,-29.1866,-28.6656,-23.7474,-24.2466,-24.4444
1981-07-04,-17.5627,-21.1444,-25.0584,-24.4442,-25.0
1981-07-11,-23.6559,-21.0997,-26.1231,-24.5872,-25.0
1981-07-18,-22.9391,-21.3232,-24.6429,-24.4832,-25.0
1981-07-25,-27.0609,-22.9772,-24.7209,-25.0293,-25.0
1981-08-01,-5.1793,-16.0714,-24.7111,-24.4405,-25.0
1981-08-08,-10.757,-15.0097,-21.271,-23.4364,-22.7273
1981-08-15,-11.9522,-14.4305,-22.1113,-23.0163,-22.7273
1981-08-22,-13.5458,-13.1274,-22.3477,-22.6357,-22.7273
1981-08-29,-10.1594,-14.334,-22.4265,-22.0647,-22.7273
1981-09-05,2.1598,-6.784,-20.7937,-20.1909,-19.0476
1981-09-12,-1.9438,-6.1626,-17.0699,-19.6155,-16.6667
1981-09-19,2.5918,-4.0394,-18.0756,-19.2297,-16.6667
1981-09-26,6.0475,-1.9679,-16.4719,-18.4243,-16.6667
1981-10-03,16.9856,8.9612,-12.9855,-14.1863,-14.6341
1981-10-10,17.4641,11.0731,-12.1633,-13.8559,-12.1951
1981-10-17,16.5072,11.758,-11.9932,-13.2232,-12.1951
1981-10-24,15.5502,11.3014,-9.81,-12.464,-9.7561
1981-10-31,22.9665,12.7283,-9.7533,-11.6626,-9.7561
1981-11-07,24.7573,21.5328,3.5658,-2.7608,5.5556
1981-11-14,25.4854,23.3577,3.8498,-1.3347,5.5556
1981-11-21,12.6214,22.2019,7.7943,0.4576,8.3333
1981-11-28,33.9806,24.5134,6.0271,1.8075,8.3333
1981-12-05,39.8496,27.5,12.1492,8.6546,11.1111
1981-12-12,38.0952,29.5732,8.3227,9.5025,8.3333
1981-12-19,35.0877,34.1463,13.2334,10.5823,13.8889
1981-12-26,39.3484,34.3902,15.9439,12.79,16.6667
1982-01-02,18.1384,29.3656,18.4202,16.8959,17.6471
1982-01-09,30.0716,29.003,14.2185,16.9042,14.7059
1982-01-16,16.7064,25.9819,21.8151,17.5091,23.5294
1982-01-23,34.6062,26.4653,21.0756,17.2274,20.5882
1982-01-30,39.1408,31.7825,18.3529,17.2108,17.6471
1982-02-06,28.1106,27.8134,24.6811,20.5843,24.2424
1982-02-13,16.8203,28.863,20.3033,19.4594,21.2121
1982-02-20,25.3456,27.6968,22.7852,19.1236,24.2424
1982-02-27,21.659,24.4898,22.475,19.3922,24.2424
1982-03-06,34.9515,30.9816,25.8345,22.6524,24.2424
1982-03-13,30.8252,32.9448,25.3477,23.644,24.2424
1982-03-20,35.1942,33.7423,28.0946,24.696,27.2727
1982-03-27,39.3204,36.5644,29.1377,26.0843,30.303
1982-04-03,32.5688,36.9896,28.5862,28.8327,27.2727
1982-04-10,34.1743,39.7928,32.7688,30.8978,33.3333
1982-04-17,36.9266,42.2303,37.1241,33.3742,36.3636
1982-04-24,34.8624,43.0835,35.8451,35.2643,36.3636
1982-05-01,38.1295,40.5632,33.6935,35.6082,32.3529
1982-05-08,40.048,40.5033,34.0986,36.7398,32.3529
1982-05-15,40.2878,39.7843,33.9635,36.7484,32.3529
1982-05-22,40.5276,39.6645,38.5213,38.2429,38.2353
1982-05-29,41.0072,40.3835,33.5584,38.2084,32.3529
1982-06-05,37.6126,36.836,37.2444,38.8186,38.2353
1982-06-12,38.2883,38.5104,38.1495,40.1361,38.2353
1982-06-19,33.1081,38.7991,37.6131,40.1533,38.2353
1982-06-26,31.0811,38.4527,36.004,41.023,35.2941
1982-07-03,47.4201,38.5374,42.7734,42.4037,42.4242
1982-07-10,40.5405,36.0998,38.841,41.5713,39.3939
1982-07-17,39.312,34.7069,43.0838,41.9442,42.4242
1982-07-24,31.6953,32.0371,43.3253,42.794,42.4242
1982-07-31,48.6486,32.3273,39.3584,41.9355,39.3939
1982-08-07,34.3681,30.3662,41.8754,39.2337,41.1765
1982-08-14,41.2417,34.3099,43.3311,39.9579,41.1765
1982-08-21,39.2461,39.493,45.5653,41.1789,44.1176
1982-08-28,43.459,41.8592,46.107,43.5032,44.1176
1982-09-04,32.5866,35.3936,41.7507,42.7647,42.8571
1982-09-11,30.5499,35.6049,44.6469,44.5154,45.7143
1982-09-18,38.4929,38.3518,45.3954,45.9094,45.7143
1982-09-25,36.6599,39.6197,47.8034,47.7846,48.5714
1982-10-02,35.214,36.0506,45.4288,43.9121,43.2432
1982-10-09,26.6537,36.557,47.3139,45.8539,45.9459
1982-10-16,27.6265,35.3418,44.4863,46.8964,43.2432
1982-10-23,21.2062,32.9114,47.2196,48.0423,43.2432
1982-10-30,23.93,29.9747,44.3607,47.7718,40.5405
1982-11-06,6.7029,22.3742,40.2679,39.2838,38.4615
1982-11-13,8.5145,19.5896,35.5357,38.9467,33.3333
1982-11-20,4.529,17.3425,39.7321,39.0142,38.4615
1982-11-27,10.8696,16.1212,32.2024,37.868,30.7692
1982-12-04,0.1799,6.3975,24.0099,29.0689,21.4286
1982-12-11,-4.1367,3.4029,19.3344,27.5441,19.0476
1982-12-18,-7.1942,0.6352,20.2145,25.2464,19.0476
1982-12-25,-12.0504,-4.9456,20.4895,24.8138,19.0476
1983-01-01,-8.4048,-4.9977,13.8881,20.8978,15.0
1983-01-08,-12.5214,-6.0523,10.338,17.6882,12.5
1983-01-15,-17.8388,-7.7487,12.184,14.7119,12.5
1983-01-22,-17.8388,-8.2072,9.6279,11.0286,10.0
1983-01-29,-13.7221,-9.6286,10.48,10.1803,12.5
1983-02-05,-5.1136,-8.103,9.1191,9.5275,7.3171
1983-02-12,-7.9545,-7.7752,8.7813,8.9298,7.3171
1983-02-19,-7.7652,-7.4005,7.4866,8.6415,7.3171
1983-02-26,-8.9015,-8.4309,9.0909,8.5431,7.3171
1983-03-05,-13.7631,-12.4438,2.2348,5.0267,2.3256
1983-03-12,-17.2474,-12.938,1.9655,4.4932,0.0
1983-03-19,-18.1185,-13.7017,1.0232,4.035,0.0
1983-03-26,-16.2021,-13.7017,0.5385,3.0639,0.0
1983-04-02,-16.4966,-18.356,-4.3511,-2.7559,-4.4444
1983-04-09,-15.6463,-17.4617,-2.9517,-2.5812,-2.2222
1983-04-16,-12.415,-15.5451,-4.7328,-2.6329,-4.4444
1983-04-23,-17.0068,-15.247,-4.2748,-2.4518,-4.4444
1983-04-30,-16.6667,-15.2896,-5.2926,-2.6912,-4.4444
1983-05-07,-15.9864,-15.1942,-6.1173,-6.6067,-4.4444
1983-05-14,-21.0884,-17.3709,-8.367,-7.3505,-6.6667
1983-05-21,-21.7687,-18.5659,-6.4459,-7.7317,-4.4444
1983-05-28,-22.7891,-20.1024,-12.6138,-9.3881,-11.1111
1983-06-04,-21.134,-23.3945,-12.5462,-12.4931,-10.8696
1983-06-11,-24.055,-24.3119,-14.8878,-13.5434,-13.0435
1983-06-18,-25.4296,-25.3962,-14.9125,-15.0638,-13.0435
1983-06-25,-24.055,-25.8966,-16.9583,-15.6011,-15.2174
1983-07-02,-30.2479,-23.6842,-19.8267,-17.4426,-17.3913
1983-07-09,-31.9008,-25.0,-20.1485,-18.8294,-19.5652
1983-07-16,-34.5455,-26.6667,-20.396,-20.2713,-19.5652
1983-07-23,-34.7107,-28.7281,-21.9059,-21.5787,-19.5652
1983-07-30,-31.405,-29.0351,-22.9703,-22.3546,-21.7391
1983-08-06,-35.8578,-35.6235,-28.0352,-26.1252,-26.5306
1983-08-13,-29.3663,-33.201,-28.012,-26.7649,-26.5306
1983-08-20,-31.221,-31.2153,-27.456,-26.9057,-26.5306
1983-08-27,-34.1577,-30.7784,-28.6608,-27.0993,-26.5306
1983-09-03,-38.7481,-34.2036,-32.7389,-30.5373,-32.6923
1983-09-10,-39.9404,-36.2467,-33.7957,-31.0988,-32.6923
1983-09-17,-39.6423,-37.7601,-34.1039,-31.8736,-32.6923
1983-09-24,-38.003,-38.1385,-34.5443,-32.4687,-32.6923
1983-10-01,-35.1648,-36.2291,-36.3221,-35.9201,-34.6154
1983-10-08,-36.2637,-36.1122,-36.2568,-36.3401,-34.6154
1983-10-15,-38.1476,-36.5407,-36.605,-36.771,-34.6154
1983-10-22,-38.1476,-37.3977,-37.1926,-37.2395,-34.6154
1983-10-29,-36.5777,-37.7483,-37.7584,-37.5949,-36.5385
1983-11-05,-35.4575,-33.2352,-38.091,-38.008,-37.2549
1983-11-12,-36.2745,-33.4034,-37.213,-38.6818,-35.2941
1983-11-19,-36.7647,-33.6979,-35.1869,-38.7198,-33.3333
1983-11-26,-34.9673,-33.9504,-38.4737,-39.4099,-37.2549
1983-12-03,-25.3579,-26.4916,-37.5257,-36.7159,-36.0
1983-12-10,-24.7444,-27.5418,-39.1463,-37.4148,-38.0
1983-12-17,-25.9714,-28.7351,-36.179,-37.8864,-34.0
1983-12-24,-22.9039,-29.7375,-37.9594,-37.9716,-36.0
1983-12-31,-23.9264,-29.4033,-39.6485,-38.5,-38.0
1984-01-07,-29.2247,-25.5708,-33.4704,-31.0491,-33.3333
1984-01-14,-30.2187,-26.1289,-35.1671,-32.8072,-35.5556
1984-01-21,-33.7972,-28.3612,-34.9357,-34.0071,-33.3333
1984-01-28,-27.6342,-28.7671,-34.2931,-34.5717,-33.3333
1984-02-04,-28.8981,-28.9003,-34.7007,-34.3137,-31.8182
