date,CPI All Urban Consumers YoY %,CPI Less Food & Energy (Core) YoY %,CPI Food & Beverages YoY %,CPI Energy YoY %,CPI Shelter YoY %,CPI Medical Care YoY %,CPI Transportation YoY %,CPI Apparel YoY %,CPI Education & Communication YoY %
2020-09-01,1.391,1.7191,3.7819,-7.6567,2.0619,4.2329,-3.115,-6.1204,2.1257
2020-10-01,1.2304,1.6364,3.8284,-8.8982,2.0442,2.8651,-3.3389,-5.1268,2.1533
2020-11-01,1.1757,1.6694,3.6368,-9.4125,1.9247,2.4103,-3.2804,-4.9688,1.9089
2020-12-01,1.3204,1.6243,3.8592,-7.0124,1.8526,1.7599,-2.4176,-3.9818,1.9716
2021-01-01,1.3738,1.3764,3.6959,-3.4872,1.5605,1.9494,-1.1767,-2.7858,1.7532
2021-02-01,1.6698,1.2802,3.5031,2.309,1.4303,2.0875,0.7105,-3.9137,1.7496
2021-03-01,2.6678,1.6495,3.3298,13.8516,1.6661,1.803,6.2342,-2.5288,1.4977
2021-04-01,4.1331,2.978,2.3482,24.4646,2.1015,1.4891,14.7426,2.2441,1.6832
2021-05-01,4.9183,3.7877,2.1375,27.6683,2.1965,0.9281,19.6314,5.7333,1.8864
2021-06-01,5.2956,4.4394,2.3567,23.7737,2.5843,0.4285,21.0928,4.9055,2.0792
2021-07-01,5.2452,4.2107,3.3869,23.1926,2.819,0.3122,18.8536,4.0686,1.1237
2021-08-01,5.152,3.9397,3.6579,24.5128,2.8276,0.3387,17.311,3.933,1.2101
2021-09-01,5.3512,4.0029,4.4598,24.7055,3.1537,0.3685,16.3882,3.3237,1.726
2021-10-01,6.235,4.5903,5.1002,29.9027,3.5205,1.2873,18.6139,4.6194,1.7686
2021-11-01,6.902,4.9726,5.8354,33.8961,3.8874,1.7241,21.3897,5.2797,1.658
2021-12-01,7.1743,5.489,6.0184,30.2567,4.1783,2.1504,21.5768,5.7525,1.6238
2022-01-01,7.5588,6.0543,6.6729,27.1657,4.3597,2.465,20.8644,5.3845,1.6516
2022-02-01,7.9373,6.4551,7.6135,25.579,4.7341,2.4649,21.1039,6.6506,1.6073
2022-03-01,8.5722,6.4824,8.4592,32.002,4.9853,2.8674,22.5993,6.7174,1.588
2022-04-01,8.2318,6.1587,9.0251,30.0103,5.1394,3.2244,19.8549,5.3521,1.0622
2022-05-01,8.5382,6.0254,9.7503,34.4558,5.4479,3.7357,19.4066,4.8835,0.7985
2022-06-01,8.9794,5.9063,10.0256,41.4605,5.6258,4.5196,19.6265,5.0215,0.8306
2022-07-01,8.4626,5.8999,10.4975,32.9222,5.7339,4.871,16.3017,5.0075,0.4964
2022-08-01,8.2226,6.2861,10.9287,23.9472,6.2573,5.3763,13.3805,4.8698,0.4093
2022-09-01,8.1921,6.6243,10.7487,19.8943,6.5936,5.9891,12.5928,5.4002,0.1374
2022-10-01,7.7588,6.295,10.5639,17.7381,6.9052,5.0064,11.2271,4.2482,0.0
2022-11-01,7.1229,5.9699,10.3284,13.0058,7.0919,4.1462,7.7903,3.8249,0.6996
2022-12-01,6.4046,5.6855,10.1361,6.8798,7.4679,3.9464,3.5726,2.9835,0.761
2023-01-01,6.3272,5.5395,9.8112,8.3001,7.8904,3.0479,3.5423,3.1512,1.0118
2023-02-01,5.9578,5.4983,9.1587,4.8598,8.1029,2.3724,2.322,3.3667,1.0455
2023-03-01,4.9177,5.5667,8.2197,-6.6747,8.1646,1.5004,-1.1616,3.15,1.3996
2023-04-01,4.9501,5.5144,7.4813,-4.9398,8.0906,1.037,0.2725,3.5488,1.5612
2023-05-01,4.1319,5.3375,6.594,-11.2534,8.0239,0.7179,-1.651,3.4019,1.4714
2023-06-01,3.0706,4.8536,5.6702,-16.5662,7.8099,0.1021,-4.7126,2.8925,1.0954
2023-07-01,3.2877,4.701,4.8231,-12.3422,7.6731,-0.492,-2.6024,3.1069,1.2069
2023-08-01,3.7225,4.3991,4.2302,-3.6942,7.2536,-0.9432,1.6787,2.9336,1.0068
2023-09-01,3.6872,4.1287,3.7017,-0.5032,7.1424,-1.4221,2.4233,2.1554,1.046
2023-10-01,3.2513,4.0274,3.3264,-4.3941,6.7387,-0.771,0.7892,2.7368,0.9051
2023-11-01,3.1333,4.018,2.9381,-5.3541,6.5342,0.1672,0.8104,1.3722,-0.0512
2023-12-01,3.3159,3.9155,2.7029,-1.9443,6.1701,0.4355,2.68,1.1419,-0.067
2024-01-01,3.0883,3.8584,2.5292,-4.3272,6.0585,1.0434,1.6442,0.197,0.0255
2024-02-01,3.1571,3.762,2.246,-1.8604,5.7541,1.4291,2.6844,0.0537,0.4001
2024-03-01,3.4868,3.8162,2.2607,2.0575,5.6446,2.2172,4.1025,0.4064,0.2478
2024-04-01,3.3608,3.626,2.2397,2.4037,5.5239,2.6116,3.4981,1.2744,0.4207
2024-05-01,3.2443,3.3944,2.1271,3.6066,5.3885,3.0587,2.6988,0.7817,0.5422
2024-06-01,2.9703,3.2654,2.2192,0.9329,5.1411,3.2337,1.2141,0.6391,0.7102
2024-07-01,2.9415,3.2302,2.1891,0.994,5.0391,3.1897,1.1792,0.1652,0.8899
2024-08-01,2.6071,3.2851,2.0621,-4.0388,5.2091,3.0119,-0.6275,0.1944,1.0002
2024-09-01,2.4265,3.2824,2.2252,-6.8149,4.846,3.2564,-1.1181,1.6887,0.8836
2024-10-01,2.5788,3.2987,2.1236,-4.7991,4.8995,3.3069,-0.2823,0.3557,0.7486
2024-11-01,2.7195,3.2859,2.3274,-3.142,4.7845,3.0875,0.3113,1.2245,0.7027
2024-12-01,2.8707,3.2133,2.3956,-0.3327,4.6204,2.8326,1.5614,1.2513,0.619
2025-01-01,2.991,3.283,2.3865,0.8284,4.3987,2.6269,3.0176,0.5791,0.4932
2025-02-01,2.8016,3.1376,2.5015,-0.4359,4.2415,2.8934,1.519,0.6032,0.3403
2025-03-01,2.382,2.8088,2.8554,-3.3884,3.9947,2.6463,-0.9376,0.3299,0.556
2025-04-01,2.3254,2.776,2.696,-3.5701,3.989,2.7211,-1.4212,-0.7834,0.2337
2025-05-01,2.3773,2.7658,2.8145,-3.0926,3.8677,2.4605,-1.2108,-0.943,0.3233
2025-06-01,2.6805,2.9109,2.9002,-0.6202,3.8234,2.7487,0.0011,-0.5623,0.4924
2025-07-01,2.7426,3.0545,2.8074,-1.2351,3.6875,3.517,0.237,-0.1634,0.3648
2025-08-01,2.9386,3.1118,3.1193,0.3729,3.6387,3.4787,1.059,0.2123,0.3401
2025-09-01,3.0226,3.02,3.0494,2.9408,3.5811,3.2876,1.7865,-0.0966,0.3628
2025-11-01,2.6964,2.599,2.5809,4.1595,3.0254,2.8993,1.3743,0.145,1.4436
2025-12-01,2.6533,2.6465,2.989,2.0709,3.1541,3.1541,0.2498,0.5693,0.4772
2026-01-01,2.3912,2.512,2.8765,-0.2962,3.0241,3.193,-1.0166,1.7534,0.5482
2026-02-01,2.434,2.4725,3.0528,0.3995,2.9575,3.3613,-0.4556,2.5356,0.056
