date,Unemployment Rate,U-1 Unemployed 15+ Weeks as % of Labor Force,U-2 Job Losers as % of Labor Force,U-4 + Discouraged Workers,U-5 + Other Marginally Attached,U-6 + Part-Time for Economic Reasons,Unemployed Less Than 5 Weeks (000s),Unemployed 5-14 Weeks (000s),Unemployed 15-26 Weeks (000s),Unemployed 27+ Weeks (000s),Total Unemployed (000s),Median Duration of Unemployment (Weeks),Average Duration of Unemployment (Weeks)
1948-01-01,3.4,0.5,,,,,1188.0,507.0,183.0,128.0,2034.0,,8.9
1948-02-01,3.8,0.5,,,,,1377.0,677.0,162.0,121.0,2328.0,,8.4
1948-03-01,4.0,0.5,,,,,1279.0,830.0,182.0,110.0,2399.0,,8.7
1948-04-01,3.9,0.5,,,,,1461.0,694.0,215.0,109.0,2386.0,,8.5
1948-05-01,3.5,0.5,,,,,1146.0,671.0,220.0,109.0,2118.0,,9.1
1948-06-01,3.6,0.5,,,,,1287.0,611.0,204.0,118.0,2214.0,,8.8
1948-07-01,3.6,0.5,,,,,1259.0,643.0,188.0,107.0,2213.0,,8.6
1948-08-01,3.9,0.5,,,,,1511.0,591.0,204.0,128.0,2350.0,,8.8
1948-09-01,3.8,0.5,,,,,1245.0,759.0,171.0,127.0,2302.0,,8.5
1948-10-01,3.7,0.5,,,,,1210.0,655.0,188.0,136.0,2259.0,,9.5
1948-11-01,3.8,0.5,,,,,1251.0,682.0,187.0,95.0,2285.0,,7.8
1948-12-01,4.0,0.5,,,,,1432.0,696.0,206.0,99.0,2429.0,,8.1
1949-01-01,4.3,0.5,,,,,1510.0,715.0,211.0,104.0,2596.0,,8.2
1949-02-01,4.7,0.6,,,,,1603.0,889.0,244.0,130.0,2849.0,,8.3
1949-03-01,5.0,0.7,,,,,1631.0,1025.0,298.0,116.0,3030.0,,8.3
1949-04-01,5.3,0.8,,,,,1652.0,1171.0,325.0,158.0,3260.0,,8.8
1949-05-01,6.1,1.0,,,,,1884.0,1247.0,410.0,192.0,3707.0,,9.1
1949-06-01,6.2,1.2,,,,,1729.0,1405.0,455.0,250.0,3776.0,,10.0
1949-07-01,6.7,1.4,,,,,1852.0,1410.0,539.0,309.0,4111.0,,10.8
1949-08-01,6.8,1.5,,,,,1874.0,1472.0,578.0,339.0,4193.0,,11.0
1949-09-01,6.6,1.6,,,,,1651.0,1506.0,618.0,355.0,4049.0,,11.7
1949-10-01,7.9,1.6,,,,,2332.0,1385.0,632.0,368.0,4916.0,,10.9
1949-11-01,6.4,1.7,,,,,1747.0,1242.0,626.0,430.0,3996.0,,11.6
1949-12-01,6.6,1.6,,,,,1748.0,1400.0,552.0,409.0,4063.0,,11.8
1950-01-01,6.5,1.5,,,,,1780.0,1256.0,549.0,398.0,4026.0,,11.3
1950-02-01,6.4,1.5,,,,,1600.0,1333.0,541.0,406.0,3936.0,,11.8
1950-03-01,6.3,1.5,,,,,1503.0,1329.0,490.0,422.0,3876.0,,12.4
1950-04-01,5.8,1.5,,,,,1472.0,1126.0,450.0,470.0,3575.0,,12.6
1950-05-01,5.5,1.4,,,,,1464.0,1011.0,475.0,415.0,3434.0,,12.7
1950-06-01,5.4,1.4,,,,,1468.0,1090.0,445.0,423.0,3367.0,,13.1
1950-07-01,5.0,1.2,,,,,1411.0,955.0,431.0,338.0,3120.0,,12.5
1950-08-01,4.5,1.0,,,,,1251.0,953.0,335.0,298.0,2799.0,,12.2
1950-09-01,4.4,1.0,,,,,1272.0,888.0,350.0,298.0,2774.0,,12.2
1950-10-01,4.2,0.9,,,,,1262.0,752.0,266.0,279.0,2625.0,,12.3
1950-11-01,4.2,0.8,,,,,1354.0,755.0,247.0,260.0,2589.0,,10.7
1950-12-01,4.3,0.8,,,,,1459.0,725.0,265.0,217.0,2639.0,,10.7
1951-01-01,3.7,0.7,,,,,1115.0,687.0,259.0,179.0,2305.0,,10.6
1951-02-01,3.4,0.6,,,,,1107.0,608.0,188.0,198.0,2117.0,,10.8
1951-03-01,3.4,0.6,,,,,1215.0,558.0,202.0,153.0,2125.0,,10.1
1951-04-01,3.1,0.5,,,,,1160.0,503.0,154.0,140.0,1919.0,,10.6
1951-05-01,3.0,0.4,,,,,1125.0,490.0,139.0,130.0,1856.0,,9.9
1951-06-01,3.2,0.4,,,,,1125.0,656.0,143.0,115.0,1995.0,,8.7
1951-07-01,3.1,0.4,,,,,1183.0,480.0,133.0,127.0,1950.0,,9.2
1951-08-01,3.1,0.4,,,,,1184.0,522.0,132.0,117.0,1933.0,,9.1
1951-09-01,3.3,0.4,,,,,1294.0,549.0,105.0,118.0,2067.0,,9.1
1951-10-01,3.5,0.4,,,,,1279.0,627.0,170.0,99.0,2194.0,,8.9
1951-11-01,3.5,0.5,,,,,1233.0,630.0,161.0,155.0,2178.0,,9.7
1951-12-01,3.1,0.4,,,,,1138.0,569.0,166.0,103.0,1960.0,,9.3
1952-01-01,3.2,0.5,,,,,1066.0,549.0,178.0,104.0,1972.0,,9.3
1952-02-01,3.1,0.4,,,,,1181.0,541.0,160.0,88.0,1957.0,,8.8
1952-03-01,2.9,0.4,,,,,1150.0,477.0,147.0,87.0,1813.0,,8.4
1952-04-01,2.9,0.4,,,,,1137.0,480.0,124.0,118.0,1811.0,,9.0
1952-05-01,3.0,0.4,,,,,1179.0,511.0,136.0,83.0,1863.0,,7.8
1952-06-01,3.0,0.3,,,,,1196.0,482.0,142.0,68.0,1884.0,,7.3
1952-07-01,3.2,0.3,,,,,1187.0,573.0,127.0,67.0,1991.0,,7.5
1952-08-01,3.4,0.3,,,,,1270.0,584.0,149.0,62.0,2087.0,,7.6
1952-09-01,3.1,0.4,,,,,1130.0,541.0,185.0,64.0,1936.0,,8.1
1952-10-01,3.0,0.4,,,,,1050.0,548.0,142.0,88.0,1839.0,,9.1
1952-11-01,2.8,0.3,,,,,1017.0,493.0,149.0,67.0,1743.0,,9.5
1952-12-01,2.7,0.4,,,,,1044.0,406.0,134.0,104.0,1667.0,,8.8
1953-01-01,2.9,0.4,,,,,1059.0,469.0,181.0,87.0,1839.0,,9.3
1953-02-01,2.6,0.3,,,,,1068.0,409.0,127.0,81.0,1636.0,,8.4
1953-03-01,2.6,0.3,,,,,1029.0,445.0,129.0,84.0,1647.0,,8.5
1953-04-01,2.7,0.3,,,,,1131.0,486.0,110.0,70.0,1723.0,,7.8
1953-05-01,2.5,0.3,,,,,973.0,494.0,128.0,48.0,1596.0,,7.9
1953-06-01,2.5,0.3,,,,,985.0,406.0,120.0,93.0,1607.0,,8.2
1953-07-01,2.6,0.3,,,,,1002.0,453.0,96.0,72.0,1660.0,,7.9
1953-08-01,2.7,0.3,,,,,1076.0,394.0,111.0,66.0,1665.0,,8.0
1953-09-01,2.9,0.3,,,,,1163.0,446.0,110.0,68.0,1821.0,,7.1
1953-10-01,3.1,0.3,,,,,1242.0,497.0,124.0,66.0,1974.0,,7.2
1953-11-01,3.5,0.4,,,,,1307.0,591.0,163.0,96.0,2211.0,,7.9
1953-12-01,4.5,0.5,,,,,1761.0,752.0,197.0,112.0,2818.0,,8.0
1954-01-01,4.9,0.6,,,,,1631.0,962.0,226.0,146.0,3077.0,,8.7
1954-02-01,5.2,0.8,,,,,1706.0,1080.0,380.0,152.0,3331.0,,9.5
1954-03-01,5.7,1.2,,,,,1729.0,1083.0,533.0,232.0,3607.0,,10.6
1954-04-01,5.9,1.2,,,,,1725.0,1183.0,496.0,278.0,3749.0,,10.9
1954-05-01,5.9,1.4,,,,,1643.0,1218.0,562.0,317.0,3767.0,,11.6
1954-06-01,5.6,1.4,,,,,1573.0,1141.0,563.0,317.0,3551.0,,12.3
1954-07-01,5.8,1.5,,,,,1623.0,1043.0,603.0,329.0,3659.0,,12.5
1954-08-01,6.0,1.6,,,,,1587.0,1233.0,582.0,420.0,3854.0,,12.8
1954-09-01,6.1,1.6,,,,,1640.0,1412.0,585.0,432.0,3927.0,,12.9
1954-10-01,5.7,1.6,,,,,1535.0,1136.0,555.0,454.0,3666.0,,13.3
1954-11-01,5.3,1.5,,,,,1457.0,1069.0,546.0,429.0,3402.0,,13.2
1954-12-01,5.0,1.3,,,,,1414.0,1014.0,434.0,393.0,3196.0,,13.4
1955-01-01,4.9,1.4,,,,,1398.0,879.0,461.0,421.0,3157.0,,13.4
1955-02-01,4.7,1.3,,,,,1296.0,857.0,387.0,439.0,2969.0,,14.2
1955-03-01,4.6,1.3,,,,,1184.0,873.0,432.0,384.0,2918.0,,13.4
1955-04-01,4.7,1.3,,,,,1301.0,848.0,411.0,400.0,3049.0,,14.3
1955-05-01,4.3,1.1,,,,,1295.0,678.0,380.0,354.0,2747.0,,14.4
1955-06-01,4.2,1.0,,,,,1305.0,781.0,333.0,335.0,2701.0,,13.4
1955-07-01,4.0,1.0,,,,,1282.0,679.0,343.0,297.0,2632.0,,13.8
1955-08-01,4.2,0.8,,,,,1445.0,784.0,260.0,275.0,2784.0,,12.3
1955-09-01,4.1,0.9,,,,,1357.0,807.0,308.0,250.0,2678.0,,11.7
1955-10-01,4.3,0.9,,,,,1429.0,845.0,328.0,244.0,2830.0,,11.5
1955-11-01,4.2,0.9,,,,,1386.0,841.0,289.0,275.0,2780.0,,11.3
1955-12-01,4.2,0.9,,,,,1338.0,840.0,295.0,286.0,2761.0,,12.0
1956-01-01,4.0,0.8,,,,,1336.0,715.0,310.0,251.0,2666.0,,11.7
1956-02-01,3.9,0.8,,,,,1289.0,774.0,269.0,276.0,2606.0,,12.5
1956-03-01,4.2,0.8,,,,,1502.0,789.0,280.0,241.0,2764.0,,11.6
1956-04-01,4.0,0.7,,,,,1353.0,824.0,271.0,205.0,2650.0,,11.0
1956-05-01,4.3,0.8,,,,,1483.0,918.0,305.0,201.0,2861.0,,10.4
1956-06-01,4.3,0.8,,,,,1505.0,967.0,330.0,186.0,2882.0,,10.1
1956-07-01,4.4,0.8,,,,,1469.0,906.0,317.0,206.0,2952.0,,10.5
1956-08-01,4.1,0.8,,,,,1376.0,786.0,308.0,235.0,2701.0,,12.0
1956-09-01,3.9,0.9,,,,,1356.0,726.0,335.0,242.0,2635.0,,11.8
1956-10-01,3.9,0.8,,,,,1319.0,742.0,283.0,247.0,2571.0,,11.6
1956-11-01,4.3,0.9,,,,,1481.0,751.0,338.0,237.0,2861.0,,10.9
1956-12-01,4.2,0.9,,,,,1446.0,790.0,308.0,259.0,2790.0,,11.4
1957-01-01,4.2,0.8,,,,,1373.0,857.0,331.0,178.0,2796.0,,10.4
1957-02-01,3.9,0.8,,,,,1293.0,793.0,305.0,225.0,2622.0,,10.7
1957-03-01,3.7,0.8,,,,,1241.0,785.0,296.0,218.0,2509.0,,10.8
1957-04-01,3.9,0.8,,,,,1335.0,738.0,283.0,233.0,2600.0,,10.6
1957-05-01,4.1,0.8,,,,,1423.0,776.0,299.0,239.0,2710.0,,10.4
1957-06-01,4.3,0.8,,,,,1392.0,1008.0,266.0,260.0,2856.0,,10.2
1957-07-01,4.2,0.8,,,,,1366.0,871.0,281.0,254.0,2796.0,,10.1
1957-08-01,4.1,0.8,,,,,1395.0,810.0,310.0,232.0,2747.0,,10.5
1957-09-01,4.4,0.8,,,,,1484.0,925.0,338.0,221.0,2943.0,,9.8
1957-10-01,4.5,1.0,,,,,1399.0,1000.0,357.0,293.0,3020.0,,11.1
1957-11-01,5.1,1.0,,,,,1598.0,1113.0,397.0,277.0,3454.0,,10.4
1957-12-01,5.2,1.1,,,,,1585.0,1190.0,471.0,260.0,3476.0,,10.4
1958-01-01,5.8,1.3,,,,,1701.0,1278.0,581.0,298.0,3875.0,,10.5
1958-02-01,6.4,1.5,,,,,1883.0,1429.0,657.0,348.0,4303.0,,11.0
1958-03-01,6.7,1.7,,,,,1933.0,1483.0,776.0,352.0,4492.0,,11.2
1958-04-01,7.4,2.1,,,,,1881.0,1588.0,876.0,511.0,5016.0,,12.1
1958-05-01,7.4,2.2,,,,,1855.0,1590.0,922.0,571.0,5021.0,,13.1
1958-06-01,7.3,2.5,,,,,1755.0,1536.0,970.0,707.0,4944.0,,14.4
1958-07-01,7.5,2.6,,,,,1818.0,1433.0,958.0,838.0,5079.0,,14.6
1958-08-01,7.4,2.8,,,,,1760.0,1407.0,926.0,962.0,5025.0,,15.7
1958-09-01,7.1,2.6,,,,,1626.0,1488.0,778.0,1017.0,4821.0,,16.5
1958-10-01,6.7,2.5,,,,,1643.0,1239.0,778.0,930.0,4570.0,,16.5
1958-11-01,6.2,2.3,,,,,1531.0,1130.0,745.0,825.0,4188.0,,16.4
1958-12-01,6.2,2.2,,,,,1692.0,1135.0,663.0,827.0,4191.0,,15.7
1959-01-01,6.0,2.1,,,,,1574.0,1169.0,594.0,802.0,4068.0,,16.3
1959-02-01,5.9,1.9,,,,,1554.0,1164.0,545.0,732.0,3965.0,,15.5
1959-03-01,5.6,1.8,,,,,1459.0,1093.0,530.0,680.0,3801.0,,15.3
1959-04-01,5.2,1.5,,,,,1494.0,934.0,408.0,631.0,3571.0,,14.9
1959-05-01,5.1,1.4,,,,,1479.0,1005.0,390.0,575.0,3479.0,,14.7
1959-06-01,5.0,1.4,,,,,1522.0,963.0,415.0,548.0,3429.0,,14.9
1959-07-01,5.1,1.3,,,,,1591.0,1047.0,394.0,495.0,3528.0,,14.3
1959-08-01,5.2,1.3,,,,,1607.0,1113.0,407.0,482.0,3588.0,,13.7
1959-09-01,5.5,1.3,,,,,1602.0,1275.0,449.0,446.0,3775.0,,13.7
1959-10-01,5.7,1.3,,,,,1750.0,1292.0,436.0,447.0,3910.0,,12.9
1959-11-01,5.8,1.4,,,,,1745.0,1205.0,505.0,477.0,4003.0,,13.1
1959-12-01,5.3,1.3,,,,,1657.0,1122.0,453.0,467.0,3653.0,,13.1
1960-01-01,5.2,1.3,,,,,1638.0,1045.0,450.0,465.0,3615.0,,13.5
1960-02-01,4.8,1.2,,,,,1431.0,1034.0,412.0,429.0,3329.0,,13.1
1960-03-01,5.4,1.4,,,,,1666.0,1120.0,519.0,440.0,3726.0,,13.0
1960-04-01,5.2,1.3,,,,,1735.0,1002.0,465.0,431.0,3620.0,,12.6
1960-05-01,5.1,1.1,,,,,1718.0,1074.0,408.0,389.0,3569.0,,11.9
1960-06-01,5.4,1.2,,,,,1738.0,1182.0,458.0,396.0,3766.0,,11.9
1960-07-01,5.5,1.3,,,,,1709.0,1184.0,521.0,400.0,3836.0,,12.6
1960-08-01,5.6,1.3,,,,,1746.0,1287.0,517.0,410.0,3946.0,,12.2
1960-09-01,5.5,1.4,,,,,1677.0,1213.0,516.0,466.0,3884.0,,12.9
1960-10-01,6.1,1.7,,,,,1766.0,1282.0,623.0,566.0,4252.0,,13.5
1960-11-01,6.1,1.7,,,,,1718.0,1367.0,673.0,550.0,4330.0,,13.9
1960-12-01,6.6,1.6,,,,,2102.0,1468.0,588.0,554.0,4617.0,,12.4
1961-01-01,6.6,1.9,,,,,1884.0,1477.0,688.0,640.0,4671.0,,13.7
1961-02-01,6.9,2.0,,,,,2037.0,1407.0,751.0,665.0,4832.0,,13.6
1961-03-01,6.9,2.1,,,,,1863.0,1476.0,769.0,694.0,4853.0,,14.1
1961-04-01,7.0,2.3,,,,,1729.0,1427.0,796.0,802.0,4893.0,,15.5
1961-05-01,7.1,2.4,,,,,1748.0,1432.0,827.0,859.0,5003.0,,15.6
1961-06-01,6.9,2.3,,,,,1841.0,1419.0,723.0,928.0,4885.0,,16.2
1961-07-01,7.0,2.6,,,,,1789.0,1356.0,839.0,991.0,4928.0,,17.3
1961-08-01,6.6,2.3,,,,,1701.0,1387.0,749.0,900.0,4682.0,,17.0
1961-09-01,6.7,2.2,,,,,1859.0,1297.0,686.0,845.0,4676.0,,16.1
1961-10-01,6.5,2.1,,,,,1811.0,1288.0,659.0,822.0,4573.0,,15.9
1961-11-01,6.1,2.0,,,,,1638.0,1269.0,622.0,766.0,4295.0,,17.0
1961-12-01,6.0,1.9,,,,,1734.0,1175.0,623.0,738.0,4177.0,,15.8
1962-01-01,5.8,1.8,,,,,1701.0,1161.0,561.0,674.0,4081.0,,15.3
1962-02-01,5.5,1.8,,,,,1504.0,1118.0,561.0,683.0,3871.0,,16.0
1962-03-01,5.6,1.7,,,,,1721.0,1049.0,523.0,639.0,3921.0,,15.0
1962-04-01,5.6,1.6,,,,,1629.0,1105.0,499.0,623.0,3906.0,,14.9
1962-05-01,5.5,1.6,,,,,1543.0,1131.0,507.0,627.0,3863.0,,15.5
1962-06-01,5.5,1.5,,,,,1598.0,1101.0,506.0,573.0,3844.0,,15.1
1962-07-01,5.4,1.5,,,,,1592.0,1142.0,484.0,565.0,3819.0,,14.6
1962-08-01,5.7,1.5,,,,,1731.0,1238.0,485.0,596.0,4013.0,,14.5
1962-09-01,5.6,1.5,,,,,1749.0,1192.0,567.0,529.0,3961.0,,14.1
1962-10-01,5.4,1.4,,,,,1636.0,1144.0,516.0,506.0,3803.0,,14.1
1962-11-01,5.7,1.5,,,,,1838.0,1076.0,611.0,440.0,4024.0,,13.3
1962-12-01,5.5,1.5,,,,,1732.0,1171.0,558.0,510.0,3907.0,,13.6
1963-01-01,5.7,1.6,,,,,1730.0,1253.0,578.0,544.0,4074.0,,13.8
1963-02-01,5.9,1.6,,,,,1858.0,1283.0,540.0,597.0,4238.0,,14.1
1963-03-01,5.7,1.5,,,,,1701.0,1266.0,488.0,599.0,4072.0,,14.5
1963-04-01,5.7,1.5,,,,,1717.0,1226.0,480.0,591.0,4055.0,,14.5
1963-05-01,5.9,1.6,,,,,1870.0,1160.0,552.0,605.0,4217.0,,14.5
1963-06-01,5.6,1.5,,,,,1719.0,1259.0,567.0,500.0,3977.0,,14.0
1963-07-01,5.6,1.5,,,,,1693.0,1289.0,522.0,548.0,4051.0,,14.0
1963-08-01,5.4,1.6,,,,,1677.0,1150.0,593.0,521.0,3878.0,,13.9
1963-09-01,5.5,1.5,,,,,1695.0,1225.0,510.0,559.0,3957.0,,14.2
1963-10-01,5.5,1.5,,,,,1738.0,1163.0,541.0,530.0,3987.0,,13.9
1963-11-01,5.7,1.5,,,,,1859.0,1227.0,533.0,521.0,4151.0,,13.3
1963-12-01,5.5,1.4,,,,,1774.0,1213.0,517.0,490.0,3975.0,,13.3
1964-01-01,5.6,1.5,,,,,1805.0,1156.0,553.0,504.0,4029.0,,13.5
1964-02-01,5.4,1.4,,,,,1708.0,1216.0,528.0,487.0,3932.0,,13.2
1964-03-01,5.4,1.4,,,,,1783.0,1124.0,534.0,505.0,3950.0,,13.5
1964-04-01,5.3,1.3,,,,,1767.0,1192.0,464.0,470.0,3918.0,,12.4
1964-05-01,5.1,1.3,,,,,1681.0,1094.0,471.0,504.0,3764.0,,13.6
1964-06-01,5.2,1.4,,,,,1719.0,1109.0,539.0,508.0,3814.0,,13.6
1964-07-01,4.9,1.4,,,,,1486.0,1112.0,479.0,523.0,3608.0,,14.7
1964-08-01,5.0,1.3,,,,,1696.0,1074.0,426.0,508.0,3655.0,,13.0
1964-09-01,5.1,1.3,,,,,1703.0,1097.0,457.0,460.0,3712.0,,12.7
1964-10-01,5.1,1.2,,,,,1754.0,1055.0,470.0,433.0,3726.0,,12.6
1964-11-01,4.8,1.3,,,,,1596.0,1047.0,484.0,438.0,3551.0,,14.0
1964-12-01,5.0,1.2,,,,,1672.0,1057.0,444.0,429.0,3651.0,,12.7
1965-01-01,4.9,1.1,,,,,1626.0,1092.0,404.0,389.0,3572.0,,12.2
1965-02-01,5.1,1.2,,,,,1743.0,1090.0,507.0,412.0,3730.0,,12.6
1965-03-01,4.7,1.1,,,,,1702.0,1029.0,437.0,359.0,3510.0,,12.0
1965-04-01,4.8,1.1,,,,,1747.0,1018.0,428.0,368.0,3595.0,,11.4
1965-05-01,4.6,1.0,,,,,1670.0,1043.0,385.0,351.0,3432.0,,11.1
1965-06-01,4.6,1.1,,,,,1656.0,1009.0,417.0,369.0,3387.0,,11.6
1965-07-01,4.4,0.9,,,,,1654.0,959.0,359.0,324.0,3301.0,,11.6
1965-08-01,4.4,1.0,,,,,1613.0,940.0,406.0,327.0,3254.0,,11.9
1965-09-01,4.3,1.0,,,,,1627.0,860.0,376.0,356.0,3216.0,,11.9
1965-10-01,4.2,0.9,,,,,1533.0,920.0,336.0,336.0,3143.0,,12.1
1965-11-01,4.1,0.9,,,,,1531.0,895.0,334.0,311.0,3073.0,,11.7
1965-12-01,4.0,0.9,,,,,1436.0,857.0,366.0,293.0,3031.0,,11.4
1966-01-01,4.0,0.8,,,,,1523.0,777.0,333.0,290.0,2988.0,,11.9
1966-02-01,3.8,0.8,,,,,1505.0,758.0,324.0,270.0,2820.0,,11.2
1966-03-01,3.8,0.8,,,,,1523.0,814.0,315.0,268.0,2887.0,,11.1
1966-04-01,3.8,0.8,,,,,1563.0,653.0,324.0,251.0,2828.0,,10.8
1966-05-01,3.9,0.7,,,,,1631.0,821.0,249.0,285.0,2950.0,,10.2
1966-06-01,3.8,0.6,,,,,1647.0,779.0,245.0,230.0,2872.0,,9.7
1966-07-01,3.8,0.6,,,,,1640.0,809.0,218.0,209.0,2876.0,,9.7
1966-08-01,3.8,0.6,,,,,1622.0,827.0,259.0,205.0,2900.0,,9.8
1966-09-01,3.7,0.6,,,,,1555.0,793.0,286.0,202.0,2798.0,,10.1
1966-10-01,3.7,0.6,,,,,1541.0,780.0,273.0,221.0,2798.0,,10.3
1966-11-01,3.6,0.6,,,,,1499.0,776.0,264.0,200.0,2770.0,,9.7
1966-12-01,3.8,0.6,,,,,1582.0,745.0,278.0,210.0,2912.0,,9.5
1967-01-01,3.9,0.6,1.6,,,,1608.0,854.0,286.0,203.0,2968.0,,9.3
1967-02-01,3.8,0.6,1.6,,,,1596.0,862.0,258.0,201.0,2915.0,,9.2
1967-03-01,3.8,0.6,1.5,,,,1586.0,869.0,256.0,180.0,2889.0,,8.9
1967-04-01,3.8,0.6,1.6,,,,1547.0,896.0,254.0,174.0,2895.0,,8.8
1967-05-01,3.8,0.5,1.6,,,,1581.0,905.0,264.0,153.0,2929.0,,8.7
1967-06-01,3.9,0.5,1.7,,,,1704.0,883.0,272.0,150.0,2992.0,,8.3
1967-07-01,3.8,0.5,1.6,,,,1642.0,863.0,261.0,151.0,2944.0,4.5,8.3
1967-08-01,3.8,0.6,1.5,,,,1595.0,928.0,241.0,200.0,2945.0,4.7,8.9
1967-09-01,3.8,0.6,1.6,,,,1667.0,895.0,286.0,162.0,2958.0,4.6,8.4
1967-10-01,4.0,0.6,1.6,,,,1730.0,962.0,294.0,178.0,3143.0,4.9,8.7
1967-11-01,3.9,0.6,1.6,,,,1680.0,905.0,308.0,182.0,3066.0,4.7,8.9
1967-12-01,3.8,0.6,1.6,,,,1616.0,920.0,290.0,195.0,3018.0,4.8,8.6
1968-01-01,3.7,0.6,1.6,,,,1458.0,904.0,313.0,190.0,2878.0,5.1,9.4
1968-02-01,3.8,0.6,1.5,,,,1710.0,845.0,289.0,179.0,3001.0,4.5,8.7
1968-03-01,3.7,0.6,1.5,,,,1651.0,784.0,268.0,179.0,2877.0,4.1,8.5
1968-04-01,3.5,0.5,1.3,,,,1436.0,856.0,244.0,149.0,2709.0,4.6,8.7
1968-05-01,3.5,0.5,1.3,,,,1567.0,745.0,259.0,136.0,2740.0,4.4,8.2
1968-06-01,3.7,0.5,1.2,,,,1755.0,816.0,243.0,162.0,2938.0,4.4,7.9
1968-07-01,3.7,0.5,1.3,,,,1647.0,831.0,267.0,159.0,2883.0,4.5,8.4
1968-08-01,3.5,0.5,1.4,,,,1645.0,765.0,240.0,153.0,2768.0,4.2,8.3
1968-09-01,3.4,0.5,1.3,,,,1534.0,781.0,243.0,132.0,2686.0,4.6,8.2
1968-10-01,3.4,0.5,1.3,,,,1507.0,799.0,252.0,134.0,2689.0,4.8,8.4
1968-11-01,3.4,0.5,1.3,,,,1593.0,768.0,226.0,131.0,2715.0,4.4,8.1
1968-12-01,3.4,0.4,1.2,,,,1527.0,800.0,191.0,160.0,2685.0,4.4,8.2
1969-01-01,3.4,0.4,1.2,,,,1554.0,785.0,209.0,130.0,2718.0,4.4,8.1
1969-02-01,3.4,0.4,1.2,,,,1442.0,863.0,243.0,115.0,2692.0,4.9,7.9
1969-03-01,3.4,0.4,1.2,,,,1603.0,770.0,234.0,119.0,2712.0,4.0,7.9
1969-04-01,3.4,0.5,1.3,,,,1600.0,764.0,253.0,133.0,2758.0,4.0,7.9
1969-05-01,3.4,0.5,1.2,,,,1649.0,657.0,261.0,126.0,2713.0,4.2,7.9
1969-06-01,3.5,0.5,1.2,,,,1664.0,799.0,244.0,124.0,2816.0,4.4,7.7
1969-07-01,3.5,0.5,1.3,,,,1686.0,816.0,217.0,160.0,2868.0,4.4,7.8
1969-08-01,3.5,0.5,1.2,,,,1637.0,865.0,241.0,132.0,2856.0,4.4,7.9
1969-09-01,3.7,0.5,1.2,,,,1693.0,963.0,243.0,148.0,3040.0,4.7,8.0
1969-10-01,3.7,0.5,1.3,,,,1814.0,853.0,238.0,136.0,3049.0,4.5,7.6
1969-11-01,3.5,0.5,1.3,,,,1580.0,888.0,246.0,146.0,2856.0,4.8,8.0
1969-12-01,3.5,0.5,1.4,,,,1585.0,883.0,281.0,132.0,2884.0,4.6,8.0
1970-01-01,3.9,0.5,1.5,,,,1800.0,933.0,288.0,143.0,3201.0,4.6,7.9
1970-02-01,4.2,0.6,1.7,,,,1950.0,1048.0,309.0,161.0,3453.0,4.5,8.0
1970-03-01,4.4,0.6,1.8,,,,1978.0,1133.0,353.0,181.0,3635.0,4.6,8.3
1970-04-01,4.6,0.7,1.9,,,,2139.0,1106.0,400.0,202.0,3797.0,4.1,8.2
1970-05-01,4.8,0.7,2.2,,,,2109.0,1241.0,360.0,231.0,3919.0,4.7,8.6
1970-06-01,4.9,0.8,2.2,,,,2100.0,1290.0,433.0,224.0,4071.0,4.9,8.6
1970-07-01,5.0,0.8,2.2,,,,2132.0,1329.0,428.0,234.0,4175.0,5.1,8.9
1970-08-01,5.1,0.9,2.3,,,,2182.0,1348.0,454.0,251.0,4256.0,5.4,8.8
1970-09-01,5.4,0.9,2.5,,,,2235.0,1448.0,507.0,281.0,4456.0,5.2,8.9
1970-10-01,5.5,0.9,2.7,,,,2386.0,1470.0,512.0,259.0,4591.0,5.2,8.7
1970-11-01,5.9,1.0,2.8,,,,2338.0,1713.0,539.0,332.0,4898.0,5.6,9.3
1970-12-01,6.1,1.3,2.9,,,,2369.0,1586.0,719.0,383.0,5076.0,5.9,9.8
1971-01-01,5.9,1.3,2.8,,,,2302.0,1626.0,683.0,430.0,4986.0,6.2,10.5
1971-02-01,5.9,1.3,2.8,,,,2178.0,1633.0,620.0,448.0,4903.0,6.3,10.4
1971-03-01,6.0,1.3,2.7,,,,2144.0,1637.0,645.0,453.0,4987.0,6.4,10.6
1971-04-01,5.9,1.4,2.8,,,,2206.0,1575.0,695.0,454.0,4959.0,6.5,10.9
1971-05-01,5.9,1.4,2.8,,,,2229.0,1566.0,665.0,508.0,4996.0,6.7,11.2
1971-06-01,5.9,1.4,2.7,,,,2180.0,1606.0,626.0,541.0,4949.0,5.7,11.6
1971-07-01,6.0,1.5,2.8,,,,2210.0,1549.0,684.0,567.0,5035.0,6.2,11.5
1971-08-01,6.1,1.5,2.9,,,,2337.0,1568.0,711.0,550.0,5134.0,6.4,11.5
1971-09-01,6.0,1.5,2.8,,,,2301.0,1568.0,676.0,563.0,5042.0,5.8,11.9
1971-10-01,5.8,1.5,2.7,,,,2222.0,1546.0,677.0,591.0,4954.0,6.5,12.6
1971-11-01,6.0,1.5,2.8,,,,2304.0,1629.0,696.0,581.0,5161.0,6.4,12.0
1971-12-01,6.0,1.5,2.7,,,,2320.0,1518.0,700.0,583.0,5154.0,6.2,11.5
