date,U-1 Unemployed 15+ Weeks as % of Labor Force,U-2 Job Losers as % of Labor Force,U-4 + Discouraged Workers,U-5 + Other Marginally Attached,Unemployed Less Than 5 Weeks (000s),Unemployed 5-14 Weeks (000s),Unemployed 15-26 Weeks (000s),Total Unemployed (000s),Average Duration of Unemployment (Weeks),Civilian Labor Force Level (000s),Labor Force Participation Rate,Employment-Population Ratio,Average Weekly Hours - All Employees,Average Hourly Earnings - Production Workers,Hires: Total Nonfarm,Total Separations: Total Nonfarm,Quits: Total Nonfarm,Layoffs and Discharges: Total Nonfarm,Job Openings Rate,Total Separations Rate,Layoffs and Discharges Rate,Multiple Jobholders (000s),Multiple Jobholders as % of Employed,Part-Time for Economic Reasons (000s),Aggregate Weekly Payrolls Index,Temp Help Services Employment (000s),Continuing Claims,Continuing Claims - 4 Week Average,Insured Unemployment Rate
1975-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,4147000.0,4000500.0,6.3
1975-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,4195000.0,4083500.0,6.4
1975-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,4201000.0,4141500.0,6.4
1975-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,4310000.0,4213250.0,6.5
1975-04-01,2.6,4.9,,,2915.0,2719.0,1478.0,8210.0,12.9,93399.0,61.3,55.9,,4.67,,,,,,,,14167.0,,4179.0,,,,,
1975-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,4428000.0,4283500.0,6.7
1975-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,4449000.0,4347000.0,6.7
1975-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,4497000.0,4421000.0,6.8
1975-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,4520000.0,4473500.0,6.8
1975-05-01,2.8,5.2,,,3051.0,2692.0,1554.0,8433.0,13.4,93884.0,61.5,56.0,,4.69,,,,,,,,14139.0,,3972.0,,,,,
1975-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,4604000.0,4517500.0,6.9
1975-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,4597000.0,4554500.0,6.9
1975-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,4592000.0,4578250.0,6.9
1975-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,4461000.0,4563500.0,6.7
1975-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,4637000.0,4571750.0,7.0
1975-06-01,3.0,5.1,,,2872.0,2526.0,1538.0,8220.0,15.3,93575.0,61.2,55.8,,4.72,,,,,,,,14642.0,,3774.0,,,,,
1975-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,4484000.0,4543500.0,6.8
1975-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,4529000.0,4527750.0,6.8
1975-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,4406000.0,4514000.0,6.6
1975-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,4090000.0,4377250.0,6.2
1975-07-01,3.1,4.9,,,2882.0,2268.0,1542.0,8127.0,15.0,94021.0,61.3,56.0,,4.74,,,,,,,,14928.0,,3669.0,,,,,
1975-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,4239000.0,4316000.0,6.4
1975-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,4057000.0,4198000.0,6.1
1975-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,4208000.0,4148500.0,6.3
1975-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,4075000.0,4144750.0,6.1
1975-08-01,3.0,4.8,,,2808.0,2371.0,1390.0,7928.0,15.6,94162.0,61.3,56.1,,4.78,,,,,,,,14567.0,,3650.0,,,,,
1975-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,4015000.0,4088750.0,6.0
1975-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,4028000.0,4081500.0,6.0
1975-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,3934000.0,4013000.0,5.9
1975-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,3940000.0,3979250.0,5.9
1975-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,3854000.0,3939000.0,5.8
1975-09-01,3.1,5.0,,,2878.0,2357.0,1308.0,7923.0,16.1,94202.0,61.2,56.1,,4.79,,,,,,,,14315.0,,3566.0,,,,,
1975-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,3969000.0,3924250.0,6.0
1975-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,3880000.0,3910750.0,5.8
1975-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,3880000.0,3895750.0,5.8
1975-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,3851000.0,3895000.0,5.8
1975-10-01,2.9,4.6,,,2962.0,2392.0,1241.0,7897.0,15.4,94267.0,61.2,56.1,,4.82,,,,,,,,14260.0,,3600.0,,,,,
1975-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,3868000.0,3869750.0,5.8
1975-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,3675000.0,3818500.0,5.5
1975-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,3720000.0,3778500.0,5.6
1975-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,3662000.0,3731250.0,5.5
1975-11-01,3.0,4.5,,,2718.0,2345.0,1144.0,7794.0,16.6,94250.0,61.1,56.0,,4.86,,,,,,,,14237.0,,3554.0,,,3607000.0,3666000.0,5.4
1975-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,3546000.0,3633750.0,5.3
1975-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,3551000.0,3591500.0,5.3
1975-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,3377000.0,3520250.0,5.1
1975-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,3391000.0,3466250.0,5.1
1975-12-01,3.0,4.2,,,2762.0,2191.0,1282.0,7744.0,16.5,94409.0,61.1,56.1,,4.87,,,,,,,,14156.0,,3544.0,,,,,
1975-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,3331000.0,3412500.0,5.0
1975-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,3266000.0,3341250.0,4.9
1975-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,3124000.0,3278000.0,4.7
1975-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,3072000.0,3198250.0,4.6
1976-01-01,2.9,3.9,,,2749.0,2154.0,1132.0,7534.0,16.6,94934.0,61.3,56.4,,4.9,,,,,,,,14535.0,,3776.0,,,,,
1976-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,3214000.0,3169000.0,4.9
1976-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,3084000.0,3123500.0,4.7
1976-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,3026000.0,3099000.0,4.6
1976-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2957000.0,3070250.0,4.5
1976-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,2895000.0,2990500.0,4.4
1976-02-01,2.7,3.8,,,2799.0,1980.0,986.0,7326.0,16.3,94998.0,61.3,56.5,,4.93,,,,,,,,14471.0,,3536.0,,,,,
1976-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2912000.0,2947500.0,4.4
1976-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2867000.0,2907750.0,4.4
1976-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2862000.0,2884000.0,4.3
1976-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2822000.0,2865750.0,4.3
1976-03-01,2.6,3.8,,,2628.0,1995.0,981.0,7230.0,16.5,95215.0,61.3,56.7,,4.95,,,,,,,,14421.0,,3507.0,,,,,
1976-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2853000.0,2851000.0,4.3
1976-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2837000.0,2843500.0,4.3
1976-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2852000.0,2841000.0,4.3
1976-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2830000.0,2843000.0,4.3
1976-04-01,2.3,3.8,,,2938.0,2011.0,801.0,7330.0,15.9,95746.0,61.6,56.8,,4.98,,,,,,,,14537.0,,3515.0,,,,,
1976-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,2859000.0,2844500.0,4.4
1976-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2840000.0,2845250.0,4.3
1976-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2890000.0,2854750.0,4.4
1976-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2900000.0,2872250.0,4.4
1976-05-01,2.2,3.7,,,2795.0,2049.0,896.0,7053.0,15.0,95847.0,61.5,57.0,,5.01,,,,,,,,14518.0,,3572.0,,,2940000.0,2892500.0,4.5
1976-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2941000.0,2917750.0,4.5
1976-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2947000.0,2932000.0,4.5
1976-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2961000.0,2947250.0,4.5
1976-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2916000.0,2941250.0,4.4
1976-06-01,2.4,3.9,,,2787.0,2281.0,979.0,7322.0,16.9,95885.0,61.5,56.8,,5.03,,,,,,,,14893.0,,3462.0,,,,,
1976-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2970000.0,2948500.0,4.5
1976-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2950000.0,2949250.0,4.5
1976-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,3003000.0,2959750.0,4.6
1976-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,3035000.0,2989500.0,4.6
1976-07-01,2.4,3.9,,,2965.0,2181.0,1066.0,7490.0,15.7,96583.0,61.8,57.0,,5.06,,,,,,,,14898.0,,3497.0,,,,,
1976-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,2958000.0,2986500.0,4.5
1976-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2995000.0,2997750.0,4.6
1976-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,3011000.0,2999750.0,4.6
1976-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,3019000.0,2995750.0,4.6
1976-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,2996000.0,3005250.0,4.6
1976-08-01,2.5,3.8,,,2893.0,2323.0,1098.0,7518.0,15.6,96741.0,61.8,57.0,,5.11,,,,,,,,14981.0,,3542.0,,,,,
1976-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,3007000.0,3008250.0,4.6
1976-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2990000.0,3003000.0,4.6
1976-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2983000.0,2994000.0,4.6
1976-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,3081000.0,3015250.0,4.7
1976-09-01,2.4,3.8,,,2910.0,2329.0,1092.0,7380.0,15.2,96553.0,61.6,56.9,,5.14,,,,,,,,15134.0,,3670.0,,,,,
1976-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,2988000.0,3010500.0,4.6
1976-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,3092000.0,3036000.0,4.7
1976-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,3097000.0,3064500.0,4.7
1976-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,3103000.0,3070000.0,4.7
1976-10-01,2.4,3.7,,,2945.0,2285.0,1061.0,7430.0,15.2,96704.0,61.6,56.9,,5.16,,,,,,,,15005.0,,3781.0,,,,,
1976-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,3104000.0,3099000.0,4.7
1976-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,3119000.0,3105750.0,4.7
1976-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,3074000.0,3100000.0,4.7
1976-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,3088000.0,3096250.0,4.7
1976-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,3080000.0,3090250.0,4.7
1976-11-01,2.4,3.8,,,2826.0,2449.0,1076.0,7620.0,15.3,97254.0,61.9,57.0,,5.21,,,,,,,,15042.0,,3768.0,,,,,
1976-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,3079000.0,3080250.0,4.7
1976-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,3064000.0,3077750.0,4.7
1976-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,3061000.0,3071000.0,4.6
1976-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,3019000.0,3055750.0,4.6
1976-12-01,2.4,3.8,,,2921.0,2304.0,1041.0,7545.0,15.1,97348.0,61.8,57.0,,5.23,,,,,,,,15063.0,,3728.0,,,,,
1976-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,2994000.0,3034500.0,4.5
1976-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2978000.0,3013000.0,4.5
1976-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2900000.0,2972750.0,4.4
1976-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2822000.0,2923500.0,4.3
1977-01-01,2.3,3.5,,,2894.0,2206.0,989.0,7280.0,15.2,97208.0,61.6,57.0,,5.26,,,,,,,,14927.0,,3580.0,,,2818000.0,2879500.0,4.2
1977-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2764000.0,2826000.0,4.1
1977-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2841000.0,2811250.0,4.3
1977-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2834000.0,2814250.0,4.3
1977-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2879000.0,2829500.0,4.3
1977-02-01,2.2,3.6,,,3015.0,2240.0,969.0,7443.0,14.7,97785.0,61.9,57.2,,5.3,,,,,,,,15142.0,,3883.0,,,,,
1977-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2956000.0,2877500.0,4.4
1977-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2904000.0,2893250.0,4.4
1977-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2772000.0,2877750.0,4.2
1977-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,2764000.0,2849000.0,4.1
1977-03-01,2.1,3.4,,,2993.0,2213.0,894.0,7307.0,14.5,98115.0,62.0,57.4,,5.32,,,,,,,,15288.0,,3596.0,,,,,
1977-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2717000.0,2789250.0,4.1
1977-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2728000.0,2745250.0,4.1
1977-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2695000.0,2726000.0,4.0
1977-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,2671000.0,2702750.0,4.0
1977-04-01,2.0,3.2,,,3015.0,1994.0,816.0,7059.0,14.4,98330.0,62.1,57.6,,5.36,,,,,,,,15383.0,,3407.0,,,,,
1977-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2655000.0,2687250.0,3.9
1977-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,2717000.0,2684500.0,4.0
1977-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2680000.0,2680750.0,4.0
1977-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2660000.0,2678000.0,4.0
1977-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2644000.0,2675250.0,3.9
1977-05-01,2.0,3.1,,,2754.0,2170.0,859.0,6911.0,14.9,98665.0,62.2,57.8,,5.4,,,,,,,,15323.0,,3555.0,,,,,
1977-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2618000.0,2650500.0,3.9
1977-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2635000.0,2639250.0,3.9
1977-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2647000.0,2636000.0,3.9
1977-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2625000.0,2631250.0,3.9
1977-06-01,1.9,3.1,,,3138.0,2078.0,892.0,7134.0,14.4,99093.0,62.4,57.9,,5.42,,,,,,,,15164.0,,3648.0,,,,,
1977-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,2650000.0,2639250.0,3.9
1977-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2589000.0,2627750.0,3.8
1977-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2622000.0,2621500.0,3.9
1977-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2616000.0,2619250.0,3.9
1977-07-01,1.9,3.1,,,2859.0,2060.0,934.0,6829.0,14.3,98913.0,62.1,57.8,,5.46,,,,,,,,15272.0,,3726.0,,,,,
1977-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2572000.0,2599750.0,3.8
1977-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,2563000.0,2593250.0,3.8
1977-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2591000.0,2585500.0,3.8
1977-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2584000.0,2577500.0,3.8
1977-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2605000.0,2585750.0,3.8
1977-08-01,1.8,3.2,,,2896.0,2207.0,938.0,6925.0,13.9,99366.0,62.3,58.0,,5.48,,,,,,,,15434.0,,3568.0,,,,,
1977-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2605000.0,2596250.0,3.8
1977-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2618000.0,2603000.0,3.9
1977-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2612000.0,2610000.0,3.8
1977-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2607000.0,2610500.0,3.8
1977-09-01,1.9,3.1,,,2883.0,2125.0,914.0,6751.0,14.0,99453.0,62.3,58.1,,5.51,,,,,,,,15460.0,,3610.0,,,,,
1977-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,2571000.0,2602000.0,3.8
1977-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2601000.0,2597750.0,3.8
1977-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2605000.0,2596000.0,3.8
1977-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2581000.0,2589500.0,3.8
1977-10-01,1.8,3.0,,,2883.0,2127.0,876.0,6763.0,13.7,99815.0,62.4,58.2,,5.55,,,,,,,,15610.0,,3577.0,,,2583000.0,2592500.0,3.8
1977-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2575000.0,2586000.0,3.8
1977-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2575000.0,2578500.0,3.8
1977-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2561000.0,2573500.0,3.7
1977-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2587000.0,2574500.0,3.8
1977-11-01,1.8,3.0,,,2924.0,2080.0,908.0,6815.0,13.6,100576.0,62.8,58.6,,5.58,,,,,,,,15835.0,,3577.0,,,,,
1977-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2535000.0,2564500.0,3.7
1977-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2592000.0,2568750.0,3.8
1977-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2527000.0,2560250.0,3.7
1977-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,2620000.0,2568500.0,3.8
1977-12-01,1.7,2.8,,,2729.0,1941.0,859.0,6386.0,13.6,100491.0,62.7,58.7,,5.61,,,,,,,,15845.0,,3501.0,,,,,
1977-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,2505000.0,2561000.0,3.7
1977-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2529000.0,2545250.0,3.7
1977-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2558000.0,2553000.0,3.7
1977-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2482000.0,2518500.0,3.6
1977-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,2461000.0,2507500.0,3.6
1978-01-01,1.6,2.8,,,2824.0,1989.0,830.0,6489.0,12.9,100873.0,62.8,58.8,,5.66,,,,,,,,15700.0,,3333.0,,,,,
1978-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2456000.0,2489250.0,3.5
1978-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2418000.0,2454250.0,3.5
1978-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2522000.0,2464250.0,3.6
1978-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2578000.0,2493500.0,3.7
1978-02-01,1.6,2.7,,,2764.0,1942.0,917.0,6318.0,12.5,100837.0,62.7,58.8,,5.69,,,,,,,,15727.0,,3495.0,,,,,
1978-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,2468000.0,2496500.0,3.6
1978-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2656000.0,2556000.0,3.8
1978-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2545000.0,2561750.0,3.7
1978-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2553000.0,2555500.0,3.7
1978-03-01,1.5,2.6,,,2871.0,1966.0,817.0,6337.0,12.4,101092.0,62.8,58.8,,5.73,,,,,,,,15711.0,,3524.0,,,,,
1978-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,2529000.0,2570750.0,3.7
1978-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2526000.0,2538250.0,3.6
1978-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2471000.0,2519750.0,3.6
1978-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2473000.0,2499750.0,3.6
1978-04-01,1.5,2.6,,,2750.0,1888.0,822.0,6180.0,12.3,101574.0,63.0,59.2,,5.79,,,,,,,,16018.0,,3588.0,,,2453000.0,2480750.0,3.5
1978-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2397000.0,2448500.0,3.4
1978-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2339000.0,2415500.0,3.3
1978-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2287000.0,2369000.0,3.3
1978-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2272000.0,2323750.0,3.2
1978-05-01,1.4,2.5,,,2870.0,1827.0,728.0,6127.0,12.1,101896.0,63.1,59.3,,5.82,,,,,,,,16181.0,,3533.0,,,,,
1978-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2246000.0,2286000.0,3.2
1978-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2231000.0,2259000.0,3.2
1978-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2238000.0,2246750.0,3.2
1978-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2211000.0,2231500.0,3.2
1978-06-01,1.3,2.4,,,2788.0,1946.0,712.0,6028.0,12.1,102371.0,63.3,59.5,,5.86,,,,,,,,15659.0,,3669.0,,,,,
1978-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,2224000.0,2226000.0,3.2
1978-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2189000.0,2215500.0,3.1
1978-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2225000.0,2212250.0,3.2
1978-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2249000.0,2221750.0,3.2
1978-07-01,1.3,2.5,,,3069.0,1867.0,715.0,6309.0,12.0,102399.0,63.2,59.3,,5.9,,,,,,,,15597.0,,3563.0,,,2242000.0,2226250.0,3.2
1978-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2331000.0,2261750.0,3.3
1978-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2328000.0,2287500.0,3.3
1978-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2321000.0,2305500.0,3.3
1978-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2344000.0,2331000.0,3.3
1978-08-01,1.2,2.4,,,2858.0,1967.0,630.0,6080.0,11.4,102511.0,63.2,59.4,,5.92,,,,,,,,15454.0,,3603.0,,,,,
1978-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2395000.0,2347000.0,3.4
1978-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2422000.0,2370500.0,3.4
1978-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2405000.0,2391500.0,3.4
1978-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,2370000.0,2398000.0,3.3
1978-09-01,1.3,2.4,,,2941.0,1884.0,684.0,6125.0,11.4,102795.0,63.3,59.5,,5.97,,,,,,,,15973.0,,3566.0,,,,,
1978-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2336000.0,2383250.0,3.3
1978-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,2278000.0,2347250.0,3.2
1978-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2271000.0,2313750.0,3.2
1978-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2247000.0,2283000.0,3.2
1978-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2217000.0,2253250.0,3.1
1978-10-01,1.3,2.4,,,2786.0,1833.0,723.0,5947.0,11.7,103080.0,63.3,59.7,,6.02,,,,,,,,16060.0,,3510.0,,,,,
1978-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2219000.0,2238500.0,3.0
1978-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2274000.0,2239250.0,3.1
1978-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2207000.0,2229250.0,3.0
1978-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2222000.0,2230500.0,3.0
1978-11-01,1.2,2.4,,,2903.0,1881.0,709.0,6077.0,11.1,103562.0,63.5,59.8,,6.05,,,,,,,,16018.0,,3428.0,,,,,
1978-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,2188000.0,2222750.0,3.0
1978-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000.0,2204250.0,3.0
1978-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2158000.0,2192000.0,2.9
1978-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2349000.0,2223750.0,3.2
1978-12-01,1.2,2.5,,,2978.0,2004.0,759.0,6228.0,10.6,103809.0,63.6,59.8,,6.1,,,,,,,,16061.0,,3309.0,,,,,
1978-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2248000.0,2238750.0,3.0
1978-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,2292000.0,2261750.0,3.1
1978-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2328000.0,2304250.0,3.2
1978-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2276000.0,2286000.0,3.1
1978-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2289000.0,2296250.0,3.1
1979-01-01,1.2,2.5,,,2791.0,2003.0,717.0,6109.0,11.1,104057.0,63.6,59.9,,6.13,,,,,,,,16086.0,,3451.0,,,,,
1979-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2366000.0,2314750.0,3.1
1979-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2368000.0,2324750.0,3.1
1979-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2403000.0,2356500.0,3.1
1979-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2393000.0,2382500.0,3.1
