date,U-1 Unemployed 15+ Weeks as % of Labor Force,U-2 Job Losers as % of Labor Force,U-4 + Discouraged Workers,U-5 + Other Marginally Attached,Unemployed Less Than 5 Weeks (000s),Unemployed 5-14 Weeks (000s),Unemployed 15-26 Weeks (000s),Total Unemployed (000s),Average Duration of Unemployment (Weeks),Civilian Labor Force Level (000s),Labor Force Participation Rate,Employment-Population Ratio,Average Weekly Hours - All Employees,Average Hourly Earnings - Production Workers,Hires: Total Nonfarm,Total Separations: Total Nonfarm,Quits: Total Nonfarm,Layoffs and Discharges: Total Nonfarm,Job Openings Rate,Total Separations Rate,Layoffs and Discharges Rate,Multiple Jobholders (000s),Multiple Jobholders as % of Employed,Part-Time for Economic Reasons (000s),Aggregate Weekly Payrolls Index,Temp Help Services Employment (000s),Continuing Claims,Continuing Claims - 4 Week Average,Insured Unemployment Rate
1964-06-01,1.4,,,,1719.0,1109.0,539.0,3814.0,13.6,73032.0,58.7,55.6,,2.53,,,,,,,,,,2484.0,,,,,
1964-07-01,1.4,,,,1486.0,1112.0,479.0,3608.0,14.7,73007.0,58.6,55.7,,2.54,,,,,,,,,,2369.0,,,,,
1964-08-01,1.3,,,,1696.0,1074.0,426.0,3655.0,13.0,73118.0,58.6,55.7,,2.55,,,,,,,,,,2369.0,,,,,
1964-09-01,1.3,,,,1703.0,1097.0,457.0,3712.0,12.7,73290.0,58.7,55.7,,2.56,,,,,,,,,,2455.0,,,,,
1964-10-01,1.2,,,,1754.0,1055.0,470.0,3726.0,12.6,73308.0,58.6,55.6,,2.55,,,,,,,,,,2435.0,,,,,
1964-11-01,1.3,,,,1596.0,1047.0,484.0,3551.0,14.0,73286.0,58.5,55.7,,2.56,,,,,,,,,,2367.0,,,,,
1964-12-01,1.2,,,,1672.0,1057.0,444.0,3651.0,12.7,73465.0,58.6,55.6,,2.58,,,,,,,,,,2462.0,,,,,
1965-01-01,1.1,,,,1626.0,1092.0,404.0,3572.0,12.2,73569.0,58.6,55.7,,2.58,,,,,,,,,,2383.0,,,,,
1965-02-01,1.2,,,,1743.0,1090.0,507.0,3730.0,12.6,73857.0,58.7,55.7,,2.59,,,,,,,,,,2304.0,,,,,
1965-03-01,1.1,,,,1702.0,1029.0,437.0,3510.0,12.0,73949.0,58.7,55.9,,2.61,,,,,,,,,,2296.0,,,,,
1965-04-01,1.1,,,,1747.0,1018.0,428.0,3595.0,11.4,74228.0,58.8,56.0,,2.6,,,,,,,,,,2230.0,,,,,
1965-05-01,1.0,,,,1670.0,1043.0,385.0,3432.0,11.1,74466.0,59.0,56.2,,2.62,,,,,,,,,,2258.0,,,,,
1965-06-01,1.1,,,,1656.0,1009.0,417.0,3387.0,11.6,74412.0,58.8,56.1,,2.63,,,,,,,,,,2170.0,,,,,
1965-07-01,0.9,,,,1654.0,959.0,359.0,3301.0,11.6,74761.0,59.1,56.5,,2.63,,,,,,,,,,2289.0,,,,,
1965-08-01,1.0,,,,1613.0,940.0,406.0,3254.0,11.9,74616.0,58.9,56.3,,2.64,,,,,,,,,,2259.0,,,,,
1965-09-01,1.0,,,,1627.0,860.0,376.0,3216.0,11.9,74502.0,58.7,56.2,,2.65,,,,,,,,,,2019.0,,,,,
1965-10-01,0.9,,,,1533.0,920.0,336.0,3143.0,12.1,74838.0,58.9,56.4,,2.66,,,,,,,,,,2168.0,,,,,
1965-11-01,0.9,,,,1531.0,895.0,334.0,3073.0,11.7,74797.0,58.8,56.4,,2.67,,,,,,,,,,2077.0,,,,,
1965-12-01,0.9,,,,1436.0,857.0,366.0,3031.0,11.4,75093.0,59.0,56.6,,2.67,,,,,,,,,,2037.0,,,,,
1966-01-01,0.8,,,,1523.0,777.0,333.0,2988.0,11.9,75186.0,59.0,56.7,,2.68,,,,,,,,,,2081.0,,,,,
1966-02-01,0.8,,,,1505.0,758.0,324.0,2820.0,11.2,74954.0,58.8,56.6,,2.69,,,,,,,,,,1884.0,,,,,
1966-03-01,0.8,,,,1523.0,814.0,315.0,2887.0,11.1,75075.0,58.8,56.6,,2.7,,,,,,,,,,1905.0,,,,,
1966-04-01,0.8,,,,1563.0,653.0,324.0,2828.0,10.8,75338.0,59.0,56.8,,2.71,,,,,,,,,,1908.0,,,,,
1966-05-01,0.7,,,,1631.0,821.0,249.0,2950.0,10.2,75447.0,59.0,56.7,,2.72,,,,,,,,,,1923.0,,,,,
1966-06-01,0.6,,,,1647.0,779.0,245.0,2872.0,9.7,75647.0,59.1,56.9,,2.73,,,,,,,,,,2185.0,,,,,
1966-07-01,0.6,,,,1640.0,809.0,218.0,2876.0,9.7,75736.0,59.1,56.9,,2.74,,,,,,,,,,2128.0,,,,,
1966-08-01,0.6,,,,1622.0,827.0,259.0,2900.0,9.8,76046.0,59.3,57.0,,2.75,,,,,,,,,,1942.0,,,,,
1966-09-01,0.6,,,,1555.0,793.0,286.0,2798.0,10.1,76056.0,59.3,57.1,,2.76,,,,,,,,,,1856.0,,,,,
1966-10-01,0.6,,,,1541.0,780.0,273.0,2798.0,10.3,76199.0,59.3,57.1,,2.77,,,,,,,,,,1857.0,,,,,
1966-11-01,0.6,,,,1499.0,776.0,264.0,2770.0,9.7,76610.0,59.6,57.4,,2.78,,,,,,,,,,1738.0,,,,,
1966-12-01,0.6,,,,1582.0,745.0,278.0,2912.0,9.5,76641.0,59.5,57.3,,2.78,,,,,,,,,,2007.0,,,,,
1967-01-01,0.6,1.6,,,1608.0,854.0,286.0,2968.0,9.3,76639.0,59.5,57.1,,2.8,,,,,,,,,,2182.0,,,,,
1967-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,1134000.0,,
1967-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1119000.0,,
1967-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,1119000.0,,
1967-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,1103000.0,1118750.0,
1967-02-01,0.6,1.6,,,1596.0,862.0,258.0,2915.0,9.2,76521.0,59.3,57.0,,2.81,,,,,,,,,,2322.0,,,,,
1967-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,1131000.0,1118000.0,
1967-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,1153000.0,1126500.0,
1967-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,1167000.0,1138500.0,
1967-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,1199000.0,1162500.0,
1967-03-01,0.6,1.5,,,1586.0,869.0,256.0,2889.0,8.9,76328.0,59.1,56.8,,2.81,,,,,,,,,,2308.0,,,,,
1967-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,1235000.0,1188500.0,
1967-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,1234000.0,1208750.0,
1967-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,1236000.0,1226000.0,
1967-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,1268000.0,1243250.0,
1967-04-01,0.6,1.6,,,1547.0,896.0,254.0,2895.0,8.8,76777.0,59.4,57.1,,2.82,,,,,,,,,,2374.0,,,1291000.0,1257250.0,
1967-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,1273000.0,1267000.0,
1967-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,1278000.0,1277500.0,
1967-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,1277000.0,1279750.0,
1967-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,1286000.0,1278500.0,
1967-05-01,0.5,1.6,,,1581.0,905.0,264.0,2929.0,8.7,76773.0,59.3,57.0,,2.83,,,,,,,,,,1835.0,,,,,
1967-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,1308000.0,1287250.0,
1967-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,1284000.0,1288750.0,
1967-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,1265000.0,1285750.0,
1967-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,1253000.0,1277500.0,
1967-06-01,0.5,1.7,,,1704.0,883.0,272.0,2992.0,8.3,77270.0,59.6,57.3,,2.85,,,,,,,,,,2095.0,,,,,
1967-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,1265000.0,1266750.0,
1967-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,1251000.0,1258500.0,
1967-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,1248000.0,1254250.0,
1967-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,1220000.0,1246000.0,
1967-07-01,0.5,1.6,,,1642.0,863.0,261.0,2944.0,8.3,77464.0,59.6,57.4,,2.86,,,,,,,,,,2062.0,,,1193000.0,1228000.0,
1967-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,1248000.0,1227250.0,
1967-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,1258000.0,1229750.0,
1967-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,1252000.0,1237750.0,
1967-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,1280000.0,1259500.0,
1967-08-01,0.6,1.5,,,1595.0,928.0,241.0,2945.0,8.9,77712.0,59.7,57.4,,2.88,,,,,,,,,,2069.0,,,,,
1967-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,1240000.0,1257500.0,
1967-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,1215000.0,1246750.0,
1967-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,1202000.0,1234250.0,
1967-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,1180000.0,1209250.0,
1967-09-01,0.6,1.6,,,1667.0,895.0,286.0,2958.0,8.4,77812.0,59.7,57.4,,2.88,,,,,,,,,,2233.0,,,,,
1967-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,1204000.0,1200250.0,
1967-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,1189000.0,1193750.0,
1967-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,1179000.0,1188000.0,
1967-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,1178000.0,1187500.0,
1967-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,1157000.0,1175750.0,
1967-10-01,0.6,1.6,,,1730.0,962.0,294.0,3143.0,8.7,78194.0,59.9,57.5,,2.89,,,,,,,,,,2180.0,,,,,
1967-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,1165000.0,1169750.0,
1967-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1189000.0,1172250.0,
1967-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,1174000.0,1171250.0,
1967-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,1161000.0,1172250.0,
1967-11-01,0.6,1.6,,,1680.0,905.0,308.0,3066.0,8.9,78191.0,59.8,57.5,,2.91,,,,,,,,,,2227.0,,,,,
1967-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,1176000.0,1175000.0,
1967-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,1142000.0,1163250.0,
1967-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,1133000.0,1153000.0,
1967-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,1142000.0,1148250.0,
1967-12-01,0.6,1.6,,,1616.0,920.0,290.0,3018.0,8.6,78491.0,59.9,57.6,,2.92,,,,,,,,,,2124.0,,,,,
1967-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,1150000.0,1141750.0,
1967-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,1153000.0,1144500.0,
1967-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,1188000.0,1158250.0,
1967-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,1195000.0,1171500.0,
1967-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,1167000.0,1175750.0,
1968-01-01,0.6,1.6,,,1458.0,904.0,313.0,2878.0,9.4,77578.0,59.2,57.0,,2.94,,,,,,,,10086.0,,1873.0,,,,,
1968-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,1158000.0,1177000.0,
1968-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,1187000.0,1176750.0,
1968-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,1191000.0,1175750.0,
1968-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,1157000.0,1173250.0,
1968-02-01,0.6,1.5,,,1710.0,845.0,289.0,3001.0,8.7,78230.0,59.6,57.3,,2.95,,,,,,,,10425.0,,2153.0,,,,,
1968-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,1173000.0,1177000.0,
1968-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,1175000.0,1174000.0,
1968-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,1143000.0,1162000.0,
1968-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,1165000.0,1164000.0,
1968-03-01,0.6,1.5,,,1651.0,784.0,268.0,2877.0,8.5,78256.0,59.6,57.4,,2.97,,,,,,,,10334.0,,1983.0,,,,,
1968-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,1151000.0,1158500.0,
1968-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,1147000.0,1151500.0,
1968-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,1143000.0,1151500.0,
1968-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,1136000.0,1144250.0,
1968-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,1119000.0,1136250.0,
1968-04-01,0.5,1.3,,,1436.0,856.0,244.0,2709.0,8.7,78270.0,59.5,57.4,,2.99,,,,,,,,10440.0,,1943.0,,,,,
1968-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,1079000.0,1119250.0,
1968-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,1079000.0,1103250.0,
1968-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,1059000.0,1084000.0,
1968-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,1087000.0,1076000.0,
1968-05-01,0.5,1.3,,,1567.0,745.0,259.0,2740.0,8.2,78847.0,59.9,57.8,,3.0,,,,,,,,10788.0,,1933.0,,,,,
1968-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,1079000.0,1076000.0,
1968-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,1091000.0,1079000.0,
1968-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,1071000.0,1082000.0,
1968-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,1073000.0,1078500.0,
1968-06-01,0.5,1.2,,,1755.0,816.0,243.0,2938.0,7.9,79120.0,60.0,57.8,,3.01,,,,,,,,10752.0,,2052.0,,,1063000.0,1074500.0,
1968-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,1097000.0,1076000.0,
1968-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,1071000.0,1076000.0,
1968-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,1060000.0,1072750.0,
1968-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,1038000.0,1066500.0,
1968-07-01,0.5,1.3,,,1647.0,831.0,267.0,2883.0,8.4,78970.0,59.8,57.6,,3.03,,,,,,,,10678.0,,1950.0,,,,,
1968-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,1097000.0,1066500.0,
1968-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,1076000.0,1067750.0,
1968-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,1033000.0,1061000.0,
1968-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,1036000.0,1060500.0,
1968-08-01,0.5,1.4,,,1645.0,765.0,240.0,2768.0,8.3,78811.0,59.6,57.5,,3.04,,,,,,,,10597.0,,1962.0,,,,,
1968-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,1072000.0,1054250.0,
1968-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,1088000.0,1057250.0,
1968-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,1107000.0,1075750.0,
1968-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,1094000.0,1090250.0,
1968-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,1064000.0,1088250.0,
1968-09-01,0.5,1.3,,,1534.0,781.0,243.0,2686.0,8.2,78858.0,59.5,57.5,,3.07,,,,,,,,10863.0,,1946.0,,,,,
1968-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,1067000.0,1083000.0,
1968-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1044000.0,1067250.0,
1968-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,1047000.0,1055500.0,
1968-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,1048000.0,1051500.0,
1968-10-01,0.5,1.3,,,1507.0,799.0,252.0,2689.0,8.4,78913.0,59.5,57.5,,3.08,,,,,,,,10737.0,,1883.0,,,,,
1968-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,1060000.0,1049750.0,
1968-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,1045000.0,1050000.0,
1968-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,1035000.0,1047000.0,
1968-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,1033000.0,1043250.0,
1968-11-01,0.5,1.3,,,1593.0,768.0,226.0,2715.0,8.1,79209.0,59.6,57.6,,3.1,,,,,,,,10949.0,,1927.0,,,,,
1968-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,1028000.0,1035250.0,
1968-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,1028000.0,1031000.0,
1968-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,1076000.0,1041250.0,
1968-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,1023000.0,1038750.0,
1968-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,1056000.0,1045750.0,
1968-12-01,0.4,1.2,,,1527.0,800.0,191.0,2685.0,8.2,79463.0,59.7,57.7,,3.11,,,,,,,,11033.0,,1988.0,,,,,
1968-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,1063000.0,1054500.0,
1968-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1061000.0,1050750.0,
1968-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,1063000.0,1060750.0,
1968-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,1116000.0,1075750.0,
1969-01-01,0.4,1.2,,,1554.0,785.0,209.0,2718.0,8.1,79523.0,59.6,57.6,,3.12,,,,,,,,11015.0,,1914.0,,,,,
1969-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,1118000.0,1089500.0,
1969-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,1099000.0,1099000.0,
1969-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,1072000.0,1101250.0,
1969-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,1077000.0,1091500.0,
1969-02-01,0.4,1.2,,,1442.0,863.0,243.0,2692.0,7.9,80019.0,60.0,57.9,,3.14,,,,,,,,11064.0,,1952.0,,,1099000.0,1086750.0,
1969-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,1088000.0,1084000.0,
1969-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,1115000.0,1094750.0,
1969-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,1092000.0,1098500.0,
1969-03-01,0.4,1.2,,,1603.0,770.0,234.0,2712.0,7.9,80079.0,59.9,57.9,,3.16,,,,,,,,11011.0,,2044.0,,,1098000.0,1098250.0,
1969-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,1099000.0,1101000.0,
1969-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,1080000.0,1092250.0,
1969-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,1071000.0,1087000.0,
1969-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,1041000.0,1072750.0,
1969-04-01,0.5,1.3,,,1600.0,764.0,253.0,2758.0,7.9,80281.0,60.0,57.9,,3.18,,,,,,,,11264.0,,1951.0,,,,,
1969-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,1076000.0,1067000.0,
1969-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,1050000.0,1059500.0,
1969-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,1025000.0,1048000.0,
1969-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,992000.0,1035750.0,
1969-05-01,0.5,1.2,,,1649.0,657.0,261.0,2713.0,7.9,80125.0,59.8,57.8,,3.19,,,,,,,,11257.0,,1961.0,,,,,
1969-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,1003000.0,1017500.0,
1969-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,1018000.0,1009500.0,
1969-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,1007000.0,1005000.0,
1969-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,1006000.0,1008500.0,
1969-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,988000.0,1004750.0,
1969-06-01,0.5,1.2,,,1664.0,799.0,244.0,2816.0,7.7,80696.0,60.1,58.0,,3.21,,,,,,,,11299.0,,2092.0,,,,,
1969-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,992000.0,998250.0,
1969-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1010000.0,999000.0,
1969-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,1012000.0,1000500.0,
1969-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,1021000.0,1008750.0,
1969-07-01,0.5,1.3,,,1686.0,816.0,217.0,2868.0,7.8,80827.0,60.1,58.0,,3.22,,,,,,,,11234.0,,2004.0,,,,,
1969-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,1072000.0,1028750.0,
1969-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,1092000.0,1049250.0,
1969-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,1072000.0,1064250.0,
1969-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,1110000.0,1086500.0,
1969-08-01,0.5,1.2,,,1637.0,865.0,241.0,2856.0,7.9,81106.0,60.3,58.1,,3.24,,,,,,,,11207.0,,2142.0,,,,,
1969-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,1126000.0,1100000.0,
1969-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,1093000.0,1100250.0,
1969-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,1067000.0,1099000.0,
1969-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,1060000.0,1086500.0,
1969-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,1074000.0,1073500.0,
1969-09-01,0.5,1.2,,,1693.0,963.0,243.0,3040.0,8.0,81290.0,60.3,58.1,,3.26,,,,,,,,11307.0,,2190.0,,,,,
1969-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,1111000.0,1078000.0,
1969-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,1082000.0,1081750.0,
1969-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,1083000.0,1087500.0,
1969-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,1086000.0,1090500.0,
1969-10-01,0.5,1.3,,,1814.0,853.0,238.0,3049.0,7.6,81494.0,60.4,58.1,,3.28,,,,,,,,11568.0,,2165.0,,,,,
1969-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,1103000.0,1088500.0,
1969-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000.0,1093000.0,
1969-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,1118000.0,1101750.0,
1969-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,1136000.0,1114250.0,
1969-11-01,0.5,1.3,,,1580.0,888.0,246.0,2856.0,8.0,81397.0,60.2,58.1,,3.3,,,,,,,,11597.0,,2084.0,,,1143000.0,1124250.0,
1969-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,1146000.0,1135750.0,
1969-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,1181000.0,1151500.0,
1969-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,1158000.0,1157000.0,
1969-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,1211000.0,1174000.0,
1969-12-01,0.5,1.4,,,1585.0,883.0,281.0,2884.0,8.0,81624.0,60.2,58.1,,3.31,,,,,,,,11769.0,,2122.0,,,,,
1969-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,1226000.0,1194000.0,
1969-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,1233000.0,1207000.0,
1969-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,1252000.0,1230500.0,
1969-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,1304000.0,1253750.0,
1970-01-01,0.5,1.5,,,1800.0,933.0,288.0,3201.0,7.9,81981.0,60.4,58.0,,3.31,,,,,,,,11760.0,,2182.0,,,,,
1970-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,1332000.0,1280250.0,
1970-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,1353000.0,1310250.0,
1970-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,1371000.0,1340000.0,
1970-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,1388000.0,1361000.0,
1970-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,1385000.0,1374250.0,
1970-02-01,0.6,1.7,,,1950.0,1048.0,309.0,3453.0,8.0,82151.0,60.4,57.9,,3.33,,,,,,,,11749.0,,2186.0,,,,,
1970-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,1397000.0,1385250.0,
1970-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1445000.0,1403750.0,
1970-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,1412000.0,1409750.0,
1970-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,1430000.0,1421000.0,
1970-03-01,0.6,1.8,,,1978.0,1133.0,353.0,3635.0,8.3,82498.0,60.6,57.9,,3.36,,,,,,,,11926.0,,2236.0,,,,,
1970-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,1443000.0,1432500.0,
1970-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1456000.0,1435250.0,
1970-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,1498000.0,1456750.0,
1970-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,1537000.0,1483500.0,
1970-04-01,0.7,1.9,,,2139.0,1106.0,400.0,3797.0,8.2,82727.0,60.6,57.9,,3.36,,,,,,,,12173.0,,2631.0,,,,,
1970-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,1573000.0,1516000.0,
1970-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,1586000.0,1548500.0,
1970-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,1653000.0,1587250.0,
1970-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,1748000.0,1640000.0,
1970-05-01,0.7,2.2,,,2109.0,1241.0,360.0,3919.0,8.6,82483.0,60.3,57.5,,3.37,,,,,,,,11960.0,,2487.0,,,,,
1970-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,1811000.0,1699500.0,
1970-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,1847000.0,1764750.0,
1970-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,1840000.0,1811500.0,
1970-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,1827000.0,1831250.0,
1970-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,1807000.0,1830250.0,
1970-06-01,0.8,2.2,,,2100.0,1290.0,433.0,4071.0,8.6,82484.0,60.2,57.3,,3.4,,,,,,,,11854.0,,2353.0,,,,,
