date,Payrolls - New York-Newark-Jersey City (000s),Payrolls - Los Angeles-Long Beach-Anaheim (000s),Payrolls - Chicago-Naperville-Elgin (000s),Payrolls - Dallas-Fort Worth-Arlington (000s),Payrolls - Houston-Pasadena-The Woodlands (000s),Payrolls - Washington-Arlington-Alexandria (000s),Payrolls - Philadelphia-Camden-Wilmington (000s),Payrolls - Atlanta-Sandy Springs-Roswell (000s),Payrolls - Miami-Fort Lauderdale-West Palm Beach (000s),Payrolls - Boston-Cambridge-Newton (000s),Payrolls - Phoenix-Mesa-Chandler (000s),Payrolls - Seattle-Tacoma-Bellevue (000s),Payrolls - Detroit-Warren-Dearborn (000s),Payrolls - Minneapolis-St. Paul-Bloomington (000s),Payrolls - Riverside-San Bernardino-Ontario (000s),Payrolls - Denver-Aurora-Centennial (000s),Payrolls - San Diego-Chula Vista-Carlsbad (000s),Payrolls - Tampa-St. Petersburg-Clearwater (000s),Payrolls - Orlando-Kissimmee-Sanford (000s),Payrolls - Baltimore-Columbia-Towson (000s),Payrolls - Austin-Round Rock-San Marcos (000s),Payrolls - Charlotte-Concord-Gastonia (000s),Payrolls - Portland-Vancouver-Hillsboro (000s),Payrolls - Nashville-Davidson-Murfreesboro-Franklin (000s),Payrolls - Pittsburgh (000s),Payrolls - San Antonio-New Braunfels (000s),"Payrolls - Columbus, OH (000s)",Payrolls - Las Vegas-Henderson-North Las Vegas (000s),Payrolls - Cincinnati (000s),Payrolls - Indianapolis-Carmel-Greenwood (000s),Payrolls - Kansas City (000s),Payrolls - Sacramento-Roseville-Folsom (000s),Payrolls - Cleveland (000s),Payrolls - Salt Lake City-Murray (000s),Payrolls - Raleigh-Cary (000s),Payrolls - San Francisco-Oakland-Fremont (000s),Payrolls - San Jose-Sunnyvale-Santa Clara (000s),Payrolls - Santa Rosa-Petaluma (000s),Payrolls - Vallejo (000s),Payrolls - Napa (000s)
2022-02-01,9486.7,6152.8,4597.1,3986.8,3184.4,3258.4,2977.5,2955.8,2763.8,2700.1,2290.6,2081.0,1994.0,1930.9,1659.4,1574.9,1515.7,1457.9,1373.2,1402.4,1242.2,1304.5,1216.4,1106.3,1165.5,1108.7,1137.7,1059.0,1126.4,1110.6,1106.8,1047.4,1063.5,790.7,691.0,2442.9,1137.9,202.1,139.1,71.2
2022-03-01,9509.9,6166.5,4606.9,3998.3,3193.7,3255.6,2985.1,2963.7,2766.4,2702.1,2292.6,2088.6,2002.7,1926.6,1662.2,1580.6,1522.1,1460.0,1377.8,1396.3,1247.0,1308.2,1217.6,1111.4,1167.0,1111.8,1137.5,1066.2,1127.5,1114.3,1103.6,1051.1,1064.0,793.9,694.4,2452.2,1142.3,203.4,139.9,71.8
2022-04-01,9545.9,6192.8,4615.2,4028.6,3218.5,3270.0,2994.3,2977.7,2788.5,2712.0,2313.4,2093.7,2011.9,1938.0,1655.7,1592.4,1527.6,1472.7,1387.2,1402.8,1260.9,1312.4,1220.1,1117.0,1169.8,1115.2,1137.8,1076.9,1133.2,1118.3,1103.1,1054.2,1072.2,796.2,698.1,2456.9,1147.9,203.9,139.9,72.4
2022-05-01,9571.4,6191.9,4617.0,4037.3,3225.7,3273.4,2998.6,2981.9,2799.2,2708.4,2326.6,2095.8,2006.3,1937.7,1656.2,1592.2,1529.5,1477.0,1391.3,1404.3,1264.0,1314.9,1221.3,1120.4,1171.7,1116.9,1132.1,1082.2,1133.4,1118.3,1104.9,1055.3,1071.8,797.1,698.1,2462.0,1148.9,203.8,140.3,72.1
2022-06-01,9598.5,6208.7,4614.7,4044.3,3229.5,3254.7,2998.2,2982.5,2807.0,2712.6,2329.3,2096.9,2006.1,1933.9,1660.6,1586.7,1531.5,1479.5,1398.1,1395.4,1268.0,1315.1,1220.3,1125.2,1166.5,1120.3,1127.8,1086.1,1132.0,1118.0,1103.3,1055.6,1069.2,800.0,703.2,2470.3,1151.2,204.1,140.5,71.9
2022-07-01,9661.7,6226.3,4645.2,4096.6,3275.4,3293.7,3024.5,3016.2,2828.6,2726.4,2341.6,2106.6,2023.3,1946.2,1665.6,1596.2,1533.8,1488.7,1416.0,1409.7,1294.4,1322.7,1235.2,1129.6,1174.8,1129.4,1137.1,1090.5,1138.1,1126.8,1119.7,1061.3,1074.5,804.5,710.6,2471.3,1153.4,204.7,141.8,72.8
2022-08-01,9686.3,6227.6,4652.0,4113.8,3286.8,3302.6,3029.1,3019.4,2834.4,2730.9,2347.2,2115.9,2018.6,1947.3,1669.5,1600.3,1536.9,1495.9,1422.4,1414.6,1301.8,1324.6,1237.5,1134.7,1172.9,1132.2,1137.3,1093.8,1142.6,1129.5,1122.0,1063.1,1076.5,806.9,711.2,2477.2,1157.0,204.9,140.8,72.9
2022-09-01,9677.6,6231.1,4653.8,4124.4,3296.2,3306.0,3032.9,3026.1,2846.8,2733.3,2351.8,2111.6,2019.3,1945.2,1673.9,1601.6,1545.3,1499.1,1429.4,1417.2,1306.3,1327.9,1233.3,1139.6,1177.7,1137.6,1137.3,1098.3,1144.5,1132.1,1119.9,1063.8,1076.4,808.1,711.7,2473.8,1160.1,204.4,140.6,73.4
2022-10-01,9700.2,6226.2,4657.9,4140.0,3308.8,3302.8,3032.7,3034.3,2852.6,2735.2,2355.2,2112.0,2030.2,1946.6,1661.9,1608.3,1541.2,1500.5,1434.7,1404.6,1310.7,1328.5,1232.9,1141.0,1178.4,1138.4,1136.3,1098.3,1144.3,1132.9,1123.8,1061.3,1078.6,807.5,711.1,2469.5,1159.1,204.4,139.4,72.9
2022-11-01,9718.7,6221.4,4657.1,4148.1,3317.4,3309.5,3036.3,3037.9,2856.1,2738.7,2362.2,2109.3,2031.0,1948.9,1660.5,1612.4,1542.2,1504.2,1435.3,1405.7,1314.9,1329.8,1232.4,1142.8,1179.3,1139.8,1136.9,1100.5,1146.5,1134.3,1127.0,1064.3,1079.4,807.7,713.5,2474.3,1161.2,204.0,139.0,73.4
2022-12-01,9727.2,6234.8,4663.1,4146.4,3325.0,3307.1,3040.1,3036.6,2862.3,2732.6,2361.7,2112.2,2028.2,1949.8,1665.6,1612.6,1547.2,1507.9,1440.4,1407.7,1318.4,1331.6,1234.3,1144.2,1179.7,1142.8,1136.3,1101.8,1145.7,1136.3,1128.2,1066.0,1079.9,807.8,714.6,2469.9,1160.8,204.1,139.6,73.7
2023-01-01,9764.5,6228.5,4701.2,4167.6,3341.8,3322.6,3058.4,3045.7,2869.1,2744.9,2368.4,2118.9,2039.8,1962.4,1666.5,1615.3,1544.9,1513.8,1445.2,1413.1,1324.3,1339.6,1252.7,1151.3,1185.6,1148.7,1147.1,1110.8,1154.4,1144.2,1131.3,1062.5,1083.1,810.1,717.8,2466.8,1161.8,203.4,140.1,73.8
2023-02-01,9779.1,6220.7,4704.8,4170.5,3348.7,3326.7,3061.1,3047.5,2874.3,2748.0,2374.1,2119.3,2036.2,1962.8,1670.9,1616.8,1548.8,1515.8,1449.6,1413.9,1328.1,1342.5,1249.8,1153.6,1184.8,1151.1,1149.6,1112.8,1156.2,1145.1,1131.7,1066.3,1082.5,811.7,720.5,2467.2,1162.7,204.5,141.9,74.1
2023-03-01,9785.4,6218.5,4706.3,4181.7,3356.2,3329.1,3063.5,3048.9,2880.7,2750.1,2374.7,2118.7,2040.1,1964.3,1670.7,1623.2,1549.3,1518.5,1453.3,1414.7,1334.1,1344.4,1247.8,1155.8,1184.9,1157.2,1149.6,1116.5,1158.3,1146.8,1133.3,1065.5,1082.1,812.3,722.4,2463.4,1159.1,204.0,140.2,73.9
2023-04-01,9736.9,6213.6,4703.1,4186.4,3360.2,3332.6,3058.0,3049.8,2889.5,2748.5,2394.6,2119.8,2042.0,1960.1,1673.1,1625.9,1546.0,1523.6,1457.2,1424.6,1334.5,1344.3,1246.2,1159.1,1186.0,1155.4,1152.9,1115.2,1155.5,1149.3,1134.1,1065.2,1077.5,814.1,721.2,2463.7,1156.2,203.4,140.7,74.0
2023-05-01,9793.5,6226.1,4703.7,4190.1,3364.8,3339.1,3066.7,3050.8,2899.6,2750.5,2402.6,2120.0,2046.2,1967.1,1680.9,1628.8,1554.1,1524.3,1462.3,1428.2,1337.0,1347.1,1246.0,1160.1,1186.2,1156.5,1153.0,1119.7,1156.4,1152.9,1136.9,1071.8,1079.5,816.8,724.0,2464.3,1154.7,204.7,141.6,74.2
2023-06-01,9823.4,6234.4,4720.8,4200.1,3376.0,3345.2,3072.2,3061.6,2912.3,2753.7,2413.2,2127.7,2053.6,1973.4,1684.4,1632.4,1556.5,1529.7,1468.7,1432.2,1344.2,1353.8,1249.9,1168.5,1189.8,1163.5,1155.9,1126.4,1158.7,1152.1,1142.2,1074.5,1083.6,822.2,732.2,2464.3,1153.6,204.8,142.4,74.2
2023-07-01,9817.4,6220.5,4700.9,4208.6,3379.7,3341.4,3077.8,3063.2,2914.3,2756.0,2414.9,2111.2,2053.3,1969.7,1678.3,1633.0,1554.0,1532.6,1467.8,1433.0,1343.4,1353.5,1246.5,1164.0,1191.0,1161.0,1156.2,1121.1,1157.8,1151.4,1146.5,1075.2,1082.3,818.8,730.6,2453.0,1150.0,204.8,143.3,74.3
2023-08-01,9833.2,6219.7,4705.7,4215.0,3388.8,3348.0,3081.5,3069.5,2914.9,2758.3,2423.3,2111.0,2046.8,1970.7,1684.0,1635.7,1557.9,1535.4,1467.3,1434.0,1346.3,1354.9,1246.3,1164.3,1192.0,1162.8,1158.5,1121.7,1157.2,1157.8,1137.8,1076.1,1083.6,819.2,732.3,2455.3,1150.6,204.7,143.5,74.0
2023-09-01,9838.1,6230.6,4710.2,4218.5,3401.3,3349.0,3088.3,3077.6,2923.0,2762.2,2431.8,2109.5,2052.2,1974.9,1692.9,1633.8,1563.0,1535.4,1471.8,1435.8,1348.3,1356.3,1247.4,1169.6,1192.8,1166.9,1158.9,1130.8,1158.7,1160.8,1141.7,1079.3,1085.0,821.9,733.3,2456.2,1154.3,205.6,144.6,74.0
2023-10-01,9831.4,6222.9,4700.7,4216.6,3399.7,3349.9,3084.0,3076.1,2934.5,2760.7,2400.7,2106.8,2042.3,1975.9,1684.3,1628.2,1554.8,1538.2,1474.5,1434.6,1351.8,1357.4,1245.5,1171.5,1193.8,1169.9,1159.7,1134.2,1157.0,1161.0,1142.8,1078.5,1083.1,820.5,735.6,2450.2,1150.1,204.2,144.9,74.4
2023-11-01,9843.1,6219.9,4701.8,4224.6,3399.8,3353.0,3086.0,3078.8,2939.1,2761.6,2413.4,2111.2,2043.2,1974.4,1687.8,1624.3,1556.4,1540.4,1477.7,1438.5,1354.9,1358.9,1247.5,1175.9,1195.2,1171.1,1158.6,1136.9,1156.5,1163.0,1144.4,1082.7,1083.8,821.0,737.2,2450.2,1147.1,204.3,144.9,74.4
2023-12-01,9876.2,6258.3,4710.6,4227.5,3406.4,3359.2,3088.3,3082.9,2945.8,2763.6,2424.6,2116.6,2052.0,1974.1,1685.9,1630.1,1560.8,1540.7,1478.6,1439.9,1357.2,1361.5,1246.6,1177.6,1197.6,1171.2,1157.8,1142.4,1157.0,1164.4,1145.6,1081.6,1085.9,821.8,742.8,2451.0,1149.9,203.8,145.6,74.3
2024-01-01,9887.9,6319.6,4712.6,4236.7,3410.0,3375.3,3088.6,3087.2,2946.7,2759.8,2448.5,2118.6,2052.3,1975.9,1697.8,1628.7,1573.2,1543.8,1482.3,1460.7,1359.5,1359.4,1244.1,1176.0,1200.3,1174.7,1161.1,1142.8,1156.5,1164.0,1144.1,1088.8,1086.7,823.5,741.3,2462.6,1162.9,205.9,145.8,75.0
2024-02-01,9908.0,6289.8,4717.6,4239.6,3414.6,3373.5,3094.1,3086.5,2947.7,2761.2,2452.2,2124.6,2049.2,1975.8,1690.8,1635.7,1566.8,1544.5,1485.1,1458.3,1363.2,1362.4,1246.1,1178.1,1202.0,1173.8,1161.5,1148.2,1157.3,1167.9,1153.8,1084.4,1087.6,823.8,742.8,2448.8,1155.9,204.4,145.1,74.4
2024-03-01,9931.3,6292.3,4725.4,4240.8,3422.4,3382.4,3098.4,3098.5,2952.6,2766.3,2455.6,2130.4,2052.3,1984.4,1691.4,1639.2,1569.0,1545.5,1488.6,1458.0,1365.8,1363.2,1245.5,1184.3,1201.8,1175.8,1164.0,1146.5,1159.2,1167.9,1154.3,1088.1,1089.2,826.2,745.3,2447.6,1154.8,204.7,145.3,74.6
2024-04-01,9940.1,6277.2,4722.1,4244.2,3425.0,3378.2,3097.6,3101.2,2957.6,2759.1,2453.6,2125.8,2052.4,1982.4,1695.2,1631.4,1565.7,1545.9,1488.3,1454.2,1367.9,1366.0,1244.5,1181.1,1200.0,1178.1,1165.1,1146.5,1159.2,1170.7,1156.8,1087.8,1087.9,822.9,747.3,2441.4,1149.8,203.3,145.0,74.4
2024-05-01,9955.0,6266.8,4727.3,4251.8,3429.0,3382.4,3099.4,3106.2,2958.0,2760.4,2454.1,2129.9,2057.8,1984.3,1693.8,1637.3,1563.4,1547.3,1489.1,1453.7,1370.8,1367.0,1244.4,1183.7,1200.5,1180.6,1170.8,1149.7,1160.1,1176.0,1156.9,1088.7,1088.2,825.2,749.3,2442.6,1150.3,203.3,144.9,74.4
2024-06-01,9969.3,6257.4,4725.5,4256.6,3433.8,3384.2,3102.2,3106.6,2958.4,2766.1,2453.1,2128.7,2055.6,1992.3,1694.3,1641.3,1563.3,1549.0,1487.3,1454.7,1372.6,1367.7,1246.5,1190.0,1200.4,1182.4,1174.2,1145.2,1160.1,1173.9,1159.9,1089.2,1087.4,825.7,749.0,2435.9,1147.3,203.6,144.5,74.8
2024-07-01,9961.9,6280.6,4721.3,4263.0,3409.2,3393.1,3099.8,3106.8,2964.0,2757.8,2453.8,2127.7,2043.0,1981.3,1692.9,1639.3,1567.8,1547.6,1487.4,1456.5,1376.0,1366.9,1244.4,1184.2,1201.4,1181.6,1174.2,1141.4,1163.0,1170.3,1156.5,1089.6,1087.2,826.5,749.3,2434.5,1148.5,203.3,144.6,74.5
2024-08-01,9972.7,6280.1,4723.0,4271.4,3448.9,3392.3,3104.8,3107.9,2968.0,2760.2,2456.0,2127.2,2054.2,1986.1,1697.7,1640.1,1564.8,1547.3,1489.8,1456.2,1379.1,1368.3,1245.0,1185.5,1200.2,1186.1,1176.7,1143.8,1163.7,1173.2,1162.5,1093.0,1087.0,828.1,751.1,2429.0,1148.5,203.9,144.6,75.2
2024-09-01,10003.5,6287.2,4733.0,4276.5,3455.3,3401.6,3111.6,3109.1,2973.2,2760.0,2460.7,2133.0,2057.8,1989.4,1703.6,1644.3,1566.2,1550.9,1492.8,1458.5,1384.8,1370.9,1246.0,1185.7,1203.4,1185.8,1180.7,1146.7,1166.7,1174.8,1165.4,1094.4,1087.2,830.2,751.9,2427.0,1147.5,203.8,145.1,75.2
2024-10-01,10013.6,6314.8,4736.7,4283.1,3459.7,3403.5,3113.2,3110.5,2963.0,2761.5,2459.7,2093.4,2048.0,1989.4,1711.1,1642.6,1567.7,1517.0,1476.4,1459.2,1386.6,1373.1,1245.5,1184.5,1203.9,1186.0,1182.6,1148.4,1169.6,1177.3,1166.2,1097.8,1087.1,832.1,752.5,2427.9,1147.4,204.2,146.1,75.0
2024-11-01,10026.6,6308.0,4737.9,4289.5,3463.1,3408.2,3116.5,3113.0,2977.8,2760.7,2465.4,2124.8,2051.0,1993.1,1714.3,1643.8,1567.7,1548.5,1491.9,1459.1,1389.4,1374.0,1243.7,1185.0,1203.8,1187.7,1184.7,1148.5,1168.7,1179.4,1164.5,1097.0,1087.6,833.7,755.5,2424.4,1147.7,204.0,145.6,74.6
2024-12-01,10041.3,6283.7,4747.1,4296.1,3465.9,3411.5,3118.8,3113.0,2978.6,2759.0,2464.7,2132.6,2048.9,1995.2,1712.4,1644.4,1565.7,1548.5,1492.5,1460.6,1392.3,1374.7,1243.8,1185.2,1203.8,1189.5,1187.4,1150.0,1170.0,1179.8,1164.1,1097.6,1086.1,834.0,753.8,2417.3,1147.7,204.1,144.9,74.4
2025-01-01,10062.7,6281.9,4757.8,4290.0,3466.8,3405.6,3129.6,3111.1,2987.8,2759.9,2467.0,2130.5,2036.9,1994.0,1712.4,1649.8,1568.4,1553.4,1495.1,1460.8,1395.7,1377.0,1247.5,1188.6,1203.2,1189.1,1187.1,1149.1,1163.7,1178.5,1148.4,1100.0,1085.4,835.2,758.2,2425.4,1153.5,204.6,146.2,74.7
2025-02-01,10076.1,6277.4,4760.4,4296.2,3468.3,3404.7,3126.8,3112.0,2991.6,2754.1,2465.2,2125.7,2044.6,1993.1,1712.5,1637.2,1565.5,1555.4,1494.0,1459.3,1395.9,1376.8,1241.4,1187.8,1202.9,1189.7,1186.8,1147.8,1168.7,1179.0,1161.7,1098.2,1085.7,834.5,758.2,2419.4,1152.5,203.0,146.4,74.5
2025-03-01,10087.4,6278.3,4756.8,4301.0,3468.2,3402.7,3128.6,3107.1,2992.9,2752.8,2466.3,2123.1,2042.4,1993.4,1715.6,1640.9,1563.9,1557.0,1494.0,1459.3,1397.3,1378.1,1237.5,1186.9,1203.6,1189.5,1189.5,1152.1,1167.9,1180.5,1164.8,1099.9,1084.6,836.0,759.1,2419.1,1153.3,203.6,146.7,74.4
2025-04-01,9997.6,6312.2,4759.7,4309.9,3476.7,3396.9,3128.5,3113.8,2991.4,2750.6,2464.8,2126.4,2045.8,2003.2,1720.2,1642.5,1567.8,1555.7,1495.8,1453.8,1401.6,1380.1,1240.3,1193.6,1205.1,1192.3,1190.4,1155.9,1171.6,1181.5,1167.2,1102.9,1085.8,838.0,762.7,2418.7,1157.3,204.5,146.6,74.3
2025-05-01,10025.5,6307.7,4762.0,4315.1,3473.2,3396.4,3131.2,3114.9,2990.8,2747.1,2462.3,2133.6,2047.6,1999.2,1719.7,1643.5,1566.5,1555.4,1496.3,1454.0,1404.2,1382.4,1239.7,1193.7,1205.5,1192.1,1191.8,1156.8,1172.4,1182.2,1166.9,1102.1,1086.7,838.5,765.1,2417.1,1157.1,204.3,146.3,74.5
2025-06-01,10000.1,6287.9,4752.0,4304.6,3468.7,3384.6,3130.0,3108.2,2988.1,2736.0,2461.3,2130.0,2043.5,1994.2,1716.8,1628.4,1563.1,1551.0,1496.9,1450.3,1398.4,1383.9,1236.6,1189.3,1204.7,1185.6,1192.5,1152.5,1165.6,1181.2,1163.8,1100.9,1085.7,838.2,764.6,2414.2,1154.6,204.3,146.2,74.1
2025-07-01,10002.1,6279.3,4753.6,4316.2,3467.5,3376.7,3128.7,3119.5,2979.0,2739.8,2462.2,2124.1,2039.9,1992.7,1715.6,1641.8,1561.9,1549.7,1498.4,1444.8,1405.4,1385.7,1235.4,1189.2,1204.3,1185.9,1196.0,1166.9,1168.5,1181.6,1170.6,1099.7,1086.7,838.3,766.8,2416.6,1159.0,204.1,145.4,73.9
2025-08-01,10007.1,6289.5,4748.1,4316.4,3469.7,3367.2,3128.5,3120.5,2976.5,2735.2,2459.3,2120.8,2039.9,1994.7,1716.9,1642.1,1560.6,1548.9,1499.9,1446.4,1407.0,1386.4,1234.3,1193.8,1205.7,1186.4,1196.8,1172.7,1171.4,1184.9,1169.1,1100.8,1085.8,839.5,767.1,2416.5,1159.3,204.1,145.9,74.2
2025-09-01,10012.7,6271.3,4746.4,4318.6,3469.0,3359.9,3128.3,3118.5,2970.4,2732.4,2456.2,2120.0,2036.4,1998.1,1719.1,1641.9,1560.3,1547.7,1498.2,1444.8,1408.2,1385.3,1228.6,1190.2,1204.9,1185.1,1198.2,1165.6,1170.3,1181.8,1169.7,1100.3,1084.3,839.7,769.6,2416.9,1160.8,203.9,145.8,74.0
2025-10-01,10000.3,6275.7,4747.4,4308.0,3466.8,3311.5,3128.9,3109.0,2956.9,2729.4,2456.6,2121.4,2035.5,1994.4,1716.0,1643.1,1564.3,1545.4,1494.8,1432.8,1399.5,1386.4,1220.3,1188.5,1207.2,1182.4,1194.0,1166.1,1168.7,1173.4,1168.4,1103.3,1081.7,840.9,767.4,2421.5,1161.7,204.2,146.3,75.1
2025-11-01,9995.1,6280.7,4749.5,4311.9,3473.9,3311.7,3130.3,3110.5,2960.5,2727.6,2459.0,2121.6,2032.4,1994.5,1719.9,1640.9,1566.9,1547.3,1495.4,1436.1,1403.3,1389.5,1222.2,1193.7,1206.8,1184.3,1193.0,1165.9,1167.7,1169.3,1169.8,1105.5,1079.7,842.3,769.2,2425.8,1162.3,204.6,146.4,75.3
2025-12-01,10037.9,6282.4,4756.9,4319.6,3479.9,3312.4,3136.2,3113.8,2962.0,2729.2,2461.2,2127.0,2034.0,1994.3,1723.5,1642.6,1568.5,1549.2,1497.1,1436.0,1409.8,1391.7,1222.8,1196.5,1208.0,1186.7,1191.7,1169.2,1167.2,1167.9,1169.5,1106.9,1079.5,843.7,770.2,2426.1,1165.0,205.0,146.3,75.0
2026-01-01,10070.6,6307.8,4753.0,4323.5,3483.0,3303.2,3139.5,3110.9,2966.2,2729.8,2466.7,2123.5,2035.6,1995.2,1728.5,1645.1,1576.2,1549.0,1501.3,1444.0,1414.0,1390.7,1221.8,1197.1,1209.7,1192.3,1193.4,1171.8,1170.2,1170.9,1171.1,1108.3,1084.1,842.6,771.8,2429.6,1168.7,206.0,147.0,75.0
2026-02-01,10049.9,6288.7,4746.8,4319.9,3483.3,3293.0,3126.3,3108.3,2973.9,2728.8,2478.8,2120.7,2030.4,1991.6,1721.9,1632.8,1571.3,1550.7,1497.7,1440.1,1412.2,1389.2,1214.5,1194.6,1202.5,1188.8,1190.7,1172.3,1171.7,1170.1,1167.9,1106.8,1082.5,844.0,771.8,2430.6,1170.5,205.3,146.6,75.3
2026-03-01,10049.8,6297.7,4754.7,4340.8,3494.4,3299.3,3133.8,3119.9,2981.8,2732.1,2477.8,2122.1,2031.5,1991.9,1727.1,1633.0,1576.7,1552.0,1504.7,1441.6,1414.3,1391.5,1210.7,1197.4,1203.0,1192.3,1195.3,1176.5,1172.4,1173.9,1166.8,1107.6,1085.4,845.1,773.4,2430.3,1171.1,205.9,147.3,75.3
2026-04-01,10054.2,6297.6,4761.7,4343.9,3492.5,3302.9,3139.6,3129.1,2986.9,2739.2,2482.2,2128.1,2033.3,2000.3,1727.4,1638.2,1578.3,1556.2,1513.5,1442.0,1418.5,1397.4,1210.7,1197.6,1201.6,1193.3,1192.6,1175.4,1174.5,1172.9,1171.8,1108.2,1087.5,850.0,780.6,2428.8,1172.0,206.3,147.6,75.3
2026-05-01,10064.4,6298.0,4761.2,4348.6,3498.4,3302.9,3139.4,3124.8,2984.2,2738.7,2481.9,2135.3,2030.7,2006.7,1725.4,1637.7,1578.3,1555.4,1515.5,1442.4,1420.6,1399.8,1211.3,1201.3,1200.9,1194.8,1190.2,1175.1,1172.7,1172.0,1171.6,1107.5,1090.1,853.5,783.9,2426.5,1174.3,205.9,146.6,75.6
2026-06-01,10054.5,6311.1,4757.1,4361.8,3507.7,3311.0,3138.8,3116.3,2982.3,2747.9,2483.5,2133.8,2034.0,2015.1,1724.7,1638.5,1577.4,1554.0,1516.0,1443.8,1426.3,1400.4,1213.7,1204.7,1199.9,1193.8,1189.7,1174.5,1172.9,1168.5,1171.3,1106.1,1091.4,856.7,783.0,2424.8,1171.9,206.1,146.4,75.6
2026-07-01,10075.2,6307.0,4754.2,4362.6,3508.3,3315.1,3133.2,3115.5,2980.1,2747.2,2484.8,2136.9,2036.0,2016.8,1723.8,1646.3,1573.5,1555.0,1511.7,1444.3,1427.8,1402.8,1212.7,1202.8,1197.6,1195.9,1190.7,1176.8,1174.5,1169.6,1173.7,1103.6,1091.4,858.9,784.1,2424.1,1175.2,205.2,146.6,75.5
