date,Median Household Income (current $),Real Median Household Income (2024 $),Average Hourly Earnings (Total Private),Real Disposable Personal Income Per Capita
1972-08-01,,,,20190.0
1972-09-01,,,,20249.0
1972-10-01,,,,20739.0
1972-11-01,,,,20952.0
1972-12-01,,,,21029.0
1973-01-01,,,,20904.0
1973-02-01,,,,21046.0
1973-03-01,,,,21108.0
1973-04-01,,,,21119.0
1973-05-01,,,,21142.0
1973-06-01,,,,21188.0
1973-07-01,,,,21222.0
1973-08-01,,,,21134.0
1973-09-01,,,,21222.0
1973-10-01,,,,21392.0
1973-11-01,,,,21410.0
1973-12-01,,,,21316.0
1974-01-01,,,,21146.0
1974-02-01,,,,20973.0
1974-03-01,,,,20809.0
1974-04-01,,,,20779.0
1974-05-01,,,,20743.0
1974-06-01,,,,20684.0
1974-07-01,,,,20746.0
1974-08-01,,,,20699.0
1974-09-01,,,,20658.0
1974-10-01,,,,20708.0
1974-11-01,,,,20582.0
1974-12-01,,,,20570.0
1975-01-01,,,,20546.0
1975-02-01,,,,20546.0
1975-03-01,,,,20551.0
1975-04-01,,,,20911.0
1975-05-01,,,,22097.0
1975-06-01,,,,21332.0
1975-07-01,,,,20982.0
1975-08-01,,,,21101.0
1975-09-01,,,,21134.0
1975-10-01,,,,21203.0
1975-11-01,,,,21171.0
1975-12-01,,,,21175.0
1976-01-01,,,,21297.0
1976-02-01,,,,21415.0
1976-03-01,,,,21465.0
1976-04-01,,,,21478.0
1976-05-01,,,,21462.0
1976-06-01,,,,21465.0
1976-07-01,,,,21570.0
1976-08-01,,,,21593.0
1976-09-01,,,,21578.0
1976-10-01,,,,21521.0
1976-11-01,,,,21696.0
1976-12-01,,,,21762.0
1977-01-01,,,,21702.0
1977-02-01,,,,21494.0
1977-03-01,,,,21778.0
1977-04-01,,,,21794.0
1977-05-01,,,,21780.0
1977-06-01,,,,21852.0
1977-07-01,,,,21972.0
1977-08-01,,,,22039.0
1977-09-01,,,,22137.0
1977-10-01,,,,22277.0
1977-11-01,,,,22435.0
1977-12-01,,,,22510.0
1978-01-01,,,,22396.0
1978-02-01,,,,22514.0
1978-03-01,,,,22682.0
1978-04-01,,,,22741.0
1978-05-01,,,,22707.0
1978-06-01,,,,22687.0
1978-07-01,,,,22779.0
1978-08-01,,,,22851.0
1978-09-01,,,,22834.0
1978-10-01,,,,22873.0
1978-11-01,,,,22873.0
1978-12-01,,,,22967.0
1979-01-01,,,,23056.0
1979-02-01,,,,23131.0
1979-03-01,,,,23173.0
1979-04-01,,,,22964.0
1979-05-01,,,,22837.0
1979-06-01,,,,22756.0
1979-07-01,,,,22899.0
1979-08-01,,,,22907.0
1979-09-01,,,,22863.0
1979-10-01,,,,22828.0
1979-11-01,,,,22869.0
1979-12-01,,,,22896.0
1980-01-01,,,,23036.0
1980-02-01,,,,22894.0
1980-03-01,,,,22731.0
1980-04-01,,,,22687.0
1980-05-01,,,,22580.0
1980-06-01,,,,22604.0
1980-07-01,,,,22778.0
1980-08-01,,,,22777.0
1980-09-01,,,,22850.0
1980-10-01,,,,23006.0
1980-11-01,,,,23020.0
1980-12-01,,,,23108.0
1981-01-01,,,,23000.0
1981-02-01,,,,22912.0
1981-03-01,,,,22957.0
1981-04-01,,,,22873.0
1981-05-01,,,,22897.0
1981-06-01,,,,23001.0
1981-07-01,,,,23342.0
1981-08-01,,,,23387.0
1981-09-01,,,,23322.0
1981-10-01,,,,23327.0
1981-11-01,,,,23321.0
1981-12-01,,,,23272.0
1982-01-01,,,,23287.0
1982-02-01,,,,23335.0
1982-03-01,,,,23315.0
1982-04-01,,,,23531.0
1982-05-01,,,,23416.0
1982-06-01,,,,23271.0
1982-07-01,,,,23464.0
1982-08-01,,,,23481.0
1982-09-01,,,,23453.0
1982-10-01,,,,23410.0
1982-11-01,,,,23487.0
1982-12-01,,,,23585.0
1983-01-01,,,,23651.0
1983-02-01,,,,23647.0
1983-03-01,,,,23745.0
1983-04-01,,,,23781.0
1983-05-01,,,,23812.0
1983-06-01,,,,23811.0
1983-07-01,,,,24091.0
1983-08-01,,,,24023.0
1983-09-01,,,,24174.0
1983-10-01,,,,24368.0
1983-11-01,,,,24558.0
1983-12-01,,,,24758.0
1984-01-01,22420.0,60420.0,,24851.0
1984-02-01,,,,24978.0
1984-03-01,,,,25121.0
1984-04-01,,,,25274.0
1984-05-01,,,,25293.0
1984-06-01,,,,25440.0
1984-07-01,,,,25450.0
1984-08-01,,,,25601.0
1984-09-01,,,,25760.0
1984-10-01,,,,25643.0
1984-11-01,,,,25737.0
1984-12-01,,,,25878.0
1985-01-01,23620.0,61570.0,,25855.0
1985-02-01,,,,25604.0
1985-03-01,,,,25473.0
1985-04-01,,,,25882.0
1985-05-01,,,,26497.0
1985-06-01,,,,25922.0
1985-07-01,,,,25957.0
1985-08-01,,,,25918.0
1985-09-01,,,,26008.0
1985-10-01,,,,26119.0
1985-11-01,,,,26142.0
1985-12-01,,,,26283.0
1986-01-01,24900.0,63850.0,,26317.0
1986-02-01,,,,26439.0
1986-03-01,,,,26692.0
1986-04-01,,,,26773.0
1986-05-01,,,,26775.0
1986-06-01,,,,26729.0
1986-07-01,,,,26840.0
1986-08-01,,,,26848.0
1986-09-01,,,,26839.0
1986-10-01,,,,26789.0
1986-11-01,,,,26772.0
1986-12-01,,,,26784.0
1987-01-01,26060.0,64650.0,,26851.0
1987-02-01,,,,26962.0
1987-03-01,,,,26967.0
1987-04-01,,,,25924.0
1987-05-01,,,,26955.0
1987-06-01,,,,26895.0
1987-07-01,,,,26948.0
1987-08-01,,,,27040.0
1987-09-01,,,,27022.0
1987-10-01,,,,27180.0
1987-11-01,,,,27277.0
1987-12-01,,,,27518.0
1988-01-01,27230.0,65130.0,,27576.0
1988-02-01,,,,27737.0
1988-03-01,,,,27845.0
1988-04-01,,,,27932.0
1988-05-01,,,,27959.0
1988-06-01,,,,28045.0
1988-07-01,,,,28141.0
1988-08-01,,,,28198.0
1988-09-01,,,,28229.0
1988-10-01,,,,28357.0
1988-11-01,,,,28344.0
1988-12-01,,,,28460.0
1989-01-01,28910.0,66240.0,,28556.0
1989-02-01,,,,28617.0
1989-03-01,,,,28736.0
1989-04-01,,,,28564.0
1989-05-01,,,,28408.0
1989-06-01,,,,28463.0
1989-07-01,,,,28535.0
1989-08-01,,,,28584.0
1989-09-01,,,,28641.0
1989-10-01,,,,28757.0
1989-11-01,,,,28762.0
1989-12-01,,,,28743.0
1990-01-01,29940.0,65440.0,,28895.0
1990-02-01,,,,28938.0
1990-03-01,,,,28923.0
1990-04-01,,,,29079.0
1990-05-01,,,,29017.0
1990-06-01,,,,29030.0
1990-07-01,,,,29101.0
1990-08-01,,,,28887.0
1990-09-01,,,,28843.0
1990-10-01,,,,28578.0
1990-11-01,,,,28558.0
1990-12-01,,,,28697.0
1991-01-01,30130.0,63530.0,,28593.0
1991-02-01,,,,28609.0
1991-03-01,,,,28629.0
1991-04-01,,,,28713.0
1991-05-01,,,,28687.0
1991-06-01,,,,28801.0
1991-07-01,,,,28709.0
1991-08-01,,,,28737.0
1991-09-01,,,,28778.0
1991-10-01,,,,28785.0
1991-11-01,,,,28796.0
1991-12-01,,,,29024.0
1992-01-01,30640.0,63010.0,,29275.0
1992-02-01,,,,29374.0
1992-03-01,,,,29368.0
1992-04-01,,,,29418.0
1992-05-01,,,,29521.0
1992-06-01,,,,29608.0
1992-07-01,,,,29549.0
1992-08-01,,,,29615.0
1992-09-01,,,,29440.0
1992-10-01,,,,29216.0
1992-11-01,,,,29229.0
1992-12-01,,,,30241.0
1993-01-01,31240.0,62700.0,,29552.0
1993-02-01,,,,29666.0
1993-03-01,,,,29546.0
1993-04-01,,,,29669.0
1993-05-01,,,,29595.0
1993-06-01,,,,29507.0
1993-07-01,,,,29547.0
1993-08-01,,,,29555.0
1993-09-01,,,,29440.0
1993-10-01,,,,29266.0
1993-11-01,,,,29318.0
1993-12-01,,,,30289.0
1994-01-01,32260.0,63370.0,,29694.0
1994-02-01,,,,29725.0
1994-03-01,,,,29793.0
1994-04-01,,,,29763.0
1994-05-01,,,,30077.0
1994-06-01,,,,29997.0
1994-07-01,,,,29991.0
1994-08-01,,,,29994.0
1994-09-01,,,,30092.0
1994-10-01,,,,30346.0
1994-11-01,,,,30316.0
1994-12-01,,,,30425.0
1995-01-01,34080.0,65380.0,,30495.0
1995-02-01,,,,30529.0
1995-03-01,,,,30585.0
1995-04-01,,,,30330.0
1995-05-01,,,,30607.0
1995-06-01,,,,30666.0
1995-07-01,,,,30701.0
1995-08-01,,,,30686.0
1995-09-01,,,,30749.0
1995-10-01,,,,30750.0
1995-11-01,,,,30805.0
1995-12-01,,,,30820.0
1996-01-01,35490.0,66340.0,,30836.0
1996-02-01,,,,31048.0
1996-03-01,,,,31119.0
1996-04-01,,,,30901.0
1996-05-01,,,,31260.0
1996-06-01,,,,31414.0
1996-07-01,,,,31295.0
1996-08-01,,,,31336.0
1996-09-01,,,,31372.0
1996-10-01,,,,31333.0
1996-11-01,,,,31384.0
1996-12-01,,,,31459.0
1997-01-01,37010.0,67720.0,,31519.0
1997-02-01,,,,31576.0
1997-03-01,,,,31693.0
1997-04-01,,,,31683.0
1997-05-01,,,,31789.0
1997-06-01,,,,31857.0
1997-07-01,,,,31944.0
1997-08-01,,,,32073.0
1997-09-01,,,,32121.0
1997-10-01,,,,32245.0
1997-11-01,,,,32424.0
1997-12-01,,,,32584.0
1998-01-01,38890.0,70200.0,,32843.0
1998-02-01,,,,33029.0
1998-03-01,,,,33195.0
1998-04-01,,,,33271.0
1998-05-01,,,,33377.0
1998-06-01,,,,33533.0
1998-07-01,,,,33555.0
1998-08-01,,,,33624.0
1998-09-01,,,,33683.0
1998-10-01,,,,33692.0
1998-11-01,,,,33794.0
1998-12-01,,,,33825.0
1999-01-01,40700.0,71980.0,,33985.0
1999-02-01,,,,34075.0
1999-03-01,,,,34076.0
1999-04-01,,,,33932.0
1999-05-01,,,,33957.0
1999-06-01,,,,34037.0
1999-07-01,,,,34064.0
1999-08-01,,,,34170.0
1999-09-01,,,,34089.0
1999-10-01,,,,34240.0
1999-11-01,,,,34430.0
1999-12-01,,,,34666.0
2000-01-01,41990.0,71790.0,,34865.0
2000-02-01,,,,34973.0
2000-03-01,,,,35037.0
2000-04-01,,,,35184.0
2000-05-01,,,,35300.0
2000-06-01,,,,35367.0
2000-07-01,,,,35525.0
2000-08-01,,,,35712.0
2000-09-01,,,,35721.0
2000-10-01,,,,35792.0
2000-11-01,,,,35777.0
2000-12-01,,,,35821.0
2001-01-01,42230.0,70610.0,,35962.0
2001-02-01,,,,35977.0
2001-03-01,,,,36059.0
2001-04-01,,,,35956.0
2001-05-01,,,,35862.0
2001-06-01,,,,35843.0
2001-07-01,,,,36347.0
2001-08-01,,,,36917.0
2001-09-01,,,,36569.0
2001-10-01,,,,35890.0
2001-11-01,,,,35903.0
2001-12-01,,,,35943.0
2002-01-01,42410.0,70040.0,,36670.0
2002-02-01,,,,36704.0
2002-03-01,,,,36704.0
2002-04-01,,,,36800.0
2002-05-01,,,,36918.0
2002-06-01,,,,36997.0
2002-07-01,,,,36872.0
2002-08-01,,,,36846.0
2002-09-01,,,,36851.0
2002-10-01,,,,36918.0
2002-11-01,,,,36991.0
2002-12-01,,,,37066.0
2003-01-01,43320.0,70080.0,,37007.0
2003-02-01,,,,36857.0
2003-03-01,,,,36909.0
2003-04-01,,,,37075.0
2003-05-01,,,,37320.0
2003-06-01,,,,37388.0
2003-07-01,,,,37806.0
2003-08-01,,,,38033.0
2003-09-01,,,,37569.0
2003-10-01,,,,37680.0
2003-11-01,,,,37879.0
2003-12-01,,,,37884.0
2004-01-01,44330.0,69970.0,,37840.0
2004-02-01,,,,37884.0
2004-03-01,,,,38011.0
2004-04-01,,,,38111.0
2004-05-01,,,,38272.0
2004-06-01,,,,38266.0
2004-07-01,,,,38318.0
2004-08-01,,,,38401.0
2004-09-01,,,,38385.0
2004-10-01,,,,38362.0
2004-11-01,,,,38208.0
2004-12-01,,,,39581.0
2005-01-01,46330.0,71060.0,,38086.0
2005-02-01,,,,38070.0
2005-03-01,,,,38180.0
2005-04-01,,,,38273.0
2005-05-01,,,,38408.0
2005-06-01,,,,38454.0
2005-07-01,,,,38460.0
2005-08-01,,,,38487.0
2005-09-01,,,,38318.0
2005-10-01,,,,38499.0
2005-11-01,,,,38709.0
2005-12-01,,,,38798.0
2006-01-01,48200.0,71850.0,,39162.0
2006-02-01,,,,39306.0
2006-03-01,,,20.04,39428.0
2006-04-01,,,20.17,39388.0
2006-05-01,,,20.13,39332.0
2006-06-01,,,20.22,39350.0
2006-07-01,,,20.29,39299.0
2006-08-01,,,20.32,39231.0
2006-09-01,,,20.4,39406.0
2006-10-01,,,20.42,39550.0
2006-11-01,,,20.49,39680.0
2006-12-01,,,20.58,39838.0
2007-01-01,50230.0,73010.0,20.59,39803.0
2007-02-01,,,20.68,39906.0
2007-03-01,,,20.72,40007.0
2007-04-01,,,20.79,40037.0
2007-05-01,,,20.84,40029.0
2007-06-01,,,20.95,39974.0
2007-07-01,,,20.94,39983.0
2007-08-01,,,21.0,39962.0
2007-09-01,,,21.04,39988.0
2007-10-01,,,21.06,39923.0
2007-11-01,,,21.12,39857.0
2007-12-01,,,21.16,39993.0
2008-01-01,50300.0,70520.0,21.19,40020.0
2008-02-01,,,21.27,40007.0
2008-03-01,,,21.36,39992.0
2008-04-01,,,21.38,39815.0
2008-05-01,,,21.47,41742.0
2008-06-01,,,21.52,40660.0
2008-07-01,,,21.6,40009.0
2008-08-01,,,21.7,39752.0
2008-09-01,,,21.73,39812.0
2008-10-01,,,21.76,40080.0
2008-11-01,,,21.86,40396.0
2008-12-01,,,21.95,40182.0
2009-01-01,49780.0,70070.0,21.96,40393.0
2009-02-01,,,21.98,39975.0
2009-03-01,,,22.05,39952.0
2009-04-01,,,22.1,40177.0
2009-05-01,,,22.12,40735.0
2009-06-01,,,22.14,39966.0
2009-07-01,,,22.18,39759.0
2009-08-01,,,22.23,39649.0
2009-09-01,,,22.27,39732.0
2009-10-01,,,22.31,39579.0
2009-11-01,,,22.34,39652.0
2009-12-01,,,22.37,39807.0
2010-01-01,49280.0,68420.0,22.4,39798.0
2010-02-01,,,22.46,39792.0
2010-03-01,,,22.46,39924.0
2010-04-01,,,22.49,40244.0
2010-05-01,,,22.51,40520.0
2010-06-01,,,22.53,40506.0
2010-07-01,,,22.59,40509.0
2010-08-01,,,22.62,40598.0
2010-09-01,,,22.67,40562.0
2010-10-01,,,22.73,40541.0
2010-11-01,,,22.73,40554.0
2010-12-01,,,22.76,40771.0
2011-01-01,50050.0,67410.0,22.87,40938.0
2011-02-01,,,22.87,41033.0
2011-03-01,,,22.87,40901.0
2011-04-01,,,22.91,40807.0
2011-05-01,,,22.97,40731.0
2011-06-01,,,23.0,40868.0
2011-07-01,,,23.11,40995.0
2011-08-01,,,23.06,40945.0
2011-09-01,,,23.11,40857.0
2011-10-01,,,23.18,40861.0
2011-11-01,,,23.19,40806.0
2011-12-01,,,23.22,41150.0
2012-01-01,51020.0,67400.0,23.26,41346.0
2012-02-01,,,23.28,41520.0
2012-03-01,,,23.36,41614.0
2012-04-01,,,23.39,41749.0
2012-05-01,,,23.41,41710.0
2012-06-01,,,23.46,41634.0
2012-07-01,,,23.49,41296.0
2012-08-01,,,23.48,41144.0
2012-09-01,,,23.57,41404.0
2012-10-01,,,23.56,41656.0
2012-11-01,,,23.63,42180.0
2012-12-01,,,23.72,43190.0
2013-01-01,53590.0,69950.0,23.74,40645.0
2013-02-01,,,23.78,40526.0
2013-03-01,,,23.8,40625.0
2013-04-01,,,23.87,40733.0
2013-05-01,,,23.89,40900.0
2013-06-01,,,23.96,40878.0
2013-07-01,,,23.98,40806.0
2013-08-01,,,24.02,40862.0
2013-09-01,,,24.06,41014.0
2013-10-01,,,24.09,40818.0
2013-11-01,,,24.16,40867.0
2013-12-01,,,24.18,40905.0
2014-01-01,53660.0,69060.0,24.22,41070.0
2014-02-01,,,24.33,41263.0
2014-03-01,,,24.31,41464.0
2014-04-01,,,24.34,41597.0
2014-05-01,,,24.4,41704.0
2014-06-01,,,24.46,41825.0
2014-07-01,,,24.48,41877.0
2014-08-01,,,24.54,42029.0
2014-09-01,,,24.56,42123.0
2014-10-01,,,24.59,42293.0
2014-11-01,,,24.66,42494.0
2014-12-01,,,24.63,42763.0
2015-01-01,56520.0,72790.0,24.74,42984.0
2015-02-01,,,24.79,43118.0
2015-03-01,,,24.85,42980.0
2015-04-01,,,24.89,43049.0
2015-05-01,,,24.97,43096.0
2015-06-01,,,24.97,43093.0
2015-07-01,,,25.01,43161.0
2015-08-01,,,25.1,43222.0
2015-09-01,,,25.11,43302.0
2015-10-01,,,25.2,43347.0
2015-11-01,,,25.25,43308.0
2015-12-01,,,25.25,43487.0
2016-01-01,59040.0,75380.0,25.37,43650.0
2016-02-01,,,25.38,43670.0
2016-03-01,,,25.45,43645.0
2016-04-01,,,25.53,43529.0
2016-05-01,,,25.58,43470.0
2016-06-01,,,25.62,43470.0
2016-07-01,,,25.69,43610.0
2016-08-01,,,25.71,43631.0
2016-09-01,,,25.77,43700.0
2016-10-01,,,25.9,43752.0
2016-11-01,,,25.9,43843.0
2016-12-01,,,25.93,43942.0
2017-01-01,61140.0,76710.0,26.0,44105.0
2017-02-01,,,26.07,44216.0
2017-03-01,,,26.11,44378.0
2017-04-01,,,26.18,44457.0
2017-05-01,,,26.21,44743.0
2017-06-01,,,26.26,44741.0
2017-07-01,,,26.35,44841.0
2017-08-01,,,26.37,44868.0
2017-09-01,,,26.49,44925.0
2017-10-01,,,26.5,45030.0
2017-11-01,,,26.54,45075.0
2017-12-01,,,26.63,45136.0
2018-01-01,63180.0,77700.0,26.72,45390.0
2018-02-01,,,26.74,45479.0
2018-03-01,,,26.85,45624.0
2018-04-01,,,26.91,45703.0
2018-05-01,,,26.98,45835.0
2018-06-01,,,27.03,45998.0
2018-07-01,,,27.1,46173.0
2018-08-01,,,27.21,46312.0
2018-09-01,,,27.32,46284.0
2018-10-01,,,27.37,46373.0
2018-11-01,,,27.44,46476.0
2018-12-01,,,27.56,47038.0
2019-01-01,68700.0,83260.0,27.59,47113.0
2019-02-01,,,27.69,47172.0
2019-03-01,,,27.77,47174.0
2019-04-01,,,27.79,47059.0
2019-05-01,,,27.88,47034.0
2019-06-01,,,27.97,47102.0
2019-07-01,,,28.03,47137.0
2019-08-01,,,28.14,47363.0
2019-09-01,,,28.16,47438.0
2019-10-01,,,28.24,47477.0
2019-11-01,,,28.34,47603.0
2019-12-01,,,28.38,47334.0
2020-01-01,68010.0,81580.0,28.43,47800.0
2020-02-01,,,28.54,47961.0
2020-03-01,,,28.73,47344.0
2020-04-01,,,30.04,54304.0
2020-05-01,,,29.72,51575.0
2020-06-01,,,29.38,51388.0
2020-07-01,,,29.39,51838.0
2020-08-01,,,29.49,49835.0
2020-09-01,,,29.51,50099.0
2020-10-01,,,29.54,49907.0
2020-11-01,,,29.64,49323.0
2020-12-01,,,29.91,49374.0
2021-01-01,70780.0,81270.0,29.93,54791.0
2021-02-01,,,30.05,50288.0
2021-03-01,,,30.03,61793.0
2021-04-01,,,30.22,52450.0
2021-05-01,,,30.41,50939.0
2021-06-01,,,30.54,50671.0
2021-07-01,,,30.66,50982.0
2021-08-01,,,30.78,50857.0
2021-09-01,,,30.98,50266.0
2021-10-01,,,31.14,50258.0
2021-11-01,,,31.23,50093.0
2021-12-01,,,31.39,49845.0
2022-01-01,74580.0,79500.0,31.6,48616.0
2022-02-01,,,31.64,48607.0
2022-03-01,,,31.8,48344.0
2022-04-01,,,31.96,48312.0
2022-05-01,,,32.1,48219.0
2022-06-01,,,32.19,48071.0
2022-07-01,,,32.34,48660.0
2022-08-01,,,32.44,48912.0
2022-09-01,,,32.57,49043.0
2022-10-01,,,32.7,49165.0
2022-11-01,,,32.82,49210.0
2022-12-01,,,32.94,49403.0
2023-01-01,80610.0,82690.0,33.02,50353.0
2023-02-01,,,33.15,50594.0
2023-03-01,,,33.27,50861.0
2023-04-01,,,33.43,50936.0
2023-05-01,,,33.5,51085.0
2023-06-01,,,33.69,51106.0
2023-07-01,,,33.85,51166.0
2023-08-01,,,33.89,51195.0
2023-09-01,,,34.01,51171.0
2023-10-01,,,34.08,51302.0
2023-11-01,,,34.17,51515.0
2023-12-01,,,34.29,51637.0
2024-01-01,83730.0,83730.0,34.47,51878.0
2024-02-01,,,34.52,51902.0
2024-03-01,,,34.65,51924.0
2024-04-01,,,34.76,51946.0
2024-05-01,,,34.89,52124.0
2024-06-01,,,35.01,52192.0
2024-07-01,,,35.08,52135.0
2024-08-01,,,35.22,52136.0
2024-09-01,,,35.34,52159.0
2024-10-01,,,35.46,52252.0
2024-11-01,,,35.6,52348.0
2024-12-01,,,35.69,52376.0
2025-01-01,,,35.84,52422.0
2025-02-01,,,35.94,52465.0
2025-03-01,,,36.11,52794.0
2025-04-01,,,36.12,53077.0
2025-05-01,,,36.28,52609.0
2025-06-01,,,36.36,52529.0
2025-07-01,,,36.47,52740.0
2025-08-01,,,36.62,52829.0
2025-09-01,,,36.7,52865.0
2025-10-01,,,36.85,52684.0
2025-11-01,,,37.0,52667.0
2025-12-01,,,37.02,52610.0
2026-01-01,,,37.15,52941.0
2026-02-01,,,37.27,52694.0
2026-03-01,,,37.35,52624.0
2026-04-01,,,37.41,52399.0
2026-05-01,,,37.49,52516.0
2026-06-01,,,37.6,52669.0
2026-07-01,,,37.62,
