date,Unemployment Rate Period %,U-1 Unemployed 15+ Weeks as % of Labor Force Period %,U-2 Job Losers as % of Labor Force Period %,U-4 + Discouraged Workers Period %,U-5 + Other Marginally Attached Period %,U-6 + Part-Time for Economic Reasons Period %,Unemployed Less Than 5 Weeks (000s) Period %,Unemployed 5-14 Weeks (000s) Period %,Unemployed 15-26 Weeks (000s) Period %,Unemployed 27+ Weeks (000s) Period %,Total Unemployed (000s) Period %,Median Duration of Unemployment (Weeks) Period %,Average Duration of Unemployment (Weeks) Period %
2016-12-01,0.0,0.0,4.5455,-1.9608,-3.3898,-2.1277,-2.0799,-2.1267,12.0036,-0.2681,-0.4237,2.9126,1.5444
2017-01-01,0.0,0.0,0.0,0.0,-1.7544,0.0,2.9737,-3.9206,-3.5455,0.3226,-0.7047,-2.8302,-3.8023
2017-02-01,-2.1277,-5.2632,0.0,-2.0,0.0,-2.1739,3.5891,4.6706,-13.7845,-3.3762,-1.1918,-1.9417,0.7905
2017-03-01,-4.3478,-5.5556,-4.3478,-4.0816,-3.5714,-2.2222,-7.3278,-2.7243,-0.7752,-6.9884,-4.1469,1.9802,-1.5686
2017-04-01,0.0,0.0,0.0,0.0,0.0,-2.2727,-0.1289,-0.0483,-4.3945,1.9082,0.2262,-3.8835,-3.9841
2017-05-01,0.0,0.0,-4.5455,-2.1277,-1.8519,-1.1628,-8.9501,-4.8309,9.8059,0.7022,-1.2555,6.0606,2.4896
2017-06-01,-2.2727,-5.8824,0.0,0.0,-1.8868,0.0,9.6881,-2.335,-14.7907,-3.8931,-1.8143,-4.7619,-0.4049
2017-07-01,0.0,6.25,0.0,0.0,0.0,0.0,-10.5989,5.3015,11.1354,3.9903,0.2764,2.0,0.0
2017-08-01,2.3256,0.0,4.7619,2.1739,1.9231,1.1765,8.8193,1.925,8.7426,-1.9186,2.7568,0.9804,-2.439
2017-09-01,-2.2727,0.0,-4.5455,-4.2553,-1.8868,-3.4884,-0.5757,-7.7482,-7.4977,-0.2371,-3.2194,-1.9417,8.75
2017-10-01,-2.3256,-5.8824,-4.7619,0.0,-1.9231,-2.4096,-5.3007,2.9396,-9.668,-4.3969,-2.2469,-3.9604,0.3831
2017-11-01,0.0,0.0,0.0,0.0,0.0,-1.2346,7.1496,-3.8246,6.7027,-1.243,1.1045,1.0309,-1.9084
2017-12-01,-2.381,-6.25,0.0,-2.2222,0.0,1.25,-1.7998,4.2418,-5.5724,-4.5941,-2.0963,-5.102,-5.8366
2018-01-01,-2.439,0.0,0.0,-2.2727,-3.9216,-1.2346,-1.0282,-3.6114,2.1459,-3.2322,-2.1562,4.3011,0.0
2018-02-01,2.5,-6.6667,0.0,0.0,2.0408,1.25,11.5176,-0.1055,-8.2983,-2.3858,1.4178,-5.1546,-5.3719
2018-03-01,-2.439,-7.1429,-5.0,0.0,-2.0,-1.2346,-6.7234,5.7581,-8.9347,-6.0754,-1.6563,-4.3478,4.8035
2018-04-01,0.0,7.6923,0.0,-2.3256,-2.0408,-1.25,-6.9909,-0.3996,11.6981,2.2305,-0.2009,9.0909,-6.25
2018-05-01,-5.0,-7.1429,-5.2632,-2.381,-2.0833,-1.2658,-6.7694,-2.6078,5.2928,-10.3273,-4.0718,-4.1667,-6.2222
2018-06-01,5.2632,7.6923,5.5556,2.439,2.1277,0.0,13.6204,-3.965,-5.7754,13.8686,4.051,-2.1739,-1.4218
2018-07-01,-5.0,7.1429,-5.2632,-2.381,-2.0833,-3.8462,-13.2658,-3.2708,14.1884,0.8547,-3.9088,8.8889,11.0577
2018-08-01,0.0,-6.6667,-5.5556,0.0,0.0,-1.3333,13.872,-4.102,-1.0934,-9.1102,-0.6295,-5.102,-3.0303
2018-09-01,-2.6316,0.0,0.0,-2.439,0.0,1.3514,-7.452,0.0578,-5.9296,4.9728,-1.3483,-1.0753,8.0357
2018-10-01,2.7027,0.0,5.8824,2.5,0.0,0.0,-0.9161,6.2969,-1.7094,-0.2221,2.2724,2.1739,-4.5455
2018-11-01,0.0,-7.1429,0.0,-2.439,0.0,1.3333,5.4988,-1.7935,-1.7391,-8.9021,-1.5456,-5.3191,-4.329
2018-12-01,2.6316,7.6923,0.0,2.5,2.1277,0.0,-0.8764,12.5069,3.3186,6.3518,4.4808,7.8652,-0.905
2019-01-01,2.5641,-7.1429,5.5556,2.439,2.0833,5.2632,8.7017,-2.607,-5.6745,-1.4548,1.3461,-1.0417,-6.3927
2019-02-01,-5.0,0.0,-10.5263,-4.7619,-6.1224,-10.0,-3.5959,-10.5051,1.4756,-0.3108,-5.2355,1.0526,6.3415
2019-03-01,0.0,0.0,0.0,2.5,2.1739,2.7778,-3.4636,5.079,1.3423,-1.4809,1.0756,0.0,1.8349
2019-04-01,-2.6316,-7.6923,0.0,-4.878,-4.2553,0.0,-9.5676,0.6982,-13.5762,-2.6899,-3.8858,-4.1667,1.3514
2019-05-01,-2.7027,8.3333,-5.8824,0.0,0.0,-4.0541,7.528,-17.3333,0.1277,5.6098,-0.52,0.0,6.6667
2019-06-01,0.0,0.0,0.0,0.0,0.0,1.4085,-10.6433,16.4516,6.5051,2.6174,0.0843,4.3478,-10.0
2019-07-01,2.7778,0.0,6.25,0.0,0.0,-4.1667,11.6993,1.4404,7.5449,-7.952,2.123,-7.2917,-9.2593
2019-08-01,-2.7027,0.0,0.0,0.0,0.0,4.3478,7.4882,-6.6084,-5.6793,2.445,-1.9139,-2.2472,11.7347
2019-09-01,-2.7778,0.0,-5.8824,-5.1282,-6.6667,-4.1667,-18.4744,1.9298,-0.1181,6.4439,-3.2296,5.7471,2.7397
2019-10-01,2.8571,0.0,6.25,2.7027,2.381,0.0,3.9481,0.9753,8.156,-3.5127,2.0511,-2.1739,-0.4444
2019-11-01,0.0,0.0,0.0,-2.6316,0.0,-1.4493,7.5442,-2.2159,-3.0601,-6.4291,-0.0511,-1.1111,-9.375
2019-12-01,0.0,-7.6923,0.0,0.0,0.0,0.0,1.1127,3.6607,-6.5389,-1.6556,-0.2556,2.2472,1.9704
2020-01-01,0.0,8.3333,-5.8824,2.7027,2.3256,2.9412,-1.9139,-1.7937,6.9964,-1.0101,0.2734,9.8901,5.7971
2020-02-01,-2.7778,-7.6923,0.0,-2.6316,0.0,0.0,1.8537,1.5982,-11.0485,-5.6122,-1.9765,-6.0,-5.9361
2020-03-01,25.7143,0.0,62.5,29.7297,20.4545,25.7143,63.8889,3.6517,-0.6337,2.7027,25.2564,-36.1702,-17.4757
2020-04-01,236.3636,-8.3333,407.6923,214.5833,201.8868,160.2273,316.803,282.981,-0.2551,-20.1754,220.3442,-63.3333,-57.6471
2020-05-01,-10.8108,27.2727,-12.8788,-9.9338,-9.375,-7.8603,-72.8879,109.5386,35.6777,26.044,-9.3355,250.0,45.8333
2020-06-01,-16.6667,42.8571,-22.6087,-16.1765,-14.4828,-14.6919,-24.7737,-22.1802,80.6786,18.1343,-15.6577,74.026,37.1429
2020-07-01,-7.2727,150.0,-8.9888,-7.0175,-8.871,-8.3333,7.9409,-55.3463,237.4022,13.9483,-7.3646,9.7015,18.0556
2020-08-01,-17.6471,2.0,-20.9877,-17.9245,-15.0442,-13.9394,-26.242,-39.6501,0.5875,5.6995,-17.6798,10.2041,17.0588
2020-09-01,-7.1429,-9.8039,-10.9375,-5.7471,-7.2917,-9.8592,10.4059,-11.9163,-24.4082,49.8162,-6.738,8.0247,8.0402
2020-10-01,-11.5385,-15.2174,-15.7895,-12.1951,-10.1124,-5.4688,-3.0113,-14.3693,-46.6246,46.8712,-11.805,8.5714,2.3256
2020-11-01,-2.8986,-7.6923,-2.0833,-2.7778,-2.5,-1.6529,0.4435,4.1845,-28.1524,9.2732,-3.414,-3.6842,5.9091
2020-12-01,0.0,-5.5556,-4.2553,1.4286,1.2821,-1.6807,16.941,-3.9344,-16.5429,1.0958,0.7107,-8.1967,-0.4292
2021-01-01,-4.4776,0.0,-2.2222,-4.2254,-5.0633,-4.2735,-21.8332,6.314,-14.4854,1.815,-4.7354,-4.7619,12.069
2021-02-01,-3.125,2.9412,-6.8182,-2.9412,-1.3333,-0.8929,-4.2161,-11.5169,2.8232,2.7234,-2.4074,15.0,6.1538
2021-03-01,-1.6129,0.0,-4.878,-3.0303,-2.7027,-2.7027,-0.8712,-10.6576,1.1561,0.6508,-2.4069,10.3261,7.2464
2021-04-01,0.0,-5.7143,0.0,0.0,-1.3889,-4.6296,11.8409,0.1015,-10.9286,-2.3228,-0.1842,-0.4926,-4.0541
2021-05-01,-4.918,-6.0606,-7.6923,-4.6875,-2.8169,-1.9417,-17.4524,10.1927,4.2502,-8.8992,-5.0646,-3.4653,4.5775
2021-06-01,1.7241,6.4516,-2.7778,1.6393,0.0,-2.9703,1.2525,0.2301,2.3077,7.3466,2.3866,1.5385,7.7441
2021-07-01,-8.4746,-12.1212,-11.4286,-8.0645,-5.7971,-6.1224,11.1826,-14.6465,-12.9323,-12.9857,-7.9106,-25.7576,-6.875
2021-08-01,-5.5556,-6.8966,-9.6774,-7.0175,-7.6923,-4.3478,-7.8772,4.411,1.0363,-8.3549,-5.2915,-3.4014,-1.3423
2021-09-01,-7.8431,-14.8148,-10.7143,-5.6604,-5.0,-4.5455,9.4203,-11.7465,-15.1282,-14.7438,-7.9695,-7.0423,-3.0612
2021-10-01,-4.2553,-8.6957,-8.0,-4.0,-3.5088,-2.381,-8.521,9.4571,-2.3162,-12.7212,-4.5072,-6.0606,-5.9649
2021-11-01,-8.8889,-9.5238,-8.6957,-8.3333,-7.2727,-6.0976,-4.3919,-10.5067,-9.3814,-7.9848,-7.4033,0.0,7.8358
2021-12-01,-4.878,-10.5263,-9.5238,-4.5455,-3.9216,-5.1948,0.9086,-4.41,-10.2389,-8.494,-4.6961,-8.0645,-3.1142
2022-01-01,2.5641,-11.7647,5.2632,0.0,0.0,-2.7397,23.0115,1.3716,7.3511,-16.558,1.8712,-13.1579,-12.5
2022-02-01,-2.5,0.0,-10.0,-2.381,-4.0816,1.4085,-14.3148,8.4256,-12.6328,1.9242,-3.2144,1.0101,7.7551
2022-03-01,-5.1282,-20.0,-5.5556,-4.878,-4.2553,-2.7778,8.4006,-3.4033,-16.2162,-18.2301,-4.5864,-12.0,-8.3333
2022-04-01,0.0,0.0,5.8824,0.0,2.2222,0.0,0.1751,-6.5766,2.4194,-0.2165,-0.6299,-3.4091,2.4793
2022-05-01,-2.7027,0.0,-11.1111,0.0,-2.1739,1.4286,-11.4073,10.1823,17.4803,-5.8568,-0.2669,7.0588,-9.2742
2022-06-01,0.0,8.3333,0.0,0.0,0.0,-5.6338,12.3828,-12.9492,0.9383,4.1475,-0.0669,-12.0879,-0.8889
2022-07-01,-2.7778,-15.3846,0.0,-2.5641,-2.2222,1.4925,-8.3406,22.4771,-7.5697,-17.8466,-3.431,3.75,-0.8969
2022-08-01,2.8571,9.0909,6.25,0.0,0.0,1.4706,4.1667,-0.7491,16.523,9.6948,2.409,3.6145,0.905
2022-09-01,-2.7778,0.0,-11.7647,0.0,0.0,-2.8986,0.5517,-13.2075,5.3021,-8.6743,-2.7416,-5.814,-9.417
2022-10-01,2.8571,0.0,6.6667,0.0,2.2727,0.0,1.1431,11.9876,-10.4215,8.4229,3.5149,0.0,2.4752
2022-11-01,0.0,0.0,6.25,0.0,0.0,0.0,1.2658,-7.8203,3.268,2.562,-0.5211,3.7037,3.8647
2022-12-01,-2.7778,-8.3333,-5.8824,-2.6316,-6.6667,-1.4925,0.2232,-0.4212,3.4177,-13.618,-2.315,-3.5714,-9.7674
2023-01-01,0.0,9.0909,0.0,0.0,2.381,1.5152,-13.9421,9.7885,12.3623,2.0522,-0.1903,18.5185,5.1546
2023-02-01,2.8571,-8.3333,6.25,2.7027,2.3256,1.4925,16.5114,0.8806,-10.8932,-2.925,3.7608,-7.2917,-4.902
2023-03-01,-2.7778,0.0,5.8824,-2.6316,-2.2727,-1.4706,0.2221,-4.91,-2.5672,0.4708,-2.138,-5.618,0.5155
2023-04-01,-2.8571,0.0,-11.1111,0.0,0.0,-1.4925,-16.6223,8.8353,-2.2585,0.8435,-1.9116,3.5714,7.1795
2023-05-01,5.8824,9.0909,12.5,5.4054,4.6512,1.5152,10.2605,-2.0032,17.0732,6.9703,5.8639,4.5977,1.4354
2023-06-01,0.0,0.0,-5.5556,-2.5641,-2.2222,2.9851,1.4947,-1.291,-1.5351,-2.5195,-1.6272,-4.3956,-2.3585
2023-07-01,-2.7778,8.3333,-5.8824,-2.6316,0.0,-2.8986,-5.0356,-4.2507,6.6815,6.0606,-1.0359,2.2989,-0.4831
2023-08-01,5.7143,7.6923,12.5,8.1081,4.5455,5.9701,9.0045,10.5862,-3.4447,14.2857,5.9429,0.0,-0.9709
2023-09-01,0.0,0.0,-5.5556,0.0,0.0,-1.4085,-4.1303,4.5291,11.4595,-8.75,-0.0159,2.2472,4.902
2023-10-01,5.4054,0.0,5.8824,2.5,2.1739,2.8571,9.7654,-9.6504,-0.485,6.9299,3.0124,-5.4945,0.4673
2023-11-01,-5.1282,-7.1429,0.0,-4.878,-2.1277,-2.7778,-10.1177,12.1526,-5.3606,-12.1326,-3.667,3.4884,-9.7674
2023-12-01,2.7027,7.6923,0.0,2.5641,2.1739,2.8571,7.7632,-12.1963,9.8867,9.1767,1.6544,5.618,14.433
2024-01-01,-2.6316,-7.1429,0.0,-2.5,-2.1277,0.0,-3.8721,3.9292,-18.0881,0.4713,-2.4332,0.0,-5.8559
2024-02-01,5.4054,0.0,5.5556,5.1282,2.1739,1.3889,8.5246,2.8754,11.4416,-4.6912,5.0364,-2.1277,0.0
2024-03-01,0.0,0.0,-5.2632,0.0,2.1277,0.0,-5.6539,2.1222,1.1294,3.2814,0.5396,3.2609,3.3493
2024-04-01,0.0,0.0,5.5556,0.0,0.0,1.3699,4.6203,-0.2534,-10.0508,-0.7943,-0.5367,-7.3684,-7.4074
2024-05-01,0.0,7.6923,0.0,2.439,0.0,0.0,0.6559,-2.9472,9.3679,8.5669,2.1739,3.4091,6.5
2024-06-01,5.1282,7.1429,0.0,2.381,2.0833,0.0,-6.3858,10.5236,10.3199,13.1268,3.8328,7.6923,-2.8169
2024-07-01,2.439,6.6667,10.5263,4.6512,4.0816,5.4054,9.1879,3.2686,0.6548,0.1956,3.1536,-3.0612,-0.4831
2024-08-01,0.0,0.0,-4.7619,-2.2222,-1.9608,0.0,3.8249,-6.2385,7.4349,-0.0651,-0.4931,1.0526,1.9417
2024-09-01,-2.381,0.0,-5.0,-2.2727,0.0,-1.2821,-11.3795,-4.2074,-2.6817,4.9479,-3.0299,4.1667,7.619
2024-10-01,0.0,6.25,5.2632,0.0,0.0,0.0,-2.1709,6.2819,8.9778,-0.4963,1.4893,2.0,1.3274
2024-11-01,2.439,0.0,0.0,2.3256,2.0,0.0,3.4939,-1.0091,0.4078,2.9302,1.9853,4.902,3.4934
2024-12-01,-2.381,-5.8824,-5.0,0.0,-1.9608,-1.2987,-0.7755,-2.233,-2.3558,-6.0569,-2.384,-4.6729,0.0
2025-01-01,-2.439,-6.25,0.0,0.0,-2.0,-1.3158,5.3793,-2.8798,-3.6606,-6.5764,-0.7948,-0.9804,-7.173
2025-02-01,5.0,0.0,5.2632,0.0,4.0816,6.6667,1.8325,10.4806,-10.7945,0.8282,3.4814,-1.9802,-2.7273
2025-03-01,0.0,0.0,-5.0,2.2727,0.0,-1.25,1.1997,-0.3239,-2.2265,2.601,0.3941,-2.0202,7.0093
2025-04-01,0.0,6.6667,5.2632,-2.2222,0.0,-1.2658,-7.1126,5.0139,-1.6832,11.541,0.3225,5.1546,1.31
2025-05-01,2.381,-6.25,0.0,2.2727,0.0,0.0,11.9417,-2.6083,4.9345,-12.4402,1.2998,-6.8627,-5.6034
2025-06-01,-4.6512,6.6667,-5.0,0.0,0.0,-1.2821,-8.2248,-3.3591,2.1113,12.7732,-2.6766,6.3158,5.4795
2025-07-01,4.878,12.5,5.2632,0.0,1.9608,2.5974,2.2183,-4.1334,9.5865,10.3574,3.0904,0.9901,3.8961
2025-08-01,0.0,-5.5556,0.0,2.2222,1.9231,2.5316,7.4219,0.8329,-9.8628,5.5982,1.4851,-2.9412,2.0833
2025-09-01,2.3256,5.8824,5.0,2.1739,1.8868,0.0,-9.8182,14.4801,22.3597,-5.6653,3.0488,2.0202,-1.6327
2025-11-01,2.2727,0.0,0.0,4.2553,1.8519,7.4074,13.7993,-7.0458,-7.465,5.2342,2.3143,-2.9703,-4.1494
2025-12-01,-2.2222,0.0,-4.7619,-6.1224,-3.6364,-3.4483,-9.8819,-5.5251,0.4202,1.9895,-3.5728,16.3265,5.6277
2026-01-01,-2.2727,0.0,5.0,0.0,-1.8868,-3.5714,-5.3735,3.9633,0.5858,-6.9302,-1.7993,-3.5088,-2.8689
2026-02-01,2.3256,0.0,0.0,0.0,1.9231,-2.4691,7.0637,-3.3938,0.3328,4.7435,2.7552,0.9091,8.4388
