date,Unemployment Rate Period %,U-1 Unemployed 15+ Weeks as % of Labor Force Period %,U-2 Job Losers as % of Labor Force Period %,U-4 + Discouraged Workers Period %,U-5 + Other Marginally Attached Period %,U-6 + Part-Time for Economic Reasons Period %,Unemployed Less Than 5 Weeks (000s) Period %,Unemployed 5-14 Weeks (000s) Period %,Unemployed 15-26 Weeks (000s) Period %,Unemployed 27+ Weeks (000s) Period %,Total Unemployed (000s) Period %,Median Duration of Unemployment (Weeks) Period %,Average Duration of Unemployment (Weeks) Period %
1984-10-01,1.3699,0.0,2.7027,,,,2.9474,-6.4894,1.104,-1.654,0.1673,-5.2632,-1.7647
1984-11-01,-2.7027,-4.5455,-5.2632,,,,-0.9056,-1.505,-7.5523,-0.3504,-2.1835,0.0,1.7964
1984-12-01,1.3889,0.0,2.7778,,,,-0.6191,9.4228,-0.7874,-2.0394,1.9517,1.3889,-1.1765
1985-01-01,0.0,-4.7619,0.0,,,,8.7808,-1.6292,-3.869,-5.5994,0.7777,-6.8493,-5.3571
1985-02-01,-1.3699,5.0,0.0,,,,-5.345,-3.3123,7.8431,2.2053,-1.211,4.4118,0.0
1985-03-01,0.0,0.0,-2.7027,,,,1.3829,-0.367,0.0,0.372,0.2163,0.0,1.2579
1985-04-01,1.3889,0.0,2.7778,,,,-0.5683,2.1285,-2.8708,2.1497,0.6715,-2.8169,1.8634
1985-05-01,-1.3699,-4.7619,-8.1081,,,,0.1143,2.4449,4.1379,-10.3774,-1.1078,0.0,-6.7073
1985-06-01,2.7778,0.0,5.8824,,,,0.9991,-1.5258,-2.649,3.7247,1.9032,-4.3478,1.3072
1985-07-01,0.0,0.0,2.7778,,,,0.4805,1.47,3.207,-1.0929,0.6265,4.5455,0.0
1985-08-01,-4.0541,0.0,-2.7027,,,,-3.263,-1.527,-2.4482,-3.5517,-3.7237,2.8986,-1.2903
1985-09-01,0.0,-5.0,0.0,,,,1.5993,2.1869,-2.6062,0.9002,0.6345,-2.8169,0.0
1985-10-01,0.0,5.2632,-2.7778,,,,-2.0034,-0.9728,8.6224,-2.7575,0.6062,2.8986,0.0
1985-11-01,-1.4085,-5.0,0.0,,,,1.139,-3.4971,-16.9708,8.1735,-2.0487,-1.4085,2.6144
1985-12-01,0.0,0.0,-2.8571,,,,-2.0214,3.5831,10.2198,-7.0933,0.123,-2.8571,-3.8217
1986-01-01,-4.2857,-5.2632,-5.8824,,,,-1.7683,-5.1101,-0.0997,-9.7925,-4.2148,-1.4706,-1.9868
1986-02-01,7.4627,11.1111,9.375,,,,5.4905,6.4209,12.2754,8.8316,7.787,2.9851,2.7027
1986-03-01,0.0,-5.0,2.8571,,,,0.6826,0.6617,-3.2889,-0.8453,-0.2261,-1.4493,-3.9474
1986-04-01,-1.3889,-5.2632,-5.5556,,,,1.6384,3.0936,-9.1912,0.0853,-0.2266,-1.4706,0.6849
1986-05-01,1.4085,5.5556,5.8824,,,,-0.3335,0.15,7.6923,-0.5111,0.8967,1.4925,0.0
1986-06-01,0.0,5.2632,0.0,,,,-2.705,1.3109,-2.2556,9.589,0.8176,2.9412,3.4014
1986-07-01,-2.7778,-5.0,-2.7778,,,,-1.2324,-5.8041,1.5385,-5.2344,-2.2214,-1.4286,0.0
1986-08-01,-1.4286,0.0,-5.7143,,,,-0.2031,-5.887,2.6515,-1.7312,-2.2118,2.8986,1.9737
1986-09-01,1.4493,5.2632,3.0303,,,,-0.9887,10.1751,-0.2768,3.7752,2.1512,4.2254,-0.6452
1986-10-01,0.0,-10.0,0.0,,,,0.3231,-1.6276,-9.8982,-1.8593,-0.8063,-5.4054,-1.2987
1986-11-01,-1.4286,5.5556,-2.9412,,,,-2.137,1.1928,6.4682,-4.0362,-1.019,1.4286,-1.3158
1986-12-01,-4.3478,-5.2632,0.0,,,,-1.376,-8.8593,-2.5072,-1.2876,-3.3828,0.0,0.0
1987-01-01,0.0,0.0,0.0,,,,2.8207,0.0834,1.6815,-0.8696,0.1142,-2.8169,-0.6667
1987-02-01,0.0,0.0,-3.0303,,,,-1.9764,0.6669,-2.3346,-2.3684,-0.3421,-4.3478,-1.3423
1987-03-01,0.0,-5.5556,0.0,,,,1.8959,-0.911,-5.4781,0.7188,-0.0381,0.0,1.3605
1987-04-01,-4.5455,5.8824,-3.125,,,,-6.6155,-6.5608,6.6386,-3.7467,-4.0702,7.5758,-0.6711
1987-05-01,0.0,0.0,-3.2258,,,,4.8387,-6.0823,-1.9763,3.0584,0.4243,-7.0423,0.6757
1987-06-01,-1.5873,-5.5556,0.0,,,,-4.4646,3.4762,2.0161,-3.3273,-2.3237,-1.5152,0.0
1987-07-01,-1.6129,-5.8824,-3.3333,,,,1.5788,-1.2425,-7.3123,-8.5581,-1.7572,0.0,-4.698
1987-08-01,-1.6393,0.0,-3.4483,,,,-0.8082,0.4194,-11.194,6.3072,-0.0963,-1.5385,1.4085
1987-09-01,-1.6667,0.0,0.0,,,,1.0342,-5.7541,5.2821,-5.3589,-2.1898,-6.25,-1.3889
1987-10-01,1.6949,-6.25,3.5714,,,,0.5273,6.45,-4.447,-3.3367,1.7601,5.0,-1.4085
1987-11-01,-3.3333,0.0,-6.8966,,,,-2.129,-3.654,3.9379,-3.1381,-2.6567,-1.5873,0.0
1987-12-01,-1.7241,0.0,-3.7037,,,,0.1892,-4.9928,-0.4592,-2.8078,-1.4072,-3.2258,1.4286
1988-01-01,0.0,-6.6667,0.0,,,,-2.8949,8.6913,-2.5375,-3.4444,0.2451,3.3333,0.0
1988-02-01,0.0,0.0,0.0,,,,-0.9397,-1.9061,0.5917,2.1864,-0.3452,1.6129,1.4085
1988-03-01,0.0,0.0,0.0,,,,-0.4907,-1.09,5.4118,-4.5045,-0.7649,1.5873,-4.8611
1988-04-01,-5.2632,-7.1429,-7.6923,,,,2.1368,-7.5228,-15.9598,-4.4811,-3.9994,-7.8125,-2.9197
1988-05-01,3.7037,7.6923,12.5,,,,-0.3862,5.4922,6.3745,4.4444,2.6966,0.0,3.7594
1988-06-01,-3.5714,-7.1429,-3.7037,,,,0.1939,-5.501,-9.3633,-4.8463,-3.4371,-1.6949,-5.0725
1988-07-01,0.0,0.0,0.0,,,,-3.3215,7.4324,10.8815,-1.118,0.9013,5.1724,2.2901
1988-08-01,3.7037,0.0,-3.8462,,,,5.8039,-4.5477,4.8447,-0.1256,3.6033,-3.2787,1.4925
1988-09-01,-3.5714,0.0,0.0,,,,-0.6305,-4.7136,-10.4265,2.2642,-3.4926,-3.3898,0.0
1988-10-01,0.0,0.0,0.0,,,,-1.4594,-0.8511,5.0265,-5.5351,-0.5451,-1.7544,-1.4706
1988-11-01,-1.8519,-7.6923,0.0,,,,-0.2898,5.5258,-3.6524,-8.4635,-0.472,1.7857,-5.9701
1988-12-01,0.0,0.0,0.0,,,,-4.0362,2.847,-1.8301,5.1209,-0.2907,3.5088,2.381
1989-01-01,1.8868,0.0,0.0,,,,5.8546,-0.6426,-0.3995,-0.9472,2.5161,-5.0847,-2.3256
1989-02-01,-3.7037,-8.3333,-8.0,,,,1.5257,-6.6169,-10.5615,-13.2514,-4.8339,-3.5714,-1.5873
1989-03-01,-3.8462,0.0,0.0,,,,-4.7589,-1.4385,2.0927,5.5118,-2.4218,0.0,-0.8065
1989-04-01,4.0,0.0,4.3478,,,,2.2354,7.2432,-0.4392,7.0149,4.2385,0.0,1.626
1989-05-01,0.0,0.0,-8.3333,,,,-1.865,0.1512,5.0,-11.576,-1.4378,-1.8519,-4.0
1989-06-01,1.9231,-9.0909,4.5455,,,,8.2241,1.6608,-3.7815,-3.3123,3.1686,1.8868,-7.5
1989-07-01,-1.8868,20.0,4.3478,,,,-3.9358,-2.9208,18.4862,1.3051,-1.2468,3.7037,6.3063
1989-08-01,0.0,-16.6667,0.0,,,,-2.6158,3.9266,-8.8452,-9.8229,0.2463,-10.7143,-3.3898
1989-09-01,1.9231,10.0,0.0,,,,4.0129,-2.7969,2.5606,6.9643,1.2133,-2.0,0.8772
1989-10-01,0.0,0.0,0.0,,,,0.1245,0.5553,-1.9711,7.8464,0.607,0.0,3.4783
1989-11-01,1.8868,0.0,4.1667,,,,0.9012,2.1586,2.2788,1.3932,1.4329,-2.0408,-1.6807
1989-12-01,0.0,0.0,0.0,,,,0.8623,-2.3587,-3.0144,-3.0534,-0.8625,2.0833,-0.8547
1990-01-01,0.0,0.0,0.0,,,,-2.626,5.234,3.5135,1.7323,1.2749,4.0816,1.7241
1990-02-01,-1.8519,0.0,-4.0,,,,1.0662,-1.1956,-5.2219,-3.4056,-1.4959,3.9216,-1.6949
1990-03-01,-1.8868,0.0,0.0,,,,-0.5275,1.6941,-4.4077,2.0833,-0.7969,-3.7736,0.8621
1990-04-01,3.8462,0.0,4.1667,,,,1.9651,3.3317,4.755,1.8838,3.0161,-5.8824,0.8547
1990-05-01,0.0,0.0,0.0,,,,-4.6497,4.514,6.0523,-0.7704,-0.8092,8.3333,-0.8475
1990-06-01,-3.7037,0.0,0.0,,,,1.0908,-6.6549,3.2425,-0.6211,-2.2545,0.0,-0.8547
1990-07-01,5.7692,9.0909,4.0,,,,2.2215,5.7602,6.2814,7.5,5.0379,3.8462,2.5862
1990-08-01,3.6364,8.3333,7.6923,,,,3.0736,0.625,3.6643,6.1047,3.8428,0.0,2.521
1990-09-01,3.5088,0.0,3.5714,,,,-1.2048,5.3239,4.2189,6.9863,2.5042,3.7037,1.6393
1990-10-01,0.0,0.0,3.4483,,,,2.0427,1.7692,-0.3282,-0.3841,1.2351,3.5714,-1.6129
1990-11-01,5.0847,15.3846,3.3333,,,,2.8384,2.0281,9.5499,7.0694,4.089,-1.7241,1.6393
1990-12-01,1.6129,-6.6667,0.0,,,,0.5811,4.0568,-2.505,-0.2401,1.7646,3.5088,0.8065
1991-01-01,1.5873,7.1429,9.6774,,,,0.2311,2.5341,2.5694,4.4525,1.4429,1.6949,-2.4
1991-02-01,3.125,6.6667,2.9412,,,,3.3141,3.7643,5.3106,4.1475,3.1192,3.3333,4.0984
1991-03-01,3.0303,6.25,5.7143,,,,-1.2831,7.3653,12.8449,5.1991,3.8838,8.0645,1.5748
1991-04-01,-1.4706,0.0,-2.7027,,,,-3.9277,-4.4027,3.457,2.9443,-1.7121,-1.4925,4.6512
1991-05-01,2.9851,5.8824,2.7778,,,,6.5,2.2492,-1.5485,6.6394,3.5194,-3.0303,-4.4444
1991-06-01,0.0,11.1111,2.7027,,,,-5.33,-0.0698,17.8808,6.2261,-0.5037,7.8125,6.2016
1991-07-01,-1.4493,-5.0,0.0,,,,-0.175,-2.0615,-10.1124,-0.0902,-1.2195,1.4493,0.7299
1991-08-01,1.4706,5.2632,0.0,,,,0.7013,-1.8195,0.9375,5.4152,0.9317,4.2857,0.7246
1991-09-01,0.0,0.0,0.0,,,,0.9286,-0.6541,1.0836,1.9692,0.6462,-6.8493,0.7194
1991-10-01,1.4493,5.0,0.0,,,,-0.1438,1.6459,7.4273,3.6944,1.3758,5.8824,2.8571
1991-11-01,0.0,0.0,0.0,,,,-0.3743,0.072,-4.3478,11.417,1.0066,4.1667,2.7778
1991-12-01,4.2857,9.5238,5.2632,,,,0.3757,1.1507,3.4277,9.3023,2.9896,4.0,4.0541
1992-01-01,0.0,4.3478,0.0,,,,-2.1595,0.4621,3.5303,7.9122,0.9241,3.8462,4.5455
1992-02-01,1.3699,4.1667,5.0,,,,-3.5609,4.494,2.8532,4.9908,1.8421,1.2346,3.7267
1992-03-01,0.0,0.0,0.0,,,,4.1196,-5.1473,-3.5859,3.9319,0.0635,1.2195,2.3952
1992-04-01,0.0,-4.0,0.0,,,,-3.3998,0.714,-3.1579,-1.1858,-0.4757,2.4096,1.7544
1992-05-01,2.7027,12.5,4.7619,,,,3.6711,-1.1698,5.7971,13.3714,3.4944,3.5294,2.2989
1992-06-01,2.6316,7.4074,0.0,,,,2.9558,0.7532,10.137,8.3669,3.0378,-1.1364,2.2472
1992-07-01,-1.2821,-3.4483,-2.2727,,,,-2.274,0.8188,-7.3383,-1.2093,-1.8924,-1.1494,-0.5495
1992-08-01,-1.2987,0.0,-2.3256,,,,-0.0582,0.2825,1.0738,-2.4011,-0.6396,2.3256,-0.5525
1992-09-01,0.0,-3.5714,2.381,,,,-0.2328,1.4789,-7.5033,1.8331,-0.0613,-2.2727,0.5556
1992-10-01,-3.9474,0.0,0.0,,,,-2.1004,-8.7439,-5.8866,3.9318,-3.9158,4.6512,4.4199
1992-11-01,1.3699,-3.7037,-4.6512,,,,-1.1621,11.1407,7.1701,-9.2069,1.777,0.0,-5.291
1992-12-01,0.0,7.6923,-2.439,,,,-3.8589,-5.6107,13.5231,3.2129,-0.0836,3.3333,6.1453
1993-01-01,-1.3514,-7.1429,-2.5,,,,3.4494,-3.987,-13.4796,-4.3774,-2.4275,-7.5269,-3.6842
1993-02-01,-2.7397,-3.8462,-2.5641,,,,4.9106,-2.6048,-7.029,-3.001,-1.5228,-1.1628,-0.5464
1993-03-01,-1.4085,-4.0,2.6316,,,,-5.8076,3.3333,2.0265,-5.2963,-1.383,0.0,-3.2967
1993-04-01,1.4286,-4.1667,0.0,,,,2.7607,-1.7254,5.5004,-9.5792,0.5963,-1.1765,0.0
1993-05-01,0.0,4.3478,-2.5641,,,,0.3881,-0.1145,-4.055,8.7569,0.4281,-3.5714,-0.5682
1993-06-01,-1.4085,0.0,0.0,,,,-4.3116,6.1521,2.2642,0.5631,-0.306,2.4691,1.7143
1993-07-01,-1.4286,0.0,0.0,,,,2.2996,-6.9114,-5.8303,-0.8959,-2.0941,-1.2048,-0.5618
1993-08-01,-1.4493,-4.1667,0.0,,,,-3.5237,0.348,-1.5674,0.0,-1.8701,0.0,1.6949
1993-09-01,-1.4706,4.3478,-2.6316,,,,-1.5428,-3.0443,2.3885,-0.791,-0.5592,1.2195,0.5556
1993-10-01,1.4925,-4.1667,0.0,,,,6.6837,-0.0795,-5.1322,3.0182,0.4131,-3.6145,0.0
1993-11-01,-2.9412,0.0,-5.4054,,,,-7.464,0.1591,-2.7869,-0.4975,-2.3771,3.75,2.7624
1993-12-01,-1.5152,0.0,-2.8571,,,,5.1506,-6.1954,0.0,-1.0,-0.7609,0.0,-1.6129
1994-01-01,1.5385,0.0,-2.9412,,,,-1.91,0.9314,11.8887,-2.7497,1.8049,3.6145,1.6393
1994-02-01,0.0,4.3478,-3.0303,-1.4286,-1.25,-2.5641,-16.7085,13.8423,2.4115,1.5003,-0.5446,6.9767,2.1505
1994-03-01,-1.5152,-4.1667,-3.125,0.0,-1.2658,0.8772,5.1659,-6.3007,-6.181,1.1939,-1.3166,1.087,0.0
1994-04-01,-1.5385,-4.3478,-6.4516,-2.8986,-1.2821,-1.7391,1.9003,-4.4436,-7.8431,-1.9101,-1.6411,-2.1505,0.0
1994-05-01,-4.6875,0.0,-6.8966,-4.4776,-5.1948,-3.5398,-6.6854,1.3169,-2.9787,-2.8637,-4.9934,1.0989,2.6316
1994-06-01,0.0,-4.5455,7.4074,1.5625,0.0,0.9174,3.9593,-0.528,1.3158,-6.8396,0.1516,1.087,-3.5897
1994-07-01,0.0,4.7619,0.0,-1.5385,1.3699,-1.8182,2.2851,-5.4308,9.0909,-1.1392,0.2397,-3.2258,1.0638
1994-08-01,-1.6393,-4.5455,0.0,0.0,-1.3514,-1.8519,-5.2837,10.924,-6.2698,0.4481,-0.1636,-1.1111,-1.0526
1994-09-01,-1.6667,0.0,-3.4483,-1.5625,-1.3699,-1.8868,0.0,-9.8093,1.8628,-1.6571,-2.5085,3.3708,-0.5319
1994-10-01,-1.6949,4.7619,-3.5714,-3.1746,-2.7778,0.0,-9.2475,-1.4674,13.3832,3.1108,-1.3189,8.6957,3.2086
1994-11-01,-3.4483,-9.0909,0.0,-3.2787,-2.8571,-2.8846,8.0446,-5.2124,-12.3167,-7.6053,-3.3674,-10.0,-6.7358
1994-12-01,-1.7857,-5.0,-3.7037,-1.6949,-1.4706,0.0,-1.4509,-0.8318,-6.2709,-7.0068,-1.9661,-3.3333,-1.1111
1995-01-01,1.8182,-5.2632,3.8462,1.7241,0.0,0.0,7.0903,0.8388,-5.7984,-1.9751,2.0055,-8.046,-3.9326
1995-02-01,-3.5714,0.0,-3.7037,-3.3898,-1.4925,-1.9802,-6.7294,1.525,5.9659,-8.5075,-2.5492,1.25,-0.5848
1995-03-01,0.0,-5.5556,0.0,0.0,0.0,0.0,-0.2327,3.5958,-15.1921,9.1354,-0.4731,2.4691,1.7647
1995-04-01,7.4074,11.7647,0.0,5.2632,3.0303,2.0202,6.1431,4.1301,11.6965,5.6054,6.8782,0.0,1.7341
1995-05-01,-3.4483,5.2632,3.8462,-1.6667,0.0,0.0,-4.652,-1.6034,18.9623,-6.8648,-2.8123,9.6386,-3.4091
1995-06-01,0.0,-15.0,-3.7037,0.0,-1.4706,0.0,5.4168,0.9434,-18.2395,-6.155,-0.0404,-13.1868,-6.4706
1995-07-01,1.7857,0.0,0.0,1.6949,1.4925,0.0,-4.2638,8.9635,2.9098,1.2146,1.3464,7.5949,3.7736
1995-08-01,0.0,5.8824,0.0,0.0,0.0,0.0,3.997,-5.1072,8.9538,-1.2,-0.5713,-2.3529,-1.8182
1995-09-01,-1.7544,-5.5556,0.0,-1.6667,-1.4706,0.9901,4.5754,-5.6697,-9.6021,2.1053,-0.0802,-4.8193,0.0
1995-10-01,-1.7857,0.0,3.8462,-1.6949,0.0,-1.9608,-4.6202,3.6585,0.6699,-3.2514,-2.0059,3.7975,-1.2346
1995-11-01,1.8182,5.8824,0.0,1.7241,0.0,1.0,3.1927,-1.1345,3.1369,2.7869,1.3373,-2.439,2.5
1995-12-01,0.0,0.0,-3.7037,0.0,0.0,-0.9901,-5.3343,2.5924,2.9493,-3.1898,-0.0404,3.75,-0.6098
1996-01-01,0.0,0.0,3.8462,0.0,1.4925,-2.0,2.3666,-1.1185,4.0286,-0.4119,0.9161,0.0,-1.227
1996-02-01,-1.7857,-5.5556,0.0,-1.6949,-1.4706,2.0408,-0.4404,-5.0691,-4.8193,-0.6617,-2.3762,-6.0241,1.8634
1996-03-01,0.0,5.8824,-3.7037,0.0,-1.4925,-1.0,-4.3863,-0.3089,1.6275,10.741,0.0684,6.4103,5.4878
1996-04-01,1.8182,0.0,7.6923,0.0,1.5152,1.0101,-2.4672,4.3825,-1.4235,1.2782,1.3255,3.6145,1.7341
1996-05-01,0.0,0.0,-7.1429,0.0,-1.4925,-2.0,9.2885,-0.3817,-5.7762,0.8909,0.1079,0.0,-3.4091
1996-06-01,-5.3571,0.0,-3.8462,-3.4483,-1.5152,-1.0204,-7.7034,-7.9608,-5.6513,0.8094,-4.4187,-3.4884,3.5294
1996-07-01,3.7736,-5.5556,0.0,1.7857,0.0,0.0,4.7022,7.8631,-2.4365,-2.4818,3.4109,0.0,-5.1136
1996-08-01,-7.2727,0.0,-8.0,-5.2632,-4.6154,-3.0928,-6.5868,-6.2178,4.2664,-5.3144,-6.2014,1.2048,3.5928
1996-09-01,1.9608,0.0,4.3478,1.8519,0.0,1.0638,1.1619,1.2346,0.3992,-4.0316,1.4095,1.1905,-2.8902
1996-10-01,0.0,0.0,-4.1667,0.0,0.0,0.0,-1.901,5.4201,7.7535,-2.4712,0.7451,-2.3529,-2.9762
1996-11-01,3.8462,-5.8824,8.6957,1.8182,3.2258,-1.0526,17.8845,-5.4413,-6.5498,-3.2095,2.9157,-7.2289,-2.454
1996-12-01,0.0,0.0,-8.0,0.0,0.0,2.1277,-10.2397,9.5152,-4.2448,0.6981,0.2349,1.2987,-1.8868
1997-01-01,-1.8519,0.0,4.3478,-1.7857,-1.5625,-2.0833,5.227,-8.192,4.3299,-0.3466,-1.3098,0.0,2.5641
1997-02-01,-1.8868,0.0,-4.1667,0.0,-1.5873,-1.0638,-7.578,6.219,1.8775,-3.5652,-0.7823,3.8462,-1.25
1997-03-01,0.0,0.0,0.0,-1.8182,0.0,-2.1505,2.0792,-1.4425,-1.8429,-0.9919,-1.4362,-2.4691,-1.8987
1997-04-01,-1.9231,0.0,0.0,-1.8519,-1.6129,2.1978,-6.2644,-5.7254,5.83,0.6375,-1.8143,5.0633,0.6452
1997-05-01,-3.9216,0.0,-4.3478,-3.7736,-3.2787,-4.3011,3.608,-5.8904,-0.0934,-4.8869,-3.1718,-3.6145,-1.2821
1997-06-01,2.0408,-6.25,4.5455,1.9608,1.6949,0.0,1.385,5.5313,-5.7009,2.3787,2.1638,0.0,0.6494
1997-07-01,-2.0,6.6667,-8.6957,-1.9231,-3.3333,-2.2472,-6.2451,-3.7241,3.1715,0.1859,-2.118,3.75,5.8065
1997-08-01,-2.0408,-6.25,4.7619,0.0,0.0,0.0,5.1207,1.2416,-10.7589,-0.2783,-0.7062,-6.0241,-2.439
1997-09-01,2.0833,0.0,0.0,0.0,0.0,0.0,-2.0198,-0.8491,7.6426,-0.093,0.7264,5.1282,-0.625
1997-10-01,-4.0816,-6.6667,-4.5455,-3.9216,-3.4483,-2.2989,3.7187,-6.47,-8.4,-3.7244,-3.0349,-6.0976,1.2579
1997-11-01,-2.1277,-7.1429,0.0,-2.0408,0.0,-1.1765,-3.3905,3.1027,-4.0393,-9.2843,-2.2622,-1.2987,-4.3478
1997-12-01,2.1739,7.6923,4.7619,4.1667,1.7857,1.1905,2.2186,-4.4401,4.3231,4.9041,2.6633,-1.3158,3.2468
1998-01-01,-2.1277,-7.1429,-4.5455,-2.0,-1.7544,-1.1765,2.0916,-0.413,-8.615,1.1179,-1.6677,-1.3333,-1.8868
1998-02-01,0.0,0.0,0.0,-2.0408,-1.7857,-1.1905,-0.5798,-0.5702,1.6706,-3.8191,-0.9736,-5.4054,-1.2821
1998-03-01,2.1739,0.0,4.7619,2.0833,1.8182,1.2048,8.437,2.8154,0.2347,-4.0752,1.8395,-2.8571,-5.8442
1998-04-01,-8.5106,-15.3846,-9.0909,-6.1224,-7.1429,-4.7619,-5.7727,-2.7383,-30.445,-3.8126,-7.4899,-1.4706,1.3793
1998-05-01,2.3256,0.0,5.0,0.0,1.9231,0.0,0.4947,1.6684,9.596,-4.983,1.7842,-10.4478,0.0
1998-06-01,2.2727,9.0909,-4.7619,2.1739,1.8868,1.25,-3.5971,6.6154,26.5745,-5.9595,2.7286,15.0,-4.0816
1998-07-01,0.0,-8.3333,0.0,2.1277,1.8519,1.2346,1.846,-3.5594,-8.3738,4.0558,0.7566,-2.8986,0.0
1998-08-01,0.0,9.0909,0.0,-2.0833,-1.8182,-3.6585,0.1543,-2.0948,7.0199,-0.3654,-1.2782,1.4925,-2.8369
1998-09-01,2.2222,0.0,5.0,2.1277,1.8519,1.2658,1.0397,1.1207,-4.4554,11.9804,1.9582,-1.4706,5.1095
1998-10-01,-2.1739,-8.3333,0.0,0.0,-1.8182,-1.25,7.5838,-3.8287,-6.3472,-6.3319,-0.3175,-13.4328,-2.0833
1998-11-01,-2.2222,0.0,-4.7619,-4.1667,-1.8519,-2.5316,-11.0875,4.6621,-1.1065,1.9814,-2.8662,13.7931,2.8369
1998-12-01,0.0,0.0,0.0,0.0,-1.8868,-1.2987,3.0677,-9.6096,5.7343,-8.2286,-1.1148,3.0303,-3.4483
1999-01-01,-2.2727,0.0,0.0,-2.1739,0.0,0.0,-4.8319,10.3544,2.5132,-11.0834,-0.9284,1.4706,-4.2857
1999-02-01,2.3256,0.0,0.0,2.2222,0.0,1.3158,4.2242,-2.3583,-3.3548,12.1849,2.259,-1.4493,2.9851
1999-03-01,-4.5455,0.0,-5.0,-4.3478,-3.8462,-2.5974,-3.6243,-2.1069,1.2016,-10.8614,-5.3674,0.0,-2.8986
1999-04-01,2.381,0.0,0.0,2.2727,4.0,2.6667,12.4545,-2.9921,3.1662,-2.2409,3.8215,-8.8235,-0.7463
1999-05-01,-2.3256,0.0,0.0,-2.2222,-3.8462,-3.8961,-9.7087,-3.1926,0.6394,2.8653,-3.4644,4.8387,0.7519
1999-06-01,2.381,9.0909,0.0,0.0,2.0,1.3514,0.3982,-0.8944,3.1766,13.0919,2.6743,-3.0769,6.7164
1999-07-01,0.0,-8.3333,0.0,2.2727,0.0,0.0,4.8393,0.564,-3.8177,-9.8522,1.2435,-7.9365,-4.8951
1999-08-01,-2.3256,-9.0909,0.0,-2.2222,-1.9608,-2.6667,-3.6701,2.2995,-4.2254,-3.5519,-3.1037,12.069,-3.6765
1999-09-01,0.0,0.0,-5.2632,0.0,0.0,1.3699,2.553,0.6031,-1.2032,0.4249,1.3189,-7.6923,0.0
1999-10-01,-2.381,0.0,0.0,-2.2727,0.0,-2.7027,-2.8725,0.654,-3.5183,2.1157,-2.3161,1.6667,1.5267
1999-11-01,0.0,0.0,0.0,0.0,-2.0,0.0,1.0252,-3.8982,-2.244,-5.8011,-1.073,1.6393,-3.0075
1999-12-01,-2.439,0.0,-5.5556,-2.3256,-2.0408,-1.3889,3.1226,-9.0704,-0.1435,-0.2933,-1.1022,-6.4516,0.0
2000-01-01,0.0,0.0,5.8824,0.0,0.0,-1.4085,-3.8229,8.3643,-5.3161,6.0294,0.9729,0.0,1.5504
2000-02-01,2.5,-10.0,5.5556,2.381,2.0833,1.4286,2.4793,9.3196,1.8209,-12.7601,2.6279,5.1724,-3.8168
2000-03-01,-2.439,0.0,-5.2632,-2.3256,-2.0408,0.0,6.7588,-6.8515,-0.7452,2.7027,-2.1338,-1.6393,0.7937
2000-04-01,-5.0,0.0,-11.1111,-2.381,-2.0833,-2.8169,-9.7122,3.5935,-0.6006,-7.2755,-4.3956,1.6667,-2.3622
2000-05-01,5.2632,0.0,6.25,2.439,2.1277,2.8986,2.1514,3.5772,3.1722,7.3456,5.0538,-4.918,1.6129
2000-06-01,0.0,0.0,0.0,0.0,-2.0833,-1.4085,0.585,-8.2679,-9.8097,-2.4883,-1.8583,-1.7241,-2.381
2000-07-01,0.0,0.0,0.0,0.0,2.1277,0.0,-3.1408,4.0502,4.7078,11.3238,1.6988,5.2632,8.9431
2000-08-01,2.5,11.1111,11.7647,0.0,0.0,1.4286,2.0817,3.7829,6.2016,1.5759,1.8444,5.0,-3.7313
2000-09-01,-4.878,-10.0,-5.2632,-2.381,-2.0833,-1.4085,0.8235,-7.7655,-5.9854,-8.8858,-3.8954,-17.4603,-5.4264
2000-10-01,0.0,0.0,-5.5556,-2.439,-2.1277,-2.8571,-2.8783,-1.26,10.2484,-2.9412,-1.6178,17.3077,4.0984
2000-11-01,0.0,0.0,5.8824,2.5,2.1739,4.4118,0.6007,3.8283,1.831,-5.4226,1.8974,0.0,-2.3622
2000-12-01,0.0,0.0,0.0,0.0,0.0,-2.8169,-1.3933,1.9553,-4.9793,8.2631,-0.0887,-1.6393,0.8065
2001-01-01,7.6923,11.1111,5.5556,7.3171,6.383,5.7971,6.9035,7.1781,1.31,5.296,6.9045,-3.3333,1.6
2001-02-01,0.0,0.0,5.2632,0.0,2.0,0.0,7.6662,-9.816,11.6379,5.6213,1.0958,5.1724,0.7874
2001-03-01,2.381,10.0,5.0,2.2727,-1.9608,0.0,-5.9628,16.7234,6.1776,-2.521,0.854,8.1967,0.0
2001-04-01,2.3256,-9.0909,0.0,2.2222,2.0,1.3699,10.8542,-3.3511,-4.6061,2.2989,2.1169,-10.6061,-3.125
2001-05-01,-2.2727,0.0,4.7619,0.0,0.0,1.3514,-9.1184,2.7638,11.4358,-12.3596,-0.7176,6.7797,-2.4194
2001-06-01,4.6512,10.0,4.5455,2.1739,3.9216,5.3333,3.9615,-0.978,-6.2714,13.7821,4.1439,-4.7619,4.9587
2001-07-01,2.2222,9.0909,0.0,2.1277,1.8868,0.0,-5.9117,8.0,15.6934,-1.1268,1.5268,13.3333,1.5748
2001-08-01,6.5217,8.3333,4.3478,6.25,7.4074,3.7975,12.2634,0.0,5.5731,22.0798,6.9725,1.4706,3.1008
