date,CPI - New York Period %,CPI - Philadelphia Period %,CPI - Boston Period %,CPI - Chicago Period %,CPI - Detroit Period %,CPI - Dallas Period %,CPI - Houston Period %,CPI - Atlanta Period %,CPI - Miami Period %,CPI - San Francisco Period %,CPI - Seattle Period %,CPI - West Region (Size Class A) Period %
2007-06-01,0.4896,0.9221,,0.1974,0.5823,,0.2113,1.5881,0.9085,0.1302,-0.1191,-0.3411
2007-07-01,0.1621,,0.3014,-0.2577,,0.7817,,,,,,-0.0213
2007-08-01,-0.1321,0.6614,,0.1226,-0.9455,,-0.4276,-0.4659,0.1443,0.0541,0.2172,-0.0139
2007-09-01,-0.0079,,0.4059,0.3114,,0.2887,,,,,,0.2799
2007-10-01,0.1069,0.1084,,0.1172,1.0552,,0.6433,0.3379,0.9534,0.7903,1.1339,0.4089
2007-11-01,0.4165,,1.246,0.5443,,0.8304,,,,,,0.4059
2007-12-01,-0.0475,0.0438,,-0.3205,-0.7855,,0.716,0.4026,1.0039,0.2459,0.2468,-0.0807
2008-01-01,0.2066,,0.5596,0.7733,,0.3125,,,,,,0.466
2008-02-01,0.5007,0.872,,0.3684,1.0874,,0.7189,0.6979,0.8112,0.5158,1.2614,0.3483
2008-03-01,0.9099,,0.4759,0.9622,,0.7697,,,,,,1.0
2008-04-01,0.3003,1.2162,,0.5294,1.4344,,0.645,1.08,1.0234,1.1211,0.6621,0.3117
2008-05-01,0.9961,,0.9696,1.0674,,1.8938,,,,,,0.9048
2008-06-01,1.0286,2.1402,,0.375,1.1263,,2.5276,2.7431,1.6966,1.3991,2.1828,0.9181
2008-07-01,0.7096,,2.5129,0.7977,,2.0044,,,,,,0.3506
2008-08-01,0.1153,-0.0311,,-0.6843,0.9109,,-0.436,-0.2962,0.175,0.1021,-0.1416,-0.4487
2008-09-01,-0.1916,,-1.1353,-0.2343,,-0.2568,,,,,,-0.2785
2008-10-01,-0.7022,-1.4119,,-0.9756,-2.0269,,-0.8214,-2.3727,-0.7868,0.1832,-0.8035,-0.4174
2008-11-01,-1.638,,-2.5847,-2.02,,-2.8327,,,,,,-1.7967
2008-12-01,-0.6337,-3.0771,,-1.48,-3.531,,-2.7258,-4.5676,-2.4028,-3.2308,-1.4762,-1.008
2009-01-01,0.1674,,-0.6662,0.8045,,-0.7138,,,,,,0.5066
2009-02-01,0.5403,0.9515,,-0.1199,1.9809,,1.0983,1.1317,1.0374,1.6648,0.9691,0.5227
2009-03-01,0.1722,,0.5845,0.0458,,0.7129,,,,,,0.0765
2009-04-01,0.2191,0.6465,,0.2044,0.2278,,0.9198,0.01,0.0685,0.7598,0.5255,0.3012
2009-05-01,0.1668,,-0.1137,0.925,,-0.3639,,,,,,0.3918
2009-06-01,0.5073,0.9581,,0.5724,1.0693,,1.3832,2.1962,0.3375,0.8211,0.5927,0.5609
2009-07-01,0.1805,,0.486,-0.0493,,0.6783,,,,,,-0.1831
2009-08-01,0.287,0.9959,,0.2537,0.0665,,-0.3317,-0.1149,-0.0808,0.0483,-0.0524,0.2568
2009-09-01,0.12,,1.5355,-0.0454,,0.5676,,,,,,0.1517
2009-10-01,-0.0788,-0.5539,,0.1718,0.1984,,-0.0412,-1.1227,0.5016,0.1107,-0.3791,-0.0178
2009-11-01,0.1665,,-0.003,0.2352,,0.0773,,,,,,-0.3935
2009-12-01,-0.1466,0.0058,,-0.4811,-0.5847,,-0.3528,-0.3044,0.2369,-0.8016,-0.301,-0.1929
2010-01-01,0.2277,,0.2862,0.4352,,0.0733,,,,,,0.356
2010-02-01,-0.0452,0.7691,,0.166,-0.2452,,0.7751,1.0925,-0.1965,0.85,0.2168,0.0612
2010-03-01,0.5187,,0.3035,0.2335,,-0.0614,,,,,,0.2889
2010-04-01,0.1783,0.3986,,-0.0108,0.9185,,0.8445,0.6751,0.0539,0.6863,0.1893,0.1798
2010-05-01,0.227,,0.0408,0.0258,,0.0624,,,,,,0.236
2010-06-01,-0.107,0.2823,,-0.3747,-0.1739,,0.3592,0.3485,-0.1056,0.1814,-0.1744,-0.1241
2010-07-01,0.137,,-0.8195,0.1645,,-0.9307,,,,,,0.1256
2010-08-01,0.175,0.1868,,0.1172,0.2543,,0.2213,-0.1045,0.1857,-0.0684,0.6753,0.0958
2010-09-01,-0.0348,,0.1448,0.2608,,0.8266,,,,,,-0.0283
2010-10-01,0.2054,0.0188,,-0.0033,0.2006,,-0.0364,-0.7814,0.3716,0.0671,-0.1731,0.1471
2010-11-01,-0.0087,,0.6889,-0.1247,,-0.3537,,,,,,-0.0933
2010-12-01,-0.0355,-0.2302,,0.3342,0.2721,,-0.3152,-0.1942,0.5706,-0.1968,-0.1712,0.1173
2011-01-01,0.3163,,0.7186,0.6441,,1.0096,,,,,,0.517
2011-02-01,0.4917,1.2547,,0.482,0.2093,,1.4115,1.5924,1.1311,1.0204,1.1549,0.5117
2011-03-01,0.7321,,1.2397,0.7808,,1.8543,,,,,,0.9906
2011-04-01,0.355,0.981,,0.4048,2.3485,,2.231,1.687,1.7815,1.8001,0.7983,0.4772
2011-05-01,0.6426,,0.736,0.6089,,0.8827,,,,,,0.2524
2011-06-01,0.1741,0.5662,,0.04,0.866,,-0.1562,0.8886,-0.1322,-0.2029,0.837,-0.1648
2011-07-01,0.2652,,-0.13,-0.411,,-0.092,,,,,,-0.1483
2011-08-01,0.3588,0.7391,,0.1874,0.1958,,0.5643,0.5974,0.6713,0.4117,0.2401,0.2387
2011-09-01,0.2004,,0.4315,0.1543,,0.313,,,,,,0.4315
2011-10-01,-0.2027,-0.3201,,-0.1977,-0.4661,,-0.5172,-1.4849,-0.2612,0.3082,0.9007,0.0163
2011-11-01,-0.2935,,-0.1141,-0.1872,,0.0134,,,,,,-0.1749
2011-12-01,-0.4051,-0.4791,,-0.4567,0.2715,,-0.4573,-0.283,-0.1495,-0.4266,-0.468,-0.3199
2012-01-01,0.4088,,0.3514,0.644,,-0.0382,,,,,,0.4041
2012-02-01,0.3862,0.6594,,0.0187,0.6234,,1.9025,0.9636,0.9703,1.0895,0.3969,0.4845
2012-03-01,0.6401,,0.5185,1.2407,,1.6324,,,,,,0.8865
2012-04-01,0.1834,0.8162,,0.0292,0.6321,,0.8796,1.0897,0.8768,0.8886,0.9277,0.1617
2012-05-01,0.1201,,-0.2363,-0.0692,,-0.1844,,,,,,0.2468
2012-06-01,-0.0974,-0.1585,,-0.0558,-0.8002,,-0.6109,0.6491,-0.8912,0.3435,0.6762,-0.1218
2012-07-01,-0.1545,,-0.1038,-0.2372,,-0.4519,,,,,,-0.2727
2012-08-01,0.5777,0.9065,,0.6119,1.2282,,-0.4247,0.5726,0.9056,0.5688,0.281,0.5616
2012-09-01,0.4269,,1.2837,0.2888,,1.3092,,,,,,0.4533
2012-10-01,-0.1088,0.4091,,-0.1717,0.4634,,0.0883,-1.1638,0.2893,0.69,0.4754,0.5099
2012-11-01,0.0031,,0.1768,-0.3593,,-0.5289,,,,,,-0.9287
2012-12-01,-0.2871,-0.8502,,-0.2639,-0.7038,,-0.8142,-0.9183,-0.7475,-1.3594,-1.393,-0.5508
2013-01-01,0.4938,,0.0112,0.1862,,0.3734,,,,,,0.4595
2013-02-01,0.56,0.6898,,1.0934,1.0731,,1.5997,1.8807,1.4896,1.3126,0.8004,0.796
2013-03-01,0.1385,,0.3513,-0.1104,,1.2958,,,,,,0.3882
2013-04-01,-0.2424,0.0866,,0.0397,0.005,,0.8701,0.0912,-0.1677,0.8233,0.3856,-0.0641
2013-05-01,0.1184,,-0.3185,0.5002,,-0.3673,,,,,,0.2186
2013-06-01,0.2501,0.2684,,0.0971,1.2348,,0.1812,0.9907,-0.1298,0.515,0.8292,0.1633
2013-07-01,0.1615,,0.4123,-0.2165,,0.6069,,,,,,-0.0154
2013-08-01,0.1294,0.4722,,0.0666,-0.7252,,0.3334,0.6644,-0.1585,0.0557,-0.0218,0.0382
2013-09-01,0.328,,0.339,-0.1614,,0.041,,,,,,0.3302
2013-10-01,-0.5551,-0.4076,,-0.3282,-0.1432,,-0.3773,-1.0403,0.5981,0.2215,0.0082,0.0074
2013-11-01,0.1198,,0.1238,-0.3204,,-0.7454,,,,,,-0.4014
2013-12-01,-0.0361,0.1004,,-0.3321,-0.6682,,0.975,-0.2254,0.234,-0.3674,-0.7134,-0.0594
2014-01-01,0.8986,,0.354,0.9271,,0.3903,,,,,,0.2961
2014-02-01,-0.2223,0.4975,,0.5288,1.0535,,0.9203,1.3166,1.1908,1.1819,0.7115,0.4961
2014-03-01,0.3675,,0.7344,1.1348,,1.1207,,,,,,0.6428
2014-04-01,0.0054,0.4576,,0.4651,1.2743,,0.7386,0.8037,0.745,1.1584,1.5842,0.3427
2014-05-01,0.477,,0.089,-0.1027,,0.4001,,,,,,0.5769
2014-06-01,0.0479,0.6373,,0.3767,0.5176,,0.6371,1.4695,-0.2643,0.7245,0.416,0.0771
2014-07-01,0.0566,,0.0341,-0.3662,,-0.0214,,,,,,0.1536
2014-08-01,-0.1618,0.0228,,0.0523,-0.9791,,-0.2637,-0.0916,-0.1249,0.0146,-0.1845,-0.1372
2014-09-01,-0.0004,,0.228,0.0331,,-0.0742,,,,,,0.0782
2014-10-01,-0.2199,-0.1447,,-0.3664,-0.1332,,0.3218,-1.0646,0.4138,0.4535,0.2706,-0.0579
2014-11-01,-0.4292,,0.1501,-0.7874,,-0.9992,,,,,,-0.5993
2014-12-01,-0.502,-0.8312,,-0.4058,-1.7591,,-1.2207,-1.4543,-0.5956,-0.8762,-1.1313,-0.4513
2015-01-01,0.1147,,-0.6657,-0.1812,,-1.0539,,,,,,-0.2248
2015-02-01,0.3344,-0.2009,,-0.0394,-0.7314,,-0.8889,0.0298,0.2501,1.0453,0.182,0.5631
2015-03-01,0.157,,0.9652,0.7273,,1.2043,,,,,,0.8501
2015-04-01,0.1202,0.5334,,0.1315,1.1627,,1.0253,0.662,0.7859,1.0639,0.8615,0.1619
2015-05-01,0.4258,,-0.0677,0.3469,,0.4584,,,,,,0.9115
2015-06-01,0.1708,0.8034,,0.1501,0.0132,,0.6858,2.5436,0.4282,0.5803,1.6199,0.0476
2015-07-01,-0.1197,,0.0623,-0.1088,,0.0879,,,,,,0.4918
2015-08-01,0.0567,-0.4705,,0.4108,0.5547,,0.3534,-0.0555,0.0418,0.3087,-0.002,-0.1653
2015-09-01,0.2066,,-0.1385,-0.3054,,-0.5346,,,,,,-0.2485
2015-10-01,-0.142,-0.3362,,-0.0988,0.1167,,-0.0387,-1.2199,0.179,0.424,-0.3124,0.1144
2015-11-01,-0.1935,,0.6873,-0.4195,,-0.1853,,,,,,-0.1602
2015-12-01,-0.4092,-0.5503,,-0.6018,-1.2435,,-0.7611,-0.57,-0.0778,-0.2797,-0.1778,-0.1224
2016-01-01,0.1543,,-0.4613,0.754,,0.0276,,,,,,0.5323
2016-02-01,0.2047,0.3202,,-0.2364,0.2737,,0.7368,0.2909,0.2145,0.8879,0.2225,0.0845
2016-03-01,0.2426,,0.5334,0.1495,,0.7888,,,,,,0.2966
2016-04-01,0.4248,0.8917,,0.623,1.3977,,0.4699,0.9754,0.6535,0.7483,1.1449,0.4247
2016-05-01,0.2639,,0.8593,0.0218,,0.8407,,,,,,0.4822
2016-06-01,0.2146,0.2772,,0.4772,1.2005,,0.8315,1.2975,0.5898,0.5579,0.8995,0.2053
2016-07-01,-0.0587,,-0.0035,-0.8192,,0.3579,,,,,,0.1013
2016-08-01,0.1661,-0.2415,,0.2197,-0.0785,,-0.3327,0.4821,0.022,0.6811,0.3159,0.0741
2016-09-01,0.1673,,0.6925,0.5792,,0.1878,,,,,,0.3037
2016-10-01,0.0514,0.6382,,0.0973,0.1684,,0.7471,-0.0623,0.5227,0.9158,0.0132,0.311
2016-11-01,0.1756,,-0.3545,0.2009,,0.1514,,,,,,-0.2189
2016-12-01,0.0822,-0.1462,,-0.2134,-0.5743,,-0.2026,-0.4111,0.8181,-0.3045,-0.0467,0.073
2017-01-01,0.5636,,1.2191,0.7285,,0.3703,,,,,,0.6057
2017-02-01,0.2791,0.7113,,0.1447,0.8853,,0.5984,1.2146,1.2857,0.7952,1.0443,0.5299
2017-03-01,-0.0299,,0.0774,-0.1144,,0.3138,,,,,,0.2992
2017-04-01,0.1368,0.0266,,0.3621,0.6788,,0.3611,0.6453,-0.4601,1.0908,0.7927,0.3353
2017-05-01,0.0877,,0.4474,0.1618,,0.6623,,,,,,0.2805
2017-06-01,0.1801,-0.281,,-0.0154,0.0181,,0.4335,1.259,-0.2245,0.2604,0.8396,0.0367
2017-07-01,-0.2289,,0.065,0.0458,,0.1549,,,,,,0.1539
2017-08-01,0.2261,0.4869,,0.2938,0.1033,,0.2038,0.8278,0.2995,0.2139,-0.1604,0.1247
2017-09-01,0.5219,,1.2491,0.4172,,1.5261,,,,,,0.4784
2017-10-01,-0.1792,0.0149,,-0.4329,0.8908,,0.885,-0.3342,0.9996,0.6078,0.5013,0.2934
2017-11-01,-0.072,,-0.2254,0.4471,,0.1292,,,,,,0.0476
2017-12-01,0.0679,-0.1362,,-0.3882,0.0752,,-0.737,-0.3927,-0.0843,-0.0562,0.4523,0.1251
2018-01-01,0.4478,,1.1443,0.8425,,-0.0959,,,,,,0.5619
2018-02-01,0.5329,0.3821,,0.0165,0.3337,,1.4185,1.2358,2.6146,1.4037,0.8204,0.6034
2018-03-01,-0.0066,,0.8677,0.0347,,0.4975,,,,,,0.4345
2018-04-01,0.277,0.9148,,0.6565,0.9007,,0.1802,0.1759,-0.1109,0.7515,0.8499,0.3758
2018-05-01,0.3851,,0.028,0.4077,,1.6337,,,,,,0.377
2018-06-01,0.0617,0.2128,,-0.1549,1.2559,,1.0115,1.2463,0.4824,0.9315,0.7717,0.1555
2018-07-01,-0.0354,,0.2672,-0.2809,,-0.1983,,,,,,0.2105
2018-08-01,0.1343,0.277,,0.0959,-0.628,,-0.4776,0.2704,-0.3425,0.56,-0.2827,0.1138
2018-09-01,0.3695,,1.1841,0.3608,,0.4251,,,,,,0.2964
2018-10-01,-0.1285,-0.0178,,-0.0272,-0.0373,,0.779,-0.9762,0.8368,0.6984,0.4344,0.4447
2018-11-01,-0.2265,,-0.37,-0.5781,,-0.0324,,,,,,-0.3135
2018-12-01,-0.2339,-0.7477,,-0.301,-0.6168,,-0.6634,-0.5853,-0.5795,0.077,0.1789,-0.0957
2019-01-01,0.4777,,0.4841,0.6005,,-0.2439,,,,,,0.2322
2019-02-01,0.2468,0.8242,,0.6091,0.3682,,0.109,1.1784,0.9623,0.4591,0.7358,0.2229
2019-03-01,0.2708,,0.5079,0.146,,1.103,,,,,,0.5219
2019-04-01,0.3149,1.3072,,-0.1221,0.6334,,1.0833,1.3792,0.8442,1.2272,0.5307,0.7535
2019-05-01,0.226,,0.194,0.8476,,0.4186,,,,,,0.4104
2019-06-01,0.264,0.4604,,-0.3818,0.373,,0.024,-0.1216,-0.53,0.1554,0.6742,0.0129
2019-07-01,0.0054,,0.0021,0.3131,,0.592,,,,,,0.1002
2019-08-01,0.2191,0.4532,,0.1639,0.6407,,0.0467,1.3263,0.3928,0.0782,0.594,0.059
2019-09-01,-0.0322,,0.2349,0.1686,,0.3868,,,,,,0.5213
2019-10-01,-0.0297,-0.3519,,0.3478,1.0313,,0.2694,-0.1831,0.446,0.9994,-0.5723,0.4844
2019-11-01,0.0763,,0.6829,-0.2364,,-0.4366,,,,,,-0.1853
2019-12-01,0.1245,-0.2993,,-0.2398,-0.5544,,-0.5547,-0.3189,-0.1706,-0.4812,0.2652,-0.3707
2020-01-01,0.7877,,0.5837,0.9427,,0.0699,,,,,,0.4567
2020-02-01,0.1975,0.972,,0.0188,0.4716,,0.6041,0.8022,0.4156,0.9033,0.9641,0.4125
2020-03-01,-0.213,,0.1273,-0.7168,,-0.0293,,,,,,-0.2511
2020-04-01,-0.4795,-1.2865,,-0.9441,-2.7352,,-1.6337,-1.7912,-1.0318,-0.5392,-0.5781,-0.5663
2020-05-01,0.5235,,-1.024,0.9511,,-1.0667,,,,,,0.3793
2020-06-01,0.0854,0.6358,,0.34,1.7281,,1.1092,1.058,0.6816,0.6569,0.2036,0.4409
2020-07-01,0.4573,,0.1964,0.2345,,1.5111,,,,,,0.4951
2020-08-01,-0.0515,0.7683,,0.1209,1.8974,,0.035,1.1771,1.0289,0.05,1.3698,0.1568
2020-09-01,0.3785,,0.0763,0.5746,,0.321,,,,,,-0.1808
2020-10-01,-0.1511,0.0054,,-0.0655,-0.281,,0.3961,0.2919,0.1212,0.5177,-0.1404,0.1481
2020-11-01,-0.2921,,0.4344,-0.3966,,-0.4629,,,,,,0.0364
2020-12-01,0.3738,0.0046,,-0.1533,-0.3472,,0.2188,0.1033,-0.1528,0.4017,-0.3852,-0.0676
2021-01-01,0.4132,,0.7002,0.7259,,1.2394,,,,,,0.2419
2021-02-01,0.3324,0.837,,0.5606,0.6194,,0.8915,1.5744,0.7579,0.475,1.2494,0.5323
2021-03-01,0.3515,,0.9159,0.6455,,1.8481,,,,,,0.6394
2021-04-01,0.6999,1.216,,1.0069,1.7201,,1.7906,1.6215,1.6462,1.6532,1.0866,0.9474
2021-05-01,0.5175,,0.8391,0.9714,,1.7138,,,,,,0.6044
2021-06-01,0.9901,1.9385,,0.4096,1.7033,,1.1707,1.7847,1.5717,0.0252,2.2426,0.7777
2021-07-01,-0.1086,,1.2151,0.3745,,0.8323,,,,,,0.6018
2021-08-01,0.1274,0.5712,,0.0582,0.4528,,0.716,1.0854,0.237,0.5396,1.0557,0.2326
2021-09-01,0.5311,,-0.1446,0.3136,,0.6439,,,,,,0.1701
2021-10-01,0.333,0.9568,,0.6774,1.2192,,1.1303,1.4593,1.5136,0.6742,1.1328,0.8653
2021-11-01,0.3434,,1.6755,0.2448,,0.9586,,,,,,0.5115
2021-12-01,-0.2101,0.9161,,0.4297,1.0792,,0.6956,1.8863,1.2047,0.8108,0.5797,0.4489
2022-01-01,1.1113,,1.6385,0.9072,,1.5948,,,,,,0.8642
2022-02-01,0.3288,1.5294,,0.7985,1.149,,2.0586,2.3111,2.7871,1.3901,1.7129,0.722
2022-03-01,1.2861,,1.8635,1.3552,,3.0012,,,,,,1.3877
2022-04-01,0.9039,2.2033,,0.4292,2.4555,,2.4365,1.8524,1.4927,1.4625,2.0792,0.6168
2022-05-01,0.475,,1.0528,1.7554,,1.8003,,,,,,0.8082
2022-06-01,1.4054,2.2966,,1.2683,2.9565,,2.8075,2.4003,2.468,1.7425,3.2007,1.3787
2022-07-01,-0.3106,,0.7217,-0.1688,,1.0244,,,,,,0.0347
2022-08-01,0.2127,-0.0262,,0.0516,-0.4972,,0.0758,1.2699,0.3767,-0.5046,0.0429,-0.0936
2022-09-01,0.1915,,0.9369,0.2076,,0.4664,,,,,,0.3871
2022-10-01,0.1459,0.6283,,0.1385,1.0922,,-0.6252,0.5378,0.9295,0.9703,1.0334,0.6831
2022-11-01,0.2026,,0.5966,-0.5582,,0.2526,,,,,,-0.4459
2022-12-01,0.2162,-0.37,,-0.825,-1.0466,,-1.4614,-0.5406,1.4467,-0.253,0.0957,-0.3345
2023-01-01,0.7904,,1.1126,0.8759,,0.7588,,,,,,1.2418
2023-02-01,0.3596,2.0344,,0.3596,1.8752,,1.9139,1.5109,2.1275,1.7967,1.361,0.3764
2023-03-01,-0.0805,,0.1816,0.8278,,1.3322,,,,,,0.2943
2023-04-01,0.0542,0.114,,0.765,2.0759,,1.3148,0.5105,1.3757,0.3924,1.0448,0.5341
2023-05-01,0.2478,,0.0209,0.3512,,0.7972,,,,,,0.3936
2023-06-01,0.4025,0.7373,,0.0748,1.1158,,0.5157,1.2005,0.503,0.4609,0.9593,0.3229
2023-07-01,0.3754,,-0.0557,-0.0349,,0.304,,,,,,0.0315
2023-08-01,0.5842,0.7566,,0.1513,0.6449,,1.034,1.0719,1.216,0.0112,0.7945,0.5042
2023-09-01,0.3801,,0.7387,0.1472,,1.0399,,,,,,0.319
2023-10-01,-0.0998,0.1747,,0.294,-1.2543,,-0.3043,-0.6165,0.5402,0.3308,0.448,0.0874
2023-11-01,-0.2361,,0.372,-0.474,,0.89,,,,,,-0.3871
2023-12-01,0.0527,0.0359,,-0.0349,-0.0412,,-0.0725,-0.1491,-0.2113,-0.3822,-0.2919,-0.0638
2024-01-01,1.021,,0.726,0.7972,,0.8617,,,,,,0.5329
2024-02-01,0.1829,1.58,,0.4797,0.246,,0.9769,1.2857,1.3781,1.5404,1.2482,0.6052
2024-03-01,0.3722,,1.4673,0.5828,,0.8773,,,,,,0.6381
2024-04-01,0.4369,0.7319,,0.6396,2.7621,,0.7559,0.2981,0.9526,1.7662,1.2067,0.654
2024-05-01,0.4114,,0.6475,0.4142,,0.9534,,,,,,0.2279
2024-06-01,0.6461,0.2625,,-0.0058,0.9955,,-0.2671,0.6994,-0.4259,-0.0521,0.3737,-0.126
2024-07-01,0.2569,,-0.5356,0.6289,,-0.5969,,,,,,0.1064
2024-08-01,0.2658,0.5513,,0.2262,0.796,,0.5633,0.1364,0.3467,-0.5053,0.1,0.0142
2024-09-01,0.4026,,0.6831,0.4654,,-0.3716,,,,,,0.1658
2024-10-01,0.082,0.1759,,-0.25,-1.4975,,0.1712,-0.3765,0.6152,0.0229,0.2908,0.0235
2024-11-01,0.1091,,0.0751,-0.2361,,0.1483,,,,,,-0.1264
2024-12-01,0.0222,-0.0234,,0.073,-0.452,,-1.1459,0.5857,-0.0577,-0.3918,-0.5233,-0.0276
2025-01-01,0.7484,,1.4694,1.1725,,1.7466,,,,,,0.6675
2025-02-01,0.3485,1.3875,,0.0818,0.7313,,0.9771,0.7215,1.4085,1.848,1.0577,0.6057
2025-03-01,0.0511,,0.1415,0.4604,,-0.4282,,,,,,0.3758
2025-04-01,0.4493,0.5026,,0.0507,0.841,,0.8889,0.1448,0.2887,0.3597,0.3641,0.3365
2025-05-01,-0.0468,,1.1411,0.5557,,0.1115,,,,,,0.3094
2025-06-01,0.7113,0.6473,,0.2626,0.8539,,0.3589,0.5568,0.4763,0.2117,1.3756,0.1805
2025-07-01,0.0153,,-0.2992,-0.1888,,-0.3105,,,,,,0.1943
2025-08-01,0.2543,0.523,,0.5847,0.2442,,-0.1061,0.0951,-0.2071,0.4298,0.238,0.203
2025-09-01,0.239,,0.6963,0.2753,,0.5979,,,,,,0.3617
2025-11-01,0.1505,,-0.3948,-0.8648,,-0.568,,,,,,-0.201
2025-12-01,0.3967,0.7744,,-0.2253,-0.6257,,-0.4728,-0.6611,0.5927,0.1609,0.0646,-0.0335
2026-01-01,0.2697,,0.1296,0.3536,,0.2519,,,,,,0.4802
2026-02-01,0.6893,1.046,,0.7494,0.9594,,0.6423,2.1366,0.9816,1.2949,1.8263,0.6052
