date,CPI All Urban Consumers Period %,CPI Less Food & Energy (Core) Period %,CPI Food & Beverages Period %,CPI Energy Period %,CPI Shelter Period %,CPI Medical Care Period %,CPI Transportation Period %,CPI Apparel Period %,CPI Education & Communication Period %
2013-08-01,0.2387,0.195,0.1155,0.7601,0.2359,0.5082,0.6183,-0.1825,0.1481
2013-09-01,0.0377,0.1553,0.024,-0.8528,0.1747,0.2627,-0.4603,-0.1028,0.189
2013-10-01,0.0535,0.0942,0.0964,-0.3259,0.1373,0.0691,-0.0996,-0.2302,0.1579
2013-11-01,0.1844,0.1864,0.085,0.3158,0.3068,-0.0236,0.2252,0.2717,0.1173
2013-12-01,0.2644,0.17,0.1,1.2422,0.2757,0.032,0.7114,0.977,0.1948
2014-01-01,0.2424,0.0857,0.1193,1.8748,0.2494,0.3189,0.2615,-0.5405,0.1118
2014-02-01,0.1101,0.0949,0.3481,-0.1658,0.2207,0.267,-0.3475,-0.4715,0.027
2014-03-01,0.2042,0.1863,0.4151,0.0144,0.3013,0.2491,-0.4732,0.1257,0.0927
2014-04-01,0.1864,0.1889,0.3143,-0.0388,0.2371,0.2427,0.6888,0.0282,0.1604
2014-05-01,0.1903,0.1928,0.4614,-0.2605,0.2945,0.2313,-0.3119,0.2338,0.1077
2014-06-01,0.1321,0.1297,0.0983,0.201,0.1609,0.213,0.159,0.1636,0.096
2014-07-01,0.1125,0.1505,0.222,-0.3884,0.2747,0.1556,-0.241,-0.0313,0.1685
2014-08-01,-0.016,0.0882,0.2561,-1.2242,0.2222,0.0406,-0.4837,-0.4572,0.1276
2014-09-01,0.0072,0.1598,0.2641,-1.6642,0.2302,0.2408,-0.7652,0.358,-0.0225
2014-10-01,-0.0198,0.1696,0.1442,-1.8828,0.2249,0.1526,-0.7799,-0.0407,-0.313
2014-11-01,-0.1883,0.1116,0.2479,-3.3936,0.2589,0.3769,-1.7298,-0.3968,-0.1228
2014-12-01,-0.3085,0.0526,0.2995,-4.5761,0.2052,0.4679,-2.8134,-0.4849,-0.0531
2015-01-01,-0.637,0.0947,-0.0309,-8.5158,0.2792,-0.0256,-4.5423,-0.4011,0.1776
2015-02-01,0.2535,0.1505,0.1188,1.5481,0.2577,-0.0566,1.147,-0.134,-0.0509
2015-03-01,0.2694,0.2427,-0.1508,1.3476,0.2861,0.4176,1.031,0.5287,0.0771
2015-04-01,0.1042,0.2455,-0.0285,-1.0595,0.2697,0.65,-0.2426,-0.1864,0.1279
2015-05-01,0.3298,0.1417,0.1103,2.6506,0.1881,0.2066,1.833,-0.4423,-0.0929
2015-06-01,0.2768,0.1556,0.2542,1.4557,0.2739,-0.0924,0.7826,-0.2551,0.0704
2015-07-01,0.1586,0.207,0.0901,-0.1849,0.3755,0.1396,0.1501,0.1426,0.1546
2015-08-01,-0.0004,0.1039,0.2278,-1.4384,0.2119,-0.0763,-0.7626,0.3795,0.1703
2015-09-01,-0.2248,0.2055,0.2786,-5.4334,0.2915,0.232,-2.6884,-0.1229,0.3212
2015-10-01,0.0989,0.1858,0.1226,-0.8264,0.2465,0.6775,-0.3637,-0.546,0.1767
2015-11-01,0.1195,0.194,-0.0858,-0.2566,0.2487,0.3426,0.1013,0.32,0.2224
2015-12-01,-0.1076,0.1253,-0.1266,-2.5477,0.2304,0.1121,-0.9743,0.2529,0.0237
2016-01-01,-0.0458,0.1668,0.0831,-2.5812,0.3306,0.3229,-1.0682,-0.8275,0.1271
2016-02-01,-0.133,0.2266,0.1117,-4.7691,0.2777,0.6006,-2.0057,0.7192,-0.1664
2016-03-01,0.3135,0.1641,-0.2195,3.3067,0.2179,0.1753,1.4826,-0.0437,0.1286
2016-04-01,0.3831,0.2594,0.0836,2.4578,0.2564,0.3325,1.5179,-0.0485,0.043
2016-05-01,0.2364,0.2377,-0.1335,1.0085,0.3505,0.2704,0.5054,0.7354,-0.1413
2016-06-01,0.2776,0.1631,-0.0626,2.2816,0.3361,0.3481,0.9014,-0.3402,-0.0417
2016-07-01,-0.0504,0.1167,-0.0057,-1.9974,0.2449,0.5083,-1.3091,-0.3128,-0.0266
2016-08-01,0.1849,0.2397,0.0295,-0.1449,0.2922,0.9864,-0.2307,0.2121,0.0862
2016-09-01,0.2623,0.1687,0.0198,1.8387,0.3463,0.1697,0.8017,-0.1855,-0.3324
2016-10-01,0.2343,0.1206,0.0275,1.9434,0.3475,-0.0143,0.7095,0.4821,-0.1347
2016-11-01,0.1179,0.1361,-0.0287,0.2005,0.2914,0.0351,0.0913,0.0664,0.132
2016-12-01,0.2525,0.176,0.002,1.5995,0.2871,0.133,0.9198,-0.3317,0.0944
2017-01-01,0.4043,0.2189,0.1495,2.9351,0.2399,0.2008,1.4743,-0.1117,0.0525
2017-02-01,0.1593,0.212,0.2473,-0.6018,0.2635,0.351,-0.2553,0.0111,-0.1734
2017-03-01,-0.0467,-0.0215,0.204,-0.7863,0.1592,0.1154,-0.1989,0.2689,-1.7179
2017-04-01,0.1234,0.1128,0.145,0.2103,0.2471,-0.1431,-0.1297,-0.076,-0.2749
2017-05-01,-0.0774,0.0808,0.1323,-2.2197,0.2435,-0.0055,-1.1354,-0.5146,-0.0963
2017-06-01,0.0652,0.1257,-0.0769,-0.323,0.2543,0.3195,-0.2824,-0.1138,-0.0442
2017-07-01,0.0328,0.0949,0.1675,-0.9171,0.1551,0.3766,-0.5852,-0.1115,-0.0987
2017-08-01,0.3849,0.2183,0.1092,2.7838,0.4125,0.1932,1.3646,0.0175,-0.0575
2017-09-01,0.5106,0.1097,0.1507,5.5959,0.27,-0.0019,2.4615,0.2943,0.1202
2017-10-01,0.0775,0.2824,0.0914,-2.0661,0.368,0.1008,-0.5971,0.1606,0.2475
2017-11-01,0.2668,0.1144,0.0718,2.2652,0.2048,0.0251,1.1885,-0.7439,0.2469
2017-12-01,0.2107,0.208,0.1968,0.2474,0.3311,0.2302,0.3082,-0.6319,0.0608
2018-01-01,0.4253,0.3381,0.2489,1.5362,0.2596,0.398,1.2756,0.4999,0.0454
2018-02-01,0.2692,0.1987,-0.0309,1.5153,0.1883,0.167,0.7188,0.7881,-0.205
2018-03-01,0.0192,0.219,0.046,-2.0083,0.3384,0.3069,-0.8633,0.5165,-0.091
2018-04-01,0.2604,0.1401,0.2011,1.597,0.2979,0.1033,0.428,0.6617,0.0059
2018-05-01,0.2258,0.2007,-0.0107,0.8578,0.3559,0.1998,0.4935,0.1084,0.2841
2018-06-01,0.0901,0.0988,0.1322,-0.0443,0.1222,0.3438,0.1206,-0.8473,0.1896
2018-07-01,0.0781,0.1166,0.1569,-0.4607,0.2822,-0.1981,-0.1722,-0.5602,0.1652
2018-08-01,0.1787,0.0745,0.1231,1.2968,0.3097,-0.2005,0.6538,-1.7704,0.1372
2018-09-01,0.2062,0.185,0.1679,0.527,0.1676,0.1582,0.4206,1.3706,0.1639
2018-10-01,0.234,0.2125,-0.0358,0.923,0.284,0.1264,0.5105,0.7016,-0.0698
2018-11-01,-0.0704,0.2016,0.2835,-3.328,0.2726,0.4042,-1.31,-0.7316,-0.4942
2018-12-01,0.0685,0.2405,0.3725,-2.2288,0.2843,0.2471,-1.1487,-0.5939,0.0797
2019-01-01,-0.0815,0.2703,0.2429,-4.3486,0.2774,0.2349,-1.3787,0.0885,0.1513
2019-02-01,0.3001,0.1611,0.2716,1.8616,0.3431,0.0392,0.8633,0.0482,0.0927
2019-03-01,0.3782,0.1459,0.1463,3.2622,0.3117,0.2554,1.254,-0.6906,0.0598
2019-04-01,0.376,0.1644,-0.1383,3.4829,0.3558,0.317,1.3994,0.19,0.145
2019-05-01,0.0247,0.084,0.1965,-0.8529,0.2714,0.3832,-0.599,-0.1106,0.0495
2019-06-01,-0.0325,0.1991,0.0548,-2.5381,0.2899,0.179,-1.1858,0.7967,0.0953
2019-07-01,0.2308,0.2059,0.0668,0.8235,0.2604,0.3972,0.3269,-0.0152,0.1809
2019-08-01,0.0915,0.2268,0.0814,-1.3147,0.186,0.5923,-0.3163,-0.1595,0.1414
2019-09-01,0.1539,0.1937,0.205,-0.3891,0.3338,0.2093,-0.0884,0.2112,-0.0355
2019-10-01,0.2827,0.2201,0.1984,1.0577,0.1329,0.9414,0.5572,-1.0465,0.0949
2019-11-01,0.2815,0.2181,0.2069,1.0313,0.2334,0.3716,0.4927,0.0494,0.3706
2019-12-01,0.2912,0.1777,0.1649,1.6976,0.1978,0.5036,0.9788,-0.5593,0.0361
2020-01-01,0.1922,0.2616,0.3099,-0.467,0.3848,0.1916,-0.1003,-0.3109,0.2876
2020-02-01,0.0475,0.2452,0.2718,-2.6587,0.3079,0.2174,-0.8154,0.3878,0.0812
2020-03-01,-0.4528,-0.1182,0.2569,-5.8858,0.0176,0.3462,-3.166,-1.1338,0.084
2020-04-01,-0.792,-0.4898,1.3492,-9.4679,-0.0459,0.3938,-6.0251,-3.6962,0.193
2020-05-01,-0.0898,-0.1257,0.6347,-1.3944,0.1794,0.4609,-1.8932,-2.4098,0.0122
2020-06-01,0.4847,0.1646,0.5178,4.8289,0.1391,0.3303,2.0246,1.2438,-0.0795
2020-07-01,0.5096,0.5793,-0.3813,1.7125,0.2532,0.3471,2.4591,0.7876,1.0937
2020-08-01,0.3731,0.3863,0.1669,0.6986,0.1634,0.0473,1.3594,0.2839,0.1255
2020-09-01,0.2626,0.1904,0.0309,1.7578,0.0799,0.0048,1.3007,0.2138,-0.1884
2020-10-01,0.1238,0.1387,0.2433,-0.301,0.1156,-0.3832,0.3248,0.0009,0.122
2020-11-01,0.2274,0.2506,0.0219,0.461,0.1161,-0.0722,0.5536,0.2159,0.1304
2020-12-01,0.4346,0.1333,0.3798,4.392,0.1269,-0.1347,1.8796,0.4736,0.0977
2021-01-01,0.245,0.017,0.1522,3.3063,0.0969,0.3782,1.1701,0.9308,0.0728
2021-02-01,0.3396,0.1502,0.0854,3.1873,0.1793,0.3532,1.0787,-0.7769,0.0777
2021-03-01,0.5243,0.2459,0.089,4.7322,0.2501,0.0666,2.1451,0.2912,-0.1638
2021-04-01,0.6239,0.8108,0.3864,-1.0287,0.3822,0.0842,1.5013,1.0195,0.3761
2021-05-01,0.6635,0.6596,0.4275,1.1436,0.2726,-0.0944,2.2869,0.9207,0.212
2021-06-01,0.8462,0.7936,0.7336,1.631,0.5191,-0.1662,3.2708,0.4512,0.1097
2021-07-01,0.4615,0.3591,0.6214,1.235,0.4826,0.2309,0.5644,-0.0165,0.1474
2021-08-01,0.2843,0.1252,0.4294,1.7777,0.1717,0.0736,0.0439,0.1533,0.211
2021-09-01,0.4526,0.2513,0.8048,1.9153,0.3973,0.0345,0.5039,-0.3736,0.3204
2021-10-01,0.9638,0.7043,0.8579,3.854,0.4716,0.5287,2.2433,1.2548,0.1639
2021-11-01,0.8566,0.617,0.7215,3.5493,0.4709,0.3588,2.9068,0.8485,0.0216
2021-12-01,0.6905,0.626,0.5534,1.5546,0.4073,0.2838,2.0366,0.9247,0.064
2022-01-01,0.6046,0.553,0.7704,0.8548,0.2711,0.6873,0.5772,0.5795,0.1002
2022-02-01,0.6926,0.5287,0.9679,1.8998,0.5387,0.3531,1.279,0.4152,0.0341
2022-03-01,1.1156,0.2716,0.8756,10.0889,0.4906,0.4598,3.4064,0.354,-0.1827
2022-04-01,0.3083,0.5044,0.9102,-2.5219,0.5295,0.4315,-0.7708,-0.2729,-0.1434
2022-05-01,0.9485,0.5332,1.0955,4.6021,0.5669,0.4005,1.9043,0.4719,-0.0495
2022-06-01,1.2561,0.6803,0.9863,6.9257,0.6887,0.5882,3.461,0.5833,0.1416
2022-07-01,-0.0149,0.353,1.0529,-4.8754,0.5853,0.5679,-2.2307,-0.0298,-0.1845
2022-08-01,0.0624,0.4904,0.8213,-5.0944,0.6676,0.5558,-2.4689,0.022,0.1242
2022-09-01,0.4243,0.5703,0.6412,-1.4172,0.715,0.6162,-0.1944,0.1303,0.0488
2022-10-01,0.5595,0.3933,0.6896,1.9864,0.7653,-0.4034,1.0032,0.1481,0.0265
2022-11-01,0.2614,0.3093,0.507,-0.6128,0.6463,-0.4633,-0.273,0.439,0.7213
2022-12-01,0.0154,0.3559,0.3781,-3.9506,0.7598,0.0914,-1.9559,0.1067,0.1251
2023-01-01,0.5314,0.4141,0.4731,2.195,0.6654,-0.183,0.5478,0.7433,0.3493
2023-02-01,0.3429,0.4894,0.368,-1.3373,0.7367,-0.3047,0.0854,0.625,0.0674
2023-03-01,0.1231,0.3367,0.0079,-2.0208,0.548,-0.3959,-0.1141,0.1436,0.1671
2023-04-01,0.3393,0.4545,0.2217,-0.7099,0.4607,-0.027,0.669,0.1127,0.0158
2023-05-01,0.1615,0.3647,0.261,-2.3453,0.5048,0.0834,-0.0505,0.3293,-0.1379
2023-06-01,0.2242,0.2178,0.1111,0.5247,0.4893,-0.0269,0.2402,0.0878,-0.2295
2023-07-01,0.1957,0.2069,0.2429,-0.0595,0.4577,-0.0289,-0.0655,0.1785,-0.0744
2023-08-01,0.4836,0.2007,0.251,4.2686,0.2755,0.0998,1.8181,-0.1462,-0.0738
2023-09-01,0.3901,0.3098,0.1309,1.8492,0.6105,0.1298,0.5365,-0.6267,0.0876
2023-10-01,0.1367,0.2956,0.3252,-2.0019,0.3857,0.2544,-0.6083,0.7181,-0.113
2023-11-01,0.1469,0.3002,0.1294,-1.6107,0.4535,0.4778,-0.252,-0.8951,-0.2332
2023-12-01,0.1924,0.257,0.1487,-0.4902,0.4154,0.3595,-0.1376,-0.1207,0.1093
2024-01-01,0.31,0.3589,0.3032,-0.2885,0.5595,0.4212,-0.4666,-0.1978,0.4421
2024-02-01,0.4098,0.3961,0.0908,1.2066,0.4476,0.0758,1.1096,0.4812,0.4423
2024-03-01,0.4431,0.3891,0.0221,1.8907,0.4438,0.378,1.2654,0.4965,0.0151
2024-04-01,0.2171,0.2705,0.2011,-0.3731,0.3459,0.3587,0.0846,0.9782,0.1883
2024-05-01,0.0486,0.1404,0.1507,-1.1981,0.3759,0.5195,-0.8224,-0.1588,-0.0171
2024-06-01,-0.0418,0.0927,0.2013,-2.0696,0.2533,0.1429,-1.2089,-0.0538,-0.0629
2024-07-01,0.1677,0.1727,0.2134,0.0011,0.3603,-0.0715,-0.1,-0.2933,0.104
2024-08-01,0.1572,0.254,0.1263,-0.9275,0.4378,-0.0726,0.0,-0.117,0.0355
2024-09-01,0.2133,0.3071,0.291,-1.0972,0.2633,0.3674,0.0402,0.8553,-0.028
2024-10-01,0.2856,0.3115,0.2255,0.1181,0.4369,0.3034,0.2317,-0.6021,-0.2466
2024-11-01,0.2842,0.2878,0.3292,0.1018,0.3433,0.2644,0.3418,-0.0372,-0.2787
2024-12-01,0.3399,0.1866,0.2154,2.3961,0.2582,0.1113,1.1069,-0.0942,0.0261
2025-01-01,0.4273,0.4266,0.2943,0.873,0.3464,0.2203,0.9605,-0.8604,0.3165
2025-02-01,0.2251,0.2547,0.2032,-0.0624,0.2964,0.3357,-0.3612,0.5052,0.2895
2025-03-01,0.0332,0.0691,0.3675,-1.1308,0.2059,0.1369,-1.185,0.2235,0.23
2025-04-01,0.1617,0.2386,0.0457,-0.5604,0.3403,0.4318,-0.404,-0.1423,-0.1328
2025-05-01,0.0993,0.1305,0.2662,-0.7089,0.2588,0.2645,-0.6107,-0.3194,0.0723
2025-06-01,0.2542,0.234,0.2849,0.4289,0.2106,0.4245,0.003,0.3303,0.1056
2025-07-01,0.2284,0.3125,0.123,-0.6176,0.2289,0.6758,0.1357,0.1067,-0.0231
2025-08-01,0.3483,0.3097,0.43,0.6855,0.3904,-0.1097,0.82,0.2588,0.0109
2025-09-01,0.2951,0.2178,0.2231,1.4331,0.2076,0.1821,0.7603,0.5444,-0.0054
2025-11-01,0.2523,0.1892,0.0982,1.4065,0.2411,0.1906,0.167,-0.3988,0.5466
2025-12-01,0.2978,0.2329,0.6142,0.3429,0.3834,0.3592,-0.0146,0.3291,-0.9268
2026-01-01,0.1708,0.295,0.1847,-1.4663,0.2199,0.2581,-0.3149,0.3068,0.3875
2026-02-01,0.267,0.2161,0.3749,0.635,0.2315,0.4993,0.2035,1.2778,-0.2015
