date,Civilian Labor Force Level (000s) Period %,Labor Force Participation Rate Period %,Employment-Population Ratio Period %,Total Nonfarm Payrolls (000s) Period %,Average Hourly Earnings - All Employees Period %,Average Weekly Hours - All Employees Period %,Average Hourly Earnings - Production Workers Period %
1978-06-01,0.4662,0.317,0.3373,0.5098,,,0.6873
1978-07-01,0.0274,-0.158,-0.3361,0.2921,,,0.6826
1978-08-01,0.1094,0.0,0.1686,0.3199,,,0.339
1978-09-01,0.277,0.1582,0.1684,0.1577,,,0.8446
1978-10-01,0.2773,0.0,0.3361,0.3823,,,0.8375
1978-11-01,0.4676,0.316,0.1675,0.4946,,,0.4983
1978-12-01,0.2385,0.1575,0.0,0.3168,,,0.8264
1979-01-01,0.2389,0.0,0.1672,0.1545,,,0.4918
1979-02-01,0.4277,0.3145,0.3339,0.2781,,,0.8157
1979-03-01,0.0833,0.0,-0.1664,0.4761,,,0.6472
1979-04-01,-0.3987,-0.4702,-0.3333,-0.0693,,,-0.1608
1979-05-01,-0.001,-0.315,0.0,0.416,,,0.9662
1979-06-01,0.4483,0.316,0.1672,0.3553,,,0.7974
1979-07-01,0.3479,0.1575,0.1669,0.121,,,0.6329
1979-08-01,0.0895,0.0,-0.3333,0.092,,,0.6289
1979-09-01,0.413,0.3145,0.3344,0.0299,,,0.7812
1979-10-01,0.1611,-0.1567,-0.1667,0.1705,,,0.155
1979-11-01,0.106,0.0,0.1669,0.1017,,,0.774
1979-12-01,0.4215,0.314,0.1667,0.1093,,,0.768
1980-01-01,0.2861,0.1565,-0.1664,0.1412,,,0.1524
1980-02-01,0.1267,0.0,0.0,0.0914,,,0.9132
1980-03-01,-0.239,-0.4687,-0.5,0.1221,,,0.905
1980-04-01,0.14,0.157,-0.5025,-0.1594,,,0.4484
1980-05-01,0.3171,0.1567,-0.5051,-0.4722,,,0.5952
1980-06-01,-0.1393,-0.313,-0.3384,-0.3528,,,0.8876
1980-07-01,0.3549,0.157,-0.1698,-0.2897,,,0.5865
1980-08-01,-0.0504,-0.1567,0.0,0.2883,,,0.7289
1980-09-01,-0.0065,-0.157,0.1701,0.1265,,,0.5789
1980-10-01,0.2867,0.1572,0.0,0.3071,,,1.0072
1980-11-01,0.1518,0.157,0.1698,0.284,,,0.9972
1980-12-01,-0.2008,-0.3135,0.0,0.216,,,0.5642
1981-01-01,0.6278,0.4717,0.1695,0.099,,,0.7013
1981-02-01,0.2,0.0,0.1692,0.0791,,,0.6964
1981-03-01,0.2873,0.313,0.3378,0.1153,,,0.8299
1981-04-01,0.3427,0.156,0.3367,0.08,,,0.5487
1981-05-01,0.2727,0.1558,-0.1678,0.0142,,,0.5457
1981-06-01,-0.7563,-0.9331,-0.8403,0.2125,,,0.5427
1981-07-01,0.1476,0.157,0.1695,0.1213,,,0.5398
1981-08-01,0.1557,0.0,0.0,-0.0393,,,0.9396
1981-09-01,-0.3964,-0.4702,-0.6768,-0.0961,,,0.5319
1981-10-01,0.6741,0.4724,0.1704,-0.106,,,0.3968
1981-11-01,0.1945,0.1567,-0.3401,-0.2287,,,0.527
1981-12-01,-0.2966,-0.4695,-0.6826,-0.3027,,,0.1311
1982-01-01,0.1625,0.1572,0.0,-0.3631,,,1.0471
1982-02-01,0.3465,0.157,0.0,-0.0022,,,0.0
1982-03-01,0.0914,0.0,-0.1718,-0.1424,,,0.3886
1982-04-01,0.2309,0.1567,-0.3442,-0.314,,,0.2581
1982-05-01,0.5746,0.4695,0.5181,-0.0477,,,0.9009
1982-06-01,-0.335,-0.4673,-0.6873,-0.2686,,,0.1276
1982-07-01,0.2371,0.1565,-0.173,-0.3828,,,0.6369
1982-08-01,0.1559,0.1562,0.1733,-0.1765,,,0.5063
1982-09-01,0.1873,0.0,-0.346,-0.2014,,,0.0
1982-10-01,0.0208,0.0,-0.3472,-0.3095,,,0.2519
1982-11-01,0.2763,0.156,-0.1742,-0.1361,,,0.2513
1982-12-01,0.0297,-0.1558,-0.1745,-0.0169,,,0.3759
1983-01-01,-0.3493,-0.312,0.0,0.2467,,,0.6242
1983-02-01,-0.0551,-0.1565,-0.1748,-0.082,,,0.3722
1983-03-01,-0.0425,-0.1567,0.0,0.1946,,,0.1236
1983-04-01,0.2179,0.157,0.3503,0.3076,,,0.3704
1983-05-01,-0.0289,-0.1567,0.0,0.3133,,,0.492
1983-06-01,0.9775,0.9419,0.8726,0.4206,,,0.2448
1983-07-01,-0.1099,-0.311,0.519,0.4621,,,0.3663
1983-08-01,0.425,0.312,0.1721,-0.3406,,,-0.2433
1983-09-01,0.0597,0.0,0.3436,1.2404,,,0.8537
1983-10-01,-0.3313,-0.4666,0.0,0.2992,,,0.4837
1983-11-01,0.2698,0.1562,0.5137,0.3879,,,0.0
1983-12-01,0.0882,0.0,0.1704,0.3864,,,0.2407
1984-01-01,-0.1051,-0.312,0.0,0.4803,,,0.6002
1984-02-01,0.3618,0.313,0.5102,0.5223,,,0.0
1984-03-01,0.087,0.0,0.0,0.292,,,0.358
1984-04-01,0.3416,0.312,0.3384,0.3885,,,0.4756
1984-05-01,0.4872,0.311,0.6745,0.3263,,,0.0
1984-06-01,0.1478,0.155,0.335,0.4049,,,0.355
1984-07-01,0.1362,0.0,-0.1669,0.3281,,,0.3538
1984-08-01,-0.2544,-0.3096,-0.3344,0.2564,,,0.0
1984-09-01,0.1539,0.0,0.1678,0.3283,,,0.47
1984-10-01,0.1423,0.0,0.0,0.2989,,,0.0
1984-11-01,0.1324,0.1553,0.1675,0.3691,,,0.2339
1984-12-01,0.36,0.155,0.1672,0.1302,,,0.4667
1985-01-01,0.1257,0.1548,0.0,0.2757,,,0.0
1985-02-01,0.1316,0.0,0.1669,0.1359,,,0.3484
1985-03-01,0.3935,0.3091,0.3333,0.3513,,,0.2315
1985-04-01,0.0026,0.0,-0.1661,0.2024,,,0.3464
1985-05-01,-0.0841,-0.1541,0.0,0.2824,,,0.1151
1985-06-01,-0.2334,-0.3086,-0.4992,0.1511,,,0.4598
1985-07-01,0.3088,0.1548,0.1672,0.1939,,,0.0
1985-08-01,-0.0251,-0.1546,0.1669,0.1966,,,0.2288
1985-09-01,0.5326,0.4644,0.5,0.2095,,,0.4566
1985-10-01,0.2071,0.1541,0.0,0.1917,,,-0.1136
1985-11-01,-0.0086,-0.1538,0.1658,0.2138,,,0.2275
1985-12-01,0.1886,0.1541,0.0,0.1686,,,0.681
1986-01-01,0.2819,-0.1538,0.3311,0.1247,,,-0.2255
1986-02-01,0.1714,0.1541,-0.495,0.1165,,,0.339
1986-03-01,0.2892,0.1538,0.3317,0.088,,,0.1126
1986-04-01,0.0819,0.0,0.0,0.189,,,-0.1125
1986-05-01,0.1807,0.1536,0.0,0.1281,,,0.2252
1986-06-01,0.4731,0.3067,0.3306,-0.0937,,,0.2247
1986-07-01,0.0381,0.0,0.1647,0.3207,,,-0.1121
1986-08-01,0.0178,-0.1529,0.0,0.1156,,,0.3367
1986-09-01,0.2074,0.1531,0.0,0.3474,,,0.0
1986-10-01,0.1022,0.0,0.1645,0.1871,,,0.2237
1986-11-01,0.0996,0.0,0.0,0.1868,,,0.558
1986-12-01,-0.0194,-0.1529,0.1642,0.2004,,,0.0
1987-01-01,0.1973,0.1531,0.0,0.1681,,,0.111
1987-02-01,0.2331,0.1529,0.1639,0.2394,,,0.3326
1987-03-01,0.1242,0.0,0.1637,0.2428,,,0.221
1987-04-01,0.0553,-0.1527,0.1634,0.3311,,,0.1103
1987-05-01,0.5631,0.4587,0.4894,0.2256,,,0.3304
1987-06-01,-0.3033,-0.3044,-0.3247,0.1691,,,0.0
1987-07-01,0.2156,0.1527,0.3257,0.3405,,,0.1098
1987-08-01,0.347,0.1524,0.3247,0.1692,,,0.6579
1987-09-01,-0.2552,-0.3044,-0.3236,0.2216,,,0.1089
1987-10-01,0.415,0.3053,0.3247,0.4783,,,0.3264
1987-11-01,0.0257,0.0,0.1618,0.2269,,,0.5423
1987-12-01,0.1568,0.0,0.1616,0.2796,,,0.1079
1988-01-01,0.1988,0.1522,0.0,0.0888,,,0.1078
1988-02-01,0.1546,0.152,0.1613,0.4443,,,0.0
1988-03-01,-0.2006,-0.3035,-0.3221,0.2639,,,0.2153
1988-04-01,0.2795,0.1522,0.4847,0.2326,,,0.5371
1988-05-01,-0.1485,-0.152,-0.3215,0.2196,,,0.5342
1988-06-01,0.332,0.1522,0.4839,0.3468,,,0.0
1988-07-01,0.1581,0.152,0.0,0.2127,,,0.4251
1988-08-01,0.3781,0.3035,0.1605,0.1175,,,0.1058
1988-09-01,-0.1351,-0.3026,0.0,0.3208,,,0.5285
1988-10-01,0.2017,0.1517,0.1603,0.2481,,,0.5258
1988-11-01,0.3527,0.303,0.32,0.3209,,,0.2092
1988-12-01,-0.0122,-0.1511,-0.1595,0.2636,,,0.2088
1989-01-01,0.6263,0.6051,0.4792,0.246,,,0.5208
1989-02-01,-0.2067,-0.3008,0.0,0.2482,,,0.3109
1989-03-01,0.0747,0.0,0.0,0.1806,,,0.2066
1989-04-01,0.2743,0.1508,0.0,0.158,,,0.5155
1989-05-01,-0.0736,-0.1506,0.0,0.1132,,,-0.1026
1989-06-01,0.422,0.3017,0.159,0.1056,,,0.308
1989-07-01,-0.0226,0.0,0.0,0.0389,,,0.6141
1989-08-01,0.1605,0.0,0.1587,0.0472,,,0.0
1989-09-01,-0.1788,-0.1504,-0.4754,0.2303,,,0.4069
1989-10-01,0.2154,0.1506,0.1592,0.0987,,,0.5066
1989-11-01,0.343,0.1504,0.159,0.2544,,,0.1008
1989-12-01,-0.1123,-0.1502,0.0,0.0772,,,0.5035
1990-01-01,1.0731,0.4511,0.3175,0.3308,,,0.4008
1990-02-01,-0.0977,-0.1497,0.0,0.2198,,,0.499
1990-03-01,0.0724,0.0,0.0,0.1864,,,0.3972
1990-04-01,-0.1208,-0.1499,-0.3165,0.031,,,0.0989
1990-05-01,0.1942,0.0,0.1587,0.1404,,,0.3953
1990-06-01,-0.2542,-0.3003,-0.317,0.02,,,0.3937
1990-07-01,0.1266,0.1506,-0.159,-0.0319,,,0.1961
1990-08-01,0.2052,0.0,-0.1592,-0.1894,,,0.1957
1990-09-01,-0.0778,-0.1504,-0.319,-0.0775,,,0.293
1990-10-01,0.0818,0.0,0.0,-0.1324,,,0.2921
1990-11-01,0.0595,0.0,-0.32,-0.1417,,,0.1942
1990-12-01,0.0571,0.0,-0.1605,-0.0494,,,0.1938
1991-01-01,-0.1482,-0.3012,-0.3215,-0.1008,,,0.2901
1991-02-01,0.0516,0.0,-0.1613,-0.2962,,,0.1929
1991-03-01,0.173,0.1511,-0.1616,-0.1536,,,0.1925
1991-04-01,0.2456,0.1508,0.3236,-0.2008,,,0.4803
1991-05-01,-0.294,-0.3012,-0.6452,-0.0895,,,0.3824
1991-06-01,0.1228,0.0,0.1623,0.0711,,,0.0952
1991-07-01,-0.1401,-0.1511,-0.1621,-0.0369,,,0.2854
1991-08-01,-0.0032,-0.1513,-0.1623,0.0092,,,0.1898
1991-09-01,0.3964,0.303,0.1626,0.0323,,,0.1894
1991-10-01,-0.0063,-0.1511,-0.1623,0.024,,,0.0945
1991-11-01,0.0466,0.0,-0.1626,-0.0563,,,0.1889
1991-12-01,-0.0292,-0.1513,-0.3257,0.0277,,,0.2828
1992-01-01,0.4713,0.4545,0.4902,0.0323,,,0.0
1992-02-01,-0.0424,-0.1508,-0.3252,-0.0489,,,0.188
1992-03-01,0.3121,0.3021,0.3263,0.0508,,,0.1876
1992-04-01,0.1857,0.1506,0.1626,0.1375,,,0.3745
1992-05-01,0.2175,0.1504,-0.1623,0.1198,,,0.1866
1992-06-01,0.2654,0.1502,0.0,0.0552,,,0.2793
1992-07-01,0.081,0.0,0.1626,0.08,,,0.0929
1992-08-01,0.0389,-0.1499,0.0,0.1131,,,0.2783
1992-09-01,-0.0871,-0.1502,-0.3247,0.0321,,,0.185
1992-10-01,-0.3696,-0.4511,-0.1629,0.1726,,,0.1847
1992-11-01,0.3242,0.1511,0.1631,0.1319,,,0.0922
1992-12-01,0.088,0.0,0.0,0.2004,,,0.3683
1993-01-01,-0.1198,-0.1508,0.0,0.263,,,0.2752
1993-02-01,0.0452,0.0,0.0,0.2341,,,0.183
1993-03-01,0.109,0.0,0.1629,-0.0391,,,0.3653
1993-04-01,-0.0109,-0.1511,0.0,0.2691,,,0.0
1993-05-01,0.5288,0.4539,0.3252,0.2457,,,0.182
1993-06-01,0.1137,0.1506,0.1621,0.1547,,,0.1817
1993-07-01,-0.0108,-0.1504,0.0,0.2817,,,0.1813
1993-08-01,0.1716,0.0,0.3236,0.1315,,,0.181
1993-09-01,-0.2708,-0.3012,-0.4839,0.223,,,0.1807
1993-10-01,0.2359,0.1511,0.1621,0.2566,,,0.3607
1993-11-01,0.1065,0.0,0.1618,0.2264,,,0.1797
1993-12-01,0.1773,0.1508,0.1616,0.3018,,,0.2691
1994-01-01,0.5041,0.3012,0.3226,0.2457,,,0.1789
1994-02-01,0.0559,0.0,0.1608,0.1607,,,0.4464
1994-03-01,-0.2059,-0.1502,-0.321,0.4105,,,0.0
1994-04-01,0.1695,0.0,0.3221,0.3038,,,0.1778
1994-05-01,0.121,0.1504,0.321,0.2932,,,0.1775
1994-06-01,-0.1667,-0.3003,-0.32,0.2783,,,0.1771
1994-07-01,0.0697,0.0,0.0,0.323,,,0.2653
1994-08-01,0.4768,0.3012,0.4815,0.2565,,,0.1764
1994-09-01,0.1112,0.0,0.1597,0.2994,,,0.2641
1994-10-01,0.2458,0.1502,0.319,0.1831,,,0.2634
1994-11-01,0.1116,0.0,0.159,0.3551,,,0.2627
1994-12-01,0.0455,0.0,0.1587,0.265,,,0.262
1995-01-01,0.0659,0.1499,-0.1585,0.2849,,,0.0
1995-02-01,0.0583,0.0,0.1587,0.1622,,,0.4355
1995-03-01,-0.0053,-0.1497,0.0,0.1834,,,0.1735
1995-04-01,0.3649,0.2999,0.0,0.1351,,,0.0866
1995-05-01,-0.5574,-0.5979,-0.6339,-0.0171,,,0.2595
1995-06-01,0.0743,0.0,0.0,0.2093,,,0.3451
1995-07-01,0.2986,0.1504,0.1595,0.0776,,,0.3439
1995-08-01,-0.0053,0.0,0.0,0.2249,,,0.1714
1995-09-01,0.2078,0.0,0.1592,0.193,,,0.3422
1995-10-01,0.0792,0.0,0.0,0.1298,,,0.1705
1995-11-01,-0.0769,-0.1502,-0.159,0.1178,,,0.2553
1995-12-01,-0.0777,-0.1504,-0.1592,0.1354,,,0.2547
1996-01-01,0.0792,0.0,0.0,-0.0068,,,0.4234
1996-02-01,0.2534,0.3012,0.319,0.3558,,,0.0843
1996-03-01,0.1715,0.0,0.159,0.2139,,,0.1685
1996-04-01,0.1719,0.1502,0.0,0.1395,,,0.5887
1996-05-01,0.1934,0.0,0.0,0.2845,,,0.1672
1996-06-01,0.0224,0.0,0.3175,0.2285,,,0.4174
1996-07-01,0.4391,0.2999,0.1582,0.2079,,,0.1663
1996-08-01,-0.1713,-0.299,0.0,0.1491,,,0.332
1996-09-01,0.3439,0.2999,0.158,0.1681,,,0.3309
1996-10-01,0.3018,0.1495,0.1577,0.2201,,,0.2473
1996-11-01,0.0637,0.0,-0.1575,0.2337,,,0.3289
1996-12-01,0.0785,0.0,0.0,0.1621,,,0.3279
1997-01-01,0.2539,0.0,0.0,0.1758,,,0.4085
1997-02-01,-0.0413,-0.1493,0.0,0.2612,,,0.1627
1997-03-01,0.3626,0.299,0.3155,0.2614,,,0.3249
1997-04-01,0.092,0.0,0.1572,0.2443,,,0.3239
1997-05-01,0.0757,0.0,0.157,0.2216,,,0.3228
1997-06-01,0.0676,0.0,-0.1567,0.2089,,,0.2414
1997-07-01,0.1953,0.149,0.314,0.2426,,,0.321
1997-08-01,0.1033,0.0,0.0,-0.0219,,,0.56
1997-09-01,0.0417,-0.1488,0.0,0.3965,,,0.2387
1997-10-01,-0.0307,0.0,0.0,0.2824,,,0.4762
1997-11-01,0.2401,0.149,0.313,0.2429,,,0.3949
1997-12-01,0.1416,0.0,-0.156,0.2608,,,0.3147
1998-01-01,-0.0437,-0.1488,0.0,0.2063,,,0.3137
1998-02-01,0.0124,0.0,0.0,0.1691,,,0.3127
1998-03-01,0.0904,0.0,0.0,0.1184,,,0.3118
1998-04-01,-0.0627,-0.149,0.1562,0.2237,,,0.3885
1998-05-01,0.1619,0.0,0.0,0.3189,,,0.3096
1998-06-01,0.0604,0.0,-0.156,0.1836,,,0.2315
1998-07-01,0.0968,0.0,0.0,0.1079,,,0.077
1998-08-01,-0.0131,0.0,-0.1563,0.2646,,,0.5385
1998-09-01,0.5205,0.2985,0.4695,0.1565,,,0.306
1998-10-01,-0.0051,0.0,-0.1558,0.1617,,,0.2288
1998-11-01,0.0738,-0.1488,0.156,0.215,,,0.2283
1998-12-01,0.1828,0.149,0.1558,0.2932,,,0.3037
1999-01-01,0.2662,0.0,0.1555,0.0815,,,0.4542
1999-02-01,-0.0259,0.0,-0.3106,0.3273,,,0.2261
1999-03-01,-0.1705,-0.2976,0.0,0.0913,,,0.3008
1999-04-01,0.1651,0.1493,0.0,0.2815,,,0.2999
1999-05-01,0.1065,0.0,0.1558,0.1695,,,0.299
1999-06-01,0.1596,0.0,-0.1555,0.2104,,,0.3726
1999-07-01,0.0789,0.0,0.0,0.2618,,,0.297
1999-08-01,-0.0065,-0.149,0.0,0.1159,,,0.148
1999-09-01,0.1377,0.0,0.0,0.1536,,,0.5913
1999-10-01,0.1067,0.0,0.1558,0.3136,,,0.2204
1999-11-01,0.1817,0.1493,0.1555,0.2212,,,0.1466
1999-12-01,0.1086,0.0,0.0,0.243,,,0.2928
2000-01-01,1.491,0.2981,0.3106,0.1743,,,0.292
2000-02-01,0.1328,0.0,0.0,0.0832,,,0.4367
2000-03-01,-0.0154,0.0,0.0,0.3691,,,0.3623
2000-04-01,0.2226,0.0,0.1548,0.2128,,,0.2888
2000-05-01,-0.2543,-0.2972,-0.4637,0.1676,,,0.288
2000-06-01,0.1426,0.0,0.1553,-0.0318,,,0.3589
2000-07-01,-0.2195,-0.2981,-0.4651,0.1249,,,0.2861
2000-08-01,0.1659,0.0,0.0,0.0045,,,0.3566
2000-09-01,0.0028,0.0,0.0,0.0779,,,0.4264
2000-10-01,0.073,-0.1495,0.0,0.0113,,,0.2831
2000-11-01,0.2384,0.1497,0.1558,0.1541,,,0.4234
2000-12-01,0.2001,0.1495,0.1555,0.1207,,,0.4216
2001-01-01,0.3853,0.2985,0.0,-0.0098,,,0.0
2001-02-01,-0.0688,-0.1488,-0.1553,0.0641,,,0.4899
2001-03-01,0.1552,0.149,0.0,-0.0279,,,0.4178
2001-04-01,-0.2467,-0.4464,-0.4666,-0.2207,,,0.1387
2001-05-01,-0.1748,-0.299,-0.3125,-0.0377,,,0.4155
2001-06-01,0.0272,0.0,-0.1567,-0.0816,,,0.2759
2001-07-01,0.2072,0.1499,0.0,-0.0967,,,0.0688
2001-08-01,-0.2576,-0.4491,-0.7849,-0.1142,,,0.3436
2001-09-01,0.492,0.4511,0.4747,-0.1954,,,0.137
2001-10-01,0.0674,-0.1497,-0.4724,-0.236,,,0.2736
2001-11-01,0.1069,0.0,-0.3165,-0.2343,,,0.4093
2001-12-01,0.0451,0.0,-0.1587,-0.1228,,,0.1359
2002-01-01,-0.2924,-0.2999,-0.318,-0.0947,,,0.1357
2002-02-01,0.5352,0.4511,0.4785,-0.0932,,,0.1355
2002-03-01,-0.1189,-0.2994,-0.3175,-0.0115,,,0.2706
2002-04-01,0.1689,0.1502,-0.1592,-0.0811,,,0.135
2002-05-01,0.1472,0.0,0.319,0.0122,,,0.2695
2002-06-01,-0.0897,-0.1499,-0.318,0.0322,,,0.336
2002-07-01,-0.0035,-0.1502,0.0,-0.0689,,,0.2679
2002-08-01,0.1423,0.1504,0.0,-0.0023,,,0.334
2002-09-01,0.3745,0.1502,0.4785,-0.0605,,,0.1997
2002-10-01,-0.1635,-0.1499,-0.4762,0.0881,,,0.4651
2002-11-01,-0.1879,-0.3003,-0.319,-0.0008,,,0.1984
2002-12-01,0.0172,-0.1506,-0.16,-0.1156,,,0.33
2003-01-01,0.6004,0.1508,0.1603,0.0828,,,0.0658
2003-02-01,0.1117,0.0,0.0,-0.1011,,,0.4602
2003-03-01,-0.0534,-0.1506,-0.16,-0.1579,,,-0.0654
2003-04-01,0.3095,0.1508,0.0,-0.0476,,,0.0655
2003-05-01,0.0178,0.0,-0.1603,0.0184,,,0.3272
2003-06-01,0.3795,0.1506,0.0,-0.0084,,,0.1957
2003-07-01,-0.3883,-0.4511,-0.321,-0.0015,,,0.2604
2003-08-01,-0.0273,-0.1511,0.0,-0.0238,,,0.1299
2003-09-01,0.058,0.0,-0.161,0.0761,,,0.0
2003-10-01,0.1269,0.0,0.1613,0.1436,,,0.0
2003-11-01,0.1936,0.0,0.3221,0.0314,,,0.2594
2003-12-01,-0.1844,-0.3026,-0.1605,0.0835,,,0.0647
2004-01-01,0.077,0.3035,0.1608,0.1279,,,0.2586
2004-02-01,-0.0906,-0.1513,0.0,0.0497,,,0.1289
2004-03-01,0.1602,0.0,-0.1605,0.2438,,,0.1932
2004-04-01,-0.064,-0.1515,0.1608,0.2074,,,0.1928
2004-05-01,0.1464,0.1517,0.0,0.2169,,,0.2566
2004-06-01,0.2686,0.1515,0.1605,0.0737,,,0.2559
2004-07-01,0.1573,0.0,0.1603,0.0455,,,0.1276
2004-08-01,-0.0867,-0.1513,-0.16,0.0645,,,0.2549
2004-09-01,-0.101,-0.303,-0.1603,0.1137,,,0.3179
2004-10-01,0.2564,0.152,0.0,0.2574,,,0.1901
2004-11-01,0.2497,0.1517,0.321,0.0559,,,0.1898
2004-12-01,-0.0695,-0.1515,-0.16,0.0958,,,0.1263
2005-01-01,-0.0203,-0.1517,0.0,0.1139,,,0.2522
2005-02-01,0.2263,0.152,0.0,0.1905,,,0.1887
2005-03-01,0.0182,0.0,0.0,0.0902,,,0.2511
2005-04-01,0.3605,0.3035,0.4808,0.2749,,,0.2505
2005-05-01,0.2249,0.0,0.1595,0.1266,,,0.1874
2005-06-01,-0.0154,0.0,-0.1592,0.1937,,,0.2494
2005-07-01,0.13,0.0,0.1595,0.2628,,,0.4353
2005-08-01,0.2322,0.1513,0.1592,0.1504,,,0.1238
2005-09-01,0.1168,-0.1511,-0.159,0.0372,,,0.1237
2005-10-01,0.0313,0.0,0.0,0.0661,,,0.5559
2005-11-01,0.0427,-0.1513,-0.1592,0.2644,,,0.1229
2005-12-01,-0.0233,0.0,0.1595,0.12,,,0.3681
2006-01-01,0.1226,0.0,0.1592,0.1983,,,0.3667
2006-02-01,0.2843,0.1515,0.159,0.226,,,0.3654
2006-03-01,0.1142,0.1513,0.1587,0.2247,,,0.3641
2006-04-01,0.0451,-0.1511,-0.1585,0.1264,0.6487,0.2924,0.5441
2006-05-01,0.1246,0.0,0.1587,0.0286,-0.1983,0.0,0.1203
2006-06-01,0.1887,0.1513,0.0,0.0646,0.4471,0.2915,0.4204
2006-07-01,0.0152,-0.1511,-0.1585,0.1408,0.3462,-0.2907,0.3589
2006-08-01,0.2239,0.1513,0.1587,0.1194,0.1479,0.0,0.2384
2006-09-01,-0.0356,-0.1511,0.0,0.098,0.3937,0.2915,0.2973
2006-10-01,0.2499,0.1513,0.317,0.0124,0.098,-0.2907,0.3557
2006-11-01,0.2401,0.1511,0.0,0.1586,0.3428,0.0,0.2953
2006-12-01,0.2139,0.1508,0.158,0.1379,0.4392,0.5831,0.4122
2007-01-01,0.2698,0.0,-0.1577,0.1625,0.0486,-0.5797,0.2346
2007-02-01,-0.1051,-0.1506,0.0,0.064,0.4371,0.0,0.4096
2007-03-01,0.0444,-0.1508,0.0,0.1628,0.1934,0.2915,0.3497
2007-04-01,-0.4025,-0.4532,-0.4739,0.0457,0.3378,0.0,0.2904
2007-05-01,0.1542,0.1517,0.0,0.1052,0.2405,0.0,0.4053
2007-06-01,0.243,0.0,0.0,0.0565,0.5278,0.2907,0.4037
2007-07-01,0.0085,0.0,-0.1587,-0.0188,-0.0477,-0.2899,0.2872
2007-08-01,-0.1993,-0.303,-0.318,-0.0225,0.2865,0.0,0.2291
2007-09-01,0.4354,0.304,0.319,0.0623,0.1905,0.0,0.2857
2007-10-01,-0.1506,-0.303,-0.318,0.055,0.0951,-0.2907,0.1709
2007-11-01,0.4256,0.304,0.319,0.0832,0.2849,0.2915,0.2844
2007-12-01,0.054,0.0,-0.318,0.0759,0.1894,0.0,0.2836
2008-01-01,0.0942,0.303,0.319,-0.0029,0.1418,0.0,0.3394
2008-02-01,-0.2661,-0.3021,-0.159,-0.0448,0.3775,0.0,0.3382
2008-03-01,0.166,0.1515,-0.1592,-0.0506,0.4231,0.0,0.3933
2008-04-01,-0.0903,-0.3026,0.0,-0.1584,0.0936,0.0,0.2798
2008-05-01,0.3473,0.3035,-0.319,-0.1369,0.421,0.0,0.3348
2008-06-01,0.0065,0.0,-0.16,-0.1095,0.2329,-0.2907,0.3337
2008-07-01,0.1011,0.0,-0.3205,-0.1474,0.3717,0.0,0.3326
2008-08-01,0.1113,0.0,-0.3215,-0.208,0.463,0.0,0.442
2008-09-01,-0.0459,-0.1513,-0.1613,-0.3287,0.1382,-0.2915,0.11
2008-10-01,0.198,0.0,-0.3231,-0.3429,0.1381,0.2924,0.2747
2008-11-01,-0.153,-0.1515,-0.4862,-0.5503,0.4596,-0.5831,0.3288
2008-12-01,0.0103,-0.1517,-0.6515,-0.512,0.4117,-0.5865,0.4369
2009-01-01,-0.2877,-0.152,-0.6557,-0.5695,0.0456,0.295,0.0
2009-02-01,0.2127,0.1522,-0.495,-0.5676,0.0911,0.0,0.2719
2009-03-01,-0.2621,-0.304,-0.6633,-0.6181,0.3185,-0.5882,0.2711
2009-04-01,0.2439,0.1524,-0.1669,-0.5072,0.2268,0.0,0.1622
2009-05-01,0.154,0.0,-0.3344,-0.2701,0.0905,0.0,0.054
2009-06-01,-0.02,0.0,-0.3356,-0.3484,0.0904,-0.2959,0.1619
2009-07-01,-0.1383,-0.3044,-0.1684,-0.2641,0.1807,0.2967,0.1616
2009-08-01,-0.1262,-0.1527,-0.3373,-0.1454,0.2254,0.0,0.4303
2009-09-01,-0.3111,-0.4587,-0.6768,-0.1732,0.1799,0.2959,0.1607
2009-10-01,-0.028,-0.1536,-0.3407,-0.142,0.1796,-0.295,0.2139
2009-11-01,0.0611,0.0,0.1709,-0.0031,0.1345,0.2959,0.3202
2009-12-01,-0.4984,-0.6154,-0.5119,-0.1915,0.1343,0.0,0.2128
2010-01-01,0.2436,0.3096,0.3431,-0.0046,0.1341,0.295,0.2123
2010-02-01,0.1368,0.1543,0.0,-0.074,0.2679,-0.5882,0.1589
2010-03-01,0.1692,0.0,0.0,0.1234,0.0,0.5917,0.0529
2010-04-01,0.4339,0.4622,0.3419,0.1956,0.1336,0.2941,0.2114
2010-05-01,-0.3434,-0.4601,-0.1704,0.4012,0.0889,0.2933,0.2637
2010-06-01,-0.3083,-0.4622,-0.1706,-0.101,0.0888,-0.2924,0.1052
2010-07-01,0.0488,0.0,0.0,-0.0728,0.2663,0.2933,0.0525
2010-08-01,0.257,0.1548,0.1709,0.0,0.1328,0.0,0.3676
2010-09-01,-0.072,-0.1546,-0.1706,-0.0567,0.221,0.2924,0.0
2010-10-01,-0.2208,-0.3096,-0.3419,0.2141,0.2647,0.0,0.5233
2010-11-01,0.3189,0.3106,-0.1715,0.0988,0.0,-0.2915,0.0
2010-12-01,-0.3082,-0.4644,0.1718,0.062,0.132,0.2924,0.1041
2011-01-01,-0.2519,-0.1555,0.0,0.0054,0.4833,-0.2915,0.52
2011-02-01,-0.032,-0.1558,0.1715,0.1681,0.0,0.2924,-0.1035
2011-03-01,0.1057,0.156,0.0,0.1724,0.0,0.0,-0.0518
